"id","id_duplicate","country","year_first","year_last","name_short","name","name_source","ignore_partyfacts","comment"
873,,"PER",1962,1978,"","Demócrata Cristiano","Demócrata Cristiano 1962 & 1978 [5/6]",0,""
874,,"PER",1931,1931,"","Acción Republicana","Acción Republicana 1931",0,""
875,,"PER",1962,1963,"","Unión Nacional Odriísta","Unión Nacional Odriísta (Manuel A. Odría) 1962–63",0,""
876,883,"PER",1995,1995,"","Acción Popular","Acción Popular 1995",0,""
877,,"PER",1980,1985,"AP–PPC","","AP–PPC 1980–85 [5/6]",0,""
878,,"PER",1992,1995,"CODE","Coordinadora Democrática/País Posible","Coordinadora Democrática (CODE)/País Posible 1992–95 [5/6]",0,""
879,,"PER",1990,1990,"Fredemo","Frente Democrático","Frente Democrático (Fredemo) 1990",0,""
880,,"PER",1992,1995,"","Frente Independiente Moralizador","Frente Independiente Moralizador 1992–95",0,""
881,,"PER",1931,1945,"","Unión Revolucionaria","Unión Revolucionaria (Sánchez Cerro) 1931–45",0,""
882,,"PER",1992,1992,"SODE","Solidaridad y Democracia","Solidaridad y Democracia (SODE) 1992",0,""
883,883,"PER",1962,1962,"","Acción Popular","Acción Popular (Belaunde) 1962 [4/6]",0,""
884,,"PER",1963,1963,"AP-DC","","AP-DC 1963 [4/6]",0,""
885,,"PER",1931,1995,"APRA","Alianza Popular Revolucionaria Americana/Partido Aprista Peruano","Alianza Popular Revolucionaria Americana (APRA or Partido Aprista Peruano)1931 [6/6] & 1962–90 & 1995 [4/6 1962–78 6/6 1980–95]",0,""
886,,"PER",1945,1945,"","Frente Democrático Nacional","Frente Democrático Nacional (Bustamante + APRA) 1945 [4/6]",0,""
887,,"PER",1978,1995,"","Frente Nacional de Trabajadores y Campesinos/Frenatraca/FNTC","Frente Nacional de Trabajadores y Campesinos/Frenatraca/FNTC 1978–1990 [3/6 1978–90 4/6 1992–95]",0,""
888,,"PER",1995,1995,"","Perú al 2000/Frenatraca","Perú al 2000/Frenatraca 1995",0,""
889,,"PER",1980,1980,"","Acción Política (or perhaps Popular) Socialista","Acción Política (or perhaps Popular) Socialista 1980",0,""
890,,"PER",1978,1978,"","Acción Revolucionaria Socialista","Acción Revolucionaria Socialista 1978",0,""
891,,"PER",1978,1978,"","Comunista Peruano","Comunista Peruano 1978",0,""
892,,"PER",1978,1978,"PDRP","Democrático Reformista Peruano","Democrático Reformista Peruano (PDRP) 1978 [5/6]",0,""
893,,"PER",1962,1962,"","Frente de Liberación Nacional","Frente de Liberación Nacional 1962",0,""
894,,"PER",1978,1980,"FOCEP","Frente Obrero Campesino-Estudiantil y Popular","Frente Obrero Campesino-Estudiantil y Popular (FOCEP) 1978–80",0,""
895,,"PER",1990,1990,"","Izquierda Socialista","Izquierda Socialista (Barrantes) 1990 [5/6]",0,""
896,,"PER",1985,1995,"","Izquierda Unida","Izquierda Unida 1985 & 1995",0,""
897,,"PER",1985,1985,"PMLN","Mariateguista para la Liberación Nacional","Mariateguista para la Liberación Nacional (PMLN) 1985",0,""
898,,"PER",1992,1992,"","Movimiento Democrático de Izquierda","Movimiento Democrático de Izquierda 1992 [5/6]",0,""
899,,"PER",1962,1962,"","Movimiento Social Progresista","Movimiento Social Progresista 1962",0,""
900,,"PER",1980,1980,"","Revolucionario de los Trabajadores","Revolucionario de los Trabajadores 1980",0,""
901,,"PER",1985,1985,"","Socialista de los Trabajadores","Socialista de los Trabajadores 1985",0,""
902,,"PER",1962,1985,"PSP","Socialista del Perú","Socialista del Perú (PSP) 1962 & 1980–85",0,""
903,,"PER",1978,1978,"PSR","Socialista Revolucionario","Socialista Revolucionario (PSR) 1978",0,""
904,,"PER",1978,1980,"","Unidad Democrática Popular","Unidad Democrática Popular 1978–80",0,""
905,,"PER",1980,1980,"","Unidad de Izquierda","Unidad de Izquierda 1980",0,""
906,,"PER",1980,1980,"UNIR","Unión de Izquierda Revolucionaria","Unión de Izquierda Revolucionaria (UNIR) 1980",0,""
907,,"PER",1992,1992,"FREPAP","Frente Agrícola Peruano","Frente Agrícola Peruano (FREPAP) 1992",0,""
908,,"PER",1985,1990,"","“listas independientes”","“listas independientes” 1985–90",0,""
909,,"PER",1990,1995,"","Cambio 90/Nueva Mayoría","Cambio 90/Nueva Mayoría (Fujimori) 1990–95",0,""
910,,"PER",1985,1990,"FDUN","Frente Democrático de Unidad Nacional","Frente Democrático de Unidad Nacional (FDUN) (Morales Bermúdez) 1985–90",0,""
911,,"PER",1963,1963,"","Mario Samamá Bossio (perhaps Boggio)","Mario Samamá Bossio (perhaps Boggio) 1963",0,""
912,,"PER",1978,1980,"","Movimiento Democrático Peruano","Movimiento Democrático Peruano (M. Prado) 1978–80 [5/6]",0,""
913,,"PER",1995,1995,"","Movimiento Cívico Nacional OBRAS","Movimiento Cívico Nacional OBRAS (R. Belmont) 1995",0,""
914,,"PER",1980,1980,"","Organización Política de la Revolución Peruana","Organización Política de la Revolución Peruana (Juan Velasco) 1980",0,""
915,,"PER",1980,1980,"PAIS","Partido de Avanzada e Integración Social/Movimiento Popular de Acción e Integración Social","Partido de Avanzada e Integración Social (aka Movimiento Popular de Acción e Integración Social) (PAIS) 1980",0,""
916,,"PER",1978,1980,"","Unión Nacional","Unión Nacional 1978–80",0,""
917,,"PER",1995,1995,"","Unión Por el Perú","Unión Por el Perú (Pérez de Cuéllar) 1995 [5/6]",0,""
918,,"PER",1995,1995,"","Alternativa Perú Puma","Alternativa Perú Puma 1995",0,""
919,,"PER",1995,1995,"","Apertura para el Desarrollo Nacional","Apertura para el Desarrollo Nacional 1995",0,""
920,,"PER",1995,1995,"","Frente Independiente Reconciliación Nacional","Frente Independiente Reconciliación Nacional 1995",0,""
921,,"PER",1995,1995,"","Frente Popular Agrícola/FIA del Perú","Frente Popular Agrícola/FIA del Perú 1995",0,""
922,,"PER",1985,1985,"","Movimiento 7 de junio","Movimiento 7 de junio 1985",0,""
923,,"PER",1992,1995,"","Movimiento Independiente Agrario","Movimiento Independiente Agrario 1992–95",0,""
924,,"PER",1995,1995,"","Movimiento Independiente Inca","Movimiento Independiente Inca 1995",0,""
925,,"PER",1995,1995,"","Movimiento Social Independiente Recambio","Movimiento Social Independiente Recambio 1995",0,""
926,,"PER",1985,1985,"","Partido de Avanzada Nacional","Partido de Avanzada Nacional 1985",0,""
927,,"PER",1995,1995,"","Partido Independiente Nuevo Perú","Partido Independiente Nuevo Perú 1995",0,""
928,,"PER",1995,1995,"","Reformista del Perú","Reformista del Perú 1995",0,""
929,,"URY",1919,1984,"","Uníon Cívica","Uníon Cívica 1919–58 & 1984",0,""
930,,"URY",1966,1971,"","Movimiento Cívico Cristiano","Movimiento Cívico Cristiano 1966–71",0,""
931,,"URY",1962,1966,"","Demócrata Cristiano","Demócrata Cristiano 1962–66",0,""
932,,"URY",1917,1994,"","Nacional (Blanco)","Nacional (Blanco) 1917–94",0,""
933,933,"URY",1971,1994,"","Colorado","Colorado 1971–94",0,""
934,,"URY",1950,1954,"","Nacional Independiente","Nacional Independiente 1950–54",0,""
935,,"URY",1917,1917,"","Autonomía Colorada","Autonomía Colorada 1917",0,""
936,933,"URY",1917,1966,"","Colorado","Colorado 1917–66",0,""
937,,"URY",1942,1946,"","Demócrata Social","Demócrata Social 1942–46",0,""
938,,"URY",1989,1994,"","Nuevo Espacio","Nuevo Espacio 1989–94",0,""
939,,"URY",1922,1958,"","Comunista","Comunista 1922–58",0,""
940,,"URY",1994,1994,"","Encuentro Progresista Frente Amplio","Encuentro Progresista Frente Amplio 1994",0,""
941,,"URY",1971,1989,"","Frente Amplio","Frente Amplio 1971–89",0,""
942,,"URY",1962,1966,"FIDEL","Frente Izquierda de Liberación","Frente Izquierda de Liberación (FIDEL) 1962–66",0,""
943,,"URY",1917,1966,"","Socialista","Socialista 1917–58 & 1966",0,""
944,,"URY",1962,1966,"","Unión Popular","Unión Popular 1962–66",0,""
945,,"URY",1989,1989,"","Verde","Verde 1989",0,""
946,,"URY",1931,1989,"","Others","Others 1931–38 & 1954–89",0,""
947,,"URY",1928,1931,"","Agrario Popular","Agrario Popular 1928–31",0,""
948,,"URY",1931,1931,"","Agrupación Militar Patria y Ejército","Agrupación Militar Patria y Ejército 1931",0,""
949,,"URY",1919,1919,"","Demócrata","Demócrata 1919",0,""
950,,"URY",1958,1958,"","Movimiento Renovador","Movimiento Renovador 1958",0,""
951,,"URY",1917,1917,"","Rionegrense","Rionegrense 1917",0,""
952,,"URY",1931,1931,"","Sindicato de Gente de Artes y Afines","Sindicato de Gente de Artes y Afines 1931",0,""
953,,"URY",1958,1958,"","Unión Demócrata Reformista","Unión Demócrata Reformista 1958",0,""
954,954,"VEN",1946,1947,"COPEI","Social Cristiano","Social Cristiano (COPEI) 1946–47 [6/7]",0,""
955,,"VEN",1947,1947,"","Unión Federal Republicana","Unión Federal Republicana 1947",0,""
956,,"VEN",1978,1993,"","Organización Renovadora Auténtica","Organización Renovadora Auténtica 1978 & 1988–93",0,""
957,954,"VEN",1958,1993,"COPEI","Social Cristiano","Social Cristiano (COPEI) 1958–93",0,""
958,,"VEN",1968,1968,"","Izquierda Cristiana","Izquierda Cristiana 1968",0,""
959,1001,"VEN",1988,1993,"","Cruzada Cívica Nacionalista","Cruzada Cívica Nacionalista 1988–93",0,""
960,,"VEN",1963,1973,"","Movimiento de Acción Nacional","Movimiento de Acción Nacional 1963–73",0,""
961,,"VEN",1968,1968,"UDI","Unión Democrática Independiente","Unión Democrática Independiente (UDI) 1968",0,""
962,,"VEN",1968,1973,"","Frente Nacional Democrático","Frente Nacional Democrático 1968–73",0,""
963,,"VEN",1993,1993,"GIRASOL","","GIRASOL 1993",0,""
964,,"VEN",1978,1978,"IPDC","Independientes Pro–Desarrollo de la Comunidad","Independientes Pro–Desarrollo de la Comunidad (IPDC) 1978",0,""
965,,"VEN",1963,1963,"","Independientes Pro-Frente Nacional","Independientes Pro-Frente Nacional 1963 [6/7]",0,""
966,,"VEN",1958,1958,"","Integración Republicana","Integración Republicana 1958",0,""
967,,"VEN",1968,1968,"ML","Movimiento Libertador","Movimiento Libertador (ML) 1968",0,""
968,,"VEN",1978,1993,"MORENA","Movimiento Renovación Nacional","Movimiento Renovación Nacional (MORENA) 1978–83 & 1993",0,""
969,,"VEN",1983,1993,"","Nueva Generación Democrática","Nueva Generación Democrática 1983–93",0,""
970,,"VEN",1947,1973,"","Socialista Venezolano","Socialista Venezolano 1947–73",0,""
971,,"VEN",1968,1968,"AIR","Acción Independiente Revolucionaria","Acción Independiente Revolucionaria (AIR) 1968",0,""
972,,"VEN",1993,1993,"","F[actor] D[emocrático]","F[actor] D[emocrático] 1993",0,""
973,,"VEN",1968,1968,"MDI","Movimiento Demócrata Independiente","Movimiento Demócrata Independiente (MDI) 1968",0,""
974,,"VEN",1968,1968,"PRIVO","Profesionales Independientes del Volante","Profesionales Independientes del Volante (PRIVO) 1968",0,""
975,,"VEN",1946,1993,"","Acción Democrática","Acción Democrática 1947–93 [7/7 in 1946–88]",0,""
976,,"VEN",1963,1963,"","AD-Oposición","AD-Oposición 1963",0,""
977,,"VEN",1963,1978,"","Fuerza Democrática Popular","Fuerza Democrática Popular 1963–78 [4/7]",0,""
978,,"VEN",1978,1993,"","La Causa R","La Causa R 1978–93 [5/7]",0,""
979,979,"VEN",1993,1993,"","Movimiento al Socialismo","Movimiento al Socialismo 1993 [5/7]",0,""
980,,"VEN",1968,1993,"","Movimiento Electoral del Pueblo","Movimiento Electoral del Pueblo 1968–93",0,""
981,,"VEN",1958,1968,"MENI","Movimiento Electoral Nacional Independiente","Movimiento Electoral Nacional Independiente (MENI) 1958–68",0,""
982,,"VEN",1988,1988,"MPDIN","Movimiento Pro-Defensa de las Ideas Nacionalistas","Movimiento Pro-Defensa de las Ideas Nacionalistas (MPDIN) 1988",0,""
983,,"VEN",1968,1968,"OPIR","Organización Popular Independiente Revolucionaria","Organización Popular Independiente Revolucionaria (OPIR) 1968",0,""
984,,"VEN",1968,1968,"PRIN","Revolucionario de Integración Nacionalista","Revolucionario de Integración Nacionalista (PRIN) 1968",0,""
985,985,"VEN",1947,1993,"","Unión Republicana Democrática","Unión Republicana Democrática (Jóvito Villalba) 1947–93",0,""
986,,"VEN",1947,1993,"","Comunista de Venezuela","Comunista de Venezuela 1947–58 & 1973–93",0,""
987,,"VEN",1978,1983,"","Grupo de Acción Revolucionaria","Grupo de Acción Revolucionaria 1978–83",0,""
988,,"VEN",1978,1993,"","Liga Socialist","Liga Socialista 1978–93",0,""
989,,"VEN",1988,1988,"MAS-MIR","","MAS-MIR 1988",0,""
990,979,"VEN",1973,1988,"","Movimiento al Socialismo","Movimiento al Socialismo 1973–88 [7/7 before 1983 5/7 in 1988]",0,""
991,,"VEN",1973,1983,"","Movimiento de Izquierda Revolucionaria","Movimiento de Izquierda Revolucionaria 1973–83",0,""
992,,"VEN",1983,1983,"","Movimiento de la Patria Socialista","Movimiento de la Patria Socialista 1983",0,""
993,,"VEN",1983,1983,"","Movimiento Revolucionario del Pueblo","Movimiento Revolucionario del Pueblo 1983",0,""
994,,"VEN",1983,1988,"","Nueva Alternativa","Nueva Alternativa 1983–88",0,""
995,,"VEN",1947,1947,"","Revolucionario del Proletariado","Revolucionario del Proletariado 1947",0,""
996,,"VEN",1958,1958,"","Socialista de Trabajadores","Socialista de Trabajadores 1958",0,""
997,,"VEN",1968,1968,"","Unión para Avanzar","Unión para Avanzar 1968",0,""
998,,"VEN",1978,1978,"VUC","Vanguardia Unitaria Comunista","Vanguardia Unitaria Comunista (VUC) 1978",0,""
999,,"VEN",1978,1978,"","Causa Común","Causa Común (Diego Arria) 1978",0,""
1000,,"VEN",1993,1993,"","Convergencia Nacional","Convergencia Nacional (Rafael Caldera) 1993",0,""
1001,1001,"VEN",1968,1978,"","Cruzada Cívica Nacional(ista)","Cruzada Cívica Nacional(ista) 1968–78 [5/7 in 1968 4/7 in 1973–78]",0,""
1002,,"VEN",1988,1993,"","Formula Uno","Formula Uno (Rhona Ottolina) 1988–93 [6/7]",0,""
1003,,"VEN",1973,1993,"","Frente Unido Nacionalista","Frente Unido Nacionalista (Gómez Silva) 1973–93",0,""
1004,,"VEN",1973,1983,"","Fuerza Emancipadora","Fuerza Emancipadora 1973–83",0,""
1005,,"VEN",1983,1983,"","Independientes con Caldera","Independientes con Caldera 1983",0,""
1006,,"VEN",1988,1988,"","Independientes Con el Cambio 88","Independientes Con el Cambio 88 1988",0,""
1007,,"VEN",1983,1983,"","Independientes Con el Cambio 93","Independientes Con el Cambio 93 1993",0,""
1008,,"VEN",1988,1988,"","La Nueva República","La Nueva República (Jorge Olavarría) 1988",0,""
1009,,"VEN",1983,1993,"","Movimiento de Integración Nacional","Movimiento de Integración Nacional (Renny Ottolina) 1983–93 [6/7]",0,""
1010,,"VEN",1973,1973,"MPJ","Movimiento Popular Justicialista","Movimiento Popular Justicialista (MPJ) 1973",0,""
1011,,"VEN",1968,1993,"OPINA","Opinión Nacional","Opinión Nacional (OPINA) 1968–93",0,""
1012,985,"VEN",1978,1993,"","Unión Republicana Democrática","Unión Republicana Democrática 1978–93 [5/7]",0,""
1013,,"VEN",1993,1993,"AA","","AA 1993",0,""
1014,,"VEN",1968,1968,"AM","Acción Municipal","Acción Municipal (AM) 1968",0,""
1015,,"VEN",1973,1973,"ARVI","Acción Renovadora Vencedora Independiente","Acción Renovadora Vencedora Independiente (ARVI) 1973",0,""
1016,,"VEN",1993,1993,"ACONA","","ACONA 1993",0,""
1017,,"VEN",1993,1993,"AGAIN","","AGAIN 1993",0,""
1018,,"VEN",1973,1973,"ALCINA","Alianza Cívica Nacional","Alianza Cívica Nacional (ALCINA) 1973",0,""
1019,,"VEN",1968,1968,"ALVE","Alianza Liberal Venezolana","Alianza Liberal Venezolana (ALVE) 1968",0,""
1020,,"VEN",1968,1968,"API","Alianza Popular Independiente","Alianza Popular Independiente (API) 1968",0,""
1021,,"VEN",1973,1973,"ARPA","Alianza Revolucionaria Patriótica","Alianza Revolucionaria Patriótica (ARPA) 1973",0,""
1022,,"VEN",1993,1993,"","Amigos de Anzoátegui","Amigos de Anzoátegui 1993",0,""
1023,,"VEN",1993,1993,"AP","","AP 1993",0,""
1024,,"VEN",1993,1993,"ASI","","ASI 1993",0,""
1025,,"VEN",1968,1968,"","Auténtico Nacional","Auténtico Nacional 1968",0,""
1026,,"VEN",1968,1968,"","Carabobo 1","Carabobo 1 1968",0,""
1027,,"VEN",1993,1993,"","Caricuao Decide","Caricuao Decide 1993",0,""
1028,,"VEN",1983,1993,"CD","","CD 1983 & 1993",0,""
1029,,"VEN",1993,1993,"CEM","","CEM 1993",0,""
1030,,"VEN",1993,1993,"CI","","CI 1993",0,""
1031,,"VEN",1983,1983,"CIDE","","CIDE 1983",0,""
1032,,"VEN",1983,1993,"CIMA","","CIMA 1983 & 1993",0,""
1033,,"VEN",1983,1983,"COIM","","COIM 1983",0,""
1034,,"VEN",1983,1983,"CONFE","","CONFE 1983",0,""
1035,,"VEN",1993,1993,"CPPP","","CPPP 1993",0,""
1036,,"VEN",1963,1963,"","Cruzada Electoral Popular Agrupación S","Cruzada Electoral Popular Agrupación S 1963",0,""
1037,,"VEN",1993,1993,"CUMANAGOTOS","","CUMANAGOTOS 1993",0,""
1038,,"VEN",1993,1993,"DAR","","DAR 1993",0,""
1039,,"VEN",1993,1993,"DC","","DC 1993",0,""
1040,,"VEN",1993,1993,"DCARA","","DCARA 1993",0,""
1041,,"VEN",1993,1993,"DDP","","DDP 1993",0,""
1042,,"VEN",1993,1993,"","De Chacao 93","De Chacao 93 1993",0,""
1043,,"VEN",1993,1993,"","Decisión Cojedeña","Decisión Cojedeña 1993",0,""
1044,,"VEN",1973,1973,"","Democracia Popular","Democracia Popular 1973",0,""
1045,,"VEN",1973,1973,"","Desarrollo de la Comunidad","Desarrollo de la Comunidad 1973",0,""
1046,,"VEN",1993,1993,"EEF 94","","EEF 94 1993",0,""
1047,,"VEN",1983,1983,"EI","","EI 1983",0,""
1048,,"VEN",1968,1968,"EVI","Electores Venezolanos Independientes","Electores Venezolanos Independientes (EVI) 1968",0,""
1049,,"VEN",1983,1983,"ENADE","","ENADE 1983",0,""
1050,,"VEN",1993,1993,"EPAP","","EPAP 1993",0,""
1051,,"VEN",1993,1993,"EREDE","","EREDE 1993",0,""
1052,,"VEN",1993,1993,"","Factor E","Factor E 1993",0,""
1053,,"VEN",1993,1993,"FAI","","FAI 1993",0,""
1054,,"VEN",1993,1993,"FDP","","FDP 1993",0,""
1055,,"VEN",1993,1993,"FEVO","","FEVO 1993",0,""
1056,,"VEN",1993,1993,"FIC","","FIC 1993",0,""
1057,,"VEN",1993,1993,"FIE","","FIE 1993",0,""
1058,,"VEN",1993,1993,"FIN","","FIN 1993",0,""
1059,,"VEN",1993,1993,"FPI","","FPI 1993",0,""
1060,,"VEN",1968,1968,"FIR","Frente Independiente Regional","Frente Independiente Regional (FIR) 1968",0,""
1061,,"VEN",1993,1993,"FT","","FT 1993",0,""
1062,,"VEN",1968,1968,"","Fuerza Electoral Independiente","Fuerza Electoral Independiente 1968",0,""
1063,,"VEN",1968,1968,"FRFI","Fuerza Revolucionaria Feminina Indiv. Hom.","Fuerza Revolucionaria Feminina Indiv. Hom. (FRFI) 1968",0,""
1064,,"VEN",1993,1993,"FURIA","","FURIA 1993",0,""
1065,,"VEN",1993,1993,"GE","","GE 1993",0,""
1066,,"VEN",1988,1988,"GP","Gente del Pueblo","Gente del Pueblo (GP) 1988–93",0,""
1067,,"VEN",1983,1993,"GEO-PRO-S","","GEO-PRO-S 1983",0,""
1068,,"VEN",1993,1993,"GIO","","GIO 1993",0,""
1069,,"VEN",1983,1983,"GOA","","GOA 1983",0,""
1070,,"VEN",1993,1993,"","Grito Vecinal","Grito Vecinal 1993",0,""
1071,,"VEN",1993,1993,"IDEAL","","IDEAL 1993",0,""
1072,,"VEN",1973,1973,"","Independientes Progresistas","Independientes Progresistas 1973",0,""
1073,,"VEN",1983,1993,"","Integración Renovadora Electoral","Integración Renovadora Electoral 1983–93",0,""
1074,,"VEN",1993,1993,"ISA","","ISA 1993",0,""
1075,,"VEN",1988,1993,"LIDER","Línea Democrática Republicana","Línea Democrática Republicana (LIDER) 1988–93",0,""
1076,,"VEN",1993,1993,"LSN","","LSN 1993",0,""
1077,,"VEN",1993,1993,"LVP","","LVP 1993",0,""
1078,,"VEN",1993,1993,"M93","","M93 1993",0,""
1079,,"VEN",1993,1993,"MACARIO","","MACARIO 1993",0,""
1080,,"VEN",1993,1993,"MDIPG","","MDIPG 1993",0,""
1081,,"VEN",1993,1993,"MDP","","MDP 1993",0,""
1082,,"VEN",1993,1993,"MELI","","MELI 1993",0,""
1083,,"VEN",1993,1993,"MID","","MID 1993",0,""
1084,,"VEN",1993,1993,"MIDV","","MIDV 1993",0,""
1085,,"VEN",1993,1993,"MIL","","MIL 1993",0,""
1086,,"VEN",1983,1993,"MIO","","MIO 1983 & 1993",0,""
1087,,"VEN",1993,1993,"MONCHO","","MONCHO 1993",0,""
1088,,"VEN",1993,1993,"MOREPO 34","","MOREPO 34 1993",0,""
1089,,"VEN",1983,1983,"MOV-83","","MOV-83 1983",0,""
1090,,"VEN",1978,1978,"MAI","Movimiento Acción Independiente","Movimiento Acción Independiente (MAI)-Bolívar 1978",0,""
1091,,"VEN",1968,1968,"","Movimiento de los Barrios","Movimiento de los Barrios 1968",0,""
1092,,"VEN",1978,1978,"MDT","Movimiento del Trabajo","Movimiento del Trabajo (MDT) 1978",0,""
1093,,"VEN",1988,1993,"MIAP","Movimiento Independiente de Acción Popular","Movimiento Independiente de Acción Popular (MIAP) 1988–93",0,""
1094,,"VEN",1988,1993,"MIPO","Movimiento Independiente Popular","Movimiento Independiente Popular (MIPO) 1988–93",0,""
1095,,"VEN",1968,1968,"","Movimiento Municipalista","Movimiento Municipalista 1968",0,""
1096,,"VEN",1988,1988,"MNV","Movimiento Nacionalista Venezolano","Movimiento Nacionalista Venezolano (MNV) 1988",0,""
1097,,"VEN",1968,1968,"MPCO","Movimiento Pro-Candidatura Obrera","Movimiento Pro-Candidatura Obrera (MPCO) 1968",0,""
1098,,"VEN",1993,1993,"MR","","MR 1993",0,""
1099,,"VEN",1993,1993,"MRI","","MRI 1993",0,""
1100,,"VEN",1993,1993,"MRM","","MRM 1993",0,""
1101,,"VEN",1993,1993,"MS","","MS 1993",0,""
1102,,"VEN",1988,1988,"","Nacionalista","Nacionalista 1988",0,""
1103,,"VEN",1993,1993,"NI","","NI 1993",0,""
1104,,"VEN",1983,1993,"NOR","","NOR 1983 & 1993",0,""
1105,,"VEN",1993,1993,"NR","","NR 1993",0,""
1106,,"VEN",1988,1988,"","Nosotros el PSN","Nosotros el PSN 1988",0,""
1107,,"VEN",1993,1993,"OCIM","","OCIM 1993",0,""
1108,,"VEN",1993,1993,"OI","","OI 1993",0,""
1109,,"VEN",1993,1993,"ONDA","","ONDA 1993",0,""
1110,,"VEN",1993,1993,"ONI","","ONI 1993",0,""
1111,,"VEN",1983,1983,"ONIS","","ONIS 1983",0,""
1112,,"VEN",1968,1968,"OVNI","Organización Venezolana Nacionalista Independiente","Organización Venezolana Nacionalista Independiente (OVNI) 1968",0,""
1113,,"VEN",1993,1993,"PAN","","PAN 1993",0,""
1114,,"VEN",1973,1973,"PNI","Partido Nacional Integracionista","Partido Nacional Integracionista (PNI) 1973",0,""
1115,,"VEN",1973,1973,"PRN","Partido Revolucionario Nacionalista","Partido Revolucionario Nacionalista (PRN) 1973",0,""
1116,,"VEN",1993,1993,"PCI","","PCI 1993",0,""
1117,,"VEN",1993,1993,"PEV","","PEV 1993",0,""
1118,,"VEN",1947,1947,"PLT","","PLT 1947",0,""
1119,,"VEN",1993,1993,"PN","","PN 1993",0,""
1120,,"VEN",1993,1993,"PND","","PND 1993",0,""
1121,,"VEN",1983,1983,"PNV","","PNV 1983",0,""
1122,,"VEN",1993,1993,"PODER","","PODER 1993",0,""
1123,,"VEN",1993,1993,"","Poder 7","Poder 7 1993",0,""
1124,,"VEN",1993,1993,"PQAC","","PQAC 1993",0,""
1125,,"VEN",1993,1993,"PROSOCIAL","","PROSOCIAL 1993",0,""
1126,,"VEN",1993,1993,"PST","","PST 1993",0,""
1127,,"VEN",1993,1993,"PUNI","","PUNI 1993",0,""
1128,,"VEN",1983,1983,"RDB","","RDB 1983",0,""
1129,,"VEN",1988,1993,"","Renovación","Renovación 1988–93",0,""
1130,,"VEN",1983,1983,"RN","","RN 1983",0,""
1131,,"VEN",1993,1993,"SENCO","","SENCO 1993",0,""
1132,,"VEN",1993,1993,"SI","","SI 1993",0,""
1133,,"VEN",1983,1983,"","Socialista Independiente","Socialista Independiente 1983",0,""
1134,,"VEN",1993,1993,"TMSD","","TMSD 1993",0,""
1135,,"VEN",1993,1993,"U","","U 1993",0,""
1136,,"VEN",1993,1993,"UCII","","UCII 1993",0,""
1137,,"VEN",1968,1968,"UPP","Unión Progresista del Pueblo","Unión Progresista del Pueblo (UPP) 1968",0,""
1138,,"VEN",1973,1973,"URI","Unión Revolucionaria Independiente","Unión Revolucionaria Independiente (URI) 1973",0,""
1139,,"VEN",1993,1993,"UO","","UO 1993",0,""
1140,,"VEN",1993,1993,"UP","","UP 1993",0,""
1141,,"VEN",1993,1993,"UPA","","UPA 1993",0,""
1142,,"VEN",1993,1993,"UPC","","UPC 1993",0,""
1143,,"VEN",1993,1993,"UVI","","UVI 1993",0,""
1144,,"VEN",1993,1993,"VCI","","VCI 1993",0,""
1145,,"VEN",1993,1993,"VIA","","VIA 1993",0,""
1146,,"VEN",1993,1993,"VIENE","","VIENE 1993",0,""
1147,,"VEN",1993,1993,"VO","","VO 1993",0,""
1148,,"VEN",1983,1983,"VOI","","VOI 1983",0,""
