"country","party_id","party","party_short","comment","party_name","polity_notes","country_short"
"Romania","#6420020","Democratic Liberal Party (P-DL)","P-DL",,"Democratic Liberal Party",,"ROU"
"Romania","#6420021","Civic Force (FC)","FC",,"Civic Force",,"ROU"
"Romania","#6420022","Romanian Democratic Convention (CDR)","CDR",,"Romanian Democratic Convention",,"ROU"
"Romania","#6420023","New Generation Party (PNG)","PNG",,"New Generation Party",,"ROU"
"Romania","#6420024","Romanian Humanist Party (PUR)","PUR",,"Romanian Humanist Party",,"ROU"
"Romania","#6420025","CDR 2000",,,"CDR 2000","CDR 2000 was formerly known as Romanian Democratic Convention (CDR).","ROU"
"Romania","#6420026","Justice and Truth Alliance (DA)","DA",,"Justice and Truth Alliance",,"ROU"
"Romania","#6420027","Social Democratic Union",,,"Social Democratic Union",,"ROU"
"Romania","#6420028","Romanian Party for National Unity (PUNR)","PUNR",,"Romanian Party for National Unity",,"ROU"
"Romania","#6420029","Civic Alliance Party (PAC)","PAC",,"Civic Alliance Party",,"ROU"
"Romania","#6420030","Republican Party (PaRe)","PaRe",,"Republican Party",,"ROU"
"Romania","#6420031","Party of the Roma (PaRo)","PaRo",,"Party of the Roma",,"ROU"
"Romania","#6420032","Socialist Party (PS)","PS",,"Socialist Party",,"ROU"
"Romania","#6420033","""New Romania"" Party",,,"""New Romania"" Party",,"ROU"
"Romania","#6420034","Liberal Christian Party",,,"Liberal Christian Party",,"ROU"
"Romania","#6420035","Liberal Party 1993",,,"Liberal Party 1993","Liberal Party 1993 merged with the National Liberal Party (PNL) in 1995.","ROU"
"Romania","#6420036","Romanian Socialist Party",,,"Romanian Socialist Party",,"ROU"
"Romania","#6420037","Turkish Party",,,"Turkish Party",,"ROU"
"Romania","#6420038","National Liberal Alliance (ANL)","ANL",,"National Liberal Alliance",,"ROU"
"Romania","#6420039","Romanian Communist Party (PCR)","PCR",,"Romanian Communist Party",,"ROU"
"Romania","#6420040","Romanian Agrarian Democratic Party (PDAR)","PDAR",,"Romanian Agrarian Democratic Party",,"ROU"
"Romania","#6420041","National Alliance PSD+PUR (PSD - PUR)","PSD - PUR",,"National Alliance PSD+PUR",,"ROU"
"Romania","#6420042","Labor Socialist Party (PSM)","PSM",,"Labor Socialist Party",,"ROU"
"Romania","#6420043","Romanian Social Protection Party",,,"Romanian Social Protection Party",,"ROU"
"Romania","#6420044","National Drivers Party",,,"National Drivers Party",,"ROU"
"Romania","#6420045","National Liberal Ecologist Alliance",,,"National Liberal Ecologist Alliance",,"ROU"
"Romania","#6420046","National Union of the Center",,,"National Union of the Center",,"ROU"
"Romania","#6420047","Roma Union",,,"Roma Union",,"ROU"
"Romania","#6420048","Romanian Labor Party (PM)","PM",,"Romanian Labor Party",,"ROU"
"Romania","#6420049","National Liberal Party - Campeanu (PNL - C)","PNL - C",,"National Liberal Party - Campeanu",,"ROU"
"Romania","#6420050","National Liberal Party - Democratic Convention (PNL - CD)","PNL - CD",,"National Liberal Party - Democratic Convention",,"ROU"
"Romania","#6420051","Pensionist Party (PPR)","PPR",,"Pensionist Party",,"ROU"
"Romania","#6420052","Romanian Social Democratic Party (PSDR)","PSDR",,"Romanian Social Democratic Party","Romanian Social Democratic Party (PSDR) merged with the Party of Social Democracy in Romania (PDSR) into the Romanian Party of Social Democracy (PSD) in June, 2001.","ROU"
"Romania","#6420101","PSD-UNPR-PC Electoral Alliance (PSD - UNPR - PC)","PSD - UNPR - PC",,"PSD-UNPR-PC Electoral Alliance",,"ROU"
"Romania","#6420102","Christian-Liberal Alliance (ACL)","ACL",,"Christian-Liberal Alliance",,"ROU"
"Romania","#6420103","Popular Movement Party (PMP)","PMP",,"Popular Movement Party",,"ROU"
"Romania","#6420111","Social Democratic Party - Conservative Party (PSD - PC)","PSD - PC",,"Social Democratic Party - Conservative Party",,"ROU"
"Romania","#6420200","Alliance for a Just Romania (ARD)","ARD",,"Alliance for a Just Romania",,"ROU"
"Romania","#6420300","Calin-Constantin-Anton Popescu-Tariceanu (Independent)","Independent",,"Calin-Constantin-Anton Popescu-Tariceanu",,"ROU"
"Romania","#6420301","Monica-Luisa Macovei (Independent)","Independent",,"Monica-Luisa Macovei",,"ROU"
"Romania","#6420302","Sorin Oprescu (Independent)6430001.  United Russia (ER)",,"Independent)6430001.  United Russia (ER","Sorin Oprescu (Independent)6430001.  United Russia",,"ROU"
"Russia","#6430001","United Russia (ER)","ER",,"United Russia",,"RUS"
"Russia","#6430002","Communist Party of the Russian Federation (KPRF)","KPRF",,"Communist Party of the Russian Federation",,"RUS"
"Russia","#6430003","Liberal Democratic Party of Russia (LDPR)","LDPR",,"Liberal Democratic Party of Russia",,"RUS"
"Russia","#6430004","Yabloko (RDPY)","RDPY",,"Yabloko",,"RUS"
"Russia","#6430005","Pensioners Party (RPP)","RPP",,"Pensioners Party",,"RUS"
"Russia","#6430006","Homeland People's Patriotic Union (RNPS)","RNPS",,"Homeland People's Patriotic Union","Homeland People's Patriotic Union (RNPS) is also known as Rodina.","RUS"
"Russia","#6430007","Russian Ecological Party ""The Greens""",,,"Russian Ecological Party ""The Greens""",,"RUS"
"Russia","#6430008","Fatherland All Russia (OBP)","OBP",,"Fatherland All Russia",,"RUS"
"Russia","#6430020","Communists, Workers for the Soviet Union (RKRP)","RKRP",,"Communists, Workers for the Soviet Union",,"RUS"
"Russia","#6430021","Women of Russia (ZhR)","ZhR",,"Women of Russia",,"RUS"
"Russia","#6430022","Our Home is Russia (NDR)","NDR",,"Our Home is Russia",,"RUS"
"Russia","#6430023","Russian Party for the Protection of Women",,,"Russian Party for the Protection of Women",,"RUS"
"Russia","#6430024","Congress of Russian Communities - Yuri Boldyrev Movement",,,"Congress of Russian Communities - Yuri Boldyrev Movement",,"RUS"
"Russia","#6430025","Stalinist Bloc for the Soviet Union",,,"Stalinist Bloc for the Soviet Union",,"RUS"
"Russia","#6430026","For Civil Dignity",,,"For Civil Dignity",,"RUS"
"Russia","#6430027","Movement in Support of the Army (DPA)","DPA",,"Movement in Support of the Army",,"RUS"
"Russia","#6430028","Peace.Work.May",,,"Peace.Work.May",,"RUS"
"Russia","#6430029","Andreii Nikolayev and Svyatoslav Fyodorov Bloc",,,"Andreii Nikolayev and Svyatoslav Fyodorov Bloc",,"RUS"
"Russia","#6430030","Party of Peace and Unity",,,"Party of Peace and Unity",,"RUS"
"Russia","#6430031","Russia Popular Union (ROS)","ROS",,"Russia Popular Union",,"RUS"
"Russia","#6430032","All-Russian Social-Political Movement “Spiritual Heritage”",,,"All-Russian Social-Political Movement “Spiritual Heritage”",,"RUS"
"Russia","#6430033","Zhirinovsky Bloc",,,"Zhirinovsky Bloc",,"RUS"
"Russia","#6430034","Russian Socialist Party",,,"Russian Socialist Party",,"RUS"
"Russia","#6430035","Social-Democrats",,,"Social-Democrats",,"RUS"
"Russia","#6430036","Cedar",,,"Cedar",,"RUS"
"Russia","#6430037","Russia's Conservative Movement",,,"Russia's Conservative Movement",,"RUS"
"Russia","#6430038","Socialist Party of Russia",,,"Socialist Party of Russia",,"RUS"
"Russia","#6430039","Agrarian Party of Russia (APR)","APR",,"Agrarian Party of Russia",,"RUS"
"Russia","#6430040","National Bolshevik Party (NBP)","NBP",,"National Bolshevik Party",,"RUS"
"Russia","#6430041","People's Party of the Russian Federation (NPRF)","NPRF",,"People's Party of the Russian Federation",,"RUS"
"Russia","#6430042","Rebirth of Russia Party (PVR)","PVR",,"Rebirth of Russia Party",,"RUS"
"Russia","#6430043","Union of Right Forces (SPS)","SPS",,"Union of Right Forces",,"RUS"
"Russia","#6430044","All Russian Political National Party",,,"All Russian Political National Party",,"RUS"
"Russia","#6430045","Beer Lovers",,,"Beer Lovers",,"RUS"
"Russia","#6430046","Entrepreneurship",,,"Entrepreneurship",,"RUS"
"Russia","#6430047","Liberal",,,"Liberal",,"RUS"
"Russia","#6430048","Movement of Patriotic Forces Russian Cause",,,"Movement of Patriotic Forces Russian Cause",,"RUS"
"Russia","#6430049","New Course - Automotive Party",,,"New Course - Automotive Party",,"RUS"
"Russia","#6430050","Rus",,,"Rus",,"RUS"
"Russia","#6430051","Unity Inter-Regional movement",,,"Unity Inter-Regional movement",,"RUS"
"Russia","#6430052","Spas",,,"Spas",,"RUS"
"Russia","#6430101","Initiative Group A: Vladimir Putin",,,"Initiative Group A: Vladimir Putin",,"RUS"
"Russia","#6430102","Initiative Group B: Gennady Zyuganov",,,"Initiative Group B: Gennady Zyuganov",,"RUS"
"Russia","#6430104","Initiative Group C: Grigory Yavlinsky",,,"Initiative Group C: Grigory Yavlinsky",,"RUS"
"Russia","#6430111","Initiative Group D: Aman Tuleyev",,,"Initiative Group D: Aman Tuleyev",,"RUS"
"Russia","#6430132","Initiative Group E: Podberezkin",,,"Initiative Group E: Podberezkin",,"RUS"
"Russia","#6430190","Initiative Group F: Konstatin Titov",,,"Initiative Group F: Konstatin Titov",,"RUS"
"Russia","#6430191","Initiative Group: Umar Dzhabrailov",,,"Initiative Group: Umar Dzhabrailov",,"RUS"
"Russia","#6430192","Initiative Group: Stanislav Govorukhin",,,"Initiative Group: Stanislav Govorukhin",,"RUS"
"Russia","#6430193","Yurii I. Skuratov",,,"Yurii I. Skuratov",,"RUS"
"Russia","#6430194","Sergey Glazyev (Independent)","Independent",,"Sergey Glazyev",,"RUS"
"Russia","#6430195","Russian Party of Life",,,"Russian Party of Life",,"RUS"
"Russia","#6430196","Irina Khakamada (Independent)","Independent",,"Irina Khakamada",,"RUS"
"Serbia","#6880001","Serbian Progressive Party (SNS)","SNS",,"Serbian Progressive Party",,"SRB"
"Serbia","#6880002","Democratic Party (DS)","DS",,"Democratic Party",,"SRB"
"Serbia","#6880003","Serbian Radical Party (SRS)","SRS",,"Serbian Radical Party",,"SRB"
"Serbia","#6880004","Socialist Party of Serbia (SPS)","SPS",,"Socialist Party of Serbia",,"SRB"
"Serbia","#6880005","Democratic Party of Serbia (DSS)","DSS",,"Democratic Party of Serbia",,"SRB"
"Serbia","#6880006","Liberal Democratic Party (LDP)","LDP",,"Liberal Democratic Party",,"SRB"
"Serbia","#6880007","United Regions of Serbia (URS)","URS",,"United Regions of Serbia",,"SRB"
"Serbia","#6880008","Alliance of Vojvodina's Hungarians (SVM)","SVM",,"Alliance of Vojvodina's Hungarians",,"SRB"
"Serbia","#6880009","Dveri for life of Serbia (SPD)","SPD",,"Dveri for life of Serbia",,"SRB"
"Serbia","#6880010","Communist Party - Josip Broz (KP)","KP",,"Communist Party - Josip Broz",,"SRB"
"Serbia","#6880012","For a Just Serbia Alliance",,,"For a Just Serbia Alliance",,"SRB"
"Serbia","#6880014","Reformist Party (RS)","RS",,"Reformist Party",,"SRB"
"Serbia","#6880015","New Serbia (NS)","NS",,"New Serbia",,"SRB"
"Serbia","#6880016","United Serbia (JS)","JS",,"United Serbia",,"SRB"
"Serbia","#6880017","League of Social Democrats of Vojvodina (LSV)","LSV",,"League of Social Democrats of Vojvodina",,"SRB"
"Serbia","#6880018","Serbian Renewal Movement (SPO)","SPO",,"Serbian Renewal Movement",,"SRB"
"Serbia","#6880019","Party of United Pensioners of Serbia (PUPS)","PUPS",,"Party of United Pensioners of Serbia",,"SRB"
"Serbia","#6880020","Movement of Workers and Peasants",,,"Movement of Workers and Peasants",,"SRB"
"Serbia","#6880021","Citizens' Group",,,"Citizens' Group",,"SRB"
"Serbia","#6880022","Enough is Enough (DJB)","DJB",,"Enough is Enough",,"SRB"
"Serbia","#6880023","Party of Democratic Action of Sanjak (SDA)","SDA",,"Party of Democratic Action of Sanjak",,"SRB"
"Serbia","#6880024","Strength of Serbia Movement - BK (PSS)","PSS",,"Strength of Serbia Movement - BK",,"SRB"
"Serbia","#6880040","Democratic Party of Serbia - New Serbia Alliance (DSS/NS)","DSS/NS",,"Democratic Party of Serbia - New Serbia Alliance",,"SRB"
"Serbia","#6880041","Hungarian Coalition",,,"Hungarian Coalition",,"SRB"
"Serbia","#6880042","Bosniak List for European Sanjak",,,"Bosniak List for European Sanjak",,"SRB"
"Serbia","#6880043","""Give villages a say"" - Peoples Peasant Party",,,"""Give villages a say"" - Peoples Peasant Party",,"SRB"
"Serbia","#6880044","People's Movement for Serbia",,,"People's Movement for Serbia",,"SRB"
"Slovakia","#7030001","Direction - Social Democracy (Smer)","Smer",,"Direction - Social Democracy",,"SVK"
"Slovakia","#7030002","Freedom and Solidarity (SaS)","SaS",,"Freedom and Solidarity",,"SVK"
"Slovakia","#7030003","Slovak Democratic and Christian Union - Democratic Party (SDKU - DS)","SDKU - DS",,"Slovak Democratic and Christian Union - Democratic Party",,"SVK"
"Slovakia","#7030004","Christian Democratic Movement (KDH)","KDH",,"Christian Democratic Movement",,"SVK"
"Slovakia","#7030005","Green Party (SZ)","SZ",,"Green Party",,"SVK"
"Slovakia","#7030006","Slovak National Party (SNS)","SNS",,"Slovak National Party",,"SVK"
"Slovakia","#7030008","Bridge (MH)","MH",,"Bridge",,"SVK"
"Slovakia","#7030009","Ordinary people - Independents solidarities (OLaNO)","OLaNO",,"Ordinary people - Independents solidarities",,"SVK"
"Slovakia","#7030010","People's Party - Movement For a Democratic Slovakia (LS - HZDS)","LS - HZDS",,"People's Party - Movement For a Democratic Slovakia",,"SVK"
"Slovakia","#7030012","Kotleba - People's Party Our Slovakia (LsNS)","LsNS",,"Kotleba - People's Party Our Slovakia","Kotleba - People's Party Our Slovakia (LsNS) was known as ""People's Party - Our Slovakia"" until November 2015.","SVK"
"Slovakia","#7030013","Network (S)","S",,"Network",,"SVK"
"Slovakia","#7030014","We are family (SR)","SR",,"We are family",,"SVK"
"Slovakia","#7030015","Party Of The Hungarian Coalition (SMK)","SMK",,"Party Of The Hungarian Coalition",,"SVK"
"Slovakia","#7030016","Party Of The Democratic Left (SDL)","SDL",,"Party Of The Democratic Left",,"SVK"
"Slovakia","#7030022","Alliance for a Europe of Nations (AZEN)","AZEN",,"Alliance for a Europe of Nations",,"SVK"
"Slovakia","#7030023","Alliance of the New Citizen (ANO)","ANO",,"Alliance of the New Citizen",,"SVK"
"Slovakia","#7030024","Chance (SANCA)","SANCA",,"Chance",,"SVK"
"Slovakia","#7030025","Civic Conservative Party (OKS)","OKS",,"Civic Conservative Party",,"SVK"
"Slovakia","#7030026","Coalition Together for Slovakia",,,"Coalition Together for Slovakia",,"SVK"
"Slovakia","#7030027","Communist Party of Slovakia (KSS)","KSS",,"Communist Party of Slovakia",,"SVK"
"Slovakia","#7030028","Conservative Democrats of Slovakia (KDS)","KDS",,"Conservative Democrats of Slovakia",,"SVK"
"Slovakia","#7030029","Democratic Party (EDS)","EDS",,"Democratic Party",,"SVK"
"Slovakia","#7030030","Democrats of Slovakia (DS)","DS",,"Democrats of Slovakia",,"SVK"
"Slovakia","#7030031","Direct Democracy (PD)","PD",,"Direct Democracy",,"SVK"
"Slovakia","#7030032","Free Forum (SF)","SF",,"Free Forum",,"SVK"
"Slovakia","#7030033","Hungarian Christian Democratic Movement (MKDM)","MKDM",,"Hungarian Christian Democratic Movement",,"SVK"
"Slovakia","#7030034","Hungarian Coalition (SMK - MKP)","SMK - MKP",,"Hungarian Coalition",,"SVK"
"Slovakia","#7030035","Movement for a Democratic Slovakia (HZDS)","HZDS",,"Movement for a Democratic Slovakia",,"SVK"
"Slovakia","#7030036","Movement for Democracy (HDZ)","HDZ",,"Movement for Democracy",,"SVK"
"Slovakia","#7030037","New Democracy",,,"New Democracy",,"SVK"
"Slovakia","#7030038","Party of Modern Slovakia (SMS)","SMS",,"Party of Modern Slovakia",,"SVK"
"Slovakia","#7030039","Party TIP (TIP)","TIP",,"Party TIP",,"SVK"
"Slovakia","#7030040","Protest - Party of Labor (VZDOR)","VZDOR",,"Protest - Party of Labor",,"SVK"
"Slovakia","#7030041","Roman Coalition Party (SRK)","SRK",,"Roman Coalition Party",,"SVK"
"Slovakia","#7030042","Slovak Citizens Coalition (SPOK!)","SPOK!",,"Slovak Citizens Coalition",,"SVK"
"Slovakia","#7030043","Union of the Workers of Slovakia (ZRS)","ZRS",,"Union of the Workers of Slovakia",,"SVK"
"Slovakia","#7030044","Union Party for Slovakia (Unia)","Unia",,"Union Party for Slovakia",,"SVK"
"Slovakia","#7030045","Vesela Politicka Stranka",,,"Vesela Politicka Stranka",,"SVK"
"Slovakia","#7030046","Courage - Great National and Prussian Coalition",,,"Courage - Great National and Prussian Coalition",,"SVK"
"Slovakia","#7030047","Law and Justice (PaS)","PaS",,"Law and Justice",,"SVK"
"Slovakia","#7030048","Our Country (NAS KRAJ)","NAS KRAJ",,"Our Country",,"SVK"
"Slovakia","#7030049","Change from the Bottom - Democratic Union of Slovakia (ZZ-DS)","ZZ-DS",,"Change from the Bottom - Democratic Union of Slovakia",,"SVK"
"Slovakia","#7030050","Nation and Justice - Our Party (NaS-NS)","NaS-NS",,"Nation and Justice - Our Party",,"SVK"
"Slovakia","#7030051","Party of Roma Union in Slovakia (SRUS)","SRUS",,"Party of Roma Union in Slovakia",,"SVK"
"Slovakia","#7030052","99 Percent - Civic Voice (99%)","99%",,"99 Percent - Civic Voice",,"SVK"
"Slovakia","#7030053","Party + 1 Vote (+1 HLAS)","+1 HLAS",,"Party + 1 Vote",,"SVK"
"Slovakia","#7030054","Party of Slovak Citizens (SOSKA)","SOSKA",,"Party of Slovak Citizens",,"SVK"
"Slovakia","#7030055","Free Word Party of Nora Mojsejova (SSS)","SSS",,"Free Word Party of Nora Mojsejova","Free Word Party of Nora Mojsejova (SSS) was formerly known as Alliance of the New Citizen (ANO) until November 2011. After the 2012 election, the party changed names again to Citizens (Ob) and is called Alliance of the New Citizen (IDEA) since 2014.","SVK"
"Slovakia","#7030056","Party of Slovakia's Traders (SZS)","SZS",,"Party of Slovakia's Traders",,"SVK"
"Slovakia","#7030057","Ordinary People (Obycajni ludia)","Obycajni ludia",,"Ordinary People",,"SVK"
"Slovakia","#7030058","Greens (Zeleni) (Z)","Zeleni-Z",,"Greens (Zeleni)",,"SVK"
"Slovenia","#7050001","Social Democratic Party (SDS)","SDS",,"Social Democratic Party",,"SVN"
"Slovenia","#7050002","Social Democrats (SD)","SD",,"Social Democrats","Social Democrats (SD) were known as United List of Social Democrats (ZLSD) until 2005. In CSES MODULE 3, two  separate NUMERICAL codes were assigned to both party names (i.e. one for the SD and another one for the ZLSD). These codes were harmonized for the CSES IMD.","SVN"
"Slovenia","#7050002","United List of Social Democrats (ZLSD)","ZLSD",,"United List of Social Democrats","Social Democrats (SD) were known as United List of Social Democrats (ZLSD) until 2005. In CSES MODULE 3, two  separate NUMERICAL codes were assigned to both party names (i.e. one for the SD and another one for the ZLSD). These codes were harmonized for the CSES IMD.","SVN"
"Slovenia","#7050003","Democratic Party of Pensioners (DeSUS)","DeSUS",,"Democratic Party of Pensioners",,"SVN"
"Slovenia","#7050004","Liberal Democracy of Slovenia (LDS)","LDS",,"Liberal Democracy of Slovenia",,"SVN"
"Slovenia","#7050005","Green Party of Slovenia (ZS)","ZS",,"Green Party of Slovenia",,"SVN"
"Slovenia","#7050006","Slovenian People's Party (SLS)","SLS",,"Slovenian People's Party","Slovenian People's Party (SLS) briefly changed its party acronym to (SLS+SKD) from 2000 to 2001 to denote the merger with the Christian Democrats, which took place in April 2000.","SVN"
"Slovenia","#7050007","New Slovenia - Christian People's Party (NSi)","NSi",,"New Slovenia - Christian People's Party","New Slovenia - Christian People's Party (NSi) is a splinter from the Slovenian People's Party (SLS) and was founded in August 2000, shortly after the Christian Democrats (SKD) joined the SLS.","SVN"
"Slovenia","#7050008","Slovenian National Party (SNS)","SNS",,"Slovenian National Party",,"SVN"
"Slovenia","#7050009","Gregor Virant's Civic List (DIGV)","DIGV",,"Gregor Virant's Civic List",,"SVN"
"Slovenia","#7050010","Modern Centre Party (SMC)","SMC",,"Modern Centre Party",,"SVN"
"Slovenia","#7050013","Democratic Party (DSS)","DSS",,"Democratic Party",,"SVN"
"Slovenia","#7050014","Active Slovenia (AS)","AS",,"Active Slovenia","Active Slovenia (AS) was a splinter party of the Youth Party of Slovenia (SMS), but only ran in the 2004 elections. It joined For Real-New Politics (ZARES) in 2007.","SVN"
"Slovenia","#7050016","Zoran Jankovic List - Positive Slovenia (LZJ-PS)","LZJ-PS",,"Zoran Jankovic List - Positive Slovenia",,"SVN"
"Slovenia","#7050017","Christian Democrats (SKD)","SKD",,"Christian Democrats","Christian Democrats (SKD) merged into the Slovenian People's Party (SLS) in April 2000.","SVN"
"Slovenia","#7050019","Slovenian People's Party - Youth Party of Slovenia (SLS - SMS)","SLS - SMS",,"Slovenian People's Party - Youth Party of Slovenia",,"SVN"
"Slovenia","#7050020","For Real-New Politics (ZARES)","ZARES",,"For Real-New Politics","For Real-New Politics (ZARES) was founded as a splinter from the Liberal Democracy of Slovenia (LDS) party in 2007. Shortly after, Active Slovenia (AS) merged with ZARES.","SVN"
"Slovenia","#7050021","Junijska lista (JL)","JL",,"Junijska lista",,"SVN"
"Slovenia","#7050022","Youth Party of Slovenia (SMS)","SMS",,"Youth Party of Slovenia",,"SVN"
"Slovenia","#7050023","Za podjetno Slovenijo (ZPJ)","ZPJ",,"Za podjetno Slovenijo",,"SVN"
"Slovenia","#7050024","Slovenia is Ours",,,"Slovenia is Ours",,"SVN"
"South Africa","#7100001","African National Congress (ANC)","ANC",,"African National Congress",,"ZAF"
"South Africa","#7100002","Democratic Alliance (DA)","DA",,"Democratic Alliance",,"ZAF"
"South Africa","#7100003","Economic Freedom Fighters (EFF)","EFF",,"Economic Freedom Fighters",,"ZAF"
"South Africa","#7100004","Inkatha Freedom Party (IFP)","IFP",,"Inkatha Freedom Party",,"ZAF"
"South Africa","#7100005","National Freedom Party (NFP)","NFP",,"National Freedom Party",,"ZAF"
"South Africa","#7100006","United Democratic Movement (UDM)","UDM",,"United Democratic Movement",,"ZAF"
"South Africa","#7100007","Freedom Front Plus (VF Plus)","VF Plus",,"Freedom Front Plus",,"ZAF"
"South Africa","#7100008","Congress of the People (COPE)","COPE",,"Congress of the People",,"ZAF"
"South Africa","#7100009","African Christian Democratic Party (ACDP)","ACDP",,"African Christian Democratic Party",,"ZAF"
"South Africa","#7100013","Agang South Africa (Agang)","Agang",,"Agang South Africa",,"ZAF"
"South Africa","#7100014","Pan African Congress (PAC)","PAC",,"Pan African Congress",,"ZAF"
"South Africa","#7100015","Africa Muslim Party (AMP)","AMP",,"Africa Muslim Party",,"ZAF"
"South Africa","#7100016","African Unity Movement (AEB)","AEB",,"African Unity Movement",,"ZAF"
"South Africa","#7100017","Minority Front (MF)","MF",,"Minority Front",,"ZAF"
"South Africa","#7100018","United Christian Democratic Party (UCDP)","UCDP",,"United Christian Democratic Party",,"ZAF"
"South Africa","#7100019","Federal Alliance (FA)","FA",,"Federal Alliance",,"ZAF"
"South Africa","#7100020","New National Party (NNP)","NNP",,"New National Party",,"ZAF"
"South Africa","#7100021","Azanian People's Organization (APO)","APO",,"Azanian People's Organization",,"ZAF"
"South Africa","#7100022","Independent Democrats (ID)","ID",,"Independent Democrats",,"ZAF"
"South Africa","#7100023","Azania Peoples Organization (AZAPO)","AZAPO",,"Azania Peoples Organization",,"ZAF"
"South Korea","#4100001","New Frontier Party (NFP)","NFP",,"New Frontier Party","New Frontier Party (NFP) was formerly known as Grand National Party (GNP) until its name change in February 2012.","KOR"
"South Korea","#4100002","Liberty Forward Party (LFP)","LFP",,"Liberty Forward Party",,"KOR"
"South Korea","#4100003","New Progressive Party (NPP)","NPP",,"New Progressive Party",,"KOR"
"South Korea","#4100004","Democratic United Party (DUP)","DUP",,"Democratic United Party",,"KOR"
"South Korea","#4100005","Unified Progressive Party (UPP)","UPP",,"Unified Progressive Party","Unified Progressive Party (UPP) was founded in December 2011 as a merger of the Democratic Labor Party (DLP), the People's Participation Party and a faction of the New Progressive Party (NPP).","KOR"
"South Korea","#4100006","Democratic Liberal Party",,,"Democratic Liberal Party","Democratic Liberal Party was adopted from the CSES MODULE 1 Codebook, where it received the ALPHABETICAL party code E. It likely refers to the ""Democratic Labor Party"" (DLP) which finished fifth in the 2000 South Korean Legislative elections.","KOR"
"South Korea","#4100007","Pro-Park Geun-hye Alliance",,,"Pro-Park Geun-hye Alliance",,"KOR"
"South Korea","#4100010","Millennium Democratic Party (MDP)","MDP",,"Millennium Democratic Party",,"KOR"
"South Korea","#4100011","United Liberal Democrats (ULD)","ULD",,"United Liberal Democrats",,"KOR"
"South Korea","#4100012","Democratic People's Party",,,"Democratic People's Party",,"KOR"
"South Korea","#4100015","Democratic Labor Party (DLP)","DLP",,"Democratic Labor Party",,"KOR"
"South Korea","#4100016","Creative Korea Party (CKP)","CKP",,"Creative Korea Party",,"KOR"
"South Korea","#4100017","Renewal of Korea Party",,,"Renewal of Korea Party",,"KOR"
"South Korea","#4100018","Democratic Party",,,"Democratic Party",,"KOR"
"South Korea","#4100019","Korea Youth Progress Party",,,"Korea Youth Progress Party",,"KOR"
"South Korea","#4100020","National Integration 21",,,"National Integration 21",,"KOR"
"South Korea","#4100021","Our Party",,,"Our Party",,"KOR"
"South Korea","#4100022","Christian Party",,,"Christian Party",,"KOR"
"South Korea","#4100023","New Korean Party of the Hope (NKPH)","NKPH",,"New Korean Party of the Hope",,"KOR"
"Spain","#7240001","Spanish Socialist Workers' Party (PSOE)","PSOE",,"Spanish Socialist Workers' Party",,"ESP"
"Spain","#7240002","People's Party (PP)","PP",,"People's Party",,"ESP"
"Spain","#7240003","Convergence and Union (CiU)","CiU",,"Convergence and Union",,"ESP"
"Spain","#7240004","United Left (IU)","IU",,"United Left",,"ESP"
"Spain","#7240005","Basque Nationalist Party (PNV)","PNV",,"Basque Nationalist Party","Basque Nationalist Party (PNV) is also known as ""Euzko Alderdi Jeltzalea"" (EAJ), its Basque name.","ESP"
"Spain","#7240006","We Can - Podemos (Pod)","Pod",,"We Can - Podemos",,"ESP"
"Spain","#7240007","Citizen Party (Ciudadanos) (C)","Ciudadanos-C",,"Citizen Party (Ciudadanos)",,"ESP"
"Spain","#7240008","Galician Nationalist Bloc (BNG)","BNG",,"Galician Nationalist Bloc",,"ESP"
"Spain","#7240009","Republican Left of Catalonia (ERC)","ERC",,"Republican Left of Catalonia",,"ESP"
"Spain","#7240010","Basque Solidarity (EA)","EA",,"Basque Solidarity",,"ESP"
"Spain","#7240012","Union, Progress and Democracy (UPyD)","UPyD",,"Union, Progress and Democracy",,"ESP"
"Spain","#7240013","Canary Coalition (CC)","CC",,"Canary Coalition",,"ESP"
"Spain","#7240014","Canarian Coalition - Canarian Nationalist Party (CC - PNC)","CC - PNC",,"Canarian Coalition - Canarian Nationalist Party","Canarian Coalition - Canarian Nationalist Party (CC - PNC) formed an electoral alliance for the Spanish 2008 election.","ESP"
"Spain","#7240015","Canarian Independent Center (CCI)","CCI",,"Canarian Independent Center",,"ESP"
"Spain","#7240016","Canary National Party (PNC)","PNC",,"Canary National Party",,"ESP"
"Spain","#7240017","The Ecologists (LVE)","LVE",,"The Ecologists","The Ecologists (LVE) were formerly known as ""Los Verdes Ecologistas"" (The Ecologist Greens). The party changed names in 1991.","ESP"
"Spain","#7240025","Partiu Asturianista (PAS)","PAS",,"Partiu Asturianista",,"ESP"
"Spain","#7240026","Aragoneses Party (PAR)","PAR",,"Aragoneses Party",,"ESP"
"Spain","#7240027","Nafarroa Bai (Na-Bai)","Na-Bai",,"Nafarroa Bai",,"ESP"
"Spain","#7240028","United People (UH)","UH",,"United People",,"ESP"
"Spain","#7240029","Regionalist Party of Cantabria (PRC)","PRC",,"Regionalist Party of Cantabria",,"ESP"
"Spain","#7240030","Riojan Party (PR)","PR",,"Riojan Party",,"ESP"
"Spain","#7240031","Asturian Renewal Union (URAS)","URAS",,"Asturian Renewal Union",,"ESP"
"Spain","#7240032","Valencian Union (UV)","UV",,"Valencian Union",,"ESP"
