cntry,essround,variable,ess_id,party,n
NL,3,prtvtbnl,3,Party for Freedom and Democracy,270
NL,3,prtvtbnl,4,List Pim Fortuyn,69
NL,3,prtvtbnl,5,Democrats `66,83
NL,3,prtvtbnl,6,Green Left,71
NL,3,prtvtbnl,7,Socialistic Party,118
NL,3,prtvtbnl,8,Christian Union,39
NL,3,prtvtbnl,9,Liveable Netherlands,4
NL,3,prtvtbnl,10,Social Reformed Party,16
NL,3,prtvtbnl,11,Other,13
NL,3,prtvtbnl,12,Blanc,6
NL,3,prtvtbnl,13,Not applicable,405
NL,3,prtvtbnl,14,Refusal,19
NL,3,prtvtbnl,15,Don't know,44
NL,4,prtvtcnl,1,Christian Democratic Party,378
NL,4,prtvtcnl,2,Labour Party,330
NL,4,prtvtcnl,3,Party for Freedom and Democracy,204
NL,4,prtvtcnl,4,List Pim Fortuyn,22
NL,4,prtvtcnl,5,Democrats `66,52
NL,4,prtvtcnl,6,Green Left,86
NL,4,prtvtcnl,7,Socialistic Party,176
NL,4,prtvtcnl,8,Christian Union,64
NL,4,prtvtcnl,9,Liveable Netherlands,2
NL,4,prtvtcnl,10,Social Reformed Party,18
NL,4,prtvtcnl,11,PVV (List Wilders),35
NL,4,prtvtcnl,12,Party for the Animals,26
NL,4,prtvtcnl,13,Other,2
NL,4,prtvtcnl,14,Blanc,6
NL,4,prtvtcnl,15,Not applicable,330
NL,4,prtvtcnl,16,Refusal,21
NL,4,prtvtcnl,17,Don't know,26
NL,5,prtvtdnl,1,Party for Freedom and Democracy,288
NL,5,prtvtdnl,2,Labour Party,268
NL,5,prtvtdnl,3,PVV (List Wilders),181
NL,5,prtvtdnl,4,Christian Democratic Party,199
NL,5,prtvtdnl,5,Socialistic Party,133
NL,5,prtvtdnl,6,Democrats `66,126
NL,5,prtvtdnl,7,Green Left,110
NL,5,prtvtdnl,8,Christian Union,56
NL,5,prtvtdnl,9,Social Reformed Party,26
NL,5,prtvtdnl,10,Party for the Animals,19
NL,5,prtvtdnl,11,TON (List Verdonk),4
NL,5,prtvtdnl,12,Other,9
NL,5,prtvtdnl,13,Blanc,8
NL,5,prtvtdnl,14,Not applicable,363
NL,5,prtvtdnl,15,Refusal,29
NL,5,prtvtdnl,16,Don't know,10
NL,6,prtvtenl,1,Party for Freedom and Democracy,361
NL,6,prtvtenl,2,Labour Party,352
NL,6,prtvtenl,3,PVV (List Wilders),96
NL,6,prtvtenl,4,Christian Democratic Party,138
NL,6,prtvtenl,5,Socialistic Party,142
NL,6,prtvtenl,6,Democrats `66,126
NL,6,prtvtenl,7,Green Left,40
NL,6,prtvtenl,8,Christian Union,40
NL,6,prtvtenl,9,Social Reformed Party,34
NL,6,prtvtenl,10,Party for the Animals,27
NL,6,prtvtenl,11,Pirate Party,5
NL,6,prtvtenl,12,50Plus,31
NL,6,prtvtenl,13,Other,12
NL,6,prtvtenl,14,Blanc,8
NL,6,prtvtenl,15,Not applicable,355
NL,6,prtvtenl,16,Refusal,38
NL,6,prtvtenl,17,Don't know,40
NL,7,prtvtfnl,1,People's Party for Freedom and Democracy,322
NL,7,prtvtfnl,2,Labour Party,211
NL,7,prtvtfnl,3,Party for Freedom,109
NL,7,prtvtfnl,4,Socialist Party,148
NL,7,prtvtfnl,5,Christian Democratic Appeal,169
NL,7,prtvtfnl,6,Democrats 66,181
NL,7,prtvtfnl,7,Christian Union,50
NL,7,prtvtfnl,8,Green Left,70
NL,7,prtvtfnl,9,Reformed Political Party,27
NL,7,prtvtfnl,10,Party for the Animals,30
NL,7,prtvtfnl,11,50PLUS,23
NL,7,prtvtfnl,12,Other,9
NL,7,prtvtfnl,13,Blanc,4
NL,7,prtvtfnl,14,Not applicable,496
NL,7,prtvtfnl,15,Refusal,20
NL,7,prtvtfnl,16,Don't know,49
NL,7,prtvtfnl,17,No answer,1
NO,1,prtvtno,1,Red Electoral Alliance (RV),14
NO,1,prtvtno,2,Socialist left party (SV),202
NO,1,prtvtno,3,Labour Party (A),378
NO,1,prtvtno,4,Liberal Party (V),58
NO,1,prtvtno,5,Christian Democratic Party (Krf),209
NO,1,prtvtno,6,Centre Party (Sp),93
NO,1,prtvtno,7,Conservative Party (H),330
NO,1,prtvtno,8,Progress Party (FrP),249
NO,1,prtvtno,9,Coast Party (KYST),12
NO,1,prtvtno,10,Other,20
NO,1,prtvtno,11,Not applicable,388
NO,1,prtvtno,12,Refusal,59
NO,1,prtvtno,13,Don't know,24
NO,2,prtvtno,1,Red Electoral Alliance (RV),14
NO,2,prtvtno,2,Socialist left party (SV),190
NO,2,prtvtno,3,Labour Party (A),361
NO,2,prtvtno,4,Liberal Party (V),51
NO,2,prtvtno,5,Christian Democratic Party (Krf),118
NO,2,prtvtno,6,Centre Party (Sp),83
NO,2,prtvtno,7,Conservative Party (H),274
NO,2,prtvtno,8,Progress Party (FrP),196
NO,2,prtvtno,9,Coast Party (KYST),6
NO,2,prtvtno,10,Other,17
NO,2,prtvtno,11,Not applicable,387
NO,2,prtvtno,12,Refusal,38
NO,2,prtvtno,13,Don't know,25
NO,3,prtvtno,1,Red Electoral Alliance (RV),18
NO,3,prtvtno,2,Socialist left party (SV),149
NO,3,prtvtno,3,Labour Party (A),409
NO,3,prtvtno,4,Liberal Party (V),62
NO,3,prtvtno,5,Christian Democratic Party (Krf),95
NO,3,prtvtno,6,Centre Party (Sp),90
NO,3,prtvtno,7,Conservative Party (H),235
NO,3,prtvtno,8,Progress Party (FrP),227
NO,3,prtvtno,9,Coast Party (KYST),1
NO,3,prtvtno,10,Other,15
NO,3,prtvtno,11,Not applicable,386
NO,3,prtvtno,12,Refusal,49
NO,3,prtvtno,13,Don't know,14
NO,4,prtvtno,1,Red Electoral Alliance (RV),11
NO,4,prtvtno,2,Socialist left party (SV),110
NO,4,prtvtno,3,Labour Party (A),399
NO,4,prtvtno,4,Liberal Party (V),53
NO,4,prtvtno,5,Christian Democratic Party (Krf),67
NO,4,prtvtno,6,Centre Party (Sp),59
NO,4,prtvtno,7,Conservative Party (H),237
NO,4,prtvtno,8,Progress Party (FrP),178
NO,4,prtvtno,9,Coast Party (KYST),3
NO,4,prtvtno,10,Other,12
NO,4,prtvtno,11,Not applicable,378
NO,4,prtvtno,12,Refusal,25
NO,4,prtvtno,13,Don't know,17
NO,5,prtvtano,1,The Party Red (RØDT),22
NO,5,prtvtano,2,Socialist Left Party (SV),94
NO,5,prtvtano,3,Labour Party (A),412
NO,5,prtvtano,4,Liberal party (V),53
NO,5,prtvtano,5,Christian Democratic Party (KRF),66
NO,5,prtvtano,6,Centre Party (SP),65
NO,5,prtvtano,7,Conservative Party (H),240
NO,5,prtvtano,8,Progress Party (FRP),184
NO,5,prtvtano,9,Coastal Party (KYST),1
NO,5,prtvtano,10,Other,12
NO,5,prtvtano,11,Not applicable,358
NO,5,prtvtano,12,Refusal,31
NO,5,prtvtano,13,Don't know,10
NO,6,prtvtano,1,The Party Red (RØDT),5
NO,6,prtvtano,2,Socialist Left Party (SV),71
NO,6,prtvtano,3,Labour Party (A),436
NO,6,prtvtano,4,Liberal party (V),59
NO,6,prtvtano,5,Christian Democratic Party (KRF),70
NO,6,prtvtano,6,Centre Party (SP),81
NO,6,prtvtano,7,Conservative Party (H),305
NO,6,prtvtano,8,Progress Party (FRP),132
NO,6,prtvtano,9,Coastal Party (KYST),1
NO,6,prtvtano,10,Other,15
NO,6,prtvtano,11,Not applicable,403
NO,6,prtvtano,12,Refusal,28
NO,6,prtvtano,13,Don't know,18
NO,7,prtvtbno,1,The Party Red (RØDT),11
NO,7,prtvtbno,2,Socialist Left Party (SV),49
NO,7,prtvtbno,3,Labour Party (A),339
NO,7,prtvtbno,4,Liberal party (V),65
NO,7,prtvtbno,5,Christian Democratic Party (KRF),52
NO,7,prtvtbno,6,Centre Party (SP),59
NO,7,prtvtbno,7,Conservative Party (H),328
NO,7,prtvtbno,8,Progress Party (FRP),136
NO,7,prtvtbno,9,Coastal Party (KYST),2
NO,7,prtvtbno,10,Green Party (MDG),27
NO,7,prtvtbno,11,Other,15
NO,7,prtvtbno,12,Not applicable,309
NO,7,prtvtbno,13,Refusal,30
NO,7,prtvtbno,14,Don't know,14
PL,1,prtvtpl,1,Sojusz Lewicy Demokratycznej/Unia Pracy,505
PL,1,prtvtpl,2,Akcja Wyborcza Solidarnosc Prawicy,91
PL,1,prtvtpl,3,Unia Wolnosci,63
PL,1,prtvtpl,4,Samoobrona Rzeczypospolitej Polskiej,88
PL,1,prtvtpl,5,Prawo i Sprawiedliwosc,59
PL,1,prtvtpl,6,Polskie Stronnictwo Ludowe,109
PL,1,prtvtpl,7,Platforma Obywatelska,84
PL,1,prtvtpl,8,Alternatywa Ruch Spoleczny,1
PL,1,prtvtpl,10,Liga Polskich Rodzin,53
PL,1,prtvtpl,11,Mniejszosc Niemiecka,2
PL,1,prtvtpl,13,Polska Partia Socjalistyczna,1
PL,1,prtvtpl,15,Not applicable,809
PL,1,prtvtpl,16,Refusal,48
PL,1,prtvtpl,17,Don't know,197
PL,2,prtvtpl,1,Sojusz Lewicy Demokratycznej/Unia Pracy,308
PL,2,prtvtpl,2,Akcja Wyborcza Solidarnosc Prawicy,32
PL,2,prtvtpl,3,Unia Wolnosci,42
PL,2,prtvtpl,4,Samoobrona Rzeczypospolitej Polskiej,82
PL,2,prtvtpl,5,Prawo i Sprawiedliwosc,61
PL,2,prtvtpl,6,Polskie Stronnictwo Ludowe,48
PL,2,prtvtpl,7,Platforma Obywatelska,116
PL,2,prtvtpl,9,Polska Wspolnota Narodowa,1
PL,2,prtvtpl,10,Liga Polskich Rodzin,53
PL,2,prtvtpl,15,Not applicable,710
PL,2,prtvtpl,16,Refusal,30
PL,2,prtvtpl,17,Don't know,233
PL,3,prtvtapl,2,Dom Ojczysty,1
PL,3,prtvtapl,3,Liga Polskich Rodzin,21
PL,3,prtvtapl,5,Ogolnopolska Koalicja Obywatelska,1
PL,3,prtvtapl,6,Partia Demokratyczna demokraci.pl,8
PL,3,prtvtapl,8,Platforma Janusza Korwin-Mikke,3
PL,3,prtvtapl,9,Platforma Obywatelska,280
PL,3,prtvtapl,13,Polskie Stronnictwo Ludowe,28
PL,3,prtvtapl,14,Prawo i Sprawiedliwosc,407
PL,3,prtvtapl,16,Samoobrona Rzeczypospolitej Polskiej,84
PL,3,prtvtapl,17,Socjaldemokracja Polska,7
PL,3,prtvtapl,18,Sojusz Lewicy Demokratycznej,85
PL,3,prtvtapl,19,Other party,3
PL,3,prtvtapl,20,Not applicable,659
PL,3,prtvtapl,21,Refusal,23
PL,3,prtvtapl,22,Don't know,109
PL,3,prtvtapl,23,No answer,2
PL,4,prtvtbpl,1,Left and Democrats,81
PL,4,prtvtbpl,2,League of Polish Families,10
PL,4,prtvtbpl,3,Civic Platform,494
PL,4,prtvtbpl,4,Polish Labour Party,4
PL,4,prtvtbpl,5,Polish Peasants Party,60
PL,4,prtvtbpl,6,Law and Justice,313
PL,4,prtvtbpl,7,Self-defence,19
PL,4,prtvtbpl,8,Other party,3
PL,4,prtvtbpl,9,Not applicable,532
PL,4,prtvtbpl,10,Refusal,32
PL,4,prtvtbpl,11,Don't know,70
PL,4,prtvtbpl,12,No answer,1
PL,5,prtvtbpl,1,Left and Democrats,97
PL,5,prtvtbpl,2,League of Polish Families,7
PL,5,prtvtbpl,3,Civic Platform,486
PL,5,prtvtbpl,4,Polish Labour Party,1
PL,5,prtvtbpl,5,Polish Peasants Party,41
PL,5,prtvtbpl,6,Law and Justice,332
PL,5,prtvtbpl,7,Self-defence,10
PL,5,prtvtbpl,8,Other party,2
PL,5,prtvtbpl,9,Not applicable,625
PL,5,prtvtbpl,10,Refusal,52
PL,5,prtvtbpl,11,Don't know,98
PL,6,prtvtcpl,1,Congress of the New Right,14
PL,6,prtvtcpl,2,Civic Platform,521
PL,6,prtvtcpl,3,Poland Comes First,2
PL,6,prtvtcpl,4,Polish Labour Party-August '80,3
PL,6,prtvtcpl,5,Polish Peasants Party,65
PL,6,prtvtcpl,6,Law and Justice,340
PL,6,prtvtcpl,7,Palikot Movement,48
PL,6,prtvtcpl,8,Democratic Left Alliance,81
PL,6,prtvtcpl,9,Other,2
PL,6,prtvtcpl,10,Not applicable,666
PL,6,prtvtcpl,11,Refusal,61
PL,6,prtvtcpl,12,Don't know,92
PL,6,prtvtcpl,13,No answer,3
PL,7,prtvtcpl,1,Congress of the New Right,17
PL,7,prtvtcpl,2,Civic Platform,382
PL,7,prtvtcpl,3,Poland Comes First,2
PL,7,prtvtcpl,4,Polish Labour Party-August '80,1
PL,7,prtvtcpl,5,Polish Peasants Party,47
PL,7,prtvtcpl,6,Law and Justice,261
PL,7,prtvtcpl,7,Palikot Movement,16
PL,7,prtvtcpl,8,Democratic Left Alliance,48
PL,7,prtvtcpl,9,Other,5
PL,7,prtvtcpl,10,Not applicable,629
PL,7,prtvtcpl,11,Refusal,48
PL,7,prtvtcpl,12,Don't know,159
PT,1,prtvtpt,1,B.E. -  Bloco de Esquerda,32
PT,1,prtvtpt,2,CDS/PP - Centro Democrático Social / Partido Popular,34
PT,1,prtvtpt,3,MPT - Movimento Partido da Terra,3
PT,1,prtvtpt,5,PCP/PEV - Partido Comunista Português  Partido Ecolo,57
PT,1,prtvtpt,6,PCTP/MRPP - Partido Comunista dos Trabalhadores Po,1
PT,1,prtvtpt,10,PS - Partido Socialista,324
PT,1,prtvtpt,11,PSD - Partido Social Democrata,302
PT,1,prtvtpt,12,Other,1
PT,1,prtvtpt,13,Blank vote,27
PT,1,prtvtpt,14,Not applicable,466
PT,1,prtvtpt,15,Refusal,147
PT,1,prtvtpt,16,Don't know,19
PT,1,prtvtpt,17,No answer,98
PT,2,prtvtpt,1,B.E. -  Bloco de Esquerda,31
PT,2,prtvtpt,2,CDS/PP - Centro Democrático Social / Partido Popular,22
PT,2,prtvtpt,4,P.H. - Partido Humanista,1
PT,2,prtvtpt,5,PCP/PEV - Partido Comunista Português  Partido Ecolo,66
PT,2,prtvtpt,6,PCTP/MRPP - Partido Comunista dos Trabalhadores Po,1
PT,2,prtvtpt,9,PPM - Partido Popular Monárquico,1
PT,2,prtvtpt,10,PS - Partido Socialista,426
PT,2,prtvtpt,11,PSD - Partido Social Democrata,372
PT,2,prtvtpt,12,Other,3
PT,2,prtvtpt,13,Blank vote,35
PT,2,prtvtpt,14,Not applicable,694
PT,2,prtvtpt,15,Refusal,192
PT,2,prtvtpt,16,Don't know,61
PT,2,prtvtpt,17,No answer,147
PT,3,prtvtapt,1,BE - Bloco de Esquerda,33
PT,3,prtvtapt,2,CDS/PP - Centro Democrático Social/Partido Popular,23
PT,3,prtvtapt,3,PCP-PEV - Partido Comunista Português - Partido Ecologista o,89
PT,3,prtvtapt,4,PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses,10
PT,3,prtvtapt,6,PH - Partido Humanista,1
PT,3,prtvtapt,7,PND - Partido da Nova Democracia,1
PT,3,prtvtapt,10,PSD - Partido Social Democrata,359
PT,3,prtvtapt,11,PS - Partido Socialista,615
PT,3,prtvtapt,12,Votou em branco / nulo,55
PT,3,prtvtapt,14,Not applicable,609
PT,3,prtvtapt,15,Refusal,366
PT,3,prtvtapt,16,Don't know,61
PT,4,prtvtapt,1,BE - Bloco de Esquerda,35
PT,4,prtvtapt,2,CDS/PP - Centro Democrático Social/Partido Popular,39
PT,4,prtvtapt,3,PCP-PEV - Partido Comunista Português - Partido Ecologista o,69
PT,4,prtvtapt,4,PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses,9
PT,4,prtvtapt,6,PH - Partido Humanista,1
PT,4,prtvtapt,7,PND - Partido da Nova Democracia,6
PT,4,prtvtapt,8,PNR - Partido Nacional Renovador,2
PT,4,prtvtapt,10,PSD - Partido Social Democrata,304
PT,4,prtvtapt,11,PS - Partido Socialista,587
PT,4,prtvtapt,12,Votou em branco / nulo,53
PT,4,prtvtapt,14,Not applicable,821
PT,4,prtvtapt,15,Refusal,371
PT,4,prtvtapt,16,Don't know,70
PT,5,prtvtbpt,1,Bloco de Esquerda (BE),45
PT,5,prtvtbpt,2,Centro Democrático Social - Partido Popular (CDS-PP),44
PT,5,prtvtbpt,3,Coligação Democrática Unitária (CDU),54
PT,5,prtvtbpt,4,Partido Comunista dos Trabalhadores Portugueses/Movimento Re,4
PT,5,prtvtbpt,6,Partido Humanista (PH),2
PT,5,prtvtbpt,7,Nova democracia (PND),2
PT,5,prtvtbpt,8,Partido Nacional Renovador (PNR),4
PT,5,prtvtbpt,9,Partido Operário de Unidade Socialista (POUS),1
PT,5,prtvtbpt,10,Partido Social Democrata (PSD),368
PT,5,prtvtbpt,11,Partido Socialista (PS),430
PT,5,prtvtbpt,12,Votou em branco / nulo,57
PT,5,prtvtbpt,13,Outro,1
PT,5,prtvtbpt,14,Not applicable,626
PT,5,prtvtbpt,15,Refusal,420
PT,5,prtvtbpt,16,Don't know,92
PT,6,prtvtbpt,1,Bloco de Esquerda (BE),57
PT,6,prtvtbpt,2,Centro Democrático Social - Partido Popular (CDS-PP),33
PT,6,prtvtbpt,3,Coligação Democrática Unitária (CDU),81
PT,6,prtvtbpt,4,Partido Comunista dos Trabalhadores Portugueses/Movimento Re,4
PT,6,prtvtbpt,5,Partido Democrático do Atlântico (PDA),1
PT,6,prtvtbpt,7,Nova democracia (PND),1
PT,6,prtvtbpt,8,Partido Nacional Renovador (PNR),1
PT,6,prtvtbpt,10,Partido Social Democrata (PSD),312
PT,6,prtvtbpt,11,Partido Socialista (PS),343
PT,6,prtvtbpt,12,Votou em branco / nulo,79
PT,6,prtvtbpt,13,Outro,4
PT,6,prtvtbpt,14,Not applicable,781
PT,6,prtvtbpt,15,Refusal,387
PT,6,prtvtbpt,16,Don't know,67
PT,7,prtvtbpt,1,Bloco de Esquerda (BE),46
PT,7,prtvtbpt,2,Centro Democrático Social - Partido Popular (CDS-PP),18
PT,7,prtvtbpt,3,Coligação Democrática Unitária (CDU),50
PT,7,prtvtbpt,4,Partido Comunista dos Trabalhadores Portugueses/Movimento Re,8
PT,7,prtvtbpt,7,Nova democracia (PND),1
PT,7,prtvtbpt,8,Partido Nacional Renovador (PNR),1
PT,7,prtvtbpt,10,Partido Social Democrata (PSD),224
PT,7,prtvtbpt,11,Partido Socialista (PS),226
PT,7,prtvtbpt,12,Votou em branco / nulo,40
PT,7,prtvtbpt,13,Outro,43
PT,7,prtvtbpt,14,Not applicable,432
PT,7,prtvtbpt,15,Refusal,143
PT,7,prtvtbpt,16,Don't know,33
RU,3,prtvtru,1,United Russia (ER),750
RU,3,prtvtru,2,Communist Party of the Russian Federation (KPRF),212
RU,3,prtvtru,3,Liberal Democratic Party of Russia (LDPR),82
RU,3,prtvtru,4,Rodina,50
RU,3,prtvtru,5,Union of Right Forces (SPS),33
RU,3,prtvtru,6,Yabloko,22
RU,3,prtvtru,7,Agrarian Party of Russia (APR),5
RU,3,prtvtru,8,Russian party of pensioners and party of social justice,8
RU,3,prtvtru,10,Party of the development of entrepreneurship,1
RU,3,prtvtru,20,Edinenie,1
RU,3,prtvtru,21,Against all,96
RU,3,prtvtru,22,Not applicable,944
RU,3,prtvtru,23,Refusal,29
RU,3,prtvtru,24,Don't know,204
RU,4,prtvtaru,1,United Russia (ER),1187
RU,4,prtvtaru,2,Communist Party of the Russian Federation (KPRF),220
RU,4,prtvtaru,3,Liberal Democratic Party of Russia (LDPR),104
RU,4,prtvtaru,4,Union of Right Forces (SPS),18
RU,4,prtvtaru,5,Yabloko,9
RU,4,prtvtaru,6,Agrarian Party of Russia (APR),21
RU,4,prtvtaru,7,Party of Revival of Russia – Russian Party of Life,1
RU,4,prtvtaru,8,Fair Russia (SR),54
RU,4,prtvtaru,9,Green Party,1
RU,4,prtvtaru,10,Not applicable,761
RU,4,prtvtaru,11,Refusal,62
RU,4,prtvtaru,12,Don't know,73
RU,4,prtvtaru,13,No answer,1
RU,5,prtvtbru,1,United Russia (ER),1020
RU,5,prtvtbru,2,Communist Party of the Russian Federation (KPRF),234
RU,5,prtvtbru,3,Liberal Democratic Party of Russia (LDPR),122
RU,5,prtvtbru,4,Union of Right Forces (SPS),4
RU,5,prtvtbru,5,Yabloko,15
RU,5,prtvtbru,6,Agrarian Party of Russia (APR),9
RU,5,prtvtbru,7,Fair Russia (SR),66
RU,5,prtvtbru,8,Not applicable,992
RU,5,prtvtbru,9,Refusal,42
RU,5,prtvtbru,10,Don't know,91
RU,6,prtvtcru,1,United Russia (ER),888
RU,6,prtvtcru,2,Communist Party of the Russian Federation (KPRF),270
RU,6,prtvtcru,3,Liberal Democratic Party of Russia (LDPR),120
RU,6,prtvtcru,4,Yabloko,32
RU,6,prtvtcru,5,Fair Russia (SR),110
RU,6,prtvtcru,6,Just Cause,15
RU,6,prtvtcru,7,Patriots of Russia,10
RU,6,prtvtcru,8,Not applicable,882
RU,6,prtvtcru,9,Refusal,104
RU,6,prtvtcru,10,Don't know,53
SE,1,prtvtse,1,Centre party,93
SE,1,prtvtse,2,Liberals,224
SE,1,prtvtse,3,Christian democrats,131
SE,1,prtvtse,4,Green party,65
SE,1,prtvtse,5,Conservative,232
SE,1,prtvtse,6,Social democrats,611
SE,1,prtvtse,7,Left,144
SE,1,prtvtse,8,Other,23
SE,1,prtvtse,9,Not applicable,372
SE,1,prtvtse,10,Refusal,93
SE,1,prtvtse,11,Don't know,11
SE,2,prtvtse,1,Centre party,88
SE,2,prtvtse,2,Liberals,167
SE,2,prtvtse,3,Christian democrats,87
SE,2,prtvtse,4,Green party,58
SE,2,prtvtse,5,Conservative,289
SE,2,prtvtse,6,Social democrats,605
SE,2,prtvtse,7,Left,126
SE,2,prtvtse,8,Other,47
SE,2,prtvtse,9,Not applicable,384
SE,2,prtvtse,10,Refusal,46
SE,2,prtvtse,11,Don't know,45
SE,2,prtvtse,12,No answer,6
SE,3,prtvtse,1,Centre party,113
SE,3,prtvtse,2,Liberals,128
SE,3,prtvtse,3,Christian democrats,89
SE,3,prtvtse,4,Green party,111
SE,3,prtvtse,5,Conservative,452
SE,3,prtvtse,6,Social democrats,497
SE,3,prtvtse,7,Left,81
SE,3,prtvtse,8,Other,49
SE,3,prtvtse,9,Not applicable,326
SE,3,prtvtse,10,Refusal,69
SE,3,prtvtse,11,Don't know,9
SE,3,prtvtse,12,No answer,3
SE,4,prtvtse,1,Centre party,94
SE,4,prtvtse,2,Liberals,119
SE,4,prtvtse,3,Christian democrats,62
SE,4,prtvtse,4,Green party,80
SE,4,prtvtse,5,Conservative,417
SE,4,prtvtse,6,Social democrats,504
SE,4,prtvtse,7,Left,73
SE,4,prtvtse,8,Other,57
SE,4,prtvtse,9,Not applicable,341
SE,4,prtvtse,10,Refusal,45
SE,4,prtvtse,11,Don't know,36
SE,4,prtvtse,12,No answer,2
SE,5,prtvtase,1,Centern,81
SE,5,prtvtase,2,Folkpartiet liberalerna,101
SE,5,prtvtase,3,Kristdemokraterna,60
SE,5,prtvtase,4,Miljöpartiet de gröna,111
SE,5,prtvtase,5,Moderata samlingspartiet,432
SE,5,prtvtase,6,Socialdemokraterna,321
SE,5,prtvtase,7,Vänsterpartiet,60
SE,5,prtvtase,8,FI (Feministiskt initiativ),2
SE,5,prtvtase,9,Junilistan,1
SE,5,prtvtase,10,Sverigedemokraterna,42
SE,5,prtvtase,11,Annat parti,14
SE,5,prtvtase,12,Not applicable,196
SE,5,prtvtase,13,Refusal,59
SE,5,prtvtase,14,Don't know,14
SE,5,prtvtase,15,No answer,3
SE,6,prtvtbse,1,Centern,74
SE,6,prtvtbse,2,Folkpartiet liberalerna,117
SE,6,prtvtbse,3,Kristdemokraterna,50
SE,6,prtvtbse,4,Miljöpartiet de gröna,140
SE,6,prtvtbse,5,Moderata samlingspartiet,447
SE,6,prtvtbse,6,Socialdemokraterna,453
SE,6,prtvtbse,7,Vänsterpartiet,75
SE,6,prtvtbse,8,FI (Feministiskt initiativ),2
SE,6,prtvtbse,9,Piratpartiet,6
SE,6,prtvtbse,10,Sverigedemokraterna,64
SE,6,prtvtbse,11,Annat parti,13
SE,6,prtvtbse,12,Not applicable,332
SE,6,prtvtbse,13,Refusal,15
SE,6,prtvtbse,14,Don't know,59
SE,7,prtvtbse,1,Centern,95
SE,7,prtvtbse,2,Folkpartiet liberalerna,112
SE,7,prtvtbse,3,Kristdemokraterna,66
SE,7,prtvtbse,4,Miljöpartiet de gröna,139
SE,7,prtvtbse,5,Moderata samlingspartiet,376
SE,7,prtvtbse,6,Socialdemokraterna,424
SE,7,prtvtbse,7,Vänsterpartiet,87
SE,7,prtvtbse,8,FI (Feministiskt initiativ),39
SE,7,prtvtbse,9,Piratpartiet,8
SE,7,prtvtbse,10,Sverigedemokraterna,71
SE,7,prtvtbse,11,Annat parti,20
SE,7,prtvtbse,12,Not applicable,256
SE,7,prtvtbse,13,Refusal,26
SE,7,prtvtbse,14,Don't know,72
SI,1,prtvtsi,1,Democratic Party of Pensioners of Slovenia (DESUS),25
SI,1,prtvtsi,2,Liberal Democracy of Slovenia (LDS),403
SI,1,prtvtsi,3,Slovene People's Party (SLS),109
SI,1,prtvtsi,4,Slovene National Party (SNS),23
SI,1,prtvtsi,5,Social Democratic Party of Slovenia (SDS),111
SI,1,prtvtsi,6,New Slovenia - Christian People's Party (NSi),55
SI,1,prtvtsi,7,United List of Social Democrats (ZLSD),65
SI,1,prtvtsi,8,Slovene Youth Party (SMS),28
SI,1,prtvtsi,9,Other,12
SI,1,prtvtsi,10,Not applicable,385
SI,1,prtvtsi,11,Refusal,93
SI,1,prtvtsi,12,Don't know,205
SI,1,prtvtsi,13,No answer,5
SI,2,prtvtasi,1,Slovenian Democratic Party - SDS,273
SI,2,prtvtasi,2,Liberal Democracy of Slovenia - LDS,179
SI,2,prtvtasi,3,United List of Social Democrats - ZLSD,91
SI,2,prtvtasi,4,New Slovenia - Christian Peoples Party - NSi,47
SI,2,prtvtasi,5,Slovene Peoples Party - SLS,29
SI,2,prtvtasi,6,Slovene National Party - SNS,39
SI,2,prtvtasi,7,Democratic Party of Pensioners of Slovenia - DESUS,40
SI,2,prtvtasi,8,Other,43
SI,2,prtvtasi,9,Not applicable,494
SI,2,prtvtasi,10,Refusal,177
SI,2,prtvtasi,11,Don't know,24
SI,2,prtvtasi,12,No answer,6
SI,3,prtvtbsi,1,Democratic Party of Pensioners of Slovenia - DESUS,26
SI,3,prtvtbsi,2,Liberal Democracy of Slovenia - LDS,218
SI,3,prtvtbsi,3,Slovene Peoples Party - SLS,63
SI,3,prtvtbsi,4,Slovene National Party - SNS,34
SI,3,prtvtbsi,5,Slovenian Democratic Party- SDS,249
SI,3,prtvtbsi,6,New Slovenia - Christian Peoples Party - NSi,45
SI,3,prtvtbsi,7,Social Democrats - SD,74
SI,3,prtvtbsi,8,Other,26
SI,3,prtvtbsi,9,Not applicable,452
SI,3,prtvtbsi,10,Refusal,89
SI,3,prtvtbsi,11,Don't know,200
SI,4,prtvtcsi,1,Democratic Party of Pensioners of Slovenia - DESUS,60
SI,4,prtvtcsi,2,Liberal Democracy of Slovenia - LDS,36
SI,4,prtvtcsi,3,LIPA  - Party,6
SI,4,prtvtcsi,4,New Slovenia - Christian Peoples Party - NSi,17
SI,4,prtvtcsi,5,Slovenian Democratic Party - SDS,194
SI,4,prtvtcsi,6,Slovene Peoples Party - SLS,32
SI,4,prtvtcsi,7,Slovene National Party - SNS,46
SI,4,prtvtcsi,8,Social Democrats - SD,286
SI,4,prtvtcsi,9,ZARES - New Politics,59
SI,4,prtvtcsi,10,Other,8
SI,4,prtvtcsi,11,Not applicable,380
SI,4,prtvtcsi,12,Refusal,138
SI,4,prtvtcsi,13,Don't know,19
SI,4,prtvtcsi,14,No answer,5
