country,name_english,year_first,year_last,share,year_share,paris_id,name_short
PAN,Republican Party,1960,1968,17,1960,6567,PR
BEN,Union Makes the Nation,2011,2015,26.9,2011,6569,UN
PRT,Republican and Socialist Front,1980,1980,26.7,1980,657,FRS
BFA,Alliance for Democracy and Federation,1992,1997,8.7,1992,6570,ADF
BDI,Party of the People,1961,1965,30.3,1965,6571,PP
CMR,Kamerun National Congress,1957,1959,45.4,1957,6572,KNC
CMR,One Kamerun,1961,1961,6.9,1961,6573,OK
CMR,Kamerun People's Party,1957,1959,19.7,1957,6574,KPP
CMR,Cameroonian National Action Movement,1956,1956,6.7,1956,6575,MANC
TCD,Independent Democratic Union of Chad,1959,1959,7.3,1959,6576,UDIT
TCD,Grouping of Rural and Independent Chadians,1957,1959,13.8,1957,6577,GIRT
COM,National Front for Justice,1996,1996,7,1996,6578,FNJ
COM,National Union for Democracy in the Comoros,1993,1993,9.5,1993,6579,UNDC
COM,Union of Democrats for Development,1992,1992,10.3,1992,6580,UDD
COM,Comorian Party for Democracy and Progress,1992,1992,6.4,1992,6581,PCDP
COM,National Rally for Development,1996,1996,90.7,1996,6582,RND
COM,Movement for Democracy and Progress,1992,1992,10.4,1992,6583,MDP
COM,Maecha Bora,1992,1992,6.7,1992,6585,MB
COM,Islands' Fraternity and Unity Party,1992,1992,6.2,1992,6586,CHUMA
COD,National Progress Party,1960,1960,8,1960,6587,PNP
COD,Confederation of Tribal Associations of Katanga,1960,1965,5.4,1965,6588,CONAKAT
ETH,Southern Ethiopia People’s Democratic Movement,2000,2000,20.5,2000,6589,SEPDM
GAB,Defense of Gabonese Interests,1957,1957,7.5,1957,6590,DIG
GAB,Entente for the Defense of Gabonese Interests,1957,1957,20,1957,6592,EDIG
GHA,United Gold Coast Convention,1951,1951,5.3,1951,6593,UGCC
GIN,African Bloc of Guinea,1957,1957,6,1957,6595,BAG
LBR,National Democratic Coalition,2011,2011,6.8,2011,6596,NDC
MUS,Independent Forward Bloc,1959,1963,17.5,1963,6599,IFB
ROU,Democratic Liberal Party,2008,2008,32.4,2008,660,PDL
NAM,United National South West Party,1926,1961,100,1945,6600,UNSWP
NAM,National Party of South West Africa,1926,1974,100,1965,6601,NPSWA
NAM,German League in South West Africa,1929,1929,33.3,1929,6602,DB
NGA,United Nigeria Congress Party,1998,1998,81.2,1998,6603,UNCP
SEN,Senegalese Democracy and Unity,1963,1963,5.8,1963,6605,DUS
SOM,Popular Movement for Democratic Action,1969,1969,5.5,1969,6606,PMDA
SWZ,United Swaziland Association,1964,1964,33.3,1964,6612,USA
TGO,Togolese Union for Democracy,1994,1994,8.6,1994,6613,UTD
UGA,Uganda National Congress,1958,1958,30.1,1958,6614,UNC
ZWE,Zimbabwe United People's Organization,1979,1979,6.4,1979,6615,ZUPO
BIH,Serbian People's Alliance of Republika Srpska,1998,1998,,1998,6619,SNSRS
XKX,Movement for Unification,2014,2014,,2014,6621,LB
SRB,United Serbia,2012,2014,,2012,6625,JS
SRB,Yugoslav Left,1997,1997,,1997,6626,JUL
AUS,Free Trade Party / Anti-Socialist Party,1887,1906,60.8,1887,663,FTP
MYS,People's Progressive Party,1959,1959,6.3,1959,6635,PPP
MYS,Malaysian People's Movement Party,1969,1969,7.5,1969,6636,PGRM
IND,Indian National Congress (Organisation),1971,1971,10.4,1971,6639,INC-O
ARG,Federal Peronism / Dissident Peronism,2009,2011,11.3,2009,6648,PF-PJ
IRN,Iran Novin Party,1963,1971,85.4,1971,6650,INP
CHE,Swiss [Communist] Party of Labour,1947,1947,5.1,1947,669,PdA
LKA,Communist Party of Sri Lanka,1952,1952,4.2,1952,6691,CP
LKA,People's United Fron,1956,1956,39.5,1956,6692,MEP
COM,Umma Party,1972,1972,12.4,1972,6693,Umma
COM,Mahoré People's Movement,1972,1972,9.1,1972,6694,MPM
CRI,Agricultural Party,1921,1925,31.5,1923,6695,A
CRI,Fusion,1915,1915,26.2,1915,6696,Fu
CRI,Agrupación,1915,1915,5.3,1915,6697,Ag
CRI,Acostista,1919,1919,6.1,1919,6698,Ac
CRI,Guanacaste Fellowship // Guanacastecan Brotherhood,1921,1940,11.2,1921,6699,CG
CRI,Independent Agriculture,1921,1921,6.4,1921,6700,AI
CRI,Constitutional Aguilista,1921,1921,5.7,1921,6701,CA
CRI,Jimenista of Cartago,1921,1921,5.6,1921,6702,JC
CRI,Constitutional Republican,1930,1930,10.7,1930,6703,RC
CRI,Provincial Union Esquivelista,1930,1930,6.6,1930,6704,UPE
CRI,Provincial Union of Heredia,1930,1930,6.6,1930,6705,UPH
CRI,National Provincial Union,1930,1930,6.1,1930,6706,UNP
EST,Estonian Independent Socialist Workers' Party,1919,1923,10.6,1920,6709,EISTP
LVA,For Fatherland and Freedom,1993,1995,11.9,1995,671,TB
EST,Central Committee of Tallinn Trade Unions,1920,1932,9.5,1923,6710,TAK
FRA,League of Patriots,1889,1889,7.4,1889,6712,LP
GMB,Gambia Labour Union,1947,1947,46.7,1947,6713,STG
HND,Central American Unionist Party,1926,1926,8.7,1926,6714,PUCA
HND,National Reformist Movement,1954,1957,21.1,1954,6715,MNR
HTI,Mobilization for National Development,1990,1990,6.2,1990,6716,MDN
HUN,Christian National Agricultural Workers' and Civic Party / Andrássy-Friedrich Party,1922,1922,6.4,1922,6717,AFP
HUN,Christian Economic and Social Party,1926,1935,12.2,1931,6718,KGSZP
HUN,National Peasant Party / Hungarian People's Party,1944,1947,8.3,1947,6719,NPP/MNP
HUN,Independent Hungarian Democratic Party,1947,1947,5.2,1947,6720,FMDP
HUN,Hungarian Independence Party,1947,1947,13.4,1947,6721,MFP
MRT,Socialist and Republican Union,1946,1946,80,1946,6723,SRU
NPL,United People's Front of Nepal,1991,1991,5,1991,6724,SJM
LVA,Latgalian Farmer-Labour Party,1931,1931,5,1931,6725,LPF
SLV,United Independent Democratic Front,1974,1974,7.7,1974,6726,FDUI
SMR,Democratic Movement,1993,1993,5.3,1993,6727,MD
SMR,Ideas in Motion,1998,1998,,1998,6728,IM
SMR,Sammarinese People's Party,1920,1923,47.8,1920,6729,PPS
ISL,National Preservation Party,1953,1953,6,1953,673,Thva
SMR,Sammarinese Democratic Union,1920,1923,22.7,1920,6730,UD
SMR,Sanmarinese Fascist Party,1923,1938,100,1926,6731,PFS
SMR,Sammarinese Democratic Socialist Party,1951,1955,5.6,1951,6732,PSDS
SMR,Sammarinese Independent Democratic Socialist Party,1959,1974,18,1969,6733,PSDIS
SMR,Popular Alliance,1945,1949,42.3,1949,6734,AP
SMR,Committee of Freedom,1945,1949,66,1945,6735,CDL
SOM,Somali African National Union,1969,1969,5.4,1969,6736,SANU
ALB,Albanian National Front Party,1996,1996,5,1996,674,BKS
SRB,Slovene People's Party,1923,1925,6.3,1925,6740,SLS
SRB,Independent Democratic Party,1927,1927,7,1927,6741,SDS
TCD,African Socialist Movement,1957,1959,9.8,1959,6742,MSA
BGR,Liberal Party,1880,1884,82.4,1880,6743,LP
BGR,Conservative Party,1880,1884,41.5,1884,6744,KP
BGR,People's Liberal Party,1887,1902,88.7,1887,6745,NLP
BGR,People's Party,1894,1920,70.9,1903,6746,NP
BGR,Liberal Party (Radoslavists),1887,1911,40.6,1899,6747,LP
BGR,Progressive Liberal Party,1887,1920,42.7,1911,6748,PLP
BGR,Democratic Party,1887,1920,54.1,1908,6749,DP
BGR,Bulgarian Workers' Social Democratic Party,1901,1901,5,1901,6750,BRSDP
BGR,Bulgarian Social Democratic Workers' Party (Narrow Socialists),1913,1919,18.5,1919,6751,BRSDP-TS
BGR,Liberal Concentration,1913,1914,45.2,1914,6753,LC
BGR,Bulgarian Communist Party,1920,1946,53.9,1946,6754,BCP
POL,Polish People's Party,1947,1947,10.3,1947,6757,PSL
CZE,Christian Democratic Union / People's Party,1990,2013,14.3,2002,676,KDU/CSL
LIE,Christian-Social People's Party,1918,1932,73.3,1922,6760,VP
ROU,Magyar Party,1928,1928,6.2,1928,6761,PNM
ROU,National Liberal Party-Bratianu,1931,1933,6.7,1932,6762,PNL
ROU,Peasants' Party–Lupu,1932,1933,5.9,1932,6763,PȚ–Lupu
ROU,National-Christian Defense League,1932,1932,5.5,1932,6764,LANC
ROU,Iron Guard / Legionnaire movement,1937,1937,15.8,1937,6765,G/ML
ROU,National Christian Party,1937,1937,9.3,1937,6766,PNC
ROU,National Renaissance Front,1939,1939,100,1939,6767,FRN
ROU,Hungarian People's Union,1946,1946,8.3,1946,6768,MNSZ
ROU,Conservative Party,1892,1911,82.5,1892,6769,PC
ROU,Romanian National Party,1919,1922,29.8,1919,6770,PNR
ROU,Bessarabian Peasants' Party,1919,1922,12.7,1919,6771,PTB
ROU,Peasants' Party,1919,1922,10.8,1922,6772,PT
ROU,Socialist Party of Romania,1920,1920,5.2,1920,6773,PS
ESP,Liberal Conservative Party / Conservative Party,1881,1923,78.6,1884,6774,PLC/PC
ESP,Conservative Union,1899,1899,,1899,6775,UC
ESP,Dynastic Left,1884,1884,9.7,1884,6776,ID
ESP,Gamacist Liberals,1899,1899,7,1899,6777,LG
ESP,Republican Union Party,1903,1907,7.4,1903,6778,PUR
ESP,Republican–Socialist Conjunction,1910,1910,6.7,1910,6779,CRS
ISR,Liberal Party,1961,1961,13.6,1961,678,MiHal
ESP,Liberal Democratic Party,1914,1923,22.5,1918,6780,PLD
ESP,Maurist Conservatives / Maurist Party,1914,1920,15.6,1919,6781,CM/PM
ESP,Liberal Left,1918,1923,10.3,1923,6782,IL
ESP,Ciervists / Ciervist Conservatives,1918,1920,7.8,1919,6783,C/CC
GRC,National Unionist Party,1946,1946,2,1946,6784,EEK
GRC,Nationalist Party,1881,1915,72.5,1895,6785,KE
GRC,Modernist Party / New Party,1881,1915,77.3,1892,6786,NK
SRB,Serbian Progressive Party,1884,2014,86.7,1895,6787,SNS
SRB,Conservative Party,1884,1884,33.3,1884,6788,KS
SRB,Liberal Party,1886,1895,23.9,1888,6789,LS
SRB,Independent Radical Party,1903,1912,36.6,1905,6790,NRS
SRB,National Party,1903,1912,17.8,1903,6791,NP
SRB,National Party – Progressive coalition,1908,1912,15.1,1912,6792,NP-SNS
SRB,Serbian Social Democratic Party,1912,1912,5.3,1912,6793,SSDP
SRB,Yugoslav National Party / Yugoslav Radical Peasants' Democracy,1931,1935,100,1931,6794,JNS
SRB,Yugoslav Radical Union,1938,1938,54.1,1938,6795,JRZ
CZE,German National Socialist Workers' Party,1920,1920,5.3,1920,6796,DNSAP
CZE,Democratic Party,1946,1946,14.1,1946,6797,DS
CZE,Communist Party of Slovakia,1946,1946,6.9,1946,6798,KSS
CZE,National Front,1948,1986,100,1971,6799,NF
LVA,Latgalian Farmers Party,1920,1920,10.3,1920,6800,LZP
LVA,Committee of the German Baltic Parties,1922,1925,5.3,1922,6801,ADP
EST,National Front for the Implementation of the Constitution,1938,1938,57.4,1938,6802,PER
EST,Communist Party of the Soviet Union,1917,1918,37.4,1918,6803,CPSU
LTU,Lithuanian Christian Democratic Party,1920,1996,35.2,1920,6804,LKDP
LTU,Peasant Union,1920,1922,17,1920,6805,VS
LTU,Lithuanian Labour Federation,1920,1926,14.9,1923,6806,LDF
LTU,Democratic Jewish Union,1920,1920,6.6,1920,6807,ZDS
LTU,Lithuanian Popular Socialist Democratic Party,1920,1920,5.8,1920,6808,LSLDP
LTU,Farmers' Association / Lithuanian Peasant League,1922,1926,14.4,1923,6809,US
LTU,Central Polish Electoral Committee,1923,1923,5.6,1923,6810,LCRK
LTU,Lithuanian Popular Peasants' Union,1923,1926,22.2,1926,6811,LVLS
LTU,United Minorities,1923,1923,11,1923,6812,UM
HUN,Liberal Party,1881,1905,70.2,1896,6813,SP
HUN,Party of Independence and '48 / Függetlenségi Párt,1884,1910,61.3,1906,6814,F48P
HUN,Independence Party,1881,1881,21.3,1881,6815,FP
HUN,National Party,1892,1896,14.8,1892,6816,NP
HUN,Catholic People's Party,1901,1906,8,1906,6817,KV
HUN,National Constitution Party,1905,1906,17.2,1906,6818,OAP
HUN,National Party of Work,1910,1910,62,1910,6819,NMP
HUN,'Justh' Party of Independence and '48,1910,1910,10.7,1910,6820,JPI48
HUN,Independents for '67,1910,1910,5.1,1910,6821,I67
CUB,ABC,1940,1944,7.4,1940,6823,ABC
CUB,Radical Union,1954,1958,12.7,1958,6824,UR
CUB,Party of the Cuban People – Orthodox / Partido Ortodoxo,1948,1950,12.9,1950,6825,PPC-O
CUB,Republican Democratic Party,1939,1940,15.7,1939,6826,PDR
CUB,Democratic National Association,1936,1940,43.2,1936,6827,CND
CUB,Social-Democratic Party,1938,1938,7.2,1938,6828,PSD
CUB,Cuban Popular Party,1920,1932,13.6,1930,6829,PPC
CUB,National Conservative Party,1910,1932,54.1,1918,6830,PCN
CUB,Unionist Liberal Party,1914,1918,18.4,1914,6831,PL(U)
CUB,"National Liberal Party, Asbertista",1904,1912,32.3,1904,6832,PLN
CUB,Moderate Party,1905,1905,96.9,1905,6833,PRH
CUB,"Moderate National Party, Camaüey",1904,1904,6.5,1904,6834,PNM
CUB,"Radical National Party, East",1904,1904,16.1,1904,6835,PNR
CUB,Conservative Republican Party,1904,1904,41.9,1904,6836,PRC
CUB,Free People's Party,1958,1958,8.4,1958,6837,PPL
NIC,Nicaraguan Conservative Party,1957,1963,10.8,1957,6847,PCN
SUR,National Party Combination,1973,1977,50.3,1973,6848,NPK
SUR,Nationalist Republican Party,1969,1969,7.8,1969,6849,PNR
EST,Union of Pro Patria and Res Publica,2007,2015,20.5,2011,685,IRL
SUR,Surinamese Democratic Party,1967,1967,5.8,1967,6850,SDP
SUR,Progressive National Party,1967,1969,9.6,1967,6851,PNP
SUR,Action Front,1963,1963,16.7,1963,6852,AF
SUR,Progressive Surinamese People's Party,1958,1996,19,1958,6853,PSV
SUR,Action Group,1967,1969,13.5,1967,6854,AG
GTM,Vision with Values,2011,2015,5.3,2015,6856,ViVa
TTO,United Front,1946,1946,29.4,1946,6857,UF
TTO,Butler Party / British Empire Citizens' and Workers' Home Rule Party / Butler Home Rule Party,1946,1950,22.3,1946,6858,BP
TTO,Trades Union Congress and Socialist Party,1946,1950,17.2,1946,6859,TUCSP
SLV,National Conciliation [Coalition] Party,1961,2015,100,1976,686,PCN
TTO,Trinidad Labour Party,1950,1950,7.9,1950,6860,TLP
TTO,People's Democratic Party,1956,1956,20.8,1956,6861,PDP
URY,Independent National Party,1942,1950,11.7,1942,6866,PNI
VEN,Independent Electoral Force,1952,1952,21.1,1952,6867,FEI
LKA,Bolshevik–Leninist Party of India,1947,1947,6,1947,6868,BLP
MMR,Karen Youth Organisation,1947,1947,9,1947,6869,KYO
MMR,United Hill People's Congress,1956,1956,5.6,1956,6870,UHPC
IRN,Nationalists’ Party,1956,1961,52.2,1956,6871,Melliyun
IRN,Freedom Movement of Iran / Liberation Movement of Iran,1979,1979,8.2,1979,6872,FMI/LMI
IRN,Muslim People's Republic Party / Islamic People's Republican Party,1979,1979,5.5,1979,6873,MPRP/IPRP
IRN,Combatant Clerics of Tehran,1996,1996,29.6,1996,6874,RMT
IRN,Islamic Iran Participation Front,2000,2000,74.5,2000,6875,IIPF
IRQ,Socialist Nation Party,1953,1954,5.9,1953,6878,SNP
IRQ,United Popular Front,1953,1953,8.1,1953,6879,UPF
IRQ,Constitutional Union Party,1953,1954,69.6,1954,6880,CUP
KGZ,United Kyrgyzstan,2010,2010,8.4,2010,6881,BK
KGZ,Respublika–Ata Zhurt,2015,2015,20.3,2015,6882,RAZ
KGZ,Kyrgyzstan Party,2015,2015,13.1,2015,6883,KP
KGZ,Önügüü–Progress,2015,2015,9.4,2015,6885,OP
KGZ,Bir Bol,2015,2015,8.6,2015,6886,BB
KHM,Social Republican Party,1972,1972,100,1972,6887,PSR
KHM,Liberal Party / Constitutionalist Party,1946,1951,28,1947,6888,LP
KHM,Victorious North-East Party,1951,1951,5.1,1951,6889,VNEP
MYS,National Party,1955,1955,7.9,1955,6890,PN
PHL,Democratic Party,1919,1931,28.7,1922,6891,PD
SGP,Progressive Party,1948,1955,49.5,1948,6892,PP
SGP,Labour Front,1955,1955,27.1,1955,6893,LF
SGP,Labour Party,1951,1951,29.7,1951,6894,LP
SGP,Democratic Party,1955,1955,20.5,1955,6895,DP
SGP,Liberal Socialist Party,1959,1959,8.2,1959,6896,LSP
SGP,Singapore People's Alliance,1959,1959,20.7,1959,6897,SPA
SGP,United Malays National Organisation,1959,1963,5.3,1959,6898,UMNO
VNM,Vietnamese Fatherland Front of North Vietnam,1960,1975,100,1960,6899,VFF
SWE,Right Party / Moderate Party,1911,2014,36.5,1914,690,AV / H / HP / M
VNM,Vietnamese Fatherland Front,1976,2011,100,1976,6900,VFF
VNM,Vietnam Democratic Party,1946,1946,14.9,1946,6901,VDP
VNM,Vietnamese Nationalist Party,1946,1946,8.6,1946,6902,VNQDD
VNM,Vietnam Socialist Party,1946,1946,8.9,1946,6903,VSP
VNM,Vietnamese Revolutionary League,1946,1946,7.3,1946,6904,DMH
VNR,Vietnamese Nationalist Party,1966,1966,10.3,1966,6905,VNQDD
VNR,Dai Viet Progressive Party,1966,1966,7.7,1966,6906,DVPP
VNR,Citizens' Assembly,1956,1963,20.7,1956,6907,CA
VNR,Revolutionary Labor Party,1956,1956,12.4,1956,6908,RLP
VNR,Movement to Win and Preserve Freedom,1956,1963,6.6,1956,6909,MWPF
VNR,Workers' Party,1963,1963,8.1,1963,6910,WP
AUS,Opposition Queensland [no-party],1893,1899,11.1,1899,6913,OQ
AUS,Ministerial Western Australia [no-party],1897,1897,49.8,1897,6914,MWA
AUS,Australian Labor Party (Queensland Branch),1893,1899,35.5,1899,6915,ALP-Q
AUS,National Defence League / Australasian National League,1893,1899,30.6,1896,6916,NDL/ANL
AUS,Australian Labor Party (South Australian Branch),1893,1899,25.4,1899,6917,ALP-SA
AUS,Australian Labor Party (New South Wales Branch),1891,1898,18.4,1891,6918,ALP-NSW
ABW,Aruban Patriotic Movement,2001,2005,9.6,2001,6921,MPA
AIA,Anguilla People's Party,1981,1984,71.4,1981,6922,APP
AIA,People's Progressive Party,1972,1976,85.7,1972,6923,PPP
CUW,List No Step Go,2003,2007,8.5,2007,6924,LNPA
CUW,Upwards Curaçao,2007,2007,6.6,2007,6925,FK
CUW,Democratic Party,1995,2007,6.6,1995,6926,PD
CUW,Labour Party People's Crusade,1999,2003,16.9,1999,6927,PLKP
CUW,Organisahon pa Restourashon Di Un i tur,1999,1999,5.3,1999,6928,ORDU
CYM,National Team,1992,2000,80,1992,6929,NT
EGY,Nation's Future Party,2015,2015,9.3,2015,6930,NFP
GIB,GSLP–Liberal Alliance,2000,2015,68.4,2015,6931,Alliance
TCA,National Democratic Alliance,1988,1988,10.6,1988,6932,NDA
TJK,Agrarian Party,2015,2015,7.9,2015,6933,HAT
TON,Democratic Party of the Friendly Islands,2010,2014,52.9,2014,6934,DPFI
JPN,Constitutional Reformist Party,1894,1894,13,1894,6935,RK
JPN,Constitutional Party,1898,1898,40,1898,6936,K
ABW,Aruban Patriotic Party,1951,1993,71.4,1955,6937,PPA
ABW,Aruban Democratic Party,1985,1985,10,1985,6938,PDA
ABW,National Democratic Alliance,1985,1993,8.8,1985,6939,ADN
ABW,New Patriotic Party,1989,1989,5.2,1989,6940,PPN
ABW,Aruba National Union,1951,1967,23.8,1951,6941,UNA
CYM,Democratic Alliance,1996,1996,20,1996,6942,DA
CYM,Team Cayman,1996,1996,17.8,1996,6943,TC
CYM,Progress with Dignity Team,1980,1988,58.3,1988,6944,DT
CYM,Team for National Unity,1980,1980,66.7,1980,6945,UT
GIB,Association for the Advancement of Civil Rights,1950,1988,60,1950,6946,AACR
GIB,Independent Democrats,1988,1988,12.4,1988,6947,ID
GIB,Democratic Party for a British Gibraltar,1976,1984,40,1980,6948,DPBG
GIB,Integration with Britain Party,1969,1972,46.7,1972,6950,IWBP
GIB,Isola Group,1969,1969,20,1969,6951,IG
GIB,Commonwealth Party,1953,1956,20,1953,6952,CP
GEO,Social Democratic Party of Georgia / Georgian Menshevik Party,1919,1919,81,1919,6953,SDPG
GEO,Georgian Socialist-Federalist Revolutionary Party,1919,1919,6.7,1919,6954,GSFRP
GEO,National Democratic Party (1919),1919,1919,6.1,1919,6955,NDP
GRL,Association of Candidates,1999,1999,12.3,1999,6956,K
GRL,Labour Party,1979,1979,5.6,1979,6957,SP
MEX,National Action Party,1949,2015,34.6,2000,696,PAN
LAO,Southern Bloc / Lao Development Association,1965,1965,25.4,1965,6963,SB/LDA
LAO,Lao Neutralist Party,1965,1965,23.7,1965,6964,LNP
LAO,Youth Movement / Youth Party / Young People's Party,1965,1965,20.3,1965,6965,YM
LAO,Vientiane Group / Association of Northern Deputies,1965,1965,15.3,1965,6966,VG/AND
LAO,Peace and Neutrality Party,1958,1958,6.7,1958,6967,SPKP
LAO,Independent Party,1951,1958,25.6,1951,6968,PS
LAO,Democratic Party,1951,1958,10.3,1951,6969,DP
LAO,Lao National Union Party,1951,1958,5.1,1951,6970,LRS
MDA,Communist Party of Moldova,1940,1940,100,1940,6971,PCM
MNE,People's Party,1914,1914,40.3,1914,6972,NS
MNE,Mijuškovic Group,1914,1914,27.4,1914,6973,MiGr
MNE,True People's Party,1914,1914,9.7,1914,6974,PNS
NGA,Democratic Party of Nigeria,1998,1998,13.8,1998,6975,DPN
NGA,Nigerian Youth Movement,1938,1938,64.8,1938,6976,NYM
NGA,Calabar Ratepayers' Association,1928,1933,25,1928,6977,CRA
NPL,Nepal Nationalist Gorkha Council,1959,1959,17.4,1959,6978,NRGP
PRI,Republican Union,1952,1964,34.6,1964,6979,UR
BEL,Front Démocratique des Francophones / DéFI,1974,1974,5,1974,698,FDF
UKR,Communist Party of Ukraine,1938,2012,73.6,1990,6985,KPU
UKR,"Komsomol of Ukraine, / Lenin's Communist Society of Youth of Ukraine",1938,1938,10.9,1938,6986,LCSYU
VGB,United Party / BVI United Party,1967,1995,57.1,1967,6987,UP
VGB,People's Party,1986,1986,6.3,1986,6988,PP
VGB,VI Democratic Party,1967,1975,42.9,1971,6989,VIDP
MLT,Nationalist Party,1927,2013,59.6,1932,699,PN
VGB,People's Own Party,1967,1967,14.3,1967,6990,POP
VGB,Virgin Islands National Movement,1979,1979,22.9,1979,6991,VINM
VGB,Independent People's Movement,1990,1990,14,1990,6992,IPM
VGB,Progressive People's Democratic Party,1990,1990,8.8,1990,6993,PPDP
VGB,Concerned Citizens' Movement,1995,1995,14.2,1995,6995,CCM
THA,Love Thailand Party,1988,1988,6.2,1988,6997,RTP
HKG,The Frontier,1998,2000,10,1998,6999,F
POL,Christian National Union,1991,1993,8.7,1991,70,ZChN
LVA,Green and Farmers' Union,2002,2014,20.1,2010,701,ZZS
FIN,Christian Democrats / League,2003,2003,5.3,2003,703,KD
TCD,Democratic and Socialist Union of the Resistance,1957,1957,10.8,1957,7047,UDSR
TCD,Independent Socialist Party of Chad,1952,1957,1.5,1957,7048,PSIT
ARG,Let’s change,2015,2015,26.5,2015,7049,C
NOR,Christian Democratic Party,1945,2013,13.7,1997,705,KrF
AZE,Equality Party,2005,2005,4,2005,7050,Musavat
BEN,National Union for Solidarity and Progress,1991,1991,,1991,7052,UNSP
BEN,National Movement for Democracy and Development,1991,1991,,1991,7053,MNDD
BEN,"Movement for Solidarity, Union and Progress",1991,1991,,1991,7054,MSUP
BEN,Union for Democracy and National Reconstruction,1991,1991,,1991,7055,UDRN
BEN,Patriotic Revival Party,2015,2015,,2015,7059,PRP
BEN,Union for Relief,2011,2015,,2011,7060,UPR
BEN,Hope Force,2011,2015,,2011,7061,FE
BEN,Union for Progress and Democracy,2015,2015,,2015,7062,UPD
BEN,Impulse for a New Vision of the Republic,2015,2015,,2015,7063,INVR
BEN,Party for Progress and Democracy,2015,2015,,2015,7064,PPD
BEN,Party for Democracy and Solidarity,2015,2015,,2015,7065,PDS
BGR,Democratic Alliance-National Liberal Party,1927,1931,66.7,1927,7066,DS-NLP
BOL,Revolutionary Workers' Party,1947,1947,2.7,1947,7068,POR
BOL,Committee of National Unity,1978,1978,,1978,7069,CUN
SVK,Democratic Union / Alternative of Political Realism,1994,1994,8.6,1994,707,DU
BOL,Barrientista Revolutionary Party,1978,1978,,1978,7070,PRB
BEN,Alliance for a Democratic Dynamic,2007,2007,21.5,2007,7071,ADD
BEN,Union for the Triumph of Democratic Renewal,1991,1991,18.9,1991,7072,UTRD
CHL,Coalition for Change,2009,2009,43.4,2009,7073,CC
CHL,"If You Want It, Chile Changes",2013,2013,5.4,2013,7074,IYWICC
ALB,Union for Victory Coalition,2001,2001,36.8,2001,7075,UVC
NZL,Stout–Vogelites,1884,1887,60,1884,7076,SV
ISR,New Aliyah Party,1944,1944,10.7,1944,7077,AH
HKG,Hong Kong Association for Democracy and People's Livelihood,1995,1995,9.6,1995,7081,ADPL
GEO,Rightist Opposition,2004,2004,7.7,2004,7090,MO
GEO,National Forum,2008,2008,,2008,7091,EP
MYS,United Sabah Party,1990,1990,2.3,1990,7092,PBS
NOR,Conservative & Liberal Left Party,1909,1930,41.5,1909,7093,H&FV
BDI,Independents of Hope,2015,2015,11.2,2015,7095,IE
BEN,Rally for Progress and Renewal,2015,2015,,2015,7096,RPR
CAF,Ubangian Economic and Social Action list,1946,1946,79.3,1946,7097,UESA
COM,Comorian Democratic Union,1972,1972,,1972,7098,UDC
CUB,Democratic Union Party,1900,1900,,1900,7099,UD
GTM,Unionist Party,2003,2007,6.1,2007,71,PU
CUB,Historical Liberal Party,1908,1908,,1908,7100,PLH
CUB,Zayista Liberal Party,1908,1908,,1908,7101,PLZ
CUB,Republican Action,1936,1940,15.4,1936,7102,AR
DJI,Republican Alliance for Democracy,2003,2013,,2003,7103,ARD
DJI,Djibouti Party for Development,2003,2013,,2003,7104,PDD
DJI,Djibouti Union for Democracy and Justice,2003,2013,,2003,7105,UDDJ
ECU,Democratic Institutionalist Coalition,1979,1979,6.3,1979,7106,CID
EGY,Liberal Socialists Party,1976,1987,4.9,1976,7107,HAI
ESP,Reformist Party,1918,1918,2.2,1918,7108,PR
ESP,Republican Federation,1918,1918,2.4,1918,7109,FR
EST,Estonian Radical Democratic Party,1917,1918,6.5,1917,7110,ERDE
GRC,All People Front,1935,1936,9.6,1935,7111,APF
GRC,Party of Venizelist Liberals,1946,1946,8.8,1946,7112,VL
GRC,Democratic Socialist Party of Greece,1946,1946,7.6,1946,7113,DSKE
GRC,Socialist Party of Greece,1950,1950,,1950,7114,SPG
GRC,Left Liberals,1950,1950,,1950,7115,LL
GRC,Politically Independent Alignment,1950,1950,8.1,1950,7116,PAP
GRC,National Agricultural Party,1961,1961,,1961,7117,NAP
GTM,National Unity Front,1982,1982,,1982,7118,FUN
GUY,A Partnership for National Unity,2011,2015,40.8,2011,7119,APNU
HUN,National Smallholders and Agricultural Labourers Party,1920,1921,51.4,1920,7120,OKGFP
IRQ,Iraqi National Congress,2014,2014,,2014,7121,INC
IRQ,Uniters for Reform Coalition,2014,2014,8.5,2014,7122,URC
IRQ,National Coalition,2014,2014,6.4,2014,7123,AW
ISR,Hashomer Hatzair Workers Party,1944,1944,,1944,7124,MPHHEY
ITA,Italian Social Democratic Party,1919,1919,10.9,1919,7127,PDSI
ITA,Liberal Union,1913,1919,47.6,1913,7128,UL
ITA,Democratic Liberal Party,1919,1921,15.9,1919,7129,PLD
PER,National Restoration Party,2011,2011,,2011,713,RN
ITA,Historical Left,1880,1909,78.9,1890,7130,Left
ITA,Historical Far Left,1882,1900,11.7,1895,7131,F-Left
ITA,Dissident Left,1880,1886,19.7,1880,7132,D-Left
LBR,Coalition for the Transformation of Liberia,2005,2005,12.5,2005,7133,COTOL
LKA,Revolutionary Ceylon Equal Society Party,1952,1952,0,1952,7134,VLSSP
LKA,Democratic United National Front,2010,2010,,2010,7135,PEJP
