"ctr_n","ctr","pty_n","pty","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty","abbr","name","name_english","name_other","comment","country"
"Poland",616,"pc",119,1993,1993,4.4,1993,1,616000119,"PC","Porozumienie Centrum","Centre Agreement","","","POL"
"Poland",616,"s-o",123,1993,1993,2.8,1993,1,616000123,"S-O","SamoObrona","Self-Defence","","","POL"
"Poland",616,"aws",124,1997,1997,33.8,1997,1,616000124,"AWS","Akcja Wyborcza Solidarnos'c'","Solidarity Electoral Action","","","POL"
"Poland",616,"kpeir",126,1997,1997,2.2,1997,1,616000126,"KPEiR","Krajowa Partia Emerytów I Rencistów","National Party of Pensioners and Retired Persons","","","POL"
"Poland",616,"rop",135,1997,1997,5.6,1997,1,616000135,"ROP","Ruch Odbudowy Polski","Movement for the Reconstruction of Poland","","","POL"
"Poland",616,"awsp",137,1997,2001,5.6,2001,2,616000137,"AWSP","Akcja Wyborcza Solidarność Prawicy","Solidarity Electoral Action of the Right","","","POL"
"Poland",616,"lpr",138,2001,2005,7.9,2001,2,616000138,"LPR","Liga Polskich Rodzin","League of Polish Families","","","POL"
"Poland",616,"pis",140,2001,2005,27,2005,2,616000140,"PiS","Prawo i Sprawiedliwosc","Law and Justice","","","POL"
"Poland",616,"po",141,2001,2005,24.1,2005,2,616000141,"PO","Platforma Obywatelska","Citizens' Platform","","","POL"
"Poland",616,"srp",142,2001,2005,11.4,2005,2,616000142,"SRP","Samooobrona Rzeczypospolitej Polskiej","Self-Defense of the Republic of Poland","","","POL"
"Portugal",620,"centro democrático e social - partido popular",1,1975,2011,16.7,1976,10,620000001,"","Centro democrático social","Social Democratic Centre","","","PRT"
"Portugal",620,"movimiento democrático português",2,1975,1975,4.4,1975,1,620000002,"","Movimiento democrático português","Portuguese Democratic Movement","","","PRT"
"Portugal",620,"partido comunista dos trabalhadores portugueses/movimento reorganizativo do partido do proletariado",3,1975,2011,15.3,1976,7,620000003,"","Partido comunista português","Portuguese Communist Party","","","PRT"
"Portugal",620,"centro democr‡tico e social - partido popular",4,1995,2005,9.3,1995,4,620000004,"","Partido popular","People’s Party","","","PRT"
"Portugal",620,"partido popular democrático",5,1975,1976,28.3,1975,2,620000005,"","Partido popular democrático","People’s Democratic Party","","","PRT"
"Portugal",620,"partido renovador democrático",6,1985,1987,18.5,1985,2,620000006,"","Partido renovador democrático","Renewing Democratic Party","","","PRT"
"Portugal",620,"partido social democráta",7,1979,2011,51.4,1991,12,620000007,"","Partido social democráta","Social Democratic Party","","","PRT"
"Portugal",620,"partido socialista português",8,1975,1995,44.7,1995,8,620000008,"","Partido socialista português","Portuguese Socialist Party","","","PRT"
"Portugal",620,"bloco de esquerda",9,1999,2011,10.1,2009,5,620000009,"","Bloco de Esquerda","Left Bloc","","","PRT"
"Portugal",620,"partido socialista",18,1999,2011,46.4,2005,5,620000018,"","Partido Socialista","Socialist Party","","","PRT"
"Guinea-Bissau",624,"frente de libertação para a independência da guiné",2,1994,1994,2.6,1994,1,624000002,"FLING","Frente de Libertação para a Independência da Guiné","Front for the Liberation and Independence of Guinea","","","GNB"
"Guinea-Bissau",624,"partido africano da independência de guiné e cabo verde",9,1994,2004,46.4,1994,2,624000009,"PAIGC","Partido Africano da Independência de Guiné e Cabo Verde","African Party for the Independence of Guinea and Cape Verde","","","GNB"
"Guinea-Bissau",624,"partido da convergència democràtica",10,1994,1994,5.3,1994,1,624000010,"PCD","Partido da Convergència Democràtica","Party for Democratic Convergence","","","GNB"
"Guinea-Bissau",624,"partido da renovaçao social",12,1994,2004,26.5,2004,2,624000012,"PRS","Partido da Renovaçao Social","Social Renewal Party","","","GNB"
"Guinea-Bissau",624,"partido democrático socialista",15,2004,2004,2,2004,1,624000015,"PDS","Partido Democrático Socialista","Democratic Socialist Party","","","GNB"
"Guinea-Bissau",624,"partido unido social democrático",19,1994,2004,17.6,2004,2,624000019,"PUSD","Partido Unido Social Democrático","United Social Democratic Party","","","GNB"
"Guinea-Bissau",624,"resistência da guiné-bissau - movimento bafatá",21,1994,2004,19.8,1994,2,624000021,"RGB","Resistência da Guiné-Bissau - Movimento Bafatá","Resistance of Guinea-Bissau-Bafatá Movement","","","GNB"
"Guinea-Bissau",624,"união para a mudança",25,2004,2004,2,2004,1,624000025,"UM","União para a Mudança","Union for Change","","","GNB"
"Puerto Rico",630,"partido independentista puertorrique–o",3,1992,2008,5.8,2000,5,630000003,"PIP","Partido Independentista Puertorriqueño","","Puerto Rican Independence Party","","PRI"
"Puerto Rico",630,"partido nuevo progresista",4,1992,2008,51.4,2008,5,630000004,"PNP","Partido Nuevo Progresista","","New Progressive Party of Puerto Rico","","PRI"
"Puerto Rico",630,"partido popular democr‡tico",5,1992,2008,47.9,2000,5,630000005,"PPD","Partido Popular Democrático","","Popular Democratic Party","","PRI"
"Puerto Rico",630,"partido puertorrique–os por puerto rico",6,2008,2008,2.1,2008,1,630000006,"PPR","Partido Puertorriqueños por Puerto Rico","","Puerto Ricans for the Puerto Rico Party","","PRI"
"Romania",642,"alianta pentru romania",5,2000,2000,4.1,2000,1,642000005,"ApR","Alianta pentru Romania","","Alliance for Romania","","ROU"
"Romania",642,"frontul democrat al salvarii nationale",36,1992,1992,27.7,1992,1,642000036,"FDSN","Frontul Democrat al Salvarii Nationale","","Democratic National Salvation Front","","ROU"
"Romania",642,"frontul salvarii nationale",39,1990,1992,66.4,1990,2,642000039,"FSN","Frontul Salvarii Nationale","","National Salvation Front","","ROU"
"Romania",642,"miscarea ecologista din romania",49,1990,1992,2.5,1990,2,642000049,"MER","Miscarea Ecologista din Romania","","Ecological Movement of Romania","","ROU"
"Romania",642,"partidul democrat",66,2000,2000,7,2000,1,642000066,"PD","Partidul Democrat","","Democratic Party","","ROU"
"Romania",642,"partidul democrat agrar din romania",67,1990,1992,3,1992,2,642000067,"PDAR","Partidul Democrat Agrar din Romania","","Democratic Agrarian Party of Romania","","ROU"
"Romania",642,"partidul democratiei sociale din romania",78,1996,1996,21.5,1996,1,642000078,"PDSR","Partidul Democratiei Sociale din Romania","","Party of Social Democracy of Romania","","ROU"
"Romania",642,"partidul national liberal",112,1990,2000,6.9,2000,3,642000112,"PNL","Partidul National Liberal","","National Liberal Party","","ROU"
"Romania",642,"partidul national taranesc crestin democrat",119,1990,1990,2.6,1990,1,642000119,"PNTCD","Partidul National Taranesc Crestin Democrat","","National Peasant Party - Christian Democrat","","ROU"
"Romania",642,"partidul romania mare",148,1992,2000,19.5,2000,3,642000148,"PRM","Partidul Romania Mare","","Greater Romania Party","","ROU"
"Romania",642,"partidul socialist",155,1996,1996,2.3,1996,1,642000155,"PS","Partidul Socialist","","Socialist Party","","ROU"
"Romania",642,"partidul socialist al muncii",157,1992,2000,3,1992,3,642000157,"PSM","Partidul Socialist al Muncii","","Socialist Party of Labour","","ROU"
"Romania",642,"partidul unitatii nationale romane",171,1992,1996,7.7,1992,2,642000171,"PUNR","Partidul Unitatii Nationale Romane","","Party of Romanian National Unity","","ROU"
"Romania",642,"uniunea democrata a maghiarilor din romania",192,1990,2000,7.5,1992,4,642000192,"UDMR","Uniunea Democrata a Maghiarilor din Romania","","UDMR/RMDSZ - Democratic Union of Hungarians in Romania","","ROU"
"Russian Federation",643,"agrarian party of russia",1,2003,2007,3.7,2003,2,643000001,"","","Agrarian Party of Russia","Аграрная Партия России","АПР","RUS"
"Russian Federation",643,"communist party of the russian federation",3,2003,2011,19.5,2011,3,643000003,"","","Communist Party of the Russian Federation","Коммунистическая партия Российской Федерации","CPRF/КПРФ","RUS"
"Russian Federation",643,"just russia",8,2007,2011,13.5,2011,2,643000008,"","","Just Russia","Справедливая Россия (Родина, Российской партии Жизни и Российской партии пенсионеров)","CP","RUS"
"Russian Federation",643,"liberal democratic party of russia",9,2003,2011,11.9,2011,3,643000009,"","","Liberal Democratic Party of Russia","Либерально-Демократическая Партия России","LDPR/ЛДПР","RUS"
"Russian Federation",643,"rodina (motherland-national patriotic union)",16,2003,2003,9.2,2003,1,643000016,"","","Rodina (Motherland-National Patriotic Union)","Родина (народно-патриотический союз)","","RUS"
"Russian Federation",643,"russian united democratic party (yabloko)",19,2003,2011,4.4,2003,3,643000019,"","","Russian United Democratic Party (Yabloko)","Российская объединенная демократическая партия «ЯБЛОКО»","","RUS"
"Russian Federation",643,"union of right forces",21,2003,2007,4,2003,2,643000021,"","","Union of Right Forces","Сою́з Пра́вых Сил","SPS/СПС","RUS"
"Russian Federation",643,"united russia",22,2003,2011,65,2007,3,643000022,"","","United Russia","Единая Россия","EP","RUS"
"Rwanda",646,"Liberal Party",2,2008,2008,7.5,2008,1,646000002,"","Parti libéral","Liberal Party","","","RWA"
"Rwanda",646,"Social Democrat Party",3,2008,2008,13.1,2008,1,646000003,"","Parti social démocrate","Social Democrat Party","","","RWA"
"Saint Kitts and Nevis",659,"Concerned Citizens’ Movement",1,1989,2010,11.5,2010,6,659000001,"","Concerned Citizens’ Movement","","","","KNA"
"Saint Kitts and Nevis",659,"Nevis People’s Party",2,1957,1957,2,1957,1,659000002,"","Nevis People’s Party","","","","KNA"
"Saint Kitts and Nevis",659,"Nevis Reformation Party",3,1971,2010,16.2,1975,10,659000003,"","Nevis Reformation Party","","","","KNA"
"Saint Kitts and Nevis",659,"People’s Action Movement",4,1966,2010,47.6,1984,11,659000004,"","People’s Action Movement","","","","KNA"
"Saint Kitts and Nevis",659,"People’s Progressive Movement",5,1961,1961,11.1,1961,1,659000005,"","People’s Progressive Movement","","","","KNA"
"Saint Kitts and Nevis",659,"St. Kitts Democratic Party",7,1957,1957,9.2,1957,1,659000007,"","St. Kitts Democratic Party","","","","KNA"
"Saint Kitts and Nevis",659,"St. Kitts Workers’ League",8,1952,1952,80.9,1952,1,659000008,"","St. Kitts Workers’ League","","","","KNA"
"Saint Kitts and Nevis",659,"St. Kitts-Nevis Labour Party",9,1984,2010,53.8,2000,7,659000009,"","St. Kitts-Nevis Labour Party","","","","KNA"
"Saint Kitts and Nevis",659,"St. Kitts-Nevis-Anguilla Labour Party",10,1957,1980,67.1,1961,6,659000010,"","St. Kitts-Nevis-Anguilla Labour Party","","","","KNA"
"Saint Kitts and Nevis",659,"United Nevis Movement",12,1961,1966,9.4,1966,2,659000012,"","United Nevis Movement","","","","KNA"
"Saint Kitts and Nevis",659,"United People’s Party",13,1993,1995,3.2,1993,2,659000013,"","United People’s Party","","","","KNA"
"Anguilla",660,"anguilla democratic party",1,1989,2000,32.9,1999,4,660000001,"","Anguilla Democratic Party","","","","AIA"
"Anguilla",660,"anguilla for good government",2,1994,1994,11.7,1994,1,660000002,"","Anguilla for Good Government","","","","AIA"
"Anguilla",660,"anguilla national alliance",3,1989,2000,42.8,1999,4,660000003,"","Anguilla National Alliance","","","","AIA"
"Anguilla",660,"anguilla patriotic movement",4,2000,2000,4.1,2000,1,660000004,"","Anguilla Patriotic Movement","","","","AIA"
"Anguilla",660,"anguilla progressive party",5,2005,2010,14.7,2010,2,660000005,"","Anguilla Progressive Party","","","","AIA"
"Anguilla",660,"anguilla strategic alliance",6,2005,2005,19.3,2005,1,660000006,"","Anguilla Strategic Alliance","","","","AIA"
"Anguilla",660,"anguilla united movement",7,2000,2010,32.7,2010,3,660000007,"","Anguilla United Movement","","","","AIA"
"Anguilla",660,"anguilla united party",8,1989,1999,22.3,1989,3,660000008,"","Anguilla United Party","","","","AIA"
"Anguilla",660,"movement for grass roots democracy",9,2000,2000,3.7,2000,1,660000009,"","Movement for Grass Roots Democracy","","","","AIA"
"Anguilla",660,"Party for Anguilla’s Culturation and Economy",10,1989,1989,4.7,1989,1,660000010,"","Party for Anguilla’s Culturation and Economy","","","","AIA"
"Saint Lucia",662,"national alliance",2,1992,2001,3.6,2001,2,662000002,,"","National Alliance","","","LCA"
"Saint Lucia",662,"people's progressive party",3,1951,1961,35.8,1954,4,662000003,"PPP","","People's Progressive Party","","","LCA"
"Saint Lucia",662,"progressive labour party",4,1982,1992,27.1,1982,3,662000004,"PLP","","Progressive Labour Party","","","LCA"
"Saint Lucia",662,"saint lucia labour party",5,1951,2006,66.5,1957,14,662000005,"SLC","","Saint Lucia Labour Party","","","LCA"
"Saint Lucia",662,"united workers party",7,1964,2006,58.6,1969,10,662000007,"UWP","","United Workers Party","","","LCA"
"St. Vincent and the Grenadines",670,"Eighth Army of Liberation",2,1951,1951,70.4,1951,1,670000002,"","Eighth Army of Liberation","","","","VCT"
"St. Vincent and the Grenadines",670,"Junta-Mitchell/Sylvester Faction from PPP",3,1974,1974,16.4,1974,1,670000003,"","Junta-Mitchell/Sylvester Faction from PPP","","","","VCT"
"St. Vincent and the Grenadines",670,"Movement for National Unity",4,1984,1994,17.4,1994,3,670000004,"","Movement for National Unity","","","","VCT"
"St. Vincent and the Grenadines",670,"New Democratic Party",5,1979,2010,66.3,1989,8,670000005,"","New Democratic Party","","","","VCT"
"St. Vincent and the Grenadines",670,"People’s Political Party",7,1954,1979,49.4,1957,8,670000007,"","People’s Political Party","","","","VCT"
"St. Vincent and the Grenadines",670,"People’s Working Party",8,1998,2001,2.6,2001,2,670000008,"","People’s Working Party","","","","VCT"
"St. Vincent and the Grenadines",670,"Popular Labour Movement",9,1957,1957,15.2,1957,1,670000009,"","Popular Labour Movement","","","","VCT"
"St. Vincent and the Grenadines",670,"St. Vincent Labour Party",11,1957,1994,69,1974,10,670000011,"","St. Vincent Labour Party","","","","VCT"
"St. Vincent and the Grenadines",670,"United Labour Party",12,1998,2010,56.5,2001,4,670000012,"","United Labour Party","","","","VCT"
"St. Vincent and the Grenadines",670,"United People’s Movement",13,1979,1989,13.5,1979,3,670000013,"","United People’s Movement","","","","VCT"
"St. Vincent and the Grenadines",670,"Workers’ Association",15,1951,1951,18,1951,1,670000015,"","Workers’ Association","","","","VCT"
"San Marino",674,"san marino progressive democratic party/ideas in movement/cd",1,1998,1998,18.6,1998,1,674000001,"","San Marino Progressive Democratic Party/Ideas in Movement/CD","Partito Progressista Democratico Sammarinese","PPDS","","SMR"
"San Marino",674,"party of democrats",3,2001,2001,20.8,2001,1,674000003,"","Party of Democrats","Partito dei Democratici","PD","","SMR"
"San Marino",674,"san marino socialist party",4,1998,2001,24.3,2001,2,674000004,"","San Marino Socialist Party","Partito Socialista Sammarinese","PSS","","SMR"
"San Marino",674,"new socialist party",5,2006,2006,5.4,2006,1,674000005,"","New Socialist Party","Nuovo Partito Socialista","NPS","","SMR"
"San Marino",674,"party of socialists and democrats",6,2006,2008,31.8,2006,2,674000006,"","Party of Socialists and Democrats","Partito dei Socialisti e dei Democratic","PSD","","SMR"
"San Marino",674,"popular alliance",7,2006,2008,12.1,2006,2,674000007,"","Popular Alliance","Alleanza Popolare","AP","","SMR"
"San Marino",674,"sammarinese national alliance",9,2006,2006,2.3,2006,1,674000009,"","Sammarinese National Alliance","Alleanza Nazionale Sammarinese","ANS","","SMR"
"San Marino",674,"we sammarinese",10,2006,2006,2.5,2006,1,674000010,"","We Sammarinese","Noi Sammarinesi","NS","","SMR"
"San Marino",674,"centre democrats",11,2008,2008,2.5,2008,1,674000011,"","Centre Democrats","Democratici di Centro","DdC","","SMR"
"San Marino",674,"sammarinese union of moderates",13,2008,2008,2.1,2008,1,674000013,"","Sammarinese Union of Moderates","Unione Sammarinese dei Moderati","USDM","","SMR"
"San Marino",674,"total for pact for san marino coalition",14,2008,2008,27.1,2008,1,674000014,"","Total for Pact for San Marino Coalition","Patto per San Marino","","","SMR"
"San Marino",674,"total for reforms and freedom coalition",15,2008,2008,22.9,2008,1,674000015,"","Total for Reforms and Freedom Coalition","","","","SMR"
"San Marino",674,"popular alliance of san marino democrats",16,1998,2001,9.8,1998,2,674000016,"","Popular Alliance of San Marino Democrats","","","","SMR"
"San Marino",674,"sammarinese christian democratic party/euro populars for san marino/arengo and freedom",17,2008,2008,16,2008,1,674000017,"","Sammarinese Christian Democratic Party/Euro Populars for San Marino/Arengo and Freedom","","","","SMR"
"San Marino",674,"sammarinese people",18,2006,2006,2.4,2006,1,674000018,"","Sammarinese People","","","","SMR"
"San Marino",674,"socialists for reform",19,1998,1998,4.2,1998,1,674000019,"","Socialists for Reform","","","","SMR"
"Serbia",688,"Choice for a Better Life",4,2012,2012,23.1,2012,1,688000004,"","Choice for a Better Life","","","","SRB"
"Serbia",688,"Democratic Alternative",7,2003,2003,2.2,2003,1,688000007,"","Democratic Alternative","","","","SRB"
"Serbia",688,"Democratic Party",9,2003,2007,23.1,2007,2,688000009,"","Democratic Party","","","","SRB"
"Serbia",688,"Democratic Party of Serbia",10,2003,2012,18,2003,2,688000010,"","Democratic Party of Serbia","","","","SRB"
"Serbia",688,"Dveri for the Life of Serbia",11,2012,2012,4.5,2012,1,688000011,"","Dveri for the Life of Serbia","","","","SRB"
"Serbia",688,"For a European Serbia",12,2008,2008,39.3,2008,1,688000012,"","For a European Serbia","","","","SRB"
"Serbia",688,"G17 Plus",13,2003,2007,11.6,2003,2,688000013,"","G17 Plus","","","","SRB"
"Serbia",688,"Let’s Get Serbia Moving",18,2012,2012,25.2,2012,1,688000018,"","Let’s Get Serbia Moving","","","","SRB"
"Serbia",688,"Liberal Democratic Party",19,2008,2008,5.4,2008,1,688000019,"","Liberal Democratic Party","","","","SRB"
"Serbia",688,"Serbian Radical Party",32,2003,2012,30.1,2008,4,688000032,"","Serbian Radical Party","","","","SRB"
"Serbia",688,"Serbian Renewal Movement",33,2007,2007,3.4,2007,1,688000033,"","Serbian Renewal Movement","","","","SRB"
"Serbia",688,"Serbian Renewal Movement-New Serbia",34,2003,2003,7.8,2003,1,688000034,"","Serbian Renewal Movement-New Serbia","","","","SRB"
"Serbia",688,"Socialist Party of Serbia",37,2003,2007,7.7,2003,2,688000037,"","Socialist Party of Serbia","","","","SRB"
"Serbia",688,"Turnover",39,2012,2012,6.8,2012,1,688000039,"","Turnover","","","","SRB"
"Serbia",688,"United Regions of Serbia",40,2012,2012,5.8,2012,1,688000040,"","United Regions of Serbia","","","","SRB"
"Seychelles",690,"seychelles national partyÊ",1,2007,2007,43.8,2007,1,690000001,"","Seychelles National Party","PPDS","","","SYC"
"Seychelles",690,"seychelles people's progressive front",2,2007,2007,56.2,2007,1,690000002,"","Seychelles People's Progressive Front","ANS","","","SYC"
"Sierra Leone",694,"all people's congress",1,2007,2007,38.2,2007,1,694000001,"","All People's Congress","APC","","","SLE"
"Sierra Leone",694,"coalition peoples party",2,2007,2007,6.2,2007,1,694000002,"","Coalition Peoples Party","CPP","","","SLE"
"Sierra Leone",694,"people's movement for democratic change",5,2007,2007,11.9,2007,1,694000005,"","People's Movement for Democratic Change","PMDC","","","SLE"
"Sierra Leone",694,"sierra leone people's party",6,2007,2007,38.4,2007,1,694000006,"","Sierra Leone People's Party","SLPP","","","SLE"
"Sierra Leone",694,"united national people's party",7,2007,2007,3.6,2007,1,694000007,"","United National People's Party","UNPP","","","SLE"
"Singapore",702,"national solidarity party",2,1988,1997,7.3,1991,3,702000002,"","National Solidarity Party","","","","SGP"
"Singapore",702,"people's action party",3,1963,2006,86.7,1968,11,702000003,"","People's Action Party","","","","SGP"
"Singapore",702,"singapore democratic party",4,1980,2006,12,1991,7,702000004,"","Singapore Democratic Party","","","","SGP"
"Singapore",702,"singapore people's party",5,1997,1997,2.3,1997,1,702000005,"","Singapore People's Party","","","","SGP"
"Singapore",702,"workers' party",6,1963,2006,16.3,2006,11,702000006,"","Workers' Party","","","","SGP"
"Singapore",702,"barisan sosialis",8,1963,1984,33.2,1963,5,702000008,"","Barisan Sosialis","","","","SGP"
"Singapore",702,"justice party singapore",11,1984,1991,2.9,1988,3,702000011,"","Justice Party Singapore","","","","SGP"
"Singapore",702,"people's front",14,1972,1976,3,1972,2,702000014,"","People's Front","","","","SGP"
"Singapore",702,"pertubohan kebangsaan melayu singapura",15,1972,1991,2.1,1980,6,702000015,"","Pertubohan Kebangsaan Melayu Singapura","","","","SGP"
"Singapore",702,"singapore alliance",19,1963,1963,8.4,1963,1,702000019,"","Singapore Alliance","","","","SGP"
"Singapore",702,"singapore united front",24,1984,1984,10,1984,1,702000024,"","Singapore United Front","","","","SGP"
"Singapore",702,"united front",25,1976,1980,6.7,1976,2,702000025,"","United Front","","","","SGP"
"Singapore",702,"united national front",26,1972,1972,7.3,1972,1,702000026,"","United National Front","","","","SGP"
"Singapore",702,"united people's front",27,1976,1988,4.4,1980,4,702000027,"","United People's Front","","","","SGP"
"Singapore",702,"united people's party",28,1963,1963,8.4,1963,1,702000028,"","United People's Party","","","","SGP"
"South Africa",710,"congress of the people",7,2009,2009,7.4,2009,1,710000007,"COPE","Congress of the People","","","","ZAF"
"South Africa",710,"democratic alliance",8,2009,2009,16.7,2009,1,710000008,"DA","Democratic Alliance","","","","ZAF"
"South Africa",710,"inthaka freedom party",12,2009,2009,4.5,2009,1,710000012,"IFP","Inthaka Freedom Party","","","","ZAF"
"Zimbabwe",716,"Movement for Democratic Change",7,2005,2013,39.5,2005,3,716000007,"","Movement for Democratic Change","","","","ZWE"
"Zimbabwe",716,"Movement for Democratic Change-Tsvangirai",9,2008,2013,43.2,2008,2,716000009,"","Movement for Democratic Change-Tsvangirai","","","","ZWE"
"Zimbabwe",716,"Zimbabwe African National Union-Patriotic Front",22,2005,2013,63,2013,3,716000022,"","Zimbabwe African National Union-Patriotic Front","","","","ZWE"
"Spain",724,"centro democratico y social",4,1982,2008,9.3,1986,5,724000004,"","Centro democratico y social","Democratic and Social Centre","","","ESP"
"Spain",724,"convergencia i unio",8,1979,2011,5.1,1989,10,724000008,"","Convergencia i unio","Convergence and Union","","","ESP"
"Spain",724,"esquerra republicana de catalunya",9,1979,2011,2.5,2004,8,724000009,"","Esquerra republicana de Catalunya","Catalan Republican Left","","","ESP"
"Spain",724,"pacte democratic per catalunya",14,1977,1977,2.8,1977,1,724000014,"","Pacte democratic per Catalunya","Democratic Pact for Catalonia","","","ESP"
"Spain",724,"partido comunista de espana",18,1977,1982,10.8,1979,3,724000018,"","Partido comunista de Espana","Spanish Communist Party","","","ESP"
"Spain",724,"partido popular",20,1989,2011,43.8,2000,7,724000020,"","Partido popular","People's Party","","","ESP"
"Spain",724,"partido socialista obrero espanol",23,1977,2011,48.3,1982,11,724000023,"","Partido socialista obrero espanol","Spanish Socialist Worker's Party","","","ESP"
"Spain",724,"partido unido de alianza popular",24,1977,1977,8.2,1977,1,724000024,"","Partido unido de alianza popular","United Party of the People's Alliance","","","ESP"
"Spain",724,"union de centro democratico",26,1977,1982,35.1,1979,3,724000026,"","Union de centro democratico","Union of Democratic Centre","","","ESP"
"Spain",724,"partido dels socialistes de catalunya",183,2000,2011,6.6,2008,4,724000183,"","Partido Dels Socialistes De Catalunya","","","","ESP"
"Spain",724,"partido socialista obrero español de andalucia",224,2004,2008,4.4,2004,2,724000224,"","Partido Socialista Obrero Español De Andalucia","","","","ESP"
"Spain",724,"union progreso y democracia",261,2008,2011,4.7,2011,2,724000261,"","Union Progreso Y Democracia","","","","ESP"
"Suriname",740,"Basispartij voor Vernieuwing en Democratie",3,2000,2000,3.2,2000,1,740000003,"","Basispartij voor Vernieuwing en Democratie","Basic Party for Renewal and Democracy","","","SUR"
"Suriname",740,"Democratisch Alternatief '91",5,2000,2000,6.1,2000,1,740000005,"","Democratisch Alternatief '91","Democratic Alternative","","","SUR"
"Suriname",740,"Democratisch Nationaal Platform",6,2000,2000,9.9,2000,1,740000006,"","Democratisch Nationaal Platform","Democratic National Platform 2000","","","SUR"
"Suriname",740,"Hernieuwde Progressieve Partij",8,2000,2000,2.5,2000,1,740000008,"","Hernieuwde Progressieve Partij","Renewed Progressive Party","","","SUR"
"Suriname",740,"Nationale Democratische Partij",9,2005,2005,23.2,2005,1,740000009,"","Nationale Democratische Partij","National Democratic Party","","","SUR"
"Suriname",740,"Naya Kadam",12,2000,2000,2.3,2000,1,740000012,"","Naya Kadam","New Choice","","","SUR"
"Suriname",740,"Partij voor Democratie en Ontwikkeling door Eenheid",14,2000,2010,5.1,2010,2,740000014,"","Partij voor Democratie en Ontwikkeling door Eenheid","Party for Democracy and Development through Unity","","","SUR"
"Suriname",740,"Politieke Vleugel van de FAL",17,2000,2000,4.5,2000,1,740000017,"","Politieke Vleugel van de FAL","Political Wing of the FAL","","","SUR"
"Sweden",752,"bondeförbundet",1,1917,1956,14.4,1936,12,752000001,"","Bondeförbundet","Agrarian Party","","","SWE"
"Sweden",752,"centerpartiet",2,1958,2006,24.5,1973,15,752000002,"","Centerpartiet","Centre Party","","","SWE"
"Sweden",752,"folkpartiet",3,1936,1988,24.4,1952,17,752000003,"","Folkpartiet","People's Party","","","SWE"
"Sweden",752,"folkspartiet liberalerna",4,1991,1998,9.1,1991,3,752000004,"","Folkspartiet Liberalerna","People's Party the Liberals","","","SWE"
"Sweden",752,"frisinnade folkpartiet",5,1924,2006,13.4,2002,5,752000005,"","Frisinnade Folkpartiet","Liberal People's Party (Prohibitionists)","","","SWE"
"Sweden",752,"högerpartiet",6,1920,1968,29.4,1928,15,752000006,"","Högerpartiet","Rightist Party","","","SWE"
"Sweden",752,"jordbrukarnas riksförbund",7,1920,1920,6.2,1920,1,752000007,"","Jordbrukarnas Riksförbund","Farmer's Union","","","SWE"
"Sweden",752,"kilbomskommunister",8,1924,1924,3.5,1924,1,752000008,"","Kilbomskommunister","Kilbom's Communists","","","SWE"
"Sweden",752,"kristdemokratiska samhällspartiet",9,1988,1998,11.7,1998,4,752000009,"","Kristdemokratiska Samhällspartiet","Christian Democratic Community Party","","","SWE"
"Sweden",752,"kristen demokratisk samlig",10,1964,2006,9.1,2002,4,752000010,"","Kristen Demokratisk Samlig","Christian Democratic Assembly","","","SWE"
"Sweden",752,"liberala",11,1911,1921,40.2,1911,6,752000011,"","Liberala","Liberals","","","SWE"
"Sweden",752,"miljöpartiet de gröna",13,1988,2006,10.9,2006,6,752000013,"","Miljöpartiet de Gröna","Ecology Party","","","SWE"
"Sweden",752,"moderate party",14,1911,2006,37.7,1914,6,752000014,"","Moderata","Moderates","","","SWE"
"Sweden",752,"moderata samlingspartiet",15,1970,1998,23.6,1982,10,752000015,"","Moderata Samlingspartiet","Moderate Alliance Party","","","SWE"
"Sweden",752,"ny demokrati",16,1991,1991,6.7,1991,1,752000016,"","Ny Demokrati","New Democracy","","","SWE"
"Sweden",752,"socialistiska parti",17,1936,1936,4.4,1936,1,752000017,"","Socialistiska Parti","Socialist Party","","","SWE"
"Sweden",752,"sveriges kommunistiska parti",18,1921,1964,10.3,1944,12,752000018,"","Sveriges Kommunistiska Parti","Swedish Communist Party (K)","","","SWE"
"Sweden",752,"sveriges liberale parti",19,1924,1932,3.9,1924,3,752000019,"","Sveriges Liberale Parti","Swedish Liberal Party","","","SWE"
"Sweden",752,"sveriges socialdemokratistiska arbatereparti",21,1911,2006,53.5,1940,31,752000021,"","Sveriges Socialdemokratistiska Arbatereparti","Swedish Social Democratic Workers' Party","","","SWE"
"Sweden",752,"vänsterpartiet",22,1991,2006,12,1998,5,752000022,"","Vänsterpartiet","Left Party","","","SWE"
"Sweden",752,"vänsterpartiet kommunisterna",23,1968,1988,5.8,1988,8,752000023,"","Vänsterpartiet Kommunisterna","Left Party Communists","","","SWE"
"Sweden",752,"vänstersocialister",24,1917,1920,8,1917,2,752000024,"","Vänstersocialister","Left Radical Socialists","","","SWE"
"Switzerland",756,"auto-partei der schweiz",1,1987,1991,5.1,1991,2,756000001,"AUTO","Auto-Partei der Schweiz","Swiss Motorists' Party","","","CHE"
"Switzerland",756,"evangelische konservative",5,1848,1893,13.8,1851,16,756000005,"CSP","Evangelische Konservative","Evangelical Conservatives","","","CHE"
"Switzerland",756,"freie liste",7,1975,1979,4.9,1979,2,756000007,"FL","Freie Liste","Free List","","","CHE"
