"ctr_n","ctr","pty_n","pty","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty"
"Latvia",428,"latvijas socialdemokratiska stradnieku partija",19,1998,2006,3.5,2006,2,428000019
"Latvia",428,"latvijas socialdemokratu apvienba",20,1998,1998,12.9,1998,1,428000020
"Latvia",428,"latvijas zemnieku savieniba",22,1998,1998,2.5,1998,1,428000022
"Latvia",428,"politiska patriotiska apvieniba 'dzimtene'",30,2006,2006,2.1,2006,1,428000030
"Latvia",428,"politisko organizaciju apvieniba",31,2002,2002,19.1,2002,1,428000031
"Latvia",428,"saskanas centrs",33,2006,2006,14.5,2006,1,428000033
"Latvia",428,"savieniba latvijas ceio",34,1998,2002,18.1,1998,2,428000034
"Latvia",428,"tautas kustiba lavtvijai - zigerista partija",40,1998,1998,23,1998,1,428000040
"Latvia",428,"tautas partija",41,2002,2006,25.7,2006,2,428000041
"Latvia",428,"tautas saskaoas partija",42,1998,2002,14.2,1998,2,428000042
"Latvia",428,"zalo un zemnieku savieniba",45,2002,2006,16.8,2006,2,428000045
"Liberia",430,"congress for democratic change",1,2005,2005,16.9,2005,1,430000001
"Liberia",430,"free democratic party",2,2005,2005,2.1,2005,1,430000002
"Liberia",430,"liberal party",5,2005,2005,13.4,2005,1,430000005
"Liberia",430,"national democratic party of liberia",8,2005,2005,3.1,2005,1,430000008
"Liberia",430,"national patriotic party",10,2005,2005,8.4,2005,1,430000010
"Liberia",430,"national reformation party",11,2005,2005,2.4,2005,1,430000011
"Liberia",430,"new deal movement",13,2005,2005,3.8,2005,1,430000013
"Liberia",430,"unity party",17,2005,2005,13.2,2005,1,430000017
"Liechtenstein",438,"Christian Social Party",1,1962,1974,10.1,1962,4,438000001
"Liechtenstein",438,"Free List",2,1986,2013,13,2005,9,438000002
"Liechtenstein",438,"Nonpartisan List",3,1989,1989,3.2,1989,1,438000003
"Liechtenstein",438,"Patriotic Union",4,1945,2013,53.5,1982,21,438000004
"Liechtenstein",438,"Progressive Citizens’ Party",5,1945,2013,54.7,1945,21,438000005
"Liechtenstein",438,"The Independents",6,2013,2013,15.3,2013,1,438000006
"Liechtenstein",438,"Workers and Peasants Party",7,1953,1953,6.9,1953,1,438000007
"Luxembourg",442,"comité d'action 5/6 pensions pour tous",1,1989,1989,7.3,1989,1,442000001
"Luxembourg",442,"comitè d'action pour la démocratie et le droit aux pensions",2,1994,1994,8.2,1994,1,442000002
"Luxembourg",442,"di grëng alternativ",4,1984,1989,5.2,1984,2,442000004
"Luxembourg",442,"enrôlés de force",5,1979,1979,4.5,1979,1,442000005
"Luxembourg",442,"gauche libérale",6,1925,1925,5.9,1925,1,442000006
"Luxembourg",442,"grëng lëscht ekologesch initiativ",7,1989,1989,4.2,1989,1,442000007
"Luxembourg",442,"groupement démocratique",8,1954,1954,10.8,1954,1,442000008
"Luxembourg",442,"groupement patriotique et démocratique",9,1945,1951,20.5,1951,3,442000009
"Luxembourg",442,"indépendants de la droite",10,1925,1925,2.1,1925,1,442000010
"Luxembourg",442,"indépendants de la gauche",11,1919,1945,4.6,1934,4,442000011
"Luxembourg",442,"liste démocratique",12,1937,1937,11,1937,1,442000012
"Luxembourg",442,"liste libre des paysans, classes moyennes et ouvriers",13,1931,1937,6,1931,2,442000013
"Luxembourg",442,"mouvement indépendant populaire",14,1964,1964,6,1964,1,442000014
"Luxembourg",442,"parti chrétien social",15,1945,1994,42.4,1954,12,442000015
"Luxembourg",442,"parti communiste luxembourgeois",16,1934,1989,16.9,1948,11,442000016
"Luxembourg",442,"parti de la droite",17,1919,1937,49.7,1919,6,442000017
"Luxembourg",442,"parti démocratique",18,1959,1994,22.2,1974,8,442000018
"Luxembourg",442,"parti des paysans et des classes moyennes",19,1937,1937,2.1,1937,1,442000019
"Luxembourg",442,"parti libéral",20,1937,1937,3,1937,1,442000020
"Luxembourg",442,"parti national indépendant",21,1919,1931,13.6,1925,4,442000021
"Luxembourg",442,"parti ouvrier",22,1919,1919,17.6,1919,1,442000022
"Luxembourg",442,"parti ouvrier socialiste luxembourgeois",23,1925,1994,41.5,1948,17,442000023
"Luxembourg",442,"parti populaire indépendant",24,1919,1919,4.9,1919,1,442000024
"Luxembourg",442,"parti radical",25,1925,1937,12.9,1934,5,442000025
"Luxembourg",442,"parti radical socialiste",26,1925,1931,10.1,1931,2,442000026
"Luxembourg",442,"parti radical-libéral",27,1919,1919,16,1919,1,442000027
"Luxembourg",442,"parti social-démocrate",28,1974,1979,9.2,1974,2,442000028
"Luxembourg",442,"progressistes démocrates du nord",29,1931,1931,4.6,1931,1,442000029
"Luxembourg",442,"socialistes indépendants - liste jean gremling",30,1979,1979,2.2,1979,1,442000030
"Malawi",454,"alliance for democracy",1,1999,2004,10.5,1999,2,454000001
"Malawi",454,"malawi congress party",3,1999,2004,33.6,1999,2,454000003
"Malawi",454,"national democratic alliance",9,2004,2004,8.3,2004,1,454000009
"Malawi",454,"people's progressive movement",15,2004,2004,3.2,2004,1,454000015
"Malawi",454,"republican party",17,2004,2004,7.5,2004,1,454000017
"Malawi",454,"united democratic front",21,1999,2004,46.7,1999,2,454000021
"Malaysia",458,"Barisan Nasional",2,2013,2013,47.4,2013,1,458000002
"Malaysia",458,"Parti Islam Se Malaysia",5,2013,2013,14.8,2013,1,458000005
"Malaysia",458,"Parti Keadilan Rakyat",6,2013,2013,20.4,2013,1,458000006
"Malaysia",458,"Parti Tindakan Demokratik",11,2013,2013,15.7,2013,1,458000011
"Mauritius",480,"gaetan duval party",7,1995,1995,6.3,1995,1,480000007
"Mauritius",480,"hizbullah",10,1991,2000,3.3,2000,3,480000010
"Mauritius",480,"mauritian militant movement",29,1976,1983,46,1983,2,480000029
"Mauritius",480,"mauritian social democrat party",39,1967,1987,43.2,1967,5,480000039
"Mauritius",480,"militiant socialist movement - labor party",60,1983,1983,42.1,1983,1,480000060
"Mauritius",480,"national democratic movement raj dayal",63,2000,2005,3,2000,2,480000063
"Mexico",484,"convergencia por la democracia",1,2003,2009,2.6,2009,2,484000001
"Mexico",484,"partido acción nacional",3,1991,2012,34.2,2006,7,484000003
"Mexico",484,"partido alternativa socialdemócrata y campesina",5,2006,2006,2.1,2006,1,484000005
"Mexico",484,"partido auténtico de la revolución mexicana",6,1991,2000,2.1,1991,3,484000006
"Mexico",484,"partido de la revolución demócratica",9,1991,2012,25.7,1997,6,484000009
"Mexico",484,"partido del frente cardenista de reconstrucción nacional",11,1991,1994,4.3,1991,2,484000011
"Mexico",484,"partido del trabajo",12,1991,2012,3.9,2012,6,484000012
"Mexico",484,"partido nueva alianza",18,2006,2006,4.7,2006,1,484000018
"Mexico",484,"partido revolucionario institucional",21,1991,2012,61.4,1991,7,484000021
"Mexico",484,"partido verde ecologista de méxico",22,1994,2012,7,2009,5,484000022
"Mexico",484,"movimento ciudadan",24,2012,2012,3.5,2012,1,484000024
"Mexico",484,"partido nueva alanzia",25,2009,2012,4.3,2012,2,484000025
"Moldova",498,"Centrist Union of Moldova",2,2005,2009,2.7,2009,2,498000002
"Moldova",498,"Christian Democratic People's Party",3,2001,2010,9.4,2001,5,498000003
"Moldova",498,"Communist Party of the Republic of Moldova",4,2001,2010,49.5,2009,5,498000004
"Moldova",498,"Democratic Party of Moldova",6,2001,2010,12.7,2010,4,498000006
"Moldova",498,"Equality Social-Political Movement",8,2005,2010,2.8,2005,2,498000008
"Moldova",498,"Liberal Democratic Party of Moldova",15,2009,2010,29.4,2010,3,498000015
"Moldova",498,"Liberal Party",16,2009,2010,13.1,2009,2,498000016
"Moldova",498,"National Liberal Party",18,2001,2010,14.7,2009,3,498000018
"Moldova",498,"Party Alliance Our Moldova",21,2009,2010,9.8,2009,3,498000021
"Moldova",498,"Party of Rebirth and Reconciliation of Moldova",23,2001,2001,6.6,2001,1,498000023
"Moldova",498,"Social Democratic Party",29,2009,2010,3.7,2009,3,498000029
"Moldova",498,"Social Democratic Party of Moldova",30,2001,2005,3,2005,2,498000030
"Mozambique",508,"Democratic Movement of Mozambique",1,2009,2009,4,2009,1,508000001
"Mozambique",508,"Labor Party",7,1999,2009,2.7,1999,3,508000007
"Mozambique",508,"Liberal and Democratic Party of Mozambique",8,1999,2004,2.4,1999,2,508000008
"Mozambique",508,"Liberation Front of Mozambique",9,1999,2009,74.5,2009,3,508000009
"Mozambique",508,"Mozambican National Resistance",10,2009,2009,17.8,2009,1,508000010
"Mozambique",508,"Party for Peace, Democracy and Development",15,2004,2009,2,2004,2,508000015
"Mozambique",508,"Social Liberal and Democratic Party",22,1999,2004,2,1999,2,508000022
"Nepal",524,"communist party of nepal (maoist)",2,2008,2008,30.5,2008,1,524000002
"Nepal",524,"communist party of nepal (unified-marxist- leninist)",7,2008,2008,21.6,2008,1,524000007
"Nepal",524,"madeshi jana adhikar forum nepal",19,2008,2008,6.2,2008,1,524000019
"Nepal",524,"nepali congress",44,2008,2008,22.8,2008,1,524000044
"Nepal",524,"rastriya prajatantra party",64,2008,2008,3,2008,1,524000064
"Nepal",524,"terai-madesh loktantrik party",74,2008,2008,3.4,2008,1,524000074
"Netherlands",528,"algemeen ouderen verbond",1,1994,1998,3.6,1994,2,528000001
"Netherlands",528,"anti-revolutionaire partij",2,1888,1972,31.6,1888,24,528000002
"Netherlands",528,"boerenpartij",3,1967,1967,4.8,1967,1,528000003
"Netherlands",528,"bond van vrije liberalen",4,1894,1918,22.3,1894,8,528000004
"Netherlands",528,"centrumdemocraten",5,1994,1998,2.5,1994,2,528000005
"Netherlands",528,"christelijk-historische unie",6,1894,1972,10.9,1922,22,528000006
"Netherlands",528,"christen democratisch appel",7,1981,2012,35.3,1989,11,528000007
"Netherlands",528,"christen democratische unie",8,1937,1937,2.1,1937,1,528000008
"Netherlands",528,"communistische partij nederland",10,1933,1972,10.6,1946,11,528000010
"Netherlands",528,"democraten '66",12,1967,2012,15.5,1994,14,528000012
"Netherlands",528,"democratische socialisten '70",13,1971,1972,5.3,1971,2,528000013
"Netherlands",528,"economische bond",14,1918,1918,3.1,1918,1,528000014
"Netherlands",528,"groenlinks",16,1998,2012,7.3,1998,6,528000016
"Netherlands",528,"katholieke nationale partij",17,1952,1952,2.7,1952,1,528000017
"Netherlands",528,"katholieke volkspartij",18,1946,1972,31.9,1963,9,528000018
"Netherlands",528,"liberale staatspartij de vrijheidsbond",19,1929,1937,7.4,1929,3,528000019
"Netherlands",528,"liberale unie",20,1888,1918,43.1,1891,10,528000020
"Netherlands",528,"nationaal-socialistische beweging",21,1937,1937,4.2,1937,1,528000021
"Netherlands",528,"pacifistisch-socialistische partij",22,1963,1967,3,1963,2,528000022
"Netherlands",528,"partij van der arbeid",23,1948,2012,33.8,1977,20,528000023
"Netherlands",528,"politieke partij radicalen",25,1972,1972,4.8,1972,1,528000025
"Netherlands",528,"radicalen",26,1888,1897,3.6,1897,4,528000026
"Netherlands",528,"reformatorische politieke federatie",27,1998,1998,2,1998,1,528000027
"Netherlands",528,"rooms-katholieke bond van kiesverenigingen",28,1897,1917,19,1897,6,528000028
"Netherlands",528,"rooms-katholieke staatspartij",29,1918,1937,30,1918,6,528000029
"Netherlands",528,"rooms-katholieken",30,1888,1894,20,1888,3,528000030
"Netherlands",528,"sociaal-democratische arbeiders partij",31,1888,1946,28.3,1946,16,528000031
"Netherlands",528,"sociaal-democratische partij",32,1918,1918,2.3,1918,1,528000032
"Netherlands",528,"socialistische partij",33,1998,2012,16.6,2006,6,528000033
"Netherlands",528,"staatkundig gereformeerde partij",34,1922,2012,2.5,1933,21,528000034
"Netherlands",528,"volkspartij voor vrijheid en democratie",35,1946,2012,26.6,2012,21,528000035
"Netherlands",528,"vrije anti-revolutionaire partij",36,1897,1897,4.8,1897,1,528000036
"Netherlands",528,"vrijheidsbond",37,1922,1925,9.3,1922,2,528000037
"Netherlands",528,"vrijzinnig democratische bond",38,1901,1937,10.9,1917,11,528000038
"Netherlands",528,"christenunie",43,2002,2012,4,2006,5,528000043
"Netherlands",528,"lijst pim fortuyn",56,2002,2003,17,2002,2,528000056
"Netherlands",528,"partij voor de vrijheid",71,2006,2012,15.4,2010,3,528000071
"Curaçao",531,"Movement for the Future of Curaçao",1,2012,2012,21.2,2012,1,531000001
"Curaçao",531,"National People’s Party",2,2012,2012,5.9,2012,1,531000002
"Curaçao",531,"New Antilles Movement",3,2012,2012,9.5,2012,1,531000003
"Curaçao",531,"PAIS",4,2012,2012,17.6,2012,1,531000004
"Curaçao",531,"Party Workers’ Liberation Front 30th of May",5,2012,2012,2.1,2012,1,531000005
"Curaçao",531,"Party for the Restructured Antilles",6,2012,2012,19.8,2012,1,531000006
"Curaçao",531,"Sovereign People",7,2012,2012,22.7,2012,1,531000007
"New Zealand",554,"democratic",23,1984,1987,5.4,1987,2,554000023
"New Zealand",554,"new zealand labour party",34,1946,2011,51.3,1946,20,554000034
"New Zealand",554,"new zealand national party",49,1946,2011,54.2,1951,20,554000049
"New Zealand",554,"new zealand party",56,1984,1987,12.2,1984,2,554000056
"New Zealand",554,"social credit",77,1954,1987,20.4,1981,12,554000077
"New Zealand",554,"values",92,1972,1987,5.2,1975,6,554000092
"New Zealand",554,"act new zealand",100,1999,2011,5.8,1999,5,554000100
"New Zealand",554,"alliance",101,1999,2011,7.3,1999,5,554000101
"New Zealand",554,"christian heritage party of new zealand",112,1999,2005,2.3,1999,3,554000112
"New Zealand",554,"conservative party of new zealand",115,2011,2011,2.5,2011,1,554000115
"New Zealand",554,"green party of aotearoa new zealand",122,1999,2011,9.1,2011,5,554000122
"New Zealand",554,"m?ori party",132,2005,2011,2.9,2008,3,554000132
"New Zealand",554,"new zealand first party",140,1999,2011,7.2,2002,5,554000140
"New Zealand",554,"united future new zealand",164,2002,2011,5.7,2002,4,554000164
"Nicaragua",558,"Camino Cristiano Nicaragüense",5,1996,1996,3.7,1996,1,558000005
"Nicaragua",558,"Frente Sandinista de Liberación Nacional",6,1990,2011,60.6,2011,5,558000006
"Nicaragua",558,"Movimiento de Renovación Sandinista",10,1996,2006,8.4,2006,2,558000010
"Nicaragua",558,"Partido Conservador de Nicaragua",16,1996,2001,4.9,2001,2,558000016
"Nicaragua",558,"Partido Liberal Constitucionalista",18,2001,2011,52.6,2001,3,558000018
"Nicaragua",558,"Partido Liberal Independiente",19,1996,2011,31.3,2011,2,558000019
"Nigeria",566,"all nigeria people's party",2,2003,2003,27.4,2003,1,566000002
"Nigeria",566,"alliance for democracy",5,2003,2003,9.3,2003,1,566000005
"Nigeria",566,"national democratic party",18,2003,2003,2.3,2003,1,566000018
"Nigeria",566,"people's democratic party",28,2003,2003,52,2003,1,566000028
"Nigeria",566,"united nigeria people's party",36,2003,2003,2.7,2003,1,566000036
"Norway",578,"anders langes parti",1,1973,1973,5,1973,1,578000001
"Norway",578,"arbeiderdemokraterne",2,1906,1918,4.8,1906,4,578000002
"Norway",578,"bondepartiet",3,1924,1957,15.9,1930,9,578000003
"Norway",578,"det norske arbeiderparti",5,1900,2009,48.4,1957,30,578000005
"Norway",578,"det nye folkeparti",6,1973,1973,3.4,1973,1,578000006
"Norway",578,"fremskrittspartiet",8,1981,2009,22.9,2009,8,578000008
"Norway",578,"høire",11,1909,1930,41.4,1909,8,578000011
"Norway",578,"conservative party",12,1933,2009,31.7,1981,19,578000012
"Norway",578,"christian people's party",13,1945,2009,13.7,1997,17,578000013
"Norway",578,"landmandsforbundet",14,1918,1921,13.1,1921,2,578000014
"Norway",578,"nasjonal samling",15,1933,1936,2.2,1933,2,578000015
"Norway",578,"norges socialdemokratiske arbeiderparti",16,1924,1924,8.8,1924,1,578000016
"Norway",578,"norske kommunistiske parti",17,1921,2005,11.9,1945,13,578000017
"Norway",578,"radikale folkeparti",18,1921,1933,2.5,1921,5,578000018
"Norway",578,"samfundspartiet",20,1936,1949,3.1,1936,2,578000020
"Norway",578,"samlingspartiet",21,1906,1906,32.7,1906,1,578000021
"Norway",578,"senderpartiet",22,1961,2009,16.7,1993,13,578000022
"Norway",578,"socialistisk folkeparti",23,1961,1969,6,1965,3,578000023
"Norway",578,"socialistisk venstreparti",24,1977,2009,12.5,2001,9,578000024
"Pakistan",586,"muttahida qaumi movement pakistan",28,2002,2008,7.6,2008,2,586000028
"Pakistan",586,"mutthida majlis-e-amal pakistan (mma)",29,2002,2008,11.4,2002,2,586000029
"Pakistan",586,"national alliance",30,2002,2002,4.8,2002,1,586000030
"Pakistan",586,"pakistan muslim league",49,2008,2008,22.1,2008,1,586000049
"Pakistan",586,"pakistan muslim league (n)",51,2002,2008,20.3,2008,2,586000051
"Pakistan",586,"pakistan muslim league(qa)",53,2002,2002,25.7,2002,1,586000053
"Pakistan",586,"pakistan peoples party parliamentarians",58,2002,2008,31.5,2008,2,586000058
"Paraguay",600,"Asociacion Nacional Republicana",1,1998,2008,53.8,1998,3,600000001
"Paraguay",600,"Movimiento Popular Tekojoja",17,2008,2008,3.7,2008,1,600000017
"Paraguay",600,"Partido Encuentro Nacional",29,2003,2008,2.7,2003,2,600000029
"Paraguay",600,"Partido Liberal Radical Autentico",34,2003,2008,28.3,2008,2,600000034
"Paraguay",600,"Partido Pais Solidario",35,2003,2008,3.3,2003,2,600000035
"Paraguay",600,"Partido Patria Querida",37,2003,2008,15.3,2003,2,600000037
"Paraguay",600,"Partido Union Nacional de Ciudadanos Eticos",40,2003,2008,18.7,2008,2,600000040
"Peru",604,"accion popular",4,1980,2001,49.8,1980,4,604000004
"Peru",604,"agrupacion independiente union por el peru - social democracia",7,2001,2006,21.2,2006,2,604000007
"Peru",604,"alianza para el progreso",9,2006,2006,2.3,2006,1,604000009
"Peru",604,"cambio 90",15,1990,1990,16.9,1990,1,604000015
"Peru",604,"cambio radical",16,2011,2011,2.7,2011,1,604000016
"Peru",604,"frente independiente moralizador",39,1990,2006,11,2001,3,604000039
"Peru",604,"frente nacional de trabajadores y campesinos",43,1980,1990,2.6,1980,3,604000043
"Peru",604,"fuerza 2011",51,2011,2011,23,2011,1,604000051
"Peru",604,"movimiento independiente somos peru - causa democratica",86,2001,2001,5.8,2001,1,604000086
"Peru",604,"partido aprista peruano",101,1963,2011,50.2,1985,8,604000101
"Peru",604,"partido popular cristiano",110,1980,1980,9.4,1980,2,604000110
"Peru",604,"partido revolucionario de los trabajadores",114,1980,1980,4.2,1980,2,604000114
"Peru",604,"peru posible",119,2001,2011,26.3,2001,3,604000119
"Peru",604,"restauracion nacional",127,2006,2006,4,2006,1,604000127
"Peru",604,"todos por la victoria",129,2001,2001,2,2001,1,604000129
"Peru",604,"unidad nacional",131,2006,2006,15.3,2006,1,604000131
"Peru",604,"union nacional odriista 1963",140,1963,1963,24,1963,1,604000140
"Philippines",608,"kabalikat ng malayang pilipino",25,1998,2007,21.2,2007,4,608000025
"Philippines",608,"kilusang bagong lipunan",30,1992,2010,3.4,1992,7,608000030
"Philippines",608,"laban ng demokratikong pilipino",33,1992,2010,31.8,1992,6,608000033
"Philippines",608,"lakas-christian muslim democrats",35,2004,2007,31.2,2004,2,608000035
"Philippines",608,"lakas-kabalikat ng malayang pilipino-demokratikong kristiyano at muslim",36,2010,2010,37.6,2010,1,608000036
"Philippines",608,"lakas-national union of christian democrats-united muslim democrats of the philippines",37,1992,2001,59,1995,4,608000037
"Philippines",608,"nagkakaisang oposisyon",45,2007,2007,3,2007,1,608000045
"Philippines",608,"nationalist people's coalition",46,1992,2010,18.3,2001,7,608000046
"Philippines",608,"partido liberal ng pilipinas",52,1992,2010,19.2,2010,7,608000052
"Philippines",608,"partido nacionalista",53,1992,2010,11,2010,7,608000053
"Philippines",608,"partido para sa demokratikong reporma",61,1998,2001,3.8,1998,2,608000061
"Philippines",608,"probinsya muna development initiatives",67,1998,2001,3,1998,2,608000067
"Philippines",608,"pwersa ng masang pilipino",70,2001,2010,3.5,2004,4,608000070
"Poland",616,"cd",8,1991,1991,2.4,1991,1,616000008
"Poland",616,"kld",17,1991,1993,7.5,1991,2,616000017
"Poland",616,"kpn",22,1991,1993,7.5,1991,2,616000022
"Poland",616,"pl",54,1991,1993,5.5,1991,2,616000054
"Poland",616,"poc",55,1991,1991,8.7,1991,1,616000055
"Poland",616,"pppp",60,1991,1993,3.3,1991,2,616000060
"Poland",616,"psl",62,1991,2005,15.4,1993,5,616000062
"Poland",616,"s",85,1991,1993,5.1,1991,2,616000085
"Poland",616,"sld",93,1991,2005,27.1,1997,4,616000093
"Poland",616,"sp",96,1991,1991,2.1,1991,1,616000096
"Poland",616,"ud",100,1991,1993,12.3,1991,2,616000100
"Poland",616,"up",101,1991,1997,7.3,1993,3,616000101
"Poland",616,"wak",103,1991,1991,8.7,1991,1,616000103
"Poland",616,"x",110,1991,1993,2.7,1993,2,616000110
"Poland",616,"bbwr",115,1993,1993,5.4,1993,1,616000115
"Poland",616,"kdr",116,1993,1993,2.7,1993,1,616000116
"Poland",616,"o(zchn-kk)",118,1993,1993,6.4,1993,1,616000118
"Poland",616,"pc",119,1993,1993,4.4,1993,1,616000119
"Poland",616,"s-o",123,1993,1993,2.8,1993,1,616000123
"Poland",616,"aws",124,1997,1997,33.8,1997,1,616000124
"Poland",616,"kpeir",126,1997,1997,2.2,1997,1,616000126
"Poland",616,"rop",135,1997,1997,5.6,1997,1,616000135
"Poland",616,"awsp",137,1997,2001,5.6,2001,2,616000137
"Poland",616,"lpr",138,2001,2005,7.9,2001,2,616000138
"Poland",616,"pis",140,2001,2005,27,2005,2,616000140
"Poland",616,"po",141,2001,2005,24.1,2005,2,616000141
"Poland",616,"srp",142,2001,2005,11.4,2005,2,616000142
"Portugal",620,"centro democrático e social - partido popular",1,1975,2011,16.7,1976,10,620000001
"Portugal",620,"movimiento democrático português",2,1975,1975,4.4,1975,1,620000002
"Portugal",620,"partido comunista dos trabalhadores portugueses/movimento reorganizativo do partido do proletariado",3,1975,2011,15.3,1976,7,620000003
"Portugal",620,"centro democr‡tico e social - partido popular",4,1995,2005,9.3,1995,4,620000004
"Portugal",620,"partido popular democrático",5,1975,1976,28.3,1975,2,620000005
"Portugal",620,"partido renovador democrático",6,1985,1987,18.5,1985,2,620000006
"Portugal",620,"partido social democráta",7,1979,2011,51.4,1991,12,620000007
"Portugal",620,"partido socialista português",8,1975,1995,44.7,1995,8,620000008
"Portugal",620,"bloco de esquerda",9,1999,2011,10.1,2009,5,620000009
"Portugal",620,"partido socialista",18,1999,2011,46.4,2005,5,620000018
"Guinea-Bissau",624,"frente de libertação para a independência da guiné",2,1994,1994,2.6,1994,1,624000002
"Guinea-Bissau",624,"partido africano da independência de guiné e cabo verde",9,1994,2004,46.4,1994,2,624000009
"Guinea-Bissau",624,"partido da convergència democràtica",10,1994,1994,5.3,1994,1,624000010
"Guinea-Bissau",624,"partido da renovaçao social",12,1994,2004,26.5,2004,2,624000012
"Guinea-Bissau",624,"partido democrático socialista",15,2004,2004,2,2004,1,624000015
"Guinea-Bissau",624,"partido unido social democrático",19,1994,2004,17.6,2004,2,624000019
"Guinea-Bissau",624,"resistência da guiné-bissau - movimento bafatá",21,1994,2004,19.8,1994,2,624000021
"Guinea-Bissau",624,"união para a mudança",25,2004,2004,2,2004,1,624000025
"Puerto Rico",630,"partido independentista puertorrique–o",3,1992,2008,5.8,2000,5,630000003
"Puerto Rico",630,"partido nuevo progresista",4,1992,2008,51.4,2008,5,630000004
"Puerto Rico",630,"partido popular democr‡tico",5,1992,2008,47.9,2000,5,630000005
"Puerto Rico",630,"partido puertorrique–os por puerto rico",6,2008,2008,2.1,2008,1,630000006
"Romania",642,"alianta pentru romania",5,2000,2000,4.1,2000,1,642000005
"Romania",642,"frontul democrat al salvarii nationale",36,1992,1992,27.7,1992,1,642000036
"Romania",642,"frontul salvarii nationale",39,1990,1992,66.4,1990,2,642000039
"Romania",642,"miscarea ecologista din romania",49,1990,1992,2.5,1990,2,642000049
"Romania",642,"partidul democrat",66,2000,2000,7,2000,1,642000066
"Romania",642,"partidul democrat agrar din romania",67,1990,1992,3,1992,2,642000067
"Romania",642,"partidul democratiei sociale din romania",78,1996,1996,21.5,1996,1,642000078
"Romania",642,"partidul national liberal",112,1990,2000,6.9,2000,3,642000112
"Romania",642,"partidul national taranesc crestin democrat",119,1990,1990,2.6,1990,1,642000119
"Romania",642,"partidul romania mare",148,1992,2000,19.5,2000,3,642000148
"Romania",642,"partidul socialist",155,1996,1996,2.3,1996,1,642000155
"Romania",642,"partidul socialist al muncii",157,1992,2000,3,1992,3,642000157
"Romania",642,"partidul unitatii nationale romane",171,1992,1996,7.7,1992,2,642000171
"Romania",642,"uniunea democrata a maghiarilor din romania",192,1990,2000,7.5,1992,4,642000192
"Russian Federation",643,"agrarian party of russia",1,2003,2007,3.7,2003,2,643000001
"Russian Federation",643,"communist party of the russian federation",3,2003,2011,19.5,2011,3,643000003
"Russian Federation",643,"just russia",8,2007,2011,13.5,2011,2,643000008
"Russian Federation",643,"liberal democratic party of russia",9,2003,2011,11.9,2011,3,643000009
"Russian Federation",643,"rodina (motherland-national patriotic union)",16,2003,2003,9.2,2003,1,643000016
"Russian Federation",643,"russian united democratic party (yabloko)",19,2003,2011,4.4,2003,3,643000019
"Russian Federation",643,"union of right forces",21,2003,2007,4,2003,2,643000021
"Russian Federation",643,"united russia",22,2003,2011,65,2007,3,643000022
"Rwanda",646,"Liberal Party",2,2008,2008,7.5,2008,1,646000002
"Rwanda",646,"Social Democrat Party",3,2008,2008,13.1,2008,1,646000003
"Saint Kitts and Nevis",659,"Concerned Citizens’ Movement",1,1989,2010,11.5,2010,6,659000001
"Saint Kitts and Nevis",659,"Nevis People’s Party",2,1957,1957,2,1957,1,659000002
"Saint Kitts and Nevis",659,"Nevis Reformation Party",3,1971,2010,16.2,1975,10,659000003
"Saint Kitts and Nevis",659,"People’s Action Movement",4,1966,2010,47.6,1984,11,659000004
"Saint Kitts and Nevis",659,"People’s Progressive Movement",5,1961,1961,11.1,1961,1,659000005
"Saint Kitts and Nevis",659,"St. Kitts Democratic Party",7,1957,1957,9.2,1957,1,659000007
"Saint Kitts and Nevis",659,"St. Kitts Workers’ League",8,1952,1952,80.9,1952,1,659000008
"Saint Kitts and Nevis",659,"St. Kitts-Nevis Labour Party",9,1984,2010,53.8,2000,7,659000009
"Saint Kitts and Nevis",659,"St. Kitts-Nevis-Anguilla Labour Party",10,1957,1980,67.1,1961,6,659000010
"Saint Kitts and Nevis",659,"United Nevis Movement",12,1961,1966,9.4,1966,2,659000012
"Saint Kitts and Nevis",659,"United People’s Party",13,1993,1995,3.2,1993,2,659000013
"Anguilla",660,"anguilla democratic party",1,1989,2000,32.9,1999,4,660000001
"Anguilla",660,"anguilla for good government",2,1994,1994,11.7,1994,1,660000002
"Anguilla",660,"anguilla national alliance",3,1989,2000,42.8,1999,4,660000003
"Anguilla",660,"anguilla patriotic movement",4,2000,2000,4.1,2000,1,660000004
"Anguilla",660,"anguilla progressive party",5,2005,2010,14.7,2010,2,660000005
"Anguilla",660,"anguilla strategic alliance",6,2005,2005,19.3,2005,1,660000006
"Anguilla",660,"anguilla united movement",7,2000,2010,32.7,2010,3,660000007
"Anguilla",660,"anguilla united party",8,1989,1999,22.3,1989,3,660000008
"Anguilla",660,"movement for grass roots democracy",9,2000,2000,3.7,2000,1,660000009
"Anguilla",660,"Party for Anguilla’s Culturation and Economy",10,1989,1989,4.7,1989,1,660000010
"Saint Lucia",662,"national alliance",2,1992,2001,3.6,2001,2,662000002
"Saint Lucia",662,"people's progressive party",3,1951,1961,35.8,1954,4,662000003
"Saint Lucia",662,"progressive labour party",4,1982,1992,27.1,1982,3,662000004
"Saint Lucia",662,"saint lucia labour party",5,1951,2006,66.5,1957,14,662000005
"Saint Lucia",662,"united workers party",7,1964,2006,58.6,1969,10,662000007
