country,partyfacts_id,name_short,name,name_english,left_right,year_first,year_last,share,share_year,tags
SEN,7314,PSAS,Parti Sénégalais de l'Action Socialiste,Senegalese Party of Socialist Action,-1.29,1957,1958,11.5,1957,"tags position: left-wing
tags ideology: socialism // [ african socialism ] // [ african nationalism ]
tags used: 2"
SEN,2380,PS / UPS,Parti Socialiste du Sénégal / Union Progressiste Sénégalaise,Socialist Party of Senegal / Senegalese Progressive Union,-0.78,1958,2018,100,1959,"tags position: centre-left
tags ideology: social democracy // democratic socialism // [ african nationalism ] // [ african socialism ]
tags used: 3"
SEN,7316,SFIO,Section française de l'Internationale ouvrière,French Section of the Workers' International,-1.18,1905,1969,18,1952,"tags position: left-wing // centre-left // far-left
tags ideology: democratic socialism // [ neosocialism ] // social democracy // [ marxism ] // communism
tags used: 6"
SRB,7173,AA,Agrarian Party,Agrarian Party,0.54,1919,1939,7,1923,"tags position: centre-right
tags ideology: agrarianism // [ parliamentary sovereignty ]
tags used: 2"
SRB,9013,AV-ZMS,Aleksandar Vučić – Zajedno možemo sve,Let's Get Serbia Moving,0.17,2010,2018,,,"tags position: big tent
tags ideology: populism
tags used: 2"
SRB,7966,DHSS,Demohrišćanska Stranka Srbije,Christian Democratic Party of Serbia,0.37,1997,2017,2.8,2000,"tags position: centre // centre-right
tags ideology: christian democracy // conservative liberalism // pro-europeanism // [ atlanticism ]
tags used: 5"
SRB,4135,DA,Demokratska alternativa,Democratic Alternative,-0.78,1997,2005,2.2,2003,"tags position: centre-left
tags ideology: social democracy // democratic socialism
tags used: 3"
SRB,8571,DPS,Demokratska partija socijalista Crne Gore,Democratic Party of Socialists of Montenegro,0.14,1991,2018,68.6,1992,"tags position: big tent
tags ideology: populism // [ montenegrin nationalism ] // [ neoliberalism ] // pro-europeanism // [ serbian-montenegrin unionism ]
tags used: 3"
SRB,5393,DS,Demokratska stranka,Yugoslav Democratic Party,0.08,1919,1946,16.4,1927,"tags position: centre
tags ideology: liberalism // [ yugoslavism ]
tags used: 2"
SRB,2189,DS,Demokratska Stranka,Democratic Party,-0.29,1990,2018,25.5,2007,"tags position: centre // centre-left
tags ideology: social democracy // social liberalism // pro-europeanism
tags used: 5"
SRB,2190,DSS,Demokratska Stranka Srbije,Democratic Party of Serbia,1.38,1993,2018,18,2003,"tags position: right-wing
tags ideology: national conservatism
tags used: 2"
SRB,6150,DEPOS,Demokratski pokret Srbije,Democratic Movement of Serbia,0.42,1992,1993,17.2,1993,"tags position: centre-right // big tent
tags ideology:
tags used: 2"
SRB,5379,DJB,Dosta je bilo,It's Enough,1.28,2014,2018,6,2016,"tags position: right-wing
tags ideology: conservatism // right-wing populism
tags used: 3"
SRB,2193,G17+,G17 Plus,G17 Plus,0.28,2002,2013,11.6,2003,"tags position: centre-right
tags ideology: liberal conservatism // liberalism // [ neoliberalism ] // pro-europeanism
tags used: 4"
SRB,2202,GSS,Građanski Savez Srbije,Civic Alliance of Serbia,-0.05,1992,2007,0,1993,"tags position: centre
tags ideology: liberalism // pro-europeanism // social liberalism // [ atlanticism ] // nationalism
tags used: 5"
SRB,5392,HSS,Hrvatska seljačka stranka,Croatian Peasant Party,-0.04,1904,1929,21.8,1923,"tags position: centre // centre-left // centre-right
tags ideology: agrarianism // social liberalism // liberalism // green politics // republicanism // pro-europeanism // christian democracy // social conservatism
tags used: 11"
SRB,9001,SPS/PUPS/JS,Ivica Dačić — Premijer Srbije,Ivica Dačić — Prime Minister of Serbia,0.17,2008,2018,14.5,2012,"tags position: big tent
tags ideology: populism
tags used: 2"
SRB,8830,IBZ,Izbor za bolji život,Choice for a Better Life,-0.15,2012,2012,22.1,2012,"tags position: big tent
tags ideology: social liberalism // pro-europeanism
tags used: 3"
SRB,6625,JS,Jedinstvena Srbija,United Serbia,1.03,2004,2018,2.8,2012,"tags position: right-wing
tags ideology: populism // national conservatism // regionalism
tags used: 4"
SRB,6626,JUL,Jugoslovenska levica,Yugoslav Left,-1.43,1994,2010,8,1997,"tags position: far-left
tags ideology: [ eurocommunism ] // euroscepticism // [ serbian nationalism ]
tags used: 2"
SRB,5696,JMO,Jugoslovenska muslimanska organizacija,Yugoslav Muslim Organization,1.38,1919,1941,5.2,1923,"tags position: right-wing
tags ideology: [ bosnians ] // national conservatism // [ islamism ]
tags used: 2"
SRB,6794,JNS,Jugoslovenska nacionalna stranka,Yugoslav National Party / Yugoslav Radical Peasants' Democracy,1.09,1929,1941,100,1931,"tags position: right-wing
tags ideology: [ yugoslavism ] // agrarianism // monarchism // [ political unitarism ]
tags used: 3"
SRB,6795,JRZ,Jugoslovenska radikalna zajednica,Yugoslav Radical Union,0.57,1934,1941,54.1,1938,"tags position: far-right
tags ideology: [ fascism ] // [ yugoslavism ] // national conservatism // social conservatism // [ corporatism ] // anti-communism // liberalism // [ antisemitism ]
tags used: 5"
SRB,2182,KV,Koalicija Vojvodina,Vojvodina Coalition,-0.34,1996,2005,2.8,1997,"tags position: centre-left
tags ideology: [ vojvodina autonomist movement ] // regionalism
tags used: 2"
SRB,6788,KS,Konzervativna stranka,Conservative Party,1.07,1861,1884,33.3,1884,"tags position: right-wing
tags ideology: conservatism // [ serbian nationalism ] // [ constitutionalism ]
tags used: 2"
SRB,8363,LS,Levica Srbije,Serbian Left,-0.53,2015,2019,0.9,2016,"tags position: centre-left
tags ideology: social democracy // pro-europeanism
tags used: 3"
SRB,6789,LS,Liberalna stranka,Liberal Party,0.08,1883,1895,12.2,1889,"tags position: centre
tags ideology: liberalism // [ national liberalism ] // [ russophilia ]
tags used: 2"
SRB,2196,LDP,Liberalno-Demokratska Partija,Liberal Democratic Party,0.04,2005,2018,6,2007,"tags position: centre
tags ideology: liberalism // classical liberalism // progressivism
tags used: 4"
SRB,4769,LSV,Liga socijaldemokrata Vojvodine,League of Social Democrats of Vojvodina,-0.61,1990,2018,5,2016,"tags position: centre-left
tags ideology: social democracy // [ vojvodina autonomist movement ]
tags used: 2"
SRB,5394,NRS,Narodna radikalna stranka,People's Radical Party,0.19,1881,1945,28.8,1925,"tags position: centre-right // right-wing // left-wing
tags ideology: [ yugoslavism ] // [ serbian nationalism ] // conservatism // [ classical radicalism ] // socialism
tags used: 5"
SRB,6627,NSS,Narodna seljačka stranka,People's Peasant Party,1.06,1990,2018,1.4,1990,"tags position: right-wing
tags ideology: agrarianism // conservatism
tags used: 3"
SRB,2197,ND,Nova Demokratija,New Democracy,-0.02,1990,2004,0,1992,"tags position: centre // centre-left
tags ideology: liberalism // pro-europeanism // [ atlanticism ]
tags used: 4"
SRB,7874,NP,Nova stranka,New Party,-0.07,2013,2018,6.1,2014,"tags position: centre
tags ideology: liberalism // social liberalism
tags used: 3"
SRB,8364,PSG,Pokret slobodnih građana,Movement of Free Citizens,0.08,2017,2018,,,"tags position: centre
tags ideology: liberalism
tags used: 2"
SRB,5483,PSS — BK,Pokret Snaga Srbije — BK,Strength of Serbia Movement — BK,0.66,2004,2018,24,2012,"tags position: centre-right
tags ideology: conservatism // economic liberalism // pro-europeanism
tags used: 4"
SRB,6558,PS,Pokret socijalista,Movement of Socialists,-0.76,2008,2018,1.2,2014,"tags position:
tags ideology: left-wing nationalism // social democracy // social conservatism
tags used: 3"
SRB,2174,RDSV,Reformska demokartska stranka Vojvodine,Reformist Democratic Party of Vojvodina,-0.42,1990,2000,1.5,1990,"tags position: centre // centre-left
tags ideology: social democracy // regionalism
tags used: 4"
SRB,6741,SDS,Samostalna demokratska stranka,Independent Democratic Party,-0.08,1924,1946,8.6,1927,"tags position:
tags ideology: liberalism // social liberalism // [ decentralization ]
tags used: 2"
SRB,5391,SKJ,Savez komunista Jugoslavije,League of Communists of Yugoslavia,-1.9,1919,1990,100,1959,"tags position: left-wing // far-left
tags ideology: communism // marxism-leninism // [ titoism ]
tags used: 4"
SRB,8403,SKS,Savez komunista Srbije,League of Communists of Serbia,-1.9,1945,1990,,,"tags position: left-wing // far-left
tags ideology: communism // marxism-leninism // [ titoism ]
tags used: 4"
SRB,8526,SRSJ,Savez reformskih snaga Jugoslavije,Union of Reform Forces of Yugoslavia,-0.31,1990,1991,1.4,1990,"tags position: centre-left
tags ideology: social democracy // social liberalism // [ yugoslavism ] // nationalism // pro-europeanism
tags used: 5"
SRB,6740,SLS,Slovenska ljudska stranka,Slovene People's Party,0.75,1882,1945,4.3,1925,"tags position:
tags ideology: conservatism // [ slovenes ] // [ autonomy ] // christian democracy // [ slovenian nationalism ]
tags used: 2"
SRB,5357,SDP,Socijaldemokratska partija,Social Democratic Party,-0.52,2001,2009,11.5,2003,"tags position: centre-left
tags ideology: social democracy // pro-europeanism
tags used: 3"
SRB,4771,SDPS,Socijaldemokratska partija Srbije,Social Democratic Party of Serbia,-0.61,2008,2018,48.2,2016,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
SRB,4770,SDS,Socijaldemokratska stranka,Social Democratic Party,-0.61,2014,2018,5.7,2014,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
SRB,5400,SDU,Socijaldemokratska unija,Social Democratic Union,-0.8,1998,2020,3.4,2014,"tags position: centre-left // left-wing
tags ideology: social democracy // democratic socialism // [ eco-socialism ] // pro-europeanism
tags used: 5"
SRB,2178,SPS,Socijalisticka Partija Srbije,Socialist Party of Serbia,-0.51,1990,2018,48.1,1990,"tags position: centre-left
tags ideology: social democracy // populism
tags used: 3"
SRB,6628,SLS,Srpska liberalna stranka,Serbian Liberal Party,1.43,1991,2010,,,"tags position: right-wing
tags ideology: national conservatism // [ national liberalism ] // monarchism // anti-communism
tags used: 4"
SRB,3177,SNS,Srpska napredna stranka,Serbian Progressive Party,0.14,2008,2018,24,2008,"tags position: big tent
tags ideology: populism // [ neoliberalism ] // pro-europeanism
tags used: 3"
SRB,6787,SNS,Srpska napredna stranka,Serbian Progressive Party,0.32,1881,1919,31.6,1884,"tags position: centre
tags ideology: conservative liberalism // classical liberalism
tags used: 3"
SRB,8880,SNP,Srpska narodna partija,Serbian People's Party,1.61,2014,2018,1.2,2016,"tags position: right-wing
tags ideology: national conservatism // right-wing populism
tags used: 3"
SRB,2175,SRS,Srpska Radikalna Stranka,Serbian Radical Party,1.88,1991,2018,32.1,2007,"tags position: far-right
tags ideology: [ ultranationalism ] // [ greater serbia ] // right-wing populism
tags used: 2"
SRB,6793,SSDP,Srpska socijaldemokratska partija,Serbian Social Democratic Party,-1.12,1903,1919,5.4,1912,"tags position: left-wing // far-left
tags ideology: social democracy // [ marxism ] // [ antimilitarism ]
tags used: 3"
SRB,5665,Dveri,Srpski pokret Dveri,Serbian Movement Dveri,1.44,1990,2018,5,2016,"tags position: right-wing
tags ideology: [ serbian nationalism ] // right-wing populism // [ christian right ]
tags used: 2"
SRB,2176,SPO,Srpski Pokret Obnove,Serbian Renewal Movement,0.34,1990,2018,20,1997,"tags position: centre-right
tags ideology: liberalism // economic liberalism // monarchism
tags used: 4"
SRB,3176,SDAS,Stranka demokratske akcije Sandžaka,Party of Democratic Action of Sandžak,0.87,1990,2018,1.6,1990,"tags position: centre-right // right-wing
tags ideology: [ bosniaks of serbia ] // [ ethnic party ] // [ bosniak nationalism ] // [ autonomism (political doctrine) ]
tags used: 2"
SRB,5399,SSJ,Stranka Srpskog jedinstva,Party of Serbian Unity,1.82,1993,2007,5.3,2000,"tags position: far-right
tags ideology: [ ultranationalism ] // national conservatism // [ greater serbia ]
tags used: 2"
SRB,7648,DJB,Udruženje „Dosta je bilo,Enough is Enough - Restart,1.28,2014,2018,6,2016,"tags position: right-wing
tags ideology: conservatism // right-wing populism
tags used: 3"
SRB,2181,URS,Ujedinjeni regioni Srbije,United Regions of Serbia,0.46,2010,2015,5.8,2012,"tags position: centre-right
tags ideology: regionalism // liberal conservatism // pro-europeanism
tags used: 4"
SRB,2203,SVM,Vajdasági Magyar Szövetség,Alliance of Vojvodina Hungarians,0.69,1994,2018,2.2,2014,"tags position: centre-right
tags ideology: [ ethnic party ] // regionalism // conservatism
tags used: 3"
SRB,2192,ZES,Za Evropsku Srbiju,For a European Serbia Alliance,-0.24,2008,2008,39.3,2008,"tags position:
tags ideology: big tent // third way // pro-europeanism
tags used: 3"
SRB,7175,ZZS,Zajedno za Srbiju,Together for Serbia,-0.47,2012,2018,5.7,2014,"tags position: centre-left
tags ideology: green politics // pro-europeanism
tags used: 3"
SRB,7873,TS,Zajedno za Šumadiju,Together for Šumadija,0.47,2009,2020,1.1,2020,"tags position: centre-right
tags ideology: liberal conservatism // [ decentralization ] // pro-europeanism // [ atlanticism ]
tags used: 3"
SRB,8365,ZS,Zelena stranka,Green Party,-0.46,2014,2021,0.6,2016,"tags position: centre-left
tags ideology: green politics // [ ethnic party ] // pro-europeanism
tags used: 3"
SRB,7876,ZS,Zeleni Srbije,Greens of Serbia,-0.62,2007,2018,0.8,2016,"tags position: centre-left
tags ideology: green politics // social democracy
tags used: 3"
SYC,3847,SPPF/PL,Front Progressiste du Peuple Seychellois /  Parti Lepep,Seychelles People's Progressive Front / People's Party / Seychelles People's United Party,-1.3,1964,2018,56.2,2007,"tags position: centre-left // left-wing // far-left
tags ideology: democratic socialism // social democracy // communism // marxism-leninism
tags used: 7"
SYC,5956,LDS,Linyon Demokratik Seselwa,Linyon Demokratik Seselwa,0.08,2016,2018,49.6,2016,"tags position: centre
tags ideology: liberalism
tags used: 2"
SYC,4117,SNP/UO,Seychelles National Party,Seychelles National Party / United Opposition,0.08,1994,2018,43.8,2007,"tags position: centre
tags ideology: liberalism
tags used: 2"
SLE,4045,APC,All People's Congress,All People's Congress,-0.88,1962,2018,38.2,2007,"tags position: centre-left // left-wing
tags ideology: [ african nationalism ] // democratic socialism // social democracy // [ pan-africanism ]
tags used: 4"
SLE,4048,PMDC,People's Movement for Democratic Change,People's Movement for Democratic Change,0.17,2007,2007,15.4,2007,"tags position: centre // centre-right
tags ideology: liberalism
tags used: 3"
SLE,4047,SLPP,Sierra Leone People's Party,Sierra Leone People's Party,-0.13,1961,2012,38.4,2007,"tags position: centre // centre-left // centre-right
tags ideology: social democracy // civic nationalism // third way // conservatism
tags used: 7"
SGP,4253,BS,Barisan Sosialis,Socialist Front,-1.29,1961,1988,33.2,1963,"tags position: left-wing
tags ideology: socialism
tags used: 2"
SGP,6893,LF,Labour Front,Labour Front,-1.02,1954,1960,27.1,1955,"tags position: centre-left
tags ideology: democratic socialism // left-wing nationalism // [ anti-imperialism ]
tags used: 3"
SGP,3279,NSP,National Solidarity Party,National Solidarity Party,-0.26,1987,2018,7.3,1991,"tags position: centre-left
tags ideology: social liberalism // civic nationalism // progressivism
tags used: 4"
SGP,6896,LSP,Parti Liberal Sosialis,Liberal Socialist Party,-0.34,1956,1963,8.2,1959,"tags position: left-wing
tags ideology: [ liberal socialism ] // social liberalism // progressivism
tags used: 3"
SGP,6892,PP,Parti Progresif,Progressive Party,1.06,1947,1956,45.4,1951,"tags position: right-wing
tags ideology: conservatism
tags used: 2"
SGP,3277,PAP,People's Action Party,People's Action Party,0.78,1954,2018,86.7,1968,"tags position: centre-right
tags ideology: conservatism // social conservatism // national conservatism // economic liberalism // civic nationalism // secularism
tags used: 7"
SGP,8620,PPP,People's Power Party,People's Power Party,-1.16,2015,2018,1.1,2015,"tags position: left-wing
tags ideology: democratic socialism // [ three principles of the people ]
tags used: 2"
SGP,4370,PKMS,Pertubohan Kebangsaan Melayu Singapura,Singapore Malay National Organisation,1.07,1967,2018,2.1,1980,"tags position: right-wing
tags ideology: [ ketuanan melayu ] // conservatism // [ islamism ]
tags used: 2"
SGP,6898,UMNO,Pertubuhan Kebangsaan Melayu Bersatu,United Malays National Organisation,1.49,1946,2018,5.3,1959,"tags position: right-wing
tags ideology: [ ketuanan melayu ] // [ kyoto university ] // [ malayan union ] // [ onn jaafar ] // [ ariffin omar ] // [ alliance party (malaysia) ] // [ early malay nationalism ] // national conservatism // social conservatism
tags used: 3"
SGP,5640,RP,Reform Party,Reform Party,-0.23,2008,2018,4.3,2011,"tags position: centre-left
tags ideology: social liberalism // [ liberal democracy ]
tags used: 2"
SGP,3561,SDP,Singapore Democratic Party,Singapore Democratic Party,-0.11,1980,2018,12,1991,"tags position: centre // centre-left
tags ideology: liberalism // social liberalism
tags used: 4"
SGP,6897,SPA,Singapore People's Alliance,Singapore People's Alliance,-1.29,1959,1965,20.7,1959,"tags position: left-wing
tags ideology: socialism
tags used: 2"
SGP,4255,SPP,Singapore People's Party,Singapore People's Party,-0.13,1994,2018,2.3,1997,"tags position: centre-left
tags ideology: liberalism // social liberalism // [ liberal democracy ]
tags used: 3"
SGP,3651,SUF/DPP,Singapore United Front / Democratic Progressive Party,Singapore United Front / Democratic Progressive Party,-0.83,1973,2018,10,1984,"tags position: centre-left
tags ideology: democratic socialism // progressivism
tags used: 3"
SXM,8660,DP,Democratische Partij Sint Maarten,Democratic Party Sint Maarten,-0.41,1954,2017,12.7,2016,"tags position: centre-left
tags ideology: [ christian left ] // christian democracy // social democracy
tags used: 3"
SXM,8665,,Nationale Alliantie,National Alliance,-0.61,2002,2018,35.3,2020,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
SXM,8659,UD,United Democrats,United Democrats,-0.4,2017,2018,42.4,2018,"tags position: centre-left
tags ideology: [ christian left ] // christian democracy // social democracy
tags used: 3"
SVK,217,ANO,Aliancia Nového Občana,Alliance of the New Citizen,0.41,2001,2011,8,2002,"tags position:
tags ideology: populism // conservative liberalism
tags used: 2"
SVK,6629,DEÚS,Demokratická únia Slovenska,Democratic Union of Slovakia,0.34,1994,1995,8.6,1994,"tags position: centre
tags ideology: liberal conservatism
tags used: 2"
SVK,6983,HSĽS,Hlinkova slovenská ľudová strana,Hlinka's Slovak People's Party,1.82,1913,1945,74.6,1938,"tags position: far-right
tags ideology: [ slovakia ] // [ clerical fascism ] // [ slovak nationalism ] // [ national catholicism ] // [ corporate statism ] // national conservatism // [ anti-hungarian sentiment ] // [ nazism ] // [ political faction ] // [ nástup ] // [ salzburg conference ]
tags used: 2"
SVK,2133,HZD,Hnutie za demokraciu,Movement for Democracy,0.42,2002,2014,3.3,2002,"tags position: centre
tags ideology: conservatism // populism
tags used: 3"
SVK,340,KSS,Komunistická strana Slovenska,Communist Party of Slovakia,-2.23,1992,2018,6.3,2002,"tags position: far-left
tags ideology: communism // marxism-leninism
tags used: 3"
SVK,6980,KSS,Komunistická strana Slovenska,Communist Party of Slovakia (1939),-2.16,1939,1990,68.7,1986,"tags position:
tags ideology: communism // marxism-leninism // [ stalinism ]
tags used: 2"
SVK,7360,KU,Kresťanská únia,Christian Union,1.18,2019,2018,3.9,2019,"tags position: centre-right // right-wing
tags ideology: [ christian right ] // national conservatism // social conservatism
tags used: 4"
SVK,63,KDH,Kresťanskodemokratické hnutie,Christian Democratic Movement,0.52,1990,2018,19.2,1990,"tags position: centre-right
tags ideology: christian democracy // social conservatism // pro-europeanism
tags used: 4"
SVK,560,LS — HZDS,Ľudová strana — Hnutie za demokratické Slovensko,People's Party — Movement for a Democratic Slovakia,1.7,1991,2014,37.3,1992,"tags position: syncretism
tags ideology: right-wing populism // [ slovak nationalism ] // [ economic nationalism ] // euroscepticism // [ russophilia ]
tags used: 3"
SVK,1725,LU / LS,Ludová únia / Liberálna strana,People's Union / Liberal Party,0.38,2004,2004,1.7,2004,"tags position: centre-right
tags ideology: liberalism // conservatism // liberal conservatism // populism
tags used: 5"
SVK,2283,MKDM,Maďarské kresťanskodemokratické hnutie — Magyar Kereszténydemokrata Mozgalom,Hungarian Christian Democratic Movement,0.54,1990,1998,0,1994,"tags position: centre-right
tags ideology: [ hungarians in slovakia ] // [ ethnic party ] // christian democracy
tags used: 2"
SVK,258,MH,MOST-HID,Most-Hid,0.36,2009,2021,8.1,2010,"tags position: centre // centre-right
tags ideology: liberal conservatism // [ hungarians in slovakia ] // [ ethnic party ] // pro-europeanism
tags used: 4"
SVK,6982,NF,Národný front,National Front,-1.21,1943,1990,100,1986,"tags position: far-left
tags ideology: [ anti-fascism ] // [ state socialism ] // social democracy // christian democracy // communism // marxism-leninism // [ stalinism ]
tags used: 5"
SVK,6686,NOVA,Nová väčšina,New Majority,0.55,2012,2018,6.8,2014,"tags position: centre-right
tags ideology: liberal conservatism // christian democracy
tags used: 3"
SVK,665,OKS,Obcianska konzervatívna strana,Civic Conservative Party,0.58,2004,2018,2.3,2010,"tags position: centre-right
tags ideology: [ fiscal conservatism ] // euroscepticism // liberal conservatism
tags used: 3"
SVK,2130,OLaNO,Obyčajní Ľudia a Nezávislé Osobnosti,Ordinary People and Independents,0.36,2011,2018,8.6,2012,"tags position: centre // centre-right
tags ideology: populism // [ anti-corruption ] // social conservatism
tags used: 4"
SVK,7361,PS,Progresívne Slovensko,Progressive Slovakia,-0.26,2017,2018,20.1,2019,"tags position: centre-left // europe elects
tags ideology: progressivism // social liberalism // pro-europeanism
tags used: 5"
SVK,6984,RSZML,Republikánska strana zemedelského a maloroľníckeho ľudu,Republican Party of Farmers and Peasants,0.74,1899,1938,6.3,1938,"tags position: centre-right
tags ideology: agrarianism // conservatism
tags used: 3"
SVK,4872,S,Sieť,Network,0.52,2016,2016,5.6,2016,"tags position: centre // centre-right
tags ideology: liberal conservatism // christian democracy // social conservatism // economic liberalism
tags used: 6"
SVK,1386,SaS,Sloboda a Solidarita,Freedom and Solidarity,0.2,2009,2018,12.1,2010,"tags position: centre-right
tags ideology: liberalism
tags used: 2"
SVK,137,SF,Slobodné fórum,Free Forum,0.08,2004,2018,3.5,2006,"tags position: centre
tags ideology: liberalism
tags used: 2"
SVK,1617,SDKU — DS,Slovenská demokratická a kresťanská únia — Demokratická strana,Slovak Democratic and Christian Union — Democratic Party,0.48,2000,2018,18.4,2006,"tags position: centre-right
tags ideology: liberal conservatism // conservative liberalism // pro-europeanism
tags used: 4"
SVK,730,SNS,Slovenská národná strana,Slovak National Party,1.89,1990,2018,13.9,1990,"tags position: right-wing // far-right
tags ideology: [ slovak nationalism ] // national conservatism // social conservatism // [ economic nationalism ] // right-wing populism // euroscepticism // [ russophilia ] // [ anti-romani sentiment ] // [ anti-hungarian sentiment ]
tags used: 6"
SVK,4873,SR,Sme Rodina — Boris Kollár,We are family — Boris Kollar,1.54,2015,2018,6.6,2016,"tags position: right-wing // centre for eastern studies
tags ideology: right-wing populism // [ slovak nationalism ] // [ opposition to immigration ] // social conservatism
tags used: 4"
SVK,311,Smer — SD,Smer — sociálna demokracia,Direction — Social Democracy,-0.58,1999,2018,44.4,2012,"tags position: centre-left // left-wing
tags ideology: right-wing populism // social conservatism // left-wing nationalism // social democracy // euroscepticism
tags used: 7"
SVK,200,SDSS,Sociálnodemokratická strana Slovenska,Social Democratic Party of Slovakia,-0.61,1992,1998,4,1992,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
SVK,205,SV,Spoločná voľba,Common Choice,-0.56,1994,1994,10.4,1994,"tags position: centre-left
tags ideology: big tent // social democracy
tags used: 3"
SVK,8177,Spolu,Spolu — občianska demokracia,Together — Civic Democracy,0.33,2018,2018,14,2019,"tags position: centre // balkan insight // centre-right
tags ideology: conservative liberalism // pro-europeanism
tags used: 5"
SVK,1242,SDL,Strana demokratickej ľavice,Party of the Democratic Left (1990),-0.78,1990,2004,14.7,1992,"tags position: centre-left
tags ideology: social democracy // democratic socialism
tags used: 3"
SVK,349,SMK-MKP,Strana maďarskej koalície / Strana maďarskej komunity,Party of the Hungarian Coalition / Party of the Hungarian Community,0.81,1998,2021,11.7,2006,"tags position: centre-right
tags ideology: [ hungarians in slovakia ] // christian democracy // [ christian humanism ] // [ subsidiarity ] // national conservatism
tags used: 3"
SVK,2282,SSL,Strana slobody,Freedom Party,0.34,1946,1990,1.8,1990,"tags position: centre // centre-right
tags ideology: christian democracy // republicanism
tags used: 4"
SVK,1569,SZ-S,Strana zelených [na Slovensku],Green Party [in Slovakia],-0.47,1989,2018,3.5,1990,"tags position: centre-left
tags ideology: green politics // pro-europeanism
tags used: 3"
SVK,5,VPN,Verejnosť proti násiliu,Public against Violence,0.08,1990,1992,29.4,1990,"tags position: centre
tags ideology: liberalism // pro-europeanism
tags used: 3"
SVK,8394,Za,Za ľudí,Forthe People,0.25,2019,2018,5.8,2020,"tags position: centre // balkan insight // centre-right
tags ideology: pro-europeanism
tags used: 4"
SVK,230,ZRS,Združenie robotníkov Slovenska,Association of Workers of Slovakia,-1.41,1994,1998,7.3,1994,"tags position: left-wing // far-left
tags ideology: [ agrarian socialism ] // [ anti-capitalism ] // [ classical radicalism ] // euroscepticism
tags used: 3"
SVN,467,DeSUS,Demokratična stranka upokojencev Slovenije,Democratic Party of Retired People of Slovenia,-0.13,1991,2018,10.2,2014,"tags position: centre
tags ideology: [ list of pensioners' parties ] // [ the independent ] // [ single-issue politics ] // social liberalism // pro-europeanism
tags used: 3"
SVN,98,DL,Državljanska lista,Civic List,0.33,2011,2018,8.4,2011,"tags position: centre // centre-right
tags ideology: classical liberalism
tags used: 3"
SVN,8232,JDS,Jugoslovenska demokratska stranka,Yugoslav Democratic Party,0.08,1918,1924,,,"tags position: centre
tags ideology: liberalism // [ yugoslavism ]
tags used: 2"
SVN,2273,KPS / ZKS,Komunistična Partija Slovenije / Zveza Komunistov Slovenije,Communist Party of Slovenia / League of Communists of Slovenia,-1.64,1937,1990,17.3,1990,"tags position: left-wing // far-left
tags ideology: communism // marxism-leninism // [ titoism ] // democratic socialism
tags used: 5"
SVN,6131,L,Levica,The Left,-1.02,2014,2018,9.3,2018,"tags position: left-wing
tags ideology: democratic socialism // [ eco-socialism ] // progressivism // euroscepticism
tags used: 4"
SVN,975,LDS,Liberalna demokracija Slovenije,Liberal Democracy of Slovenia,-0.1,1990,2018,36.3,2000,"tags position: centre // centre-left
tags ideology: liberalism // social liberalism // pro-europeanism
tags used: 5"
SVN,6132,LMS,Lista Marjana Šarca,List of Marjan Sarec,-0.16,2014,2018,12.6,2018,"tags position: centre // centre-left
tags ideology: social liberalism // populism // pro-europeanism
tags used: 5"
SVN,1773,LZJ — PS,Lista Zorana Jankovića — Pozitivna Slovenija,Zoran Janković's List — Positive Slovenia,-0.34,2011,2018,28.5,2011,"tags position: centre-left
tags ideology: social liberalism // social democracy
tags used: 3"
SVN,1618,NSi,Nova Slovenija — Krščanska ljudska stranka,New Slovenia — Christian People's Party,0.66,2000,2018,4.9,2011,"tags position: centre-right
tags ideology: christian democracy // social conservatism // conservatism // pro-europeanism
tags used: 5"
SVN,8230,OFS,Osvobodilna fronta slovenskega naroda,Liberation Front of the Slovene Nation,-0.4,1941,1953,,,"tags position: left-wing
tags ideology: [ anti-fascism ] // communism // [ slovenian nationalism ] // [ yugoslavism ] // [ christian socialism ] // liberalism
tags used: 3"
SVN,472,SDS,Slovenska demokratska stranka,Slovenian Democratic Party,1.28,1989,2018,29.3,2008,"tags position: right-wing
tags ideology: conservatism // [ slovenian nationalism ] // right-wing populism // [ opposition to immigration ]
tags used: 3"
SVN,8231,SLS,Slovenska ljudska stranka,Slovene People's Party (1982),0.74,1892,1945,,,"tags position:
tags ideology: conservatism // [ slovenes ] // [ autonomy ] // christian democracy // [ slovenian nationalism ]
tags used: 2"
SVN,764,SLS,Slovenska ljudska stranka,Slovenian People's Party,0.71,1990,2018,19.4,1996,"tags position: centre-right
tags ideology: conservatism // [ green conservatism ] // agrarianism // christian democracy
tags used: 4"
SVN,96,SNS,Slovenska nacionalna stranka,Slovenian National Party,1.67,1992,2018,10,1992,"tags position: right-wing // far-right
tags ideology: [ slovenian nationalism ] // right-wing populism
tags used: 3"
SVN,1403,SD/ZLSD,Socialni demokrati / Združena lista socialnih demokratov,Social Democrats / United List of Social Democrats,-0.61,1993,2018,30.4,2008,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
