country,name_short,name_english,year_first,year_last,share,share_year,party_id,partyfacts_id
GRC,DSKE,Democratic Socialist Party of Greece,1946,1946,7.6,1946,7113,7113
GRC,SPG,Socialist Party of Greece,1950,1950,,1950,7114,7114
GRC,LL,Left Liberals,1950,1950,,1950,7115,7115
GRC,PAP,Politically Independent Alignment,1950,1950,8.1,1950,7116,7116
GRC,NAP,National Agricultural Party,1961,1961,,1961,7117,7117
GTM,FUN,National Unity Front,1982,1982,,1982,7118,7118
GUY,APNU,A Partnership for National Unity,2011,2015,40.8,2011,7119,7119
HUN,OKGFP,National Smallholders and Agricultural Labourers Party,1920,1921,51.4,1920,7120,7120
IRQ,INC,Iraqi National Congress,2014,2014,,2014,7121,7121
IRQ,URC,Uniters for Reform Coalition,2014,2014,5.2,2014,7122,7122
IRQ,AW,National Coalition,2014,2018,6,2018,7123,7123
ITA,PDSI,Italian Social Democratic Party,1919,1919,10.9,1919,7127,7127
ITA,UL,Liberal Union,1913,1919,47.6,1913,7128,7128
ITA,PLD,Democratic Liberal Party,1919,1921,15.9,1919,7129,7129
ITA,Left,Historical Left,1900,1909,54.4,1909,7130,7130
ITA,Far Left,Historical Far Left,1900,1900,7.1,1900,7131,7131
LBR,COTOL,Coalition for the Transformation of Liberia,2005,2005,12.5,2005,7133,7133
LKA,VLSSP,Revolutionary Ceylon Equal Society Party,1952,1952,0,1952,7134,7134
LKA,PEJP,Democratic United National Front,2010,2010,,2010,7135,7135
MLI,UPB,Union of the Populations of Bandiagara,1957,1957,6.3,1957,7138,7138
MMR,BWP,Burma Workers Party,1951,1951,,1951,7139,7139
MMR,BDP,Burma Democratic Party,1951,1951,,1951,7140,7140
MNG,MNDP,Mongolian National Democratic Party,2012,2012,0,2012,7142,7142
MUS,MR,Republican Movement,2005,2005,,2005,7143,7143
MUS,MMSM,Mauritian Militant Socialist Movement,2005,2005,,2005,7144,7144
NIC,UNO,National Opposition Union,1990,1990,53.9,1990,7145,7145
NIC,PSC,Social Christian Party,1967,1967,,1967,7146,7146
NIC,PLIUN,Independent Liberal Party for National Unity,1996,1996,,1996,7147,7147
NIC,PALI,Neoliberal Party,1996,1996,,1996,7149,7149
PAK,MMA,United Council of Action,2002,2018,11.3,2002,7150,7150
PAN,PLCh,Chiarista Liberal Party,1932,1948,21.9,1936,7151,7151
PAN,PNR,Revolutionary National Party,1936,1952,53.1,1940,7152,7152
PAN,PLD,Democratic Liberal Party,1936,1948,14.5,1945,7153,7153
PAN,PAD,Democratic Action Party,1968,1968,,1968,7154,7154
PAN,PPN,National Progressive Party,1968,1968,,1968,7155,7155
PAN,UP,Patriotic Union,2009,2009,5.7,2009,7156,7156
PER,MBH,Hayist Bases Movement,1985,1985,,1985,7157,7157
PER,PMHP,Peruvian Humanist Party,2011,2011,,2011,7158,7158
ROU,PCD,Conservative-Democratic Party,1911,1911,5.6,1911,7159,7159
ROU,PGR,German Party,1931,1932,,1931,7160,7160
ROU,LA,Agrarian League,1931,1931,,1931,7161,7161
ROU,FP,Ploughmen's Front,1946,1946,,1946,7162,7162
ROU,PNL-Tătărescu,National Liberal Party–Tătărescu,1946,1946,,1946,7163,7163
ROU,PNP,National Popular Party,1946,1946,,1946,7164,7164
SGP,KM,Malay Union,1963,1963,,1963,7165,7165
SGP,MIC,Malaysian Indian Congress,1963,1963,,1963,7166,7166
SRB,AA,Agrarian Party,1920,1923,7,1923,7173,7173
SRB,SKS,Independent Agrarian Party,1920,1920,,1920,7174,7174
SRB,ZZS,Together for Serbia,2014,2016,,2014,7175,7175
SUR,PSP,Progessive Socialist Party,1977,1977,,1977,7176,7176
SUR,SRI,Indonesian People's Party,1969,1973,,1969,7177,7177
SUR,PBP,Progressive Bush Negro Party,1973,1973,,1973,7178,7178
SUR,D21,Democrats of the 21st Century,2005,2005,,2005,7179,7179
SUR,T2000,Meeting Point 2000,2005,2010,,2005,7180,7180
SUR,NS,New Suriname,2010,2010,,2010,7181,7181
SUR,SPA,Surinamese Labour Party,1991,2015,,1991,7182,7182
SUR,BEP,Brotherhood and Unity in Politics,2005,2015,,2005,7183,7183
TCD,NRDC,National Rally for Democracy in Chad,2011,2011,4.3,2011,7184,7184
TGO,CAEC,Rainbow Alliance,2013,2013,10.8,2013,7185,7185
ZMB,UDA,United Democratic Alliance,2006,2006,22.5,2006,7187,7187
ARG,UCN,National Civic Union,1912,1912,8.9,1912,7188,7188
BRB,CP,West Indian National Congress Party,1946,1951,29.2,1946,7190,7190
BRB,BEA,Barbados Electors Association,1946,1951,29.8,1951,7191,7191
BRB,PCP,Progressive Conservative Party,1956,1956,21.4,1956,7192,7192
BEN,UPD,Dahomeyan Progressive Union,1947,1947,83.3,1947,7193,7193
BEN,BPA,African People's Bloc,1947,1952,12.5,1952,7194,7194
BOL,PSI,Independent Socialist Party,1938,1940,13.8,1940,7195,7195
BFA,MDV,Voltaic Democratic Movement,1957,1957,23.4,1957,7204,7204
BFA,PDU,Unified Democratic Party,1957,1957,55.5,1957,7205,7205
BFA,EFN,Entente Fada N'Gourma,1957,1957,10.1,1957,7206,7206
BFA,MPA,African Popular Movement,1957,1957,8.2,1957,7207,7207
MMR,21P,21 Party,1922,1922,48.3,1922,7208,7208
MMR,PP/IP,Progressive Party/Independent Party/Golden Valley Party,1922,1928,25.9,1922,7210,7210
MMR,NP,Nationalist Party,1925,1925,24.3,1925,7211,7211
MMR,HRP,Home Rule Party,1925,1925,10.7,1925,7213,7213
MMR,SP,Swaraj Party,1925,1925,8.7,1925,7214,7214
MMR,PP,People's Party,1928,1928,38.8,1928,7215,7215
MMR,NPO,National Parliamentary Organisation,1928,1928,4.9,1928,7216,7216
BDI,PDC,Christian Democratic Party,1961,1961,3.1,1961,7217,7217
TCD,UDT,Chadian Democratic Union,1952,1952,72.4,1952,7219,7219
MMR,ASL,Anti-Separation League,1932,1932,52.5,1932,7224,7224
MMR,SL,Separation League,1932,1932,36.3,1932,7226,7226
MMR,UGCBA,United GCBA,1936,1936,34.8,1936,7229,7229
MMR,HMPGCBA,Hlaing-Myat-Paw GCBA,1936,1936,9.1,1936,7230,7230
MMR,PMP,Poor Man's Party,1936,1936,12.1,1936,7232,7232
DJI,RU,Republican Union,1957,1957,100,1957,7235,7235
DJI,DESIT,Defence of Economic and Social Interests of Territory,1958,1958,78.1,1958,7236,7236
DJI,SDU,Somali Democratic Union,1958,1958,21.9,1958,7237,7237
EST,EKP,Communist Party of Estonia,1990,1990,25.7,1990,7238,7238
EST,I,Patriotic League,1936,1936,100,1936,7239,7239
GTM,PLP,Progressive Liberal Party,1931,1931,100,1931,7240,7240
GTM,FUPP,United Front of Political Parties and Civic Associations,1944,1944,100,1944,7243,7243
EST,ESDWP,Estonian Social Democratic Workers' Party,1919,1923,33.3,1919,7244,7244
EST,JCWC,Joint Council of Work Collectives,1990,1990,23.8,1990,7245,7245
GTM,PRG,Party of the Guatemalan Revolution,1953,1953,28.6,1953,7246,7246
GAB,CMG,Gabonese Mixed Committee,1952,1952,8.3,1952,7247,7247
GTM,FACN,National Anti-Communist Front,1954,1954,87.7,1954,7248,7248
GUY,MPCA,Manpower Citizens' Association,1947,1947,7.1,1947,7249,7249
GUY,BGCP,British Guiana Labour Party,1947,1947,35.7,1947,7250,7250
HTI,MKN,National Cobite Movement,1990,1990,6.2,1990,7251,7251
HND,LCPH,Liberal Constitutionalist Party of Honduras,1916,1923,100,1916,7252,7252
HTI,PHTK,Haitian Bald Head Party,2015,2015,26.7,2015,7253,7253
HTI,VERITE,Truth,2015,2015,14.7,2015,7254,7254
HTI,KID,Democratic Unit Convention,2015,2015,6.9,2015,7255,7255
HUN,PDP,Civic Democratic Party,1944,1944,5.2,1944,7256,7256
IND,AIML,All-India Muslim League,1945,1945,29.4,1945,7257,7257
IND,CNP,Congress Nationalist Party,1934,1934,8.2,1934,7258,7258
IND,NP,Nationalist Party,1926,1930,38.5,1930,7259,7259
IND,SP,Swaraj Party,1923,1926,36.2,1926,7260,7260
IND,ILP,Indian Liberal Party,1923,1923,18.6,1923,7261,7261
IND,DP,Democratic Party,1920,1920,46.2,1920,7262,7262
IRN,DPI,Democrat Party of Iran,1947,1947,57.1,1947,7263,7263
IRN,HEM,National Union Party,1943,1947,25,1947,7264,7264
IRN,HEM,National Will Party,1943,1943,19.1,1943,7265,7265
IRN,HE,Justice Party,1943,1943,11,1943,7266,7266
IRQ,PP,Progress Party,1925,1928,75,1928,7267,7267
IRQ,PP,People's Party,1925,1930,31.8,1925,7268,7268
IRQ,CP,Covenant Party,1930,1930,79.5,1930,7269,7269
IRQ,HIW,Party of National Brotherhood,1933,1934,14.8,1933,7270,7270
IRQ,NUP,National Unity Party,1934,1934,86.4,1934,7271,7271
JPN,TY,Imperial Rule Assistance Association,1942,1942,83.2,1942,7272,7272
ZWE,RGA,Rhodesia Party,1920,1965,54,1924,7275,7275
ZWE,U,Unionists,1920,1920,10,1920,7276,7276
ZWE,RLP,Rhodesia Labour Party,1924,1948,33.2,1939,7277,7277
ZWE,PP,Progressive Party,1928,1928,28.2,1928,7278,7278
ZWE,RP,Reform Party,1933,1939,37.9,1933,7279,7279
ZWE,UFP,United Party,1958,1962,44.9,1958,7280,7280
ZWE,SRLP,Southern Rhodesian Labour Party,1946,1946,5.6,1946,7281,7281
ZWE,SRLP,Southern Rhodesian Liberal Party,1946,1948,32.9,1946,7282,7282
ZWE,URP,United Party,1934,1958,61.9,1934,7283,7283
ZWE,CP,Confederate Party,1954,1954,22.3,1954,7285,7285
ZWE,DP,Dominion Party,1958,1958,47.2,1958,7286,7286
ZMB,FP,United Party,1954,1954,54.3,1954,7288,7288
ZMB,UFP,United Party,1959,1962,52.4,1959,7289,7289
ZMB,DP,Dominion Party,1959,1959,11.2,1959,7290,7290
ZMB,CAP,Central Africa Party,1959,1959,10,1959,7291,7291
SYR,ALM,Arab Liberation Movement,1953,1953,87.8,1953,7293,7293
SYR,IMS,Muslim Brotherhood of Syria/Islamic Socialist Front,1961,1961,5.8,1961,7294,7294
SYR,ASU,Arab Socialist Union,1971,2016,6.4,1971,7295,7295
SUR,EF,Unity Front,1955,1958,52.4,1955,7296,7296
MWI,NAC,Nyasaland African Congress,1956,1956,45.5,1956,7299,7299
MUS,RM,Mauritian Rallye,1953,1953,6.5,1953,7300,7300
NER,UNIS,Union of Nigerien Independents and Sympathisers,1952,1952,97.1,1952,7301,7301
RUS,KD,Constitutional Democratic Party,1906,1912,37.4,1906,7302,7302
RUS,Trudoviks,Labour Group,1906,1906,20.3,1906,7303,7303
RUS,PP,Progressive Party,1906,1912,12.6,1906,7304,7304
RUS,SRP,Socialist Revolutionary Party,1906,1917,37.6,1917,7305,7305
RUS,UO17,Union of October 17,1907,1912,30.3,1907,7306,7306
RUS,N,Nationalists,1907,1912,27.1,1912,7307,7307
RUS,Right,Right-wing,1907,1912,14.7,1912,7308,7308
RUS,PPR,Party of Peaceful Renovation,1907,1907,,1907,7309,7309
RUS,USRP,Ukrainian Socialist-Revolutionary Party,1917,1917,12.7,1917,7310,7310
SEN,BPS,Senegalese Popular Bloc,1957,1957,78,1957,7313,7313
SEN,PSAS,Senegalese Party of Socialist Action,1957,1957,11.5,1957,7314,7314
SEN,BDS,Senegalese Democratic Bloc,1952,1952,82,1952,7315,7315
SEN,SFIO,French Section of the Workers' International,1952,1952,18,1952,7316,7316
SEN,URS,Socialist Republican Union,1946,1946,100,1946,7317,7317
SDN,SSFP,Southern Sudan Federal Party,1958,1958,22,1958,7318,7318
TUN,NU,National Union,1956,1956,98.7,1956,7319,7319
UZB,EMU,Ecological Movement of Uzbekistan,2014,2019,73.3,2019,7320,7320
PER,AR,Republican Action,1931,1931,7.3,1931,7322,7322
PER,CRP,Constitutional Renewal Party of Peru,1931,1931,6.5,1931,7323,7323
PHL,KALIBAPI,Association for Service to the New Philippines,1943,1943,100,1943,7324,7324
PRT,PRP,Portuguese Republican Party,1910,1910,9,1910,7325,7325
COG,MCU,Moyen-Congo Union,1957,1957,11.1,1957,7326,7326
ALB,Z,Zogist group,1923,1923,33.8,1923,7327,7327
ALB,LO,Liberal Opposition,1923,1923,46.8,1923,7328,7328
BFA,UV,Voltaic Union,1948,1952,62.5,1948,7329,7329
BFA,PDV-RDA,Voltaic Democratic Party–African Democratic Rally,1948,1948,25,1948,7330,7330
BFA,RPF,Rally of the French People,1952,1952,15,1952,7331,7331
BFA,SEA,Social and Economic Action,1952,1952,20,1952,7332,7332
BFA,UDIOV,Union for the Defence of the Interests of Upper Volta,1952,1952,17.5,1952,7333,7333
GIN,SFIO,French Section of the Workers' International,1952,1952,46.9,1952,7334,7334
CIV,PUFCI,Party of the French Union of Côte d'Ivoire,1952,1952,12.5,1952,7335,7335
ISR,HaHe,New Right,2019,2019,,2019,7350,7350
POL,Spr,Spring,2019,2019,4.1,2019,7356,7356
GRC,RP,Reform Party,1920,1920,,1920,7366,7366
GRC,CP,Conservative Party,1920,1920,,1920,7367,7367
ZWE,REU,Rhodesia Electoral Union,1970,1970,12.1,1970,7370,7370
SRB,UP,United Opposition,1935,1938,44.9,1938,7371,7371
SML,NUF,National United Front,1959,1959,58.3,1959,7373,7373
SDN,IF,Independence Front,1948,1948,5.4,1948,7381,7381
SLV,PAC,Constitutional Authentic Party,1961,1961,6.8,1961,7382,7382
SLV,PREN,Republican Party of National Evolution,1966,1966,5.9,1966,7383,7383
SLV,UDN,Nationalist Democratic Union,1970,1972,6.1,1970,7384,7384
ARE,indep,independent,2006,2019,50,2006,7388,7388
BLR,RPTS,Republican Party of Labour and Justice,2019,2019,6.8,2019,7407,7407
CYP,PF,Progressive Front,1970,1970,11.6,1970,7411,7411
CYP,EK/DEK,Democratic National Party,1970,1970,6.6,1970,7412,7412
BHR,L,Liberals [no-party],2002,2002,7.5,2002,7413,7413
BHR,IS,Islamic Societies [no-party],2002,2002,47.5,2002,7414,7414
BOL,MNRP,Nationalist Revolutionary Movement of the People,1966,1966,6,1966,7417,7417
BLR,KPB,Communist Party of Belarus,2016,2019,10.6,2019,7418,7418
HUN,EBP,United Left Party,1926,1926,7.9,1926,7419,7419
LTU,CPL/CPSU,Communist Party of Lithuania/Communist Party of the Soviet Union,1990,1990,5.2,1990,7420,7420
GRC,TM,Third Party,1902,1905,12.8,1902,7423,7423
ARG,UCR-U,Unified Radical Civic Union,1924,1926,11,1924,7425,7425
COD,MNC-K,Congolese National Movement - Kalonji,1960,1960,7.3,1960,7426,7426
COD,CONACO,Convention Nationale Congolaise,1965,1965,22.8,1965,7427,7427
DOM,PR,Reformist Party,1970,1982,82.4,1974,7429,7429
THA,SP,Sahachip Party,1946,1946,,1946,7430,7430
BOL,PS,Socialist Party,1920,1920,4.8,1920,7431,7431
CRI,NP,National Party,1906,1906,42,1906,7436,7436
CRI,PP,Party of the People,1906,1906,15,1906,7437,7437
CRI,RU,Republican Union,1906,1932,29.1,1932,7438,7438
CRI,PP,Peliquista Party,1917,1917,100,1917,7439,7439
CRI,RP,Republicano provincial,1932,1934,22.8,1932,7440,7440
CRI,UPA,Unión provincial alajuelense,1934,1934,5.5,1934,7441,7441
CRI,RI,Republicano Independiente,1938,1938,7.3,1938,7442,7442
CRI,CA,Cortesista alajuelense,1942,1942,8.1,1942,7443,7443
GRC,N,Nationalists,1915,1915,76.4,1915,7444,7444
GRC,NII,Northern Ipiros Independents,1915,1915,5.7,1915,7445,7445
IDN,MRW,Moderate right-wing [no-party],1917,1931,60,1927,7446,7446
IDN,MLW,Moderate left-wing [no-party],1917,1931,29.2,1921,7447,7447
IDN,LW,Left-wing [no-party],1917,1935,33.3,1935,7448,7448
IDN,RW,Right-wing [no-party],1917,1935,38.3,1935,7449,7449
KWT,MG,Merchants [no-party],1961,1961,32.3,1961,7450,7450
KWT,L,Liberals [no-party],1961,2013,16.1,1961,7451,7451
KWT,TC TG,Tribal candidates // Tribal groups [no-party],1961,2013,50.9,2009,7452,7452
KWT,Sh,Shi'ite Religious [no-party],1961,2013,30,2012,7453,7453
KWT,PG,Pro-Government [no-party],1963,2006,56,1981,7454,7454
KWT,Su,Sunni Religious [no-party],1963,1999,32,1996,7455,7455
KWT,SO,Secular Opposition [no-party],1963,1999,28,1999,7456,7456
KWT,Si,Sunni Islamists [no-party],2008,2013,38.9,2008,7457,7457
KWT,I,Islamists [no-party],2003,2008,42,2003,7458,7458
ESP,AN,National Alliance,1933,1933,0,1933,7464,7464
ESP,PRSI,Independent Radical Socialist Party,1933,1933,0,1933,7465,7465
EST,KRE,Christian People's Party,1920,1926,7.5,1920,7466,7466
FJI,NFP-F,National Federation Party - Flower,1977,1977,23.7,1977,7467,7467
FJI,NFP-D,National Federation Party - Dove,1977,1977,20.6,1977,7468,7468
FJI,ANC,All Nationals Congress,1992,1994,8,1992,7469,7469
FJI,VLV,Christian Democratic Alliance,1999,1999,9.7,1999,7470,7470
IRQ,Hiwar,Iraqi National Dialogue Front,2010,2010,,2010,7471,7471
LBN,GC,Greek Catholics,1996,1996,6.3,1996,7473,7473
NGA,GNPP,Great Nigeria People's Party,1979,1979,9.6,1979,7475,7475
NGA,NEPU,Northern Elements Progressive Union,1959,1959,6.7,1959,7476,7476
COD,PUNA,Party of National Unity,1960,1960,5.3,1960,7478,7478
COD,Cerea,Centre de Regroupement Africain,1960,1960,4.3,1960,7479,7479
COD,CK,Cartel Katangais,1960,1960,4.9,1960,7480,7480
COM,RACHADE,Rally for Change and Democracy,1992,1992,8.1,1992,7481,7481
COM,FDC,Democratic Front of the Comoros,1992,2004,8,1992,7482,7482
COM,URFC,Uweco // Realising Freedom's Capability // Union for a Democratic Republic in the Comoros,1992,1992,5.3,1992,7483,7483
ZWE,ANCI,African National Council Independents,1974,1974,9.1,1974,7484,7484
COM,BM,Baobab Movement,2009,2009,83.3,2009,7485,7485
PER,PCP,Peruvian Communist Party,1978,1978,5.9,1978,7486,7486
ECU,FADI,Broad Front of the Left,1986,1990,6.9,1988,7487,7487
POL,NZR,National Workers' Union,1919,1919,1.2,1919,7488,7488
POL,PZL,Polish United Party,1919,1919,3.8,1919,7489,7489
ECU,MPS,Solidarity Fatherland Movement,2002,2002,9.3,2002,7490,7490
ECU,PL,Liberty Party // Freedom Party,1997,2002,11.5,2002,7491,7491
ECU,UN-UNO,Partido Unión Nacional,2002,2002,6.4,2002,7492,7492
SOM,PLGS,Liberal Somali Youth Party,1959,1959,11.4,1959,7493,7493
CAF,PAD,Action Party for Development,2011,2011,3.3,2011,7494,7494
MRT,RDU,Rally for Democracy and Unity,1992,2001,9.6,2001,7495,7495
ARM,BA,Bright Armenia,2017,2018,6.4,2018,7507,7507
ARM,IKD,My Step Alliance,2018,2018,70.4,2018,7508,7508
CAF,URCA,Union for Central African Renewal,2016,2016,9.9,2016,7537,7537
DJI,UMP,Union for the Presidential Majority,2003,2018,94.1,2008,7543,7543
DOM,PRM,Modern Revolutionary Party,2016,2016,20.4,2016,7544,7544
FIN,PS,Finns Party,2019,2019,17.5,2019,7547,7547
FIN,vas.,Left Alliance,2019,2019,8.3,2019,7548,7548
GAB,LD,The Democrats,2018,2018,7.7,2018,7554,7554
GNB,APU-PDGB,Assembly of the People United–Democratic Party of Guinea-Bissau,2019,2019,8.5,2019,7559,7559
ISL,CP,Centre Party,2017,2017,10.9,2017,7565,7565
IRN,PCR,Pervasive Coalition of Reformists: The Second Step,2016,2016,41,2016,7567,7567
IRN,PGC,Principlists Grand Coalition,2016,2016,29,2016,7569,7569
IRQ,FA,Fatah Alliance,2018,2018,13.2,2018,7585,7585
IRQ,NWM,National Wisdom Movement,2018,2018,5.3,2018,7591,7591
IRQ,SLC,State of Law Coalition,2010,2018,24.2,2010,7594,7594
IRQ,ITF,Iraqi Turkmen Front,2005,2010,,2005,7595,7595
IRQ,VA,Victory Alliance,2018,2018,10.9,2018,7597,7597
ISR,KL,Blue and White,2019,2019,26,2019,7599,7599
CIV,RHDP,Rally of Houphouëtists for Democracy and Peace,2016,2016,50.3,2016,7607,7607
KEN,ANC,Amani National Congress,2017,2017,4,2017,7609,7609
MNG,MPRP,Mongolian People's Revolutionary Party,2012,2016,8.1,2016,7623,7623
MNE,KC,Key Coalition,2016,2016,11.1,2016,7624,7624
NPL,FSFN,"Federal Socialist Forum, Nepal",2017,2017,4.9,2017,7625,7625
NER,PMR,Patriotic Movement for the Republic,2016,2016,7.1,2016,7627,7627
PNG,CDP,Christian Democratic Party,2017,2017,0.9,2017,7628,7628
PNG,CRP,Coalition for Reform Party,2017,2017,0.9,2017,7629,7629
PNG,MLP,Melanesian Liberal Party,2017,2017,0.9,2017,7630,7630
PNG,ODP,Our Development Party,2017,2017,0.9,2017,7631,7631
PNG,PNGCP,Papua New Guinea Country Party,2017,2017,0.9,2017,7632,7632
PNG,PNGP,Papua New Guinea Party,2017,2017,5.4,2017,7633,7633
PNG,PLP,People's Labour Party,2017,2017,1.8,2017,7634,7634
PNG,PMCP,People's Movement for Change Party,2017,2017,0.9,2017,7635,7635
PNG,SDP,Social Democratic Party,2017,2017,2.7,2017,7636,7636
PRY,GF,Guasú Front,2013,2013,5.5,2013,7638,7638
COG,DRR,Dynamic for the Republic and Recovery,2017,2017,2.2,2017,7640,7640
SRB,DJB,Enough is Enough - Restart,2016,2016,6,2016,7648,7648
SLE,C4C,Coalition for Change Party,2018,2018,5.5,2018,7649,7649
SLE,NGC,National Grand Coalition Party,2018,2018,2.7,2018,7651,7651
SLB,PFP,People First Party,2019,2019,2,2019,7653,7653
KOR,PP,People's Party,2016,2016,25.8,2016,7654,7654
KOR,LKP,Liberty Korea Party,2016,2016,33.5,2016,7655,7655
ESP,UWC,United We Can,2016,2019,,2016,7656,7656
TLS,PLP,People's Liberation Party,2017,2018,10.6,2017,7658,7658
TGO,MRC,Movement of Centrist Republicans,2018,2018,1.1,2018,7659,7659
TGO,NET,New Togolese Commitment,2018,2018,3.3,2018,7660,7660
TGO,PDP,Pan-African Democratic Party,2018,2018,1.1,2018,7661,7661
TGO,PMDD,Patriotic Movement for Democracy and Development,2018,2018,3.3,2018,7662,7662
TKM,AP,Agrarian Party,2018,2018,8.8,2018,7663,7663
ARG,CU,Citizen's Unity,2017,2017,19.9,2017,7664,7664
ARG,1P,1País,2017,2017,5.7,2017,7672,7672
IRQ,NMDR,National Movement for Development and Reform,2014,2014,,2014,7690,7690
IRQ,ATR,Alliance Towards Reforms,2018,2018,14.4,2018,7696,7696
BOL,UNB,Barrientista National Union,1978,1978,,1978,7715,7715
ARG,NU,Nacional Union,1912,1912,8.7,1912,7717,7717
AGO,AFAMP,Angolan Free Alliance Majority Party,2017,2017,,2017,7720,7720
AGO,APP,Angolan Pacific Party,2017,2017,,2017,7721,7721
AGO,PDDAPA,Party for Democracy and Development in Angola-Patriotic Alliance,2017,2017,,2017,7722,7722
AGO,NSPA,National Salvation Party of Angola,2017,2017,,2017,7723,7723
CRI,PRN,Independent National Republican Party,1932,1934,48.1,1934,7724,7724
ECU,MP,Pachakutic Movement,1997,1997,4.1,1997,7725,7725
ECU,NP,New Country,1997,1997,6.3,1997,7726,7726
PAN,P,Government’s [no-patrty],1918,1918,60.6,1918,7727,7727
PAN,C,Opposition [no-party],1918,1918,39.4,1918,7728,7728
DJI,M,Majority (Pro-Government) [no-party],1973,1973,75.9,1973,7729,7729
DJI,OM,Moderate Opposition [no-party],1973,1973,15.1,1973,7730,7730
BGR,GC,Governmental candidates [no-party],1938,1939,60.6,1938,7731,7731
BGR,OC,Opposition candidates [no-party],1938,1939,42.3,1939,7732,7732
COM,DPA,Dialogue Proposition Action // Mwangaza,1992,1992,5.4,1992,7734,7734
ARM,cc,Civil Contract,2017,2018,,2017,7754,7754
BGD,GA,Grand Alliance,2018,2018,,2018,7759,7759
ITA,CLC,Centre-left coalition,2008,2018,,2008,7777,7777
TLS,DDF,Democratic Development Forum,2018,2018,5.5,2018,7799,7799
ARM,MP,Mission Party,2017,2018,,2017,7800,7800
BIH,HSS,Croatian Peasant Party of Bosnia and Herzegovina,2014,2018,,2014,7801,7801
BIH,HSP,HSP,2018,2018,,2018,7802,7802
BIH,HNS,HNS,2018,2018,,2018,7803,7803
BIH,HKDU BiH,Croatian Christian Democratic Union of Bosnia and Herzegovina,2014,2018,,2014,7804,7804
BIH,HSP-AS BiH,HSP-AS BiH,2018,2018,,2018,7805,7805
BIH,HDU BiH,HDU BiH,2018,2018,,2018,7806,7806
BGR,ZS-AS,"Agrarian Union """"Aleksandar Stamboliyski""""",1994,2017,,1994,7809,7809
DJI,PSD,Social Democratic People's Party,2003,2018,,2003,7811,7811
DJI,UPR,Union of Reform Partisans,2003,2018,,2003,7812,7812
IRN,NTP,National Trust Party,2016,2016,,2016,7814,7814
IRN,UIIPP,Union of Islamic Iran People Party,2016,2016,,2016,7815,7815
IRN,MDP,Moderation and Development Party,2016,2016,,2016,7816,7816
IRN,IP,Iranian Principlists,2016,2016,,2016,7817,7817
IRN,ICP,Islamic Coalition Party,2016,2016,,2016,7818,7818
IRN,SDIR,Society of Devotees of the Islamic Revolution,2016,2016,,2016,7819,7819
IRN,SPIR,Society of Pathseekers of the Islamic Revolution,2016,2016,,2016,7820,7820
IRN,FIRS,Front of Islamic Revolution Stability,2016,2016,,2016,7821,7821
IRQ,BO,Badr Organization,2005,2018,,2005,7827,7827
IRQ,Sad,Speakers of the Truth,2018,2018,,2018,7828,7828
IRQ,ICP,Iraqi Communist Party,2005,2018,,2005,7832,7832
IRQ,AH,Al-Hadba,2014,2014,,2014,7845,7845
LVA,MF,Movement For!,2018,2018,,2018,7863,7863
LVA,G,Growth,2018,2018,,2018,7864,7864
MKD,PCERM,Social Democratic Union of Macedonia,2016,2016,,2016,7867,7867
MKD,APM,APM,2016,2016,,2016,7868,7868
MKD,PEP21,PEP21,2016,2016,,2016,7869,7869
MKD,POPM,POPM,2016,2016,,2016,7870,7870
SRB,TS,Together for Šumadija,2016,2016,,2016,7873,7873
SRB,NP,New Party,2016,2016,,2016,7874,7874
SRB,RP,Reformist Party,2016,2016,,2016,7875,7875
SRB,ZS,Greens of Serbia,2016,2016,,2016,7876,7876
SYR,SSNP,Syrian Social Nationalist Party,2016,2016,,2016,7877,7877
SYR,SCP,Syrian Communist Party (Bakdash),2016,2016,,2016,7878,7878
SYR,SUP,Socialist Unionist Party,2016,2016,,2016,7879,7879
SYR,SCP,Syrian Communist Party (Unified),2016,2016,,2016,7880,7880
SYR,NCP,National Covenant Party,2016,2016,,2016,7881,7881
SYR,ASM,Arab Socialist Movement,2016,2016,,2016,7882,7882
SYR,DSUP,Democratic Socialist Unionist Party,2016,2016,,2016,7883,7883
SYR,ADUP,Arabic Democratic Union Party,2016,2016,,2016,7884,7884
TLS,PUDD,PUDD,2018,2018,,2018,7885,7885
TLS,UDT,Timorese Democratic Union,2018,2018,,2018,7886,7886
TLS,FM,Front for National Reconstruction of Timor-Leste - Change,2018,2018,,2018,7887,7887
MAR,AA,Covenant Party,2007,2007,,2007,7889,7889
GTM,NRP,National Renewal Party,1982,1982,3,1982,7890,7890
MYS,SNAP,Sarawak National Party,1974,1999,5.8,1978,7891,7891
MYS,PEKEMAS,Malaysian Social Justice Party,1974,1974,5,1974,7892,7892
MYS,PR,People's Pact / People's Alliance,2008,2013,,2008,7893,7893
THA,PM,Mahachon Party / Great People's Party,2005,2005,8.3,2005,7894,7894
XKX,A,The Alternative,2017,2017,1.7,2017,7895,7895
HRV,HS,Human Shield,2016,2016,,2016,7898,7898
HRV,CC,Change Croatia,2016,2016,,2016,7899,7899
HRV,AD,Alphabet of democracy,2016,2016,,2016,7900,7900
GNB,Madem,Madem G15,2019,2019,21.1,2019,7901,7901
LBR,PDPL,People's Democratic Party,2005,2017,,2005,7903,7903
MDA,PAS,Party of Action and Solidarity,2019,2019,26.8,2019,7904,7904
