"","ctr_n","pty","abbr","name","name_english","information","ctr","pty_n","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty","country"
"1883","Slovenia",11,"SNS","Slovenska Nacionalna Stranka","Slovenian National Party",,705,"slovenska nacionalna stranka",1996,2014,6.1,2004,6,705000011,"SVN"
"1884","Slovenia",13,"SMS","Stranka Mladih Slovenije","Youth Party of Slovenia",,705,"stranka mladih slovenije",2000,2004,4.2,2000,2,705000013,"SVN"
"1885","Slovenia",14,"ZLSD","Združena Lista Socialnih Demokratov","United List of Social Democrats",,705,"zdruzena lista socialnih demokratov",1996,2004,11.7,2000,3,705000014,"SVN"
"1886","Slovenia",16,"AS","Aktivna Slovenija","Active Slovenia",,705,"aktivna slovenija",2004,2004,2.9,2004,1,705000016,"SVN"
"1887","Slovenia",19,"SJN","Slovenija je Naša","Slovenia is Ours",,705,"slovenija je naÅ¡a",2004,2004,2.5,2004,1,705000019,"SVN"
"1888","Slovenia",20,"SLS","Slovenska Ljudska Stranka","Slovenian People’s Party",,705,"slovenska ljudska stranka",2004,2004,6.6,2004,1,705000020,"SVN"
"1889","Slovenia",32,"SD","Socialni Demokrati","Social Democrats",,705,"socialni demokrati",2008,2014,28.9,2008,3,705000032,"SVN"
"1890","Slovenia",33,"Zares","Zares – Socialno-Liberalni","Zares – Social-Liberals",,705,"zares - socialno-liberalni",2008,2011,8.9,2008,2,705000033,"SVN"
"1891","Slovenia",36,"LGV","Državljanska Lista Gregorja Viranta","Gregorj Virant’s Civic List",,705,"drzavljanska lista gregorja viranta",2011,2011,8.3,2011,1,705000036,"SVN"
"1892","Slovenia",38,"SLS","Slovenska Ljudska Stranka","Slovenian People’s Party",,705,"slovenska ljudska stranka",2011,2014,6.8,2011,2,705000038,"SVN"
"1893","Slovenia",47,"PS","Pozitivna Slovenija","Positive Slovenia",,705,"pozitivna slovenija",2014,2014,3,2014,1,705000047,"SVN"
"1894","Slovenia",48,"SMC","Stranka Modernega Centra","Modern Center Party",,705,"stranka modernega centra",2014,2014,34.4,2014,1,705000048,"SVN"
"1895","Slovenia",50,"ZaAB","Zavezništvo Alenke Bratušek","Alliance of Alena Bratušek",,705,"zaveznistvo alenke bratusek",2014,2014,4.4,2014,1,705000050,"SVN"
"1896","Slovenia",55,"SLS","Slovenska Ljudska Stranka","Slovenian People’s Party",,705,"slovenska ljudska stranka",1996,1996,18.8,1996,1,705000055,"SVN"
"1897","Slovenia",58,"SKD","Slovenski Krščanski Demokrati","Slovenian Christian Democrats",,705,"slovenski krscanski demokrati",1996,1996,9.3,1996,1,705000058,"SVN"
"1898","Solomon Islands",3,,"Democratic Alliance Party",,,90,"Democratic Alliance Party",2014,2014,7.8,2014,1,90000003,"SLB"
"1899","Solomon Islands",4,,"Direct Development Party",,,90,"Direct Development Party",2010,2014,2.4,2010,2,90000004,"SLB"
"1900","Solomon Islands",6,,"Kadere Party of Solomon Islands",,,90,"Kadere Party of Solomon Islands",2014,2014,4.7,2014,1,90000006,"SLB"
"1901","Solomon Islands",7,,"Labour Party",,,90,"Labour Party",1989,2006,8.4,1989,3,90000007,"SLB"
"1902","Solomon Islands",8,,"Lafari Party",,,90,"Lafari Party",2006,2006,3.2,2006,1,90000008,"SLB"
"1903","Solomon Islands",9,,"Liberal Party",,,90,"Liberal Party",1989,2010,9.5,1989,3,90000009,"SLB"
"1904","Solomon Islands",10,,"National Action Party of Solomon Islands",,,90,"National Action Party of Solomon Islands/Peoples Alliance Party/Solomon Islands National Unity and Reconciliation Party",1993,1993,11.4,1993,1,90000010,"SLB"
"1905","Solomon Islands",11,,"National Transformation Party of Solomon Islands",,,90,"National Transformation Party of Solomon Islands",2014,2014,2.9,2014,1,90000011,"SLB"
"1906","Solomon Islands",12,,"National Democratic Party",,,90,"National Democratic Party",1980,1984,8.4,1980,2,90000012,"SLB"
"1907","Solomon Islands",13,,"National Front for Progress",,,90,"National Front for Progress",1989,1993,9,1989,2,90000013,"SLB"
"1908","Solomon Islands",14,,"National Party",,,90,"National Party",2006,2010,6.8,2006,2,90000014,"SLB"
"1909","Solomon Islands",17,,"Our Party",,,90,"Our Party",2010,2010,9.9,2010,1,90000017,"SLB"
"1910","Solomon Islands",18,,"Pan-Melanesian Congress Party",,,90,"Pan-Melanesian Congress Party",2014,2014,2.1,2014,1,90000018,"SLB"
"1911","Solomon Islands",19,,"People's Alliance Party",,,90,"Peopleâs Alliance Party",1980,2014,22.9,1989,7,90000019,"SLB"
"1912","Solomon Islands",23,,"Reform and Democratic Party of Solomon Islands",,,90,"Rural and Urban Political Party",2010,2010,2.6,2010,1,90000023,"SLB"
"1913","Solomon Islands",26,,"SI Party for Rural Advancement",,,90,"SI Party for Rural Advancement",2014,2014,3.9,2014,1,90000026,"SLB"
"1914","Solomon Islands",27,,"SICTLM",,,90,"SICTLM",1984,1984,3.6,1984,1,90000027,"SLB"
"1915","Solomon Islands",28,,"Solomon First Political Party",,,90,"Solomon Islands Democratic Party",2006,2006,5.1,2006,1,90000028,"SLB"
"1916","Solomon Islands",29,,"Solomon Islands Democratic Party",,,90,"Solomon Islands Democratic Party",2010,2010,10.5,2010,1,90000029,"SLB"
"1917","Solomon Islands",30,,"Solomon Islands National Unity and Reconciliation Party",,,90,"Solomon Islands National Unity and Reconciliation Party/National Front for Progress/National Action Party of Solomon Islands",1993,1993,23.9,1993,1,90000030,"SLB"
"1918","Solomon Islands",31,,"Solomon Islands Party for Rural Advancement",,,90,"Solomon Islands Party for Rural Advancement First Candidate",2006,2010,6.3,2006,2,90000031,"SLB"
"1919","Solomon Islands",32,,"Solomon Islands People First Party",,,90,"Solomon Islands People First Party",2014,2014,4.5,2014,1,90000032,"SLB"
"1920","Solomon Islands",34,,"Solomone Ago Sagefanua",,,90,"Solomone Ago Sagefanua",1984,1984,7.7,1984,1,90000034,"SLB"
"1921","Solomon Islands",35,,"Solomons Social Credit Party",,,90,"Solomons Social Credit Party",2006,2006,4.3,2006,1,90000035,"SLB"
"1922","Solomon Islands",36,,"United Democratic Party",,,90,"United Democratic Party",2014,2014,10.7,2014,1,90000036,"SLB"
"1923","Solomon Islands",37,,"United Party",,,90,"United Party",1980,2006,21.2,1984,5,90000037,"SLB"
"1924","Somaliland",1,,"Ururka Caddaalada Iyo Daryeelka","For Justice and Development",,1003,"For Justice and Development",2005,2005,39,2005,1,1003000001,"SML"
"1925","Somaliland",2,,"Ururka Dimuqraadiga Ummadda Bahawday","For Unity, Democracy, and Independence",,1003,"For Unity, Democracy, and Independence",2005,2005,26.9,2005,1,1003000002,"SML"
"1926","Somaliland",3,,"Kulmiye Nabad, Midnimo Iyo Horumar Iyo","Peace, Unity, and Development Party",,1003,"Peace, Unity, and Development Party",2005,2005,34.1,2005,1,1003000003,"SML"
"1927","South Africa",7,"COPE","Congress of the People",,,710,"congress of the people",2009,2014,7.4,2009,2,710000007,"ZAF"
"1928","South Africa",8,"DA","Democratic Alliance",,,710,"democratic alliance",2004,2014,22.2,2014,3,710000008,"ZAF"
"1929","South Africa",12,"IFP","Inkatha Freedom Party",,,710,"inthaka freedom party",1994,2014,10.5,1994,5,710000012,"ZAF"
"1930","South Africa",22,"UDM","United Democratic Movement",,,710,"united democratic movement",1999,2014,3.4,1999,4,710000022,"ZAF"
"1931","South Africa",34,"DP","Democratic Party",,,710,"Democratic Party",1994,1999,9.6,1999,2,710000034,"ZAF"
"1932","South Africa",36,"EFF","Economic Freedom Fighters",,,710,"Economic Freedom Fighters",2014,2014,6.4,2014,1,710000036,"ZAF"
"1933","South Africa",40,,"Freedom Front",,,710,"Freedom Front",1994,1999,2.2,1994,2,710000040,"ZAF"
"1934","South Africa",47,"NP","National Party",,,710,"National Party",1994,1994,20.4,1994,1,710000047,"ZAF"
"1935","South Africa",49,"NNP","New National Party",,,710,"New National Party",1999,2004,6.9,1999,2,710000049,"ZAF"
"1936","Spain",3,,"Centro democratico y social","Democratic and Social Centre",,724,"centro democratico y social",1982,2008,9.3,1986,5,724000003,"ESP"
"1937","Spain",7,,"Convergencia i unio","Convergence and Union",,724,"convergencia i unio",1979,2011,5.1,1989,10,724000007,"ESP"
"1938","Spain",8,,"Esquerra republicana de Catalunya","Catalan Republican Left",,724,"esquerra republicana de catalunya",1979,2011,2.5,2004,8,724000008,"ESP"
"1939","Spain",12,,"Pacte democratic per Catalunya","Democratic Pact for Catalonia",,724,"pacte democratic per catalunya",1977,1977,2.8,1977,1,724000012,"ESP"
"1940","Spain",16,,"Partido comunista de Espana","Spanish Communist Party",,724,"partido comunista de espana",1977,1982,10.8,1979,3,724000016,"ESP"
"1941","Spain",18,,"Partido popular","People's Party",,724,"partido popular",1989,2016,43.8,2000,9,724000018,"ESP"
"1942","Spain",21,,"Partido socialista obrero espanol","Spanish Socialist Worker's Party",,724,"Partido Socialista Obrero EspaÃ±ol",1977,2016,48.3,1982,13,724000021,"ESP"
"1943","Spain",22,,"Partido unido de alianza popular","United Party of the People's Alliance",,724,"partido unido de alianza popular",1977,1977,8.2,1977,1,724000022,"ESP"
"1944","Spain",24,,"Union de centro democratico","Union of Democratic Centre",,724,"union de centro democratico",1977,1982,35.1,1979,3,724000024,"ESP"
"1945","Spain",53,,"Ciudadanos-Partido De La Ciudadania",,,724,"Ciudadanos-Partido De La CiudadanÃ­a",2008,2016,13.9,2015,3,724000053,"ESP"
"1946","Spain",181,,"Partit Dels Socialistes De Catalunya","Socialist Party of Catalonia",,724,"Partit Dels Socialistes De Catalunya",2000,2016,6.6,2008,6,724000181,"ESP"
"1947","Spain",222,,"Partido Socialista Obrero Español De Andalucia",,,724,"partido socialista obrero español de andalucia",2004,2008,4.4,2004,2,724000222,"ESP"
"1948","Spain",259,,"Union Progreso Y Democracia",,,724,"UniÃ³n Progreso Y Democracia",2008,2016,4.7,2011,4,724000259,"ESP"
"1949","Spain",273,,"Convergència Democràtica De Catalunya","Democratic Convergence of Catalonia",,724,"ConvergÃ¨ncia DemocrÃ tica De Catalunya",2016,2016,2,2016,1,724000273,"ESP"
"1950","Spain",297,,"Podemos","We Can",,724,"Podemos",2015,2015,12.4,2015,1,724000297,"ESP"
"1951","Sri Lanka",6,,"Puravesi Peramuna","Citizen's Front",,144,"Puravesi Peramuna",2000,2015,3.3,2000,2,144000006,"LKA"
"1952","Sri Lanka",21,,"Jathika Hela Urumaya","National Heritage Party",,144,"national heritage party",2004,2004,6,2004,1,144000021,"LKA"
"1953","Sri Lanka",23,,"Jathika Sahayogitha Sandhanaya","National Unity Alliance",,144,"national unity alliance",2000,2000,2.3,2000,1,144000023,"LKA"
"1954","Sri Lanka",31,,"Janatha Vimukthi Peramuna","People's Liberation Front",,144,"people's liberation front",2000,2015,9.3,2001,3,144000031,"LKA"
"1955","Sri Lanka",37,,"Sri Lanka Nidahas Peramuna","Sri Lanka Freedom Party",,144,"sri lanka freedom party",1989,1989,31.9,1989,1,144000037,"LKA"
"1956","Sri Lanka",39,,"Sri Lanka Muslim Kongrasaya (SLMC)","Sri Lanka Muslim Congress",,144,"sri lanka muslim congress",1989,2015,3.6,1989,5,144000039,"LKA"
"1957","Sri Lanka",43,,"Illankai Tamil Arasu Kachchi","Sri Lanka Tamil United Party",,144,"sri lanka tamil united party",2004,2015,6.8,2004,3,144000043,"LKA"
"1958","Sri Lanka",47,,"Demala Eksath Vimukthi Peramuna","Tamil United Liberation Front",,144,"tamil united liberation front",1989,2015,3.8,2001,6,144000047,"LKA"
"1959","Sri Lanka",57,,"Eksath Jathika Paksaya","United National Party",,144,"united national party",1989,2015,50.7,1989,7,144000057,"LKA"
"1960","Sri Lanka",3999,,"Various Party Symbols",,,144,"pair of spectacles",1947,1977,100,1947,8,144003999,"LKA"
"1961","St. Vincent and the Grenadines",2,,"Eighth Army of Liberation",,,670,"Eighth Army of Liberation",1951,1951,70.4,1951,1,670000002,"VCT"
"1962","St. Vincent and the Grenadines",3,,"Junta-Mitchell/Sylvester Faction from PPP",,,670,"Junta-Mitchell/Sylvester Faction from PPP",1974,1974,16.4,1974,1,670000003,"VCT"
"1963","St. Vincent and the Grenadines",4,,"Movement for National Unity",,,670,"Movement for National Unity",1984,1994,17.4,1994,3,670000004,"VCT"
"1964","St. Vincent and the Grenadines",5,,"New Democratic Party",,,670,"New Democratic Party",1979,2015,66.3,1989,9,670000005,"VCT"
"1965","St. Vincent and the Grenadines",7,,"People’s Political Party",,,670,"Peoples Political Party",1954,1979,49.4,1957,8,670000007,"VCT"
"1966","St. Vincent and the Grenadines",8,,"People’s Working Party",,,670,"Peoples Working Party",1998,2001,2.6,2001,2,670000008,"VCT"
"1967","St. Vincent and the Grenadines",9,,"Popular Labour Movement",,,670,"Popular Labour Movement",1957,1957,15.2,1957,1,670000009,"VCT"
"1968","St. Vincent and the Grenadines",11,,"St. Vincent Labour Party",,,670,"St. Vincent Labour Party",1957,1994,69,1974,10,670000011,"VCT"
"1969","St. Vincent and the Grenadines",12,,"United Labour Party",,,670,"United Labour Party",1998,2015,56.5,2001,5,670000012,"VCT"
"1970","St. Vincent and the Grenadines",13,,"United People’s Movement",,,670,"United Peoples Movement",1979,1989,13.5,1979,3,670000013,"VCT"
"1971","St. Vincent and the Grenadines",15,,"Workers’ Association",,,670,"Workers Association",1951,1951,18,1951,1,670000015,"VCT"
"1972","Suriname",3,,"Basispartij voor Vernieuwing en Democratie","Basic Party for Renewal and Democracy",,740,"Basispartij voor Vernieuwing en Democratie",2000,2000,3.2,2000,1,740000003,"SUR"
"1973","Suriname",5,,"Democratisch Alternatief '91","Democratic Alternative",,740,"Democratisch Alternatief '91",2000,2000,6.1,2000,1,740000005,"SUR"
"1974","Suriname",6,,"Democratisch Nationaal Platform","Democratic National Platform 2000",,740,"Democratisch Nationaal Platform",2000,2000,9.9,2000,1,740000006,"SUR"
"1975","Suriname",8,,"Hernieuwde Progressieve Partij","Renewed Progressive Party",,740,"Hernieuwde Progressieve Partij",2000,2000,2.5,2000,1,740000008,"SUR"
"1976","Suriname",9,,"Nationale Democratische Partij","National Democratic Party",,740,"Nationale Democratische Partij",2005,2015,45.6,2015,2,740000009,"SUR"
"1977","Suriname",12,,"Naya Kadam","New Choice",,740,"Naya Kadam",2000,2000,2.3,2000,1,740000012,"SUR"
"1978","Suriname",14,,"Partij voor Democratie en Ontwikkeling door Eenheid","Party for Democracy and Development through Unity",,740,"Partij voor Democratie en Ontwikkeling door Eenheid",2000,2015,5.1,2010,3,740000014,"SUR"
"1979","Suriname",17,,"Politieke Vleugel van de FAL","Political Wing of the FAL",,740,"Politieke Vleugel van de FAL",2000,2000,4.5,2000,1,740000017,"SUR"
"1980","Sweden",1,,"Bondeförbundet","Agrarian Party",,752,"bondeförbundet",1917,1956,14.4,1936,12,752000001,"SWE"
"1981","Sweden",2,,"Centerpartiet","Centre Party",,752,"centerpartiet",1958,2014,24.5,1973,17,752000002,"SWE"
"1982","Sweden",3,,"Folkpartiet","People's Party",,752,"folkpartiet",1936,1988,24.4,1952,17,752000003,"SWE"
"1983","Sweden",4,,"Folkspartiet Liberalerna","People's Party the Liberals",,752,"folkspartiet liberalerna",1991,2014,9.1,1991,5,752000004,"SWE"
"1984","Sweden",5,,"Frisinnade Folkpartiet","Liberal People's Party (Prohibitionists)",,752,"frisinnade folkpartiet",1924,2006,13.4,2002,5,752000005,"SWE"
"1985","Sweden",6,,"Högerpartiet","Rightist Party",,752,"högerpartiet",1920,1968,29.4,1928,15,752000006,"SWE"
"1986","Sweden",7,,"Jordbrukarnas Riksförbund","Farmer's Union",,752,"jordbrukarnas riksförbund",1920,1920,6.2,1920,1,752000007,"SWE"
"1987","Sweden",8,,"Kilbomskommunister","Kilbom's Communists",,752,"kilbomskommunister",1924,1924,3.5,1924,1,752000008,"SWE"
"1988","Sweden",9,,"Kristdemokratiska Samhällspartiet","Christian Democratic Community Party",,752,"kristdemokratiska samhällspartiet",1988,1998,11.7,1998,4,752000009,"SWE"
"1989","Sweden",10,,"Kristen Demokratisk Samlig","Christian Democratic Assembly",,752,"kristen demokratisk samlig",1964,2014,9.1,2002,6,752000010,"SWE"
"1990","Sweden",11,,"Liberala","Liberals",,752,"liberala",1911,1921,40.2,1911,6,752000011,"SWE"
"1991","Sweden",13,,"Miljöpartiet de Gröna","Ecology Party",,752,"miljöpartiet de gröna",1988,2014,10.9,2006,8,752000013,"SWE"
"1992","Sweden",14,,"Moderata","Moderates",,752,"moderate party",1911,2006,37.7,1914,6,752000014,"SWE"
"1993","Sweden",15,,"Moderata Samlingspartiet","Moderate Alliance Party",,752,"moderata samlingspartiet",1970,2014,30.1,2010,12,752000015,"SWE"
"1994","Sweden",16,,"Ny Demokrati","New Democracy",,752,"ny demokrati",1991,1991,6.7,1991,1,752000016,"SWE"
"1995","Sweden",17,,"Socialistiska Parti","Socialist Party",,752,"socialistiska parti",1936,1936,4.4,1936,1,752000017,"SWE"
"1996","Sweden",18,,"Sveriges Kommunistiska Parti","Swedish Communist Party (K)",,752,"sveriges kommunistiska parti",1921,1964,10.3,1944,12,752000018,"SWE"
"1997","Sweden",19,,"Sveriges Liberale Parti","Swedish Liberal Party",,752,"sveriges liberale parti",1924,1932,3.9,1924,3,752000019,"SWE"
"1998","Sweden",21,,"Sveriges Socialdemokratistiska Arbatereparti","Swedish Social Democratic Workers' Party",,752,"sveriges socialdemokratistiska arbatereparti",1911,2014,53.5,1940,33,752000021,"SWE"
"1999","Sweden",22,,"Vänsterpartiet","Left Party",,752,"vänsterpartiet",1991,2014,12,1998,7,752000022,"SWE"
"2000","Sweden",23,,"Vänsterpartiet Kommunisterna","Left Party Communists",,752,"vänsterpartiet kommunisterna",1968,1988,5.8,1988,8,752000023,"SWE"
"2001","Sweden",24,,"Vänstersocialister","Left Radical Socialists",,752,"vänstersocialister",1917,1920,8,1917,2,752000024,"SWE"
"2002","Sweden",25,,"Feministiskt initiativ","Feminist Initiative",,752,"Feminist Initiative",2014,2014,3.1,2014,1,752000025,"SWE"
"2003","Sweden",26,,"Sverigedemokraterna","Sweden Democrats",,752,"Sweden Democrats",2010,2014,12.3,2014,2,752000026,"SWE"
"2004","Sweden",3997,,"Elected",,,752,"elected",1872,1908,100,1872,14,752003997,"SWE"
"2005","Switzerland",1,"AUTO","Auto-Partei der Schweiz","Swiss Motorists' Party",,756,"auto-partei der schweiz",1987,1991,5.1,1991,2,756000001,"CHE"
"2006","Switzerland",5,"CSP","Evangelische Konservative","Evangelical Conservatives",,756,"evangelische konservative",1848,1893,13.8,1851,16,756000005,"CHE"
"2007","Switzerland",7,"FL","Freie Liste","Free List",,756,"freie liste",1975,1999,4.9,1979,3,756000007,"CHE"
"2008","Switzerland",8,"AUTO","Freiheitspartei der Schweiz","Swiss Freedom Party",,756,"freiheitspartei der schweiz",1995,1995,4,1995,1,756000008,"CHE"
"2009","Switzerland",10,"GA","Grün-Alternativ","Green Alternative",,756,"grün-alternativ",1987,1995,2.4,1987,3,756000010,"CHE"
"2010","Switzerland",11,"G","Grüne Partei der Schweiz","Swiss Green Party",,756,"grüne partei der schweiz",1983,2015,13.5,2007,9,756000011,"CHE"
"2011","Switzerland",12,"DEM","Gruppe der Demokraten","Democratic Group",,756,"gruppe der demokraten",1848,1928,14.6,1869,28,756000012,"CHE"
"2012","Switzerland",13,"GRU","Grütlianer","Gruetli Union",,756,"grütlianer",1919,1922,2.8,1919,2,756000013,"CHE"
"2013","Switzerland",15,"CC","Katholische Konservative","Catholic Conservatives",,756,"katholische konservative",1848,1911,28.4,1887,22,756000015,"CHE"
"2014","Switzerland",16,"K","Kommunistische Partei der Schweiz","Swiss Communist Party",,756,"kommunistische partei der schweiz",1922,2015,2.6,1939,7,756000016,"CHE"
"2015","Switzerland",17,"CC","Konservativ-Christlich Soziale Partei","Conservative Christian Social Party",,756,"konservativ-christlich soziale partei",1959,1967,23.3,1963,3,756000017,"CHE"
"2016","Switzerland",18,"LU","Landesring der Unabhängigen","Independents' Alliance",,756,"landesring der unabhängigen",1935,1995,9.2,1967,16,756000018,"CHE"
"2017","Switzerland",20,"L","Liberal-Demokratische Partei","Liberal Democratic Party",,756,"liberal-demokratische partei",1914,1959,7.4,1914,13,756000020,"CHE"
"2018","Switzerland",21,"L","Liberal-Demokratische Union der Schweiz","Swiss Liberal-Democratic Union",,756,"liberal-demokratische union der schweiz",1963,1975,2.4,1967,4,756000021,"CHE"
"2019","Switzerland",22,"L","Liberale Partei der Schweiz","Swiss Liberal Party",,756,"liberale partei der schweiz",1979,2011,3,1991,9,756000022,"CHE"
"2020","Switzerland",23,"L","Liberal-Konservative","Liberal Conservatives",,756,"liberal-konservative",1848,1911,28.2,1866,22,756000023,"CHE"
"2021","Switzerland",24,"NA","Nationale Aktion gegen die Überfremdung von Volk und Heimat","National Action against the Infiltration of People and Homeland",,756,"nationale aktion gegen die Überfremdung von volk und heimat",1971,1987,3.2,1971,3,756000024,"CHE"
"2022","Switzerland",25,"K","Partei der Arbeit der Schweiz","Swiss Labour Party",,756,"partei der arbeit der schweiz",1947,1995,5.2,1947,13,756000025,"CHE"
"2023","Switzerland",27,"POCH","Progressive Organisationen der Schweiz","Swiss Progress Organizations",,756,"progressive organisationen der schweiz",1983,1991,2.2,1983,3,756000027,"CHE"
"2024","Switzerland",29,"REP","Republikanische Bewegung","Republican Movement",,756,"republikanische bewegung",1971,1987,4.1,1971,3,756000029,"CHE"
"2025","Switzerland",30,"NA","Schweizer Demokraten","Swiss Democrats",,756,"schweizer demokraten",1991,2015,3.4,1991,7,756000030,"CHE"
"2026","Switzerland",31,"A","Schweizerische Bauern-, Gewerbe- und Bürgerpartei","Swiss Farmers, Artisans and Bourgeois Party",,756,"schweizerische bauern-, gewerbe- und bürgerpartei",1919,1967,16.1,1922,13,756000031,"CHE"
"2027","Switzerland",32,"CC","Schweizerische Christlich Demokratische Volkspartei","Swiss Christian Democratic People's Party",,756,"schweizerische christlich demokratische volkspartei",1971,2015,20.7,1979,12,756000032,"CHE"
"2028","Switzerland",33,"EV","Schweizerische Evangelische Volkspartei","Swiss Protestant People's Party",,756,"schweizerische evangelische volkspartei",1959,2015,3.6,2003,11,756000033,"CHE"
"2029","Switzerland",34,"R","Schweizerische Freisinnig-Demokratische Partei","Swiss Radical-Democratic Party",,756,"schweizerische freisinnig-demokratische partei",1848,2015,60.6,1857,49,756000034,"CHE"
"2030","Switzerland",35,"CC","Schweizerische Konservative Volkspartei","Swiss Conservative People's Party",,756,"schweizerische konservative volkspartei",1914,1955,23.2,1955,12,756000035,"CHE"
"2031","Switzerland",36,"DEM","Schweizerische Volkspartei","Swiss People's Party of the Centre",,756,"schweizerische volkspartei",1971,2015,36.7,2007,12,756000036,"CHE"
"2032","Switzerland",37,"S","Sozialdemokratische Partei der Schweiz","Swiss Social Democratic Party",,756,"sozialdemokratische partei der schweiz",1887,2015,31.8,1917,36,756000037,"CHE"
"2033","Switzerland",38,"DEM","Sozialpolitische Gruppe","Social Political Group",,756,"sozialpolitische gruppe",1935,1967,3.4,1943,9,756000038,"CHE"
"2034","Switzerland",47,,"Grünliberale Partei (GLP) / Parti vert'libéral (PVL)",,,756,"GLP/PVL",2007,2015,6.2,2015,3,756000047,"CHE"
"2035","Switzerland",50,,"Bürgerlich-Demokratische Partei",,,756,"BDP/PBD",2011,2015,3.3,2015,2,756000050,"CHE"
"2036","Taiwan",11,,"Minzhu jinbu dang","Democratic Progressive Party",,1001,"minzhu jinbu dang",1986,2016,47.6,2004,10,1001000011,"TWN"
"2037","Taiwan",14,,"Qinmin dang","People First Party",,1001,"qinmin dang",2001,2016,15.7,2001,5,1001000014,"TWN"
"2038","Taiwan",16,,"Taiwan tuanjie lianmeng","Taiwan Solidarity Union",,1001,"taiwan tuanjie lianmeng",2001,2016,3.7,2001,4,1001000016,"TWN"
"2039","Taiwan",19,,"Wudangji tuanjie lianmeng","Non-Partisan Solidarity Union",,1001,"wudangji tuanjie lianmeng",2004,2016,2.4,2008,4,1001000019,"TWN"
"2040","Taiwan",20,,"Xin dang","New Party",,1001,"xin dang",1995,2016,7.7,1995,6,1001000020,"TWN"
"2041","Taiwan",24,,"Zhongguo guomin dang","Kuomintang (Chinese Nationalist Party)",,1001,"zhongguo guomin dang",1986,2016,90.5,1986,10,1001000024,"TWN"
"2042","Taiwan",53,,"Shi dai li liang","New Power Party",,1001,"shi dai li liang",2016,2016,2.9,2016,1,1001000053,"TWN"
"2043","Tanzania",1,,"Chama cha Demokrasia na Maendeleo",,,834,"Chama cha Demokrasia na Maendeleo",2005,2015,31.8,2015,2,834000001,"TZA"
"2044","Tanzania",3,,"Chama cha Mapinduzi",,,834,"Chama cha Mapinduzi",2005,2015,69.8,2005,2,834000003,"TZA"
"2045","Tanzania",4,,"Civic United Front",,,834,"Civic United Front",2005,2015,14.3,2005,2,834000004,"TZA"
"2046","Tanzania",9,,"National Convention for Construction and Reform-Mageuzi",,,834,"National Convention for Construction and Reform-Mageuzi",2005,2015,2.2,2005,2,834000009,"TZA"
"2047","Tanzania",15,,"Tanzania Labour Party",,,834,"Tanzania Labour Party",2005,2015,2.8,2005,2,834000015,"TZA"
"2048","Tanzania",20,,"Alliance for Change and Transparency",,,834,"Alliance for Change and Transparency",2015,2015,2.2,2015,1,834000020,"TZA"
"2049","Thailand",5,,"CHART PATTANA","National Development",,764,"chart pattana",1992,1996,15.9,1992,3,764000005,"THA"
"2050","Thailand",6,,"CHART PRACHACHON","People's Nation",,764,"chart prachachon",1979,1979,4.4,1979,1,764000006,"THA"
"2051","Thailand",7,,"CHART PRACHATHIPPATAI","National Democrat",,764,"chart prachathippatai",1983,1986,7.3,1983,2,764000007,"THA"
"2052","Thailand",9,,"CHART THAI","Thai Nation",,764,"chart thai",1975,1996,21.1,1995,10,764000009,"THA"
"2053","Thailand",11,,"EKAPHAP","Solidarity",,764,"unity (ekka pab)",1992,1996,2.9,1992,4,764000011,"THA"
"2054","Thailand",13,,"ISSARA",,,764,"issara",1979,1983,19.6,1983,2,764000013,"THA"
"2055","Thailand",16,,"KAONA","Progressive (in 1983-1988)",,764,"kaona",1983,1988,5.1,1986,3,764000016,"THA"
"2056","Thailand",17,,"KASET SANGKHOM","Social Agrarian",,764,"kaset sangkhom",1975,1979,7.1,1975,3,764000017,"THA"
"2057","Thailand",23,,"KHWAMWANG MAI","NEW ASPIRATION PARTY",,764,"new aspiration",1992,1996,27.9,1996,4,764000023,"THA"
"2058","Thailand",27,,"KIT PRACHAKHOM","COMMUNITY ACTION PARTY",,764,"kit prachakhom",1986,1988,6.1,1986,2,764000027,"THA"
"2059","Thailand",28,,"KIT SANGKHOM","SOCIAL ACTION PARTY",,764,"kij sang kom (social action)",1975,1996,24,1979,10,764000028,"THA"
"2060","Thailand",35,,"MUAN CHON","Mass",,764,"muan chon",1986,1996,2.9,1995,6,764000035,"THA"
"2061","Thailand",38,,"NAEW RUAM SANGKHOMNIYOM","Socialist Front",,764,"naew ruam sangkhomniyom",1975,1976,4.2,1975,2,764000038,"THA"
"2062","Thailand",43,,"NEW SIAM",,,764,"new siam",1969,1969,2.2,1969,1,764000043,"THA"
"2063","Thailand",47,,"PALANG MAI","New Force",,764,"palang mai",1975,1986,7.1,1976,5,764000047,"THA"
"2064","Thailand",48,,"PALANG PRACHACHON","People's Force (1)",,764,"palang prachachon",1975,1976,3.7,1976,2,764000048,"THA"
"2065","Thailand",54,,"PALANGTHAM","Force of Virtue",,764,"palang tham",1988,1996,18.2,1992,5,764000054,"THA"
"2066","Thailand",63,,"PRACHACHON","People Party (in 1988)",,764,"prachachon",1988,1988,6,1988,1,764000063,"THA"
"2067","Thailand",66,,"PRACHAKORNTHAI","Thai Citizen",,764,"thai citizen (prachakorn thai)",1979,1996,8.5,1983,8,764000066,"THA"
