"country_short","cnty","party_name","year_first","year_last","share_year","vote_share","seats","TotalSeats","party_id"
"ROU","Romania","National Liberal Party","2000",2000,"2000",5.4,30,327,"ROUP63"
"ROU","Romania","Labour Socialist Party","1992",1992,"1992",3.8,13,328,"ROUP7"
"ROU","Romania","Social Democracy of Romania","1996",2000,"2000",36.5,155,327,"ROUP9"
"RUS","Russia","Women of Russia Political Movement","1995",1999,"1995",2.9,3,449,"RUSP1"
"RUS","Russia","Interethnic Union","1995",1995,"1995",0.2,0,449,"RUSP10"
"RUS","Russia","Stable Russia Public Political Movement","1995",1995,"1995",0.2,0,449,"RUSP11"
"RUS","Russia","Frontier Generations","1995",1995,"1995",0,0,449,"RUSP12"
"RUS","Russia","My Homeland","1995",1995,"1995",0.6,1,449,"RUSP13"
"RUS","Russia","For Homeland!","1995",1995,"1995",0.3,0,449,"RUSP14"
"RUS","Russia","Common Cause Nonpartisan Political Movement of Voters","1995",1995,"1995",0.5,1,449,"RUSP15"
"RUS","Russia","Independents Bloc","1995",1999,"1999",21.5,106,448,"RUSP16"
"RUS","Russia","Our Home is Russia Public Political Movement","1995",1999,"1995",8,55,449,"RUSP17"
"RUS","Russia","P-G-L","1995",1995,"1995",1.2,2,449,"RUSP18"
"RUS","Russia","United Yabloko","1995",1999,"1999",5.5,23,448,"RUSP19"
"RUS","Russia","Derzhava","1995",1995,"1995",1.6,0,449,"RUSP2"
"RUS","Russia","Forward Russia! Public Political Movement","1995",1995,"1995",1.8,3,449,"RUSP20"
"RUS","Russia","89 Bloc","1995",1995,"1995",0.2,1,449,"RUSP21"
"RUS","Russia","Environmentalist Party of Russia-KEDR","1995",1999,"1995",0.9,0,449,"RUSP22"
"RUS","Russia","Democratic Choice of Russia-United Democrats","1995",1995,"1995",3.4,9,449,"RUSP23"
"RUS","Russia","Party of Russian Unity and Concord [PRES]","1995",1995,"1995",0.4,1,449,"RUSP24"
"RUS","Russia","KPRF Communist Party of Russian Federation","1995",1999,"1999",19.2,113,448,"RUSP25"
"RUS","Russia","Bloc of Stanislav Govorukhin","1995",1995,"1995",0.9,1,449,"RUSP26"
"RUS","Russia","Association of Russian Lawyers","1995",1995,"1995",0.2,0,449,"RUSP27"
"RUS","Russia","National-Republican Party of Russia","1995",1995,"1995",0.3,0,449,"RUSP28"
"RUS","Russia","Social Democrats","1995",1999,"1995",0.2,0,449,"RUSP29"
"RUS","Russia","Duma-96 Public Political Movement","1995",1995,"1995",0.1,0,449,"RUSP3"
"RUS","Russia","Power to the People!","1995",1995,"1995",1.8,9,449,"RUSP30"
"RUS","Russia","Congress of Russian Communities Public Political Movement","1995",1995,"1995",3.7,4,449,"RUSP31"
"RUS","Russia","Trade Unions and Industrialists of Russia-Union of Labour","1995",1995,"1995",1.3,51,449,"RUSP32"
"RUS","Russia","Liberal-Democratic Party of Russia","1995",1999,"1995",8.5,1,449,"RUSP33"
"RUS","Russia","Electoral Bloc -- Party in Support of Pensioners and Veterans - Party of Eradication of Crime Law and Order - Party in Support of Public Health Education Science and Culture - Party in Support of ","1995",1995,"1995",0.3,0,449,"RUSP34"
"RUS","Russia","Party of the Working People's Self-Government [PST]","1995",1995,"1995",2.4,1,449,"RUSP35"
"RUS","Russia","Communists-Working Russia-For the Soviet Union","1995",1999,"1995",3.2,1,449,"RUSP36"
"RUS","Russia","Party of Beer Lovers","1995",1995,"1995",0.4,0,449,"RUSP37"
"RUS","Russia","Bloc of I. Rybkin","1995",1995,"1995",1.4,3,449,"RUSP38"
"RUS","Russia","Economic Freedom Party","1995",1995,"1995",0.2,1,449,"RUSP39"
"RUS","Russia","Transformation of Homeland","1995",1995,"1995",0.4,1,449,"RUSP4"
"RUS","Russia","People's Union Party","1995",1995,"1995",0.1,0,449,"RUSP40"
"RUS","Russia","APR Agrarian Party of Russia","1995",1995,"1995",4.9,20,449,"RUSP41"
"RUS","Russia","The Union Christian Democrats-Christians of Russia Political Party [KhDS]","1995",1995,"1995",0.2,0,449,"RUSP42"
"RUS","Russia","Union of Public Utilities Workers of Russia","1995",1995,"1995",0.1,0,449,"RUSP43"
"RUS","Russia","Against all","1995",1999,"1999",7.6,0,448,"RUSP44"
"RUS","Russia","Conservative Movement of Russia","1995",1999,"1999",0.1,0,448,"RUSP45"
"RUS","Russia","Russian Popular Union","1999",1999,"1999",0.7,2,448,"RUSP46"
"RUS","Russia","Stalinist Bloc-For the USSR","1999",1999,"1999",0.4,0,448,"RUSP47"
"RUS","Russia","Peace. Labour. May","1999",1999,"1999",0.4,0,448,"RUSP48"
"RUS","Russia","Bloc of General Andrei Nikolayev and Academician Svyatoslov Federov","1999",1999,"1999",0.8,1,448,"RUSP49"
"RUS","Russia","Tikhonov-Tupolev-Tikhonov [T-T-T]","1995",1995,"1995",0.1,0,449,"RUSP5"
"RUS","Russia","All-Russia Public Political Movement Spiritual Heritage","1999",1999,"1999",0.5,1,448,"RUSP50"
"RUS","Russia","Congress of Russian Communities and Movement of Yuri Boldyrev","1999",1999,"1999",0.7,1,448,"RUSP51"
"RUS","Russia","Party of Peace and Unity","1999",1999,"1999",0.2,0,448,"RUSP52"
"RUS","Russia","Russian Party in Support of Women","1999",1999,"1999",0.4,0,448,"RUSP53"
"RUS","Russia","Unity","1999",1999,"1999",13,74,448,"RUSP54"
"RUS","Russia","All-Russia Political Movement","1999",1999,"1999",0.3,0,448,"RUSP55"
"RUS","Russia","Zhirinovsky Bloc","1999",1999,"1999",3.1,17,448,"RUSP56"
"RUS","Russia","For Civic Dignity","1999",1999,"1999",0.4,0,448,"RUSP57"
"RUS","Russia","Fatherland-All Russia","1999",1999,"1999",11.2,68,448,"RUSP58"
"RUS","Russia","Russian Cause","1999",1999,"1999",0.2,0,448,"RUSP59"
"RUS","Russia","Russian Movement of the Whole People","1995",1995,"1995",0.1,0,449,"RUSP6"
"RUS","Russia","All-Russia Political Party of the People","1999",1999,"1999",0.1,0,448,"RUSP60"
"RUS","Russia","Union of Right Forces","1999",1999,"1999",5.9,29,448,"RUSP61"
"RUS","Russia","Socialist Party of Russia","1999",1999,"1999",0.1,0,448,"RUSP62"
"RUS","Russia","Pensioners' Party","1999",1999,"1999",1.4,1,448,"RUSP63"
"RUS","Russia","Russian Socialist Party","1999",1999,"1999",0.6,1,448,"RUSP64"
"RUS","Russia","Zemstvo Assembly","1995",1995,"1995",0,0,449,"RUSP65"
"RUS","Russia","Forces for the Defense of Democracy [FDD]","1995",1995,"1995",0.1,0,449,"RUSP66"
"RUS","Russia","Russia All-People's Movement [ROD]","1995",1995,"1995",0.2,0,449,"RUSP67"
"RUS","Russia","Council of Muftis of Russia [SMR]","1995",1995,"1995",0,0,449,"RUSP68"
"RUS","Russia","Estonian Liberal Democratic Party [ELDP]","1995",1995,"1995",0,0,449,"RUSP69"
"RUS","Russia","All-Russia Muslim Public Movement [NUR])","1995",1995,"1995",0.3,0,449,"RUSP7"
"RUS","Russia","Alfa Access Renova [AAR]","1995",1995,"1995",0.1,0,449,"RUSP70"
"RUS","Russia","Republican Party of Armenians [RPA]","1995",1995,"1995",0,0,449,"RUSP71"
"RUS","Russia","Union of Patriots","1995",1995,"1995",0.1,0,449,"RUSP72"
"RUS","Russia","League of Scientists","1995",1995,"1995",0,0,449,"RUSP73"
"RUS","Russia","Djuna","1995",1995,"1995",0,0,449,"RUSP74"
"RUS","Russia","We Serve Russia!","1995",1995,"1995",0,0,449,"RUSP75"
"RUS","Russia","Renaissance/Renascence","1995",1995,"1995",0,0,449,"RUSP76"
"RUS","Russia","Our Future","1995",1995,"1995",0,0,449,"RUSP77"
"RUS","Russia","Alternative","1995",1995,"1995",0,0,449,"RUSP78"
"RUS","Russia","Green Party","1995",1995,"1995",0,0,449,"RUSP79"
"RUS","Russia","Federal-Democratic Movement","1995",1995,"1995",0.1,0,449,"RUSP8"
"RUS","Russia","National Salvation Front [FNS]","1995",1995,"1995",0,0,449,"RUSP80"
"RUS","Russia","In Support of the Army","1999",1999,"1999",0.4,2,448,"RUSP81"
"RUS","Russia","Russian Patriotic Popular Movement","1999",1999,"1999",0,0,448,"RUSP82"
"RUS","Russia","Transport Workers","1995",1995,"1995",0.1,0,449,"RUSP83"
"RUS","Russia","Peace and Good","1995",1995,"1995",0,0,449,"RUSP84"
"RUS","Russia","Faith Labour Conscience","1995",1995,"1995",0,0,449,"RUSP85"
"RUS","Russia","Russian Party","1995",1999,"1995",0,0,449,"RUSP86"
"RUS","Russia","[PSSN]","1995",1995,"1995",0,0,449,"RUSP87"
"RUS","Russia","Communists' Union","1995",1995,"1995",0,0,449,"RUSP88"
"RUS","Russia","Local Self-Government","1995",1995,"1995",0,0,449,"RUSP89"
"RUS","Russia","Electoral Bloc -- Party in Support of Children","1995",1995,"1995",0.1,0,449,"RUSP9"
"RUS","Russia","Russian Conservative Party of Entrepreneurs","1999",1999,"1999",0,0,448,"RUSP90"
"RUS","Russia","Party of Peace and Unity","1999",1999,"1999",0,0,448,"RUSP91"
"SLB","Solomon Islands","Direct Development Party","1980",2010,"2010",2.4,3,50,"SLBP1"
"SLB","Solomon Islands","New Nations Solomon Islands Party","1980",2010,"2010",0.3,0,50,"SLBP10"
"SLB","Solomon Islands","Our Party","1980",2010,"2010",10.2,4,50,"SLBP11"
"SLB","Solomon Islands","Peoples Alliance Party","1980",2010,"1989",22.9,11,36,"SLBP12"
"SLB","Solomon Islands","Peoples Congress Party","1980",2010,"2010",0.7,1,50,"SLBP13"
"SLB","Solomon Islands","Peoples Federation Party","1980",2010,"2010",0.4,0,50,"SLBP14"
"SLB","Solomon Islands","Reform and Democratic Party of Solomon Islands","1980",2010,"2010",1.3,2,50,"SLBP15"
"SLB","Solomon Islands","Rural and Urban Political Party","1980",2010,"2010",1.3,1,50,"SLBP16"
"SLB","Solomon Islands","Rural Development Party","1980",2010,"2010",0.4,0,50,"SLBP17"
"SLB","Solomon Islands","SICTLM","1980",2010,"1984",3.6,0,37,"SLBP18"
"SLB","Solomon Islands","Solomon Islands Democratic Party","1980",2010,"2010",10.5,12,50,"SLBP19"
"SLB","Solomon Islands","Independent","1980",2010,"2010",62.2,20,50,"SLBP2"
"SLB","Solomon Islands","Solomon Islands National Unity and Reconciliation Party","1980",2010,"1993",23.9,16,45,"SLBP20"
"SLB","Solomon Islands","Solomon Islands Party for Rural Advancement","1980",2010,"2010",3.4,4,50,"SLBP21"
"SLB","Solomon Islands","Solomone Ago Sagefanua","1980",2010,"1984",7.7,4,37,"SLBP22"
"SLB","Solomon Islands","United Party","1980",2010,"1984",21.2,13,37,"SLBP23"
"SLB","Solomon Islands","Independent Democratic Party","1980",2010,"2010",1.7,2,50,"SLBP3"
"SLB","Solomon Islands","Labour Party","1980",2010,"1989",8.4,2,36,"SLBP4"
"SLB","Solomon Islands","Liberal Party","1980",2010,"1989",9.5,2,36,"SLBP5"
"SLB","Solomon Islands","National Action Party of Solomon Islands","1980",2010,"1993",11.4,4,45,"SLBP6"
"SLB","Solomon Islands","National Democratic Party","1980",2010,"1980",8.4,2,38,"SLBP7"
"SLB","Solomon Islands","National Front for Progress","1980",2010,"1989",9,4,36,"SLBP8"
"SLB","Solomon Islands","National Party","1980",2010,"2010",1.9,0,50,"SLBP9"
"SVK","Slovakia","Movement for a Prosperous Czechoslovakia","1994",1994,"1994",1.1,0,150,"SVKP1"
"SVK","Slovakia","Slovak National Union","1998",1998,"1998",0.1,0,150,"SVKP10"
"SVK","Slovakia","New Slovakia","1994",1994,"1994",1.3,0,150,"SVKP11"
"SVK","Slovakia","Communist Party of Slovakia","1994",1998,"1998",2.8,0,150,"SVKP12"
"SVK","Slovakia","Roma Civic Inititative in the Slovak Republic","1994",1994,"1994",0.7,0,150,"SVKP13"
"SVK","Slovakia","Slovak National Party","1994",1998,"1998",9.1,14,150,"SVKP14"
"SVK","Slovakia","Christian Democratic Movement","1994",1994,"1994",10.1,17,150,"SVKP15"
"SVK","Slovakia","Coalition of the Movement for a Democratic Slovakia-Agricultural Party of Slovakia","1994",1994,"1994",35,61,150,"SVKP16"
"SVK","Slovakia","Christian Social Union of Slovakia","1994",1994,"1994",2.1,0,150,"SVKP17"
"SVK","Slovakia","Social Democratic Party of Slovakia","1994",1994,"1994",0.1,0,150,"SVKP18"
"SVK","Slovakia","Movement for a Democratic Slovakia","1998",1998,"1998",27,43,150,"SVKP19"
"SVK","Slovakia","Social Democracy","1994",1994,"1994",0.2,0,150,"SVKP2"
"SVK","Slovakia","Mad'arske l'udove hnutie za zmierenie a prosperitu -Magyar Nepi Mozgalom a Megbekelesert es a Joletert [ML'HZP]","1998",1998,"1998",0.2,0,150,"SVKP20"
"SVK","Slovakia","National Alternative of Slovakia","1998",1998,"1998",0.1,0,150,"SVKP21"
"SVK","Slovakia","Hungarian Coalition Party","1998",1998,"1998",9.1,15,150,"SVKP22"
"SVK","Slovakia","Our Slovakia","1998",1998,"1998",0.5,0,150,"SVKP23"
"SVK","Slovakia","Becko-Agricultural Revolution Party","1998",1998,"1998",0.1,0,150,"SVKP24"
"SVK","Slovakia","Party of Civic Understanding","1998",1998,"1998",8,13,150,"SVKP25"
"SVK","Slovakia","Slovak Democratic Coalition","1998",1998,"1998",26.3,42,150,"SVKP26"
"SVK","Slovakia","Independent Initiative of the Slovak Republic","1998",1998,"1998",0.2,0,150,"SVKP27"
"SVK","Slovakia","Slovak People's Party","1998",1998,"1998",0.3,0,150,"SVKP28"
"SVK","Slovakia","Movement of Three Ways","1998",1998,"1998",0.1,0,150,"SVKP29"
"SVK","Slovakia","Association for Workers in Slovakia","1994",1998,"1994",7.3,13,150,"SVKP3"
"SVK","Slovakia","Party of the Democratic Left","1998",1998,"1998",14.7,23,150,"SVKP30"
"SVK","Slovakia","Union of Slovak Workers Party","1998",1998,"1998",0.1,0,150,"SVKP31"
"SVK","Slovakia","Hungarian Coalition","1994",1994,"1994",10.2,17,150,"SVKP4"
"SVK","Slovakia","Common Choice-Party of the Democratic Left Social Democratic Party of Slovakia Green Party of Slovakia","1994",1994,"1994",10.4,18,150,"SVKP5"
"SVK","Slovakia","Democratic Union of Slovakia","1994",1994,"1994",8.6,15,150,"SVKP6"
"SVK","Slovakia","Party Against Corruption-for Order Work and Money for All Decent Citizens","1994",1994,"1994",1.3,0,150,"SVKP7"
"SVK","Slovakia","Assembly for the Republic-Republicans","1994",1994,"1994",0,0,150,"SVKP8"
"SVK","Slovakia","Democratic Party","1994",1994,"1994",3.4,0,150,"SVKP9"
"SVN","Slovenia","Liberal Democracy of Slovenia","1996",2008,"2000",35.7,34,90,"SVNP1"
"SVN","Slovenia","Democratic Party of Slovenia","1996",2008,"2008",29.3,28,88,"SVNP10"
"SVN","Slovenia","New Party","1996",2000,"2000",0.6,0,90,"SVNP11"
"SVN","Slovenia","Voice of Slovenian Women","2000",2000,"2000",0.4,0,90,"SVNP12"
"SVN","Slovenia","Forward Slovenia","1996",2008,"2000",0.3,0,90,"SVNP13"
"SVN","Slovenia","Party of Democratic Action of Slovenia","2000",2000,"2000",0.3,0,90,"SVNP14"
"SVN","Slovenia","Communist Party of Slovenia","1996",2000,"1996",0.5,0,0,"SVNP15"
"SVN","Slovenia","Regional Party of Stajerske","2000",2000,"2000",0.1,0,90,"SVNP16"
"SVN","Slovenia","Independent Candidates","1996",2004,"1996",0.7,0,0,"SVNP17"
"SVN","Slovenia","Italijanska Narodona Skupnost","2000",2000,"2000",0.1,1,90,"SVNP18"
"SVN","Slovenia","Mad_arska Narodona Skupnost","2000",2000,"2000",1.2,1,90,"SVNP19"
"SVN","Slovenia","Social Democratic Party of Slovenia","1996",2004,"2004",29.1,29,88,"SVNP2"
"SVN","Slovenia","Patriotic Unionist Party of Retirees-League for Slovenia [DEUS-LZS]","1996",1996,"1996",0.2,0,0,"SVNP20"
"SVN","Slovenia","Christian Social Union","1996",1996,"1996",0.4,0,0,"SVNP21"
"SVN","Slovenia","Liberal Party","1996",2004,"1996",0.7,0,0,"SVNP22"
"SVN","Slovenia","National Labour Party","1996",1996,"1996",0.5,0,0,"SVNP23"
"SVN","Slovenia","Republican Union of Slovenia","1996",1996,"1996",0.5,0,0,"SVNP24"
"SVN","Slovenia","Slovenian People's Party","1996",2004,"1996",19.4,0,0,"SVNP25"
"SVN","Slovenia","Slovenian National Right Party","1996",1996,"1996",0.3,0,0,"SVNP26"
"SVN","Slovenia","Slovenian Craftsmen and Entreprenerial Party-Centrum Party","1996",1996,"1996",1.2,0,0,"SVNP27"
"SVN","Slovenia","Slovenian Forum Association for Primorska RegionAssociation for Gorenjska Region","1996",1996,"1996",1.1,0,0,"SVNP28"
"SVN","Slovenia","Christian Democrats of Slovenia","1996",1996,"1996",9.6,0,0,"SVNP29"
"SVN","Slovenia","United List of Social Democrats","2000",2004,"2000",11.9,11,90,"SVNP3"
"SVN","Slovenia","Party for the Equality of Regions","1996",1996,"1996",0.1,0,0,"SVNP30"
"SVN","Slovenia","The United List of Social Democrats","1996",1996,"1996",9,0,0,"SVNP31"
"SVN","Slovenia","The Green Alternative of Slovenia-The Green Alternative","1996",1996,"1996",0.5,0,0,"SVNP32"
"SVN","Slovenia","Active Slovenia","2004",2004,"2004",3,0,88,"SVNP33"
"SVN","Slovenia","Democratic Party of Slovenia","2004",2004,"2004",0.3,0,88,"SVNP34"
"SVN","Slovenia","Women's Voice of Slovenia-GZZ Association for Primorsko-ZZP Union of Independents of Slovenia-ZNS New Democracy of Slovenia-NDS","2004",2004,"2004",0.5,0,88,"SVNP35"
"SVN","Slovenia","June List","2004",2004,"2004",0.9,0,88,"SVNP36"
"SVN","Slovenia","Party of Ecological Movements","2004",2004,"2004",0.4,0,88,"SVNP37"
"SVN","Slovenia","Slovenia is Ours","2004",2004,"2004",2.6,0,88,"SVNP38"
"SVN","Slovenia","Party of the Slovenian Nation","2004",2008,"2004",0.3,0,88,"SVNP39"
"SVN","Slovenia","Slovenian People's Party-Christian Democrats of Slovenia","2000",2000,"2000",9.4,9,90,"SVNP4"
"SVN","Slovenia","The List for Enterprising Slovenia","2004",2004,"2004",0.6,0,88,"SVNP40"
"SVN","Slovenia","The United for an Independent and Just Slovenia","2004",2004,"2004",0.2,0,88,"SVNP41"
"SVN","Slovenia","Slovenian People's Party and Youth Party of Slovenia","2008",2008,"2008",5.2,5,88,"SVNP42"
"SVN","Slovenia","Greens of Slovenia","2008",2008,"2008",0.5,0,88,"SVNP43"
"SVN","Slovenia","Green Coalition: Green Party and Green Progress","2008",2008,"2008",0.2,0,88,"SVNP44"
"SVN","Slovenia","Acacias","2008",2008,"2008",0,0,88,"SVNP45"
"SVN","Slovenia","Christian Democratic Party","2008",2008,"2008",0.4,0,88,"SVNP46"
"SVN","Slovenia","The Linden","2008",2008,"2008",1.8,0,88,"SVNP47"
"SVN","Slovenia","List for Clear Drinking Water","2008",2008,"2008",0.4,0,88,"SVNP48"
"SVN","Slovenia","List for Justice And Development","2008",2008,"2008",0.6,0,88,"SVNP49"
"SVN","Slovenia","New Slovenia-Christian People's Party","2000",2008,"2004",9.1,9,88,"SVNP5"
"SVN","Slovenia","Social Democrats","2008",2008,"2008",30.4,29,88,"SVNP50"
"SVN","Slovenia","Zares-New Politics","2008",2008,"2008",9.4,9,88,"SVNP51"
"SVN","Slovenia","Democratic Party of Retired Person of Slovenia","1996",2008,"2008",7.4,7,88,"SVNP6"
"SVN","Slovenia","Slovenian National Party","1996",2008,"2004",6.3,6,88,"SVNP7"
"SVN","Slovenia","Slovenia Youth Party","2000",2004,"2000",4.3,4,90,"SVNP8"
"SVN","Slovenia","United Greens of Slovenia","1996",2004,"1996",1.8,0,0,"SVNP9"
"SWE","Sweden","Conservative Party","1944",1968,"1958",19.5,45,231,"SWEP1"
"SWE","Sweden","Environmental Party The Greens","1964",2006,"1988",5.5,20,349,"SWEP10"
"SWE","Sweden","Unity '68","1968",1968,"1968",1.7,4,233,"SWEP11"
"SWE","Sweden","Moderate Union Party","1970",2006,"2006",26.2,97,349,"SWEP12"
"SWE","Sweden","Left Communist Party","1970",1988,"1988",5.8,21,349,"SWEP13"
"SWE","Sweden","Communist Union of Marxism-Leninism","1970",1970,"1970",0.4,0,350,"SWEP14"
"SWE","Sweden","Swedish Communist Party","1973",1979,"1973",0.4,0,350,"SWEP15"
"SWE","Sweden","Communist Workers' Party","1979",1979,"1979",0.2,0,349,"SWEP16"
"SWE","Sweden","[K-P]","1982",1982,"1982",0.1,0,349,"SWEP17"
"SWE","Sweden","New Democracy","1991",1994,"1991",6.7,25,349,"SWEP18"
"SWE","Sweden","Left Party","1991",2006,"1998",12,43,349,"SWEP19"
"SWE","Sweden","Social Democrats","1944",1960,"1960",47.8,114,232,"SWEP2"
"SWE","Sweden","Social Democratic Labour Party","1964",2006,"1968",50.1,125,233,"SWEP20"
"SWE","Sweden","Center Party","1958",2006,"1973",25.1,90,350,"SWEP21"
"SWE","Sweden","Christian Democratic Party","1998",2006,"1998",11.7,42,349,"SWEP22"
"SWE","Sweden","Liberal People's Party","1979",2006,"1985",14.2,51,349,"SWEP23"
"SWE","Sweden","Farmer's League","1944",1956,"1944",13.6,35,230,"SWEP3"
"SWE","Sweden","People's Party","1944",1976,"1952",24.4,58,230,"SWEP4"
"SWE","Sweden","Communist Party","1944",1968,"1944",10.3,15,230,"SWEP5"
"SWE","Sweden","Other","1944",2006,"2006",5.7,0,349,"SWEP6"
"SWE","Sweden","Communist Union of Revolutionary Marxism-Leninism","1973",1973,"1973",0.2,0,350,"SWEP7"
"SWE","Sweden","Christian Democratic Unity Party","1964",1994,"1991",7.1,26,349,"SWEP8"
"SWE","Sweden","Citizens' Union","1964",1964,"1964",1.5,0,233,"SWEP9"
"TTO","Trinidad and Tobago","African National Congress [ANC]","1971",1971,"1971",2.4,0,28,"TTOP1"
"TTO","Trinidad and Tobago","Liberal Party [LP]","1966",1966,"1966",8.9,0,36,"TTOP10"
"TTO","Trinidad and Tobago","Movement for Unity and Progress [MUP]","1995",1995,"1995",0.4,0,36,"TTOP11"
"TTO","Trinidad and Tobago","National Alliance for Reconstruction [NAR]","1986",2002,"1986",66.3,33,36,"TTOP12"
"TTO","Trinidad and Tobago","National Democratic Organization [NDO]","2001",2001,"2001",0,0,36,"TTOP13"
"TTO","Trinidad and Tobago","National Freedom Party [NFP]","1981",1981,"1981",0.2,0,36,"TTOP14"
"TTO","Trinidad and Tobago","National Joint Action Committee [NJAC]","1981",1991,"1981",3.3,0,36,"TTOP15"
"TTO","Trinidad and Tobago","Natural Law Party [NLP]","1995",1995,"1995",0.3,0,36,"TTOP16"
"TTO","Trinidad and Tobago","National Transformation Movement [NTM]","1995",1995,"1995",0,0,36,"TTOP17"
"TTO","Trinidad and Tobago","National Trinidad and Tobago Party [NTTP]","1976",1976,"1976",0,0,36,"TTOP18"
"TTO","Trinidad and Tobago","Organization for National Reconstruction [ONR]","1981",1981,"1981",22.2,0,36,"TTOP19"
"TTO","Trinidad and Tobago","Butler Party [BP]","1966",1966,"1966",0.2,0,36,"TTOP2"
"TTO","Trinidad and Tobago","People's Democratic Party [PDP]","1966",1966,"1966",0.3,0,36,"TTOP20"
"TTO","Trinidad and Tobago","People's Empowerment Party [PEP]","2000",2000,"2000",0.3,0,36,"TTOP21"
"TTO","Trinidad and Tobago","People's National Movement [PNM]","1966",2002,"1971",84.1,28,28,"TTOP22"
"TTO","Trinidad and Tobago","[PPM]","1986",1986,"1986",0.1,0,36,"TTOP23"
"TTO","Trinidad and Tobago","People's Republican Party [PRP]","1981",1981,"1981",0,0,36,"TTOP24"
"TTO","Trinidad and Tobago","Social Democratic Labour Party [SDLP]","1976",1976,"1976",1.9,0,36,"TTOP25"
"TTO","Trinidad and Tobago","Seukaran Independent Party [SIP]","1966",1966,"1966",0.2,0,36,"TTOP26"
"TTO","Trinidad and Tobago","Tapia House Movement [TAPIA]","1976",1981,"1976",3.9,0,36,"TTOP27"
"TTO","Trinidad and Tobago","Team Unity [TUN]","2001",2001,"2001",2.5,0,36,"TTOP28"
"TTO","Trinidad and Tobago","Trinidad Labour Party [TLP]","1981",1981,"1981",0,0,36,"TTOP29"
"TTO","Trinidad and Tobago","Citizen Alliance [CA]","2002",2002,"2002",1,0,36,"TTOP3"
"TTO","Trinidad and Tobago","The Mercy Society [TMS]","2000",2000,"2000",0,0,36,"TTOP30"
"TTO","Trinidad and Tobago","The People's Voice [TPV]","1995",1995,"1995",0,0,36,"TTOP31"
"TTO","Trinidad and Tobago","United Freedom Party [UFP]","1976",1976,"1976",0.3,0,36,"TTOP32"
"TTO","Trinidad and Tobago","United Labour Front [ULF]","1976",1981,"1976",27.2,10,36,"TTOP33"
"TTO","Trinidad and Tobago","United National Congress [UNC]","1991",2002,"2000",51.7,19,36,"TTOP34"
"TTO","Trinidad and Tobago","Workers and Farmers Party [WFP]","1966",1966,"1966",3.5,0,36,"TTOP35"
"TTO","Trinidad and Tobago","West Indian National Party [WINP]","1976",1976,"1976",0.4,0,36,"TTOP36"
"TTO","Trinidad and Tobago","West Indian Political Congress Movement [WIPCM]","1981",1981,"1981",0,0,36,"TTOP37"
"TTO","Trinidad and Tobago","Young People's National Party [YPNP]","1976",1976,"1976",0,0,36,"TTOP38"
"TTO","Trinidad and Tobago","Democratic Action Congress [DAC]","1976",1981,"1976",8.2,2,36,"TTOP4"
"TTO","Trinidad and Tobago","Democratic Labour Party [DLP]","1966",1976,"1966",34,12,36,"TTOP5"
"TTO","Trinidad and Tobago","Democratic Party of Trinidad and Tobago [DPTT]","2002",2002,"2002",0.1,0,36,"TTOP6"
"TTO","Trinidad and Tobago","Fargo House Movement [FHM]","1981",1981,"1981",0,0,36,"TTOP7"
"TTO","Trinidad and Tobago","Independents [IND]","1966",2002,"1971",0.8,0,28,"TTOP8"
"TTO","Trinidad and Tobago","Liberation Action Party [LAP]","1976",1976,"1976",0.3,0,36,"TTOP9"
"TUR","Turkey","Justice and Development Party (Adalet ve Kalkinma Partisi) [AKP]","2002",2002,"2002",34.3,363,550,"TURP1"
"TUR","Turkey","Democracy and Peace Party [DBP]","1999",1999,"1999",0.1,0,550,"TURP10"
"TUR","Turkey","People's Democracy Party [DEHAP]","2002",2002,"2002",6.2,0,550,"TURP11"
"TUR","Turkey","Changing Turkey Party (Degisen Turkiye Partisi) [DEPAR]","1999",1999,"1999",0.1,0,550,"TURP12"
"TUR","Turkey","Democrat Party (Demokrat Partisi) [DP]","1973",1999,"1973",11.9,0,0,"TURP13"
"TUR","Turkey","Democratic Left Party (Demokratik Sol Parti) [DSP]","1987",2002,"1999",22.2,136,550,"TURP14"
"TUR","Turkey","[DTP]","1999",1999,"1999",0.6,0,550,"TURP15"
"TUR","Turkey","True Path Party (Dogru Yol Partisi) [DYP]","1987",2002,"1991",27,0,0,"TURP16"
"TUR","Turkey","Emegin Partisi [EMEP]","1999",1999,"1999",0.2,0,550,"TURP17"
"TUR","Turkey","Fazilet Partisi [FP])","1999",1999,"1999",15.4,111,550,"TURP18"
"TUR","Turkey","Young Party (Genc Parti) [GP])","2002",2002,"2002",7.2,0,550,"TURP19"
"TUR","Turkey","Motherland Party (Anavatan Partisi) [ANAP]","1983",2002,"1983",45.1,0,0,"TURP2"
"TUR","Turkey","Democratic People's Party (Halkin Demokrasi Partisi) [HADEP]","1995",1999,"1999",4.7,0,550,"TURP20"
"TUR","Turkey","Populist Party [HP]","1983",1991,"1983",30.5,0,0,"TURP21"
"TUR","Turkey","[IDP]","1987",1987,"1987",0.8,0,0,"TURP22"
"TUR","Turkey","Independents (Bagimsizlar)","1961",2002,"1969",5.6,0,0,"TURP23"
"TUR","Turkey","Worker's Party (Isci Partisi) [IP]","1995",2002,"2002",0.5,0,550,"TURP24"
"TUR","Turkey","[LAR]","1983",1995,"1983",1.1,0,0,"TURP25"
