"ctrynm","party_id","party","hog_first","first","last","share_max","share_year","country"
"PAK",6289,"Pakistan Muslim League-Qaid-i-Azam (PML/Q)",,2003,2012,15.9,2007,"PAK"
"PAK",6292,"Pakistan Peoples Party",2008,1972,2012,77.5,1977,"PAK"
"PAK",6300,"United Front",,1978,1978,18,1977,"PAK"
"PAN",6307,"Arnulfista",,1990,2009,21.8,2004,"PAN"
"PAN",6309,"Authentic Liberal",,1990,2004,7.5,1989,"PAN"
"PAN",6311,"Authentic Revolutionary",,1949,1954,28.6,1948,"PAN"
"PAN",6313,"Christian Demoratic",,1990,2004,41.8,1989,"PAN"
"PAN",6315,"Coalition Reform and National",,1933,1936,34.4,1932,"PAN"
"PAN",6317,"Conservative",,1928,1948,23.9,1928,"PAN"
"PAN",6319,"Democratic Change",,2005,2012,21.1,2009,"PAN"
"PAN",6321,"Democratic Revolutionary Party",,1969,2012,100,1968,"PAN"
"PAN",6323,"Doctrinary Liberal",,1933,1947,43.8,1932,"PAN"
"PAN",6332,"Liberal",,1925,2004,82.6,1927,"PAN"
"PAN",6337,"Liberal Reform",,1946,1948,23.5,1945,"PAN"
"PAN",6341,"National Democratic Union",,1985,1989,59.7,1984,"PAN"
"PAN",6342,"National Liberal",,1937,1999,53.1,1940,"PAN"
"PAN",6344,"National Patriotic Coalition",,1952,1968,88.7,1956,"PAN"
"PAN",6346,"National Republican Liberal Movement",,1990,2012,23.9,1989,"PAN"
"PAN",6352,"Opposition Democratic Alliance",,1985,1994,40.3,1984,"PAN"
"PAN",6357,"Panamenista",,2010,2012,29.6,2009,"PAN"
"PAN",6358,"Papa Egoro Movement",,1995,2004,8.3,1994,"PAN"
"PAN",6363,"Popular Union",,1949,1954,7.5,1952,"PAN"
"PAN",6364,"Reform",,1949,1954,17,1952,"PAN"
"PAN",6367,"Solidarity",,2000,2009,11.5,2004,"PAN"
"PAN",6370,"United Liberal",,1937,1951,45.1,1947,"PAN"
"PAN",6371,"United National Opposition",,1961,1968,52.8,1960,"PAN"
"PAR",6380,"Authentic Radical Liberal Party",,1993,2012,40,1993,"PRY"
"PAR",6383,"Colorado",,1949,2012,100,1959,"PRY"
"PAR",6388,"Liberal",,1924,1993,75,1927,"PRY"
"PAR",6389,"Liberal Radical",,1968,2008,26.7,1967,"PRY"
"PAR",6393,"National Encounter",,1993,2008,10,1993,"PRY"
"PAR",6394,"National Republican",,1928,1930,37.5,1929,"PRY"
"PAR",6397,"National Union for Ethical Citizenship",,2004,2012,18.8,2008,"PRY"
"PAR",6402,"Party of the Best Fatherland",,2004,2008,12.5,2003,"PRY"
"PER",6415,"Alliance for the Future",,2007,2011,10.8,2006,"PER"
"PER",6417,"American Popular Revolutionary Alliance",,1964,2011,59.4,1985,"PER"
"PER",6421,"Cambio '90",1991,1991,2006,67.7,1992,"PER"
"PER",6425,"Christian Democrat",,1960,1968,9.3,1963,"PER"
"PER",6432,"Democratic Front",,1946,1992,39,1990,"PER"
"PER",6433,"Democratic Peru",1955,1955,1962,44,1959,"PER"
"PER",6436,"Force 2011 Alliance",,2012,2012,29.2,2011,"PER"
"PER",6446,"Moral Front",,1993,1995,10.8,1992,"PER"
"PER",6453,"National Solidarity Party",,2001,2012,6.2,2011,"PER"
"PER",6455,"National Union",,1951,1968,93.5,1955,"PER"
"PER",6462,"Peru 2000",,2001,2001,43.3,2000,"PER"
"PER",6463,"Peru Posible",2002,2001,2012,37.5,2001,"PER"
"PER",6465,"Peru Wins Alliance",,2012,2012,36.2,2011,"PER"
"PER",6468,"Popular Action",,1960,2006,54.4,1980,"PER"
"PER",6470,"Popular Christian",,1981,2000,12.3,1992,"PER"
"PER",6473,"Pradistas",,1957,1958,27.5,1956,"PER"
"PER",6475,"Renovation Movement",,1993,2000,9.2,1992,"PER"
"PER",6479,"Union for Peru",,1996,2012,37.5,2006,"PER"
"PER",6481,"Union Nacionale",,1957,2011,20.9,1956,"PER"
"PER",6482,"United Left",,1986,2000,26.7,1985,"PER"
"PER",6483,"We Are Peru",,2001,2006,6.7,2000,"PER"
"PHI",6502,"Democratic-Nacionalistas",,1954,1956,10,1955,"PHL"
"PHI",6509,"Kabalikat ng Mamamayang Pilipino",,2005,2010,11.1,2004,"PHL"
"PHI",6513,"Lakas-Christian and Muslim Democrats",,2005,2012,44.8,2010,"PHL"
"PHI",6515,"Liberal",,1946,2012,84.9,1988,"PHL"
"PHI",6522,"Nacionalista Democrata Pro-Ind",,1937,1937,18.4,1936,"PHL"
"PHI",6528,"National People's Coalition",,1993,2012,23.9,1992,"PHL"
"PHI",6529,"National Union Coalition",,1993,2004,68.7,1992,"PHL"
"PHI",6540,"Partido Nacionalista",,1935,1986,100,1937,"PHL"
"PHI",6543,"People's Power",,1987,2004,87.1,1986,"PHL"
"PHI",6549,"PNP",,1935,1936,17.6,1934,"PHL"
"PHI",6555,"Struggle of the Philippines Masses",,1996,2004,50.7,1998,"PHL"
"PNG",6563,"Indepdendents",,1988,1992,19.8,1987,"PNG"
"PNG",6567,"Melanesian Alliance",,1983,2007,8.3,1992,"PNG"
"PNG",6571,"National",,1978,2007,11.9,1982,"PNG"
"PNG",6573,"National Alliance Party",2003,2003,2012,27.5,2007,"PNG"
"PNG",6579,"Pangu Pati",1983,1976,2012,82,1975,"PNG"
"PNG",6584,"People Progress",,1978,1982,16.5,1977,"PNG"
"PNG",6585,"People's Action",,1983,2012,9.3,1992,"PNG"
"PNG",6587,"People's Democratic Movement",1986,1986,2012,17,1987,"PNG"
"PNG",6590,"People's National Congress",1998,1998,2012,5.5,1997,"PNG"
"PNG",6594,"People's Progress Party",,1981,2012,14.7,1997,"PNG"
"PNG",6598,"United",,1983,2007,8.3,1982,"PNG"
"PNG",6599,"United Party",,1978,1982,34.9,1977,"PNG"
"POL",6616,"Catholic Action",,1992,1993,10.7,1991,"POL"
"POL",6621,"Christian Democrats",,1919,1993,9.7,1922,"POL"
"POL",6622,"Christian National Peoples",,1919,1925,6.3,1922,"POL"
"POL",6624,"Citizen's Platform",,2002,2012,45.4,2007,"POL"
"POL",6626,"Communist",1948,1943,1991,100,1959,"POL"
"POL",6632,"Democratic Left Alliance",1996,1992,2012,47,2001,"POL"
"POL",6633,"Democratic Union",,1990,1997,16.1,1993,"POL"
"POL",6635,"Freedom Union",,1998,2001,13,1997,"POL"
"POL",6639,"JV",,1919,1925,7.7,1922,"POL"
"POL",6642,"Law & Justice",,2002,2012,36.1,2007,"POL"
"POL",6644,"League of Polish Families",,2002,2007,8.3,2001,"POL"
"POL",6645,"Left and Democrats",,2008,2011,11.5,2007,"POL"
"POL",6651,"National Peoples Band",,1919,1925,22.1,1922,"POL"
"POL",6652,"National Peoples Party",,1919,1922,10.4,1918,"POL"
"POL",6656,"PBP",,1919,1925,22.2,1918,"POL"
"POL",6657,"PBW",,1919,1925,10.8,1922,"POL"
"POL",6659,"Polish Peasant Party",,1990,2012,28.7,1993,"POL"
"POL",6660,"Polish People",,2002,2007,9.1,2001,"POL"
"POL",6662,"Polish Socialist",,1919,1925,9.2,1922,"POL"
"POL",6665,"Self-Defense",,2002,2007,12.2,2005,"POL"
"POL",6669,"Solidarity",1990,1990,2001,43.7,1997,"POL"
"POR",6682,"Christian Democrat",,1988,2001,12.4,1987,"PRT"
"POR",6684,"Communist",,1976,2005,18.8,1979,"PRT"
"POR",6687,"Democratic and Social Centre - People's Party",,1976,2012,16,1976,"PRT"
"POR",6689,"Democratic Renewal",,1986,1991,18,1985,"PRT"
"POR",6692,"Left Block",,2000,2012,7,2009,"PRT"
"POR",6696,"National Liberal",,1852,1852,Inf,1851,"PRT"
"POR",6699,"People's Party",,1995,2005,6.5,1994,"PRT"
"POR",6703,"Republican and Socialist Front",1980,1980,1983,53.6,1980,"PRT"
"POR",6710,"Socialist",1977,1976,2012,52.6,2005,"PRT"
"POR",6712,"Unitary Democratic Coalition",,2006,2011,6.5,2009,"PRT"
"PRK",6719,"Worker's",,1948,2012,100,1959,"PRK"
"ROK",6725,"Civil Rule",,1964,1967,23.4,1963,"KOR"
"ROK",6728,"Democratic Justice",,1981,1992,54.7,1981,"KOR"
"ROK",6730,"Democratic Korea",,1982,1988,29.3,1981,"KOR"
"ROK",6733,"Democratic Liberal",,1993,1998,53.2,1992,"KOR"
"ROK",6734,"Democratic Party",,1960,2004,75.1,1960,"KOR"
"ROK",6736,"Democratic Republican",,1964,1981,74.3,1967,"KOR"
"ROK",6738,"Grand National",2009,2001,2012,51.2,2007,"KOR"
"ROK",6743,"Korea National",,1982,1988,9.1,1981,"KOR"
"ROK",6744,"Liberal",,1960,1963,53.6,1959,"KOR"
"ROK",6750,"National Congress for New Politics",,1997,2000,26.4,1996,"KOR"
"ROK",6751,"New Democratic",,1968,1981,43.6,1971,"KOR"
"ROK",6752,"New Democratic Republican",,1989,1992,11.7,1988,"KOR"
"ROK",6753,"New Korea",,1997,2000,46.5,1996,"KOR"
"ROK",6754,"New Korea Democratic",,1986,1988,24.3,1985,"KOR"
"ROK",6757,"Peace and Democracy",,1989,1992,23.4,1988,"KOR"
"ROK",6759,"Reunification",,1989,1996,19.7,1988,"KOR"
"ROK",6760,"United Democratic Party",,2008,2012,27.1,2007,"KOR"
"ROK",6761,"United Liberal Democratic",2001,1997,2007,16.7,1996,"KOR"
"ROK",6763,"Uri",,2005,2007,50.8,2004,"KOR"
"RUM",6776,"BP",,1922,1926,10.6,1921,"ROU"
"RUM",6783,"Communist",1945,1945,1989,100,1959,"ROU"
"RUM",6785,"Democratic Convention",1997,1993,2000,35.2,1996,"ROU"
"RUM",6787,"Democratic Party",,1997,2004,9,2000,"ROU"
"RUM",6790,"Democratic-Liberal",2009,2009,2012,34.4,2008,"ROU"
"RUM",6797,"Great Romania",,1993,2008,24.3,2000,"ROU"
"RUM",6802,"Hungarian Democratic Union",,1990,2012,7.9,1992,"ROU"
"RUM",6809,"Justice and Truth",,2005,2012,33.7,2004,"ROU"
"RUM",6815,"Minority",,1990,2004,5.5,2000,"ROU"
"RUM",6819,"National Liberal",1922,1922,2012,82.2,1927,"ROU"
"RUM",6824,"National Peasant",1929,1927,1929,89.9,1928,"ROU"
"RUM",6825,"National Salvation Front",,1990,2004,66.4,1989,"ROU"
"RUM",6834,"People's",,1922,1928,75.5,1926,"ROU"
"RUM",6836,"Political Alliance Social Democratic Party-Conservative Party",,2009,2012,34.1,2008,"ROU"
"RUM",6837,"Romanian National Unity",,1993,2000,8.8,1992,"ROU"
"RUM",6841,"Social Democratic Party (PSD) - Humanist Party of Romania (PUR) Alliance",,2005,2008,39.8,2004,"ROU"
"RUM",6843,"Social Democratic Union",,1997,2000,15.5,1996,"ROU"
"RUS",6852,"A Just Russia",,2008,2012,14.2,2011,"RUS"
"RUS",6853,"Agrarian",,1994,2007,10.4,1993,"RUS"
"RUS",6856,"Communist",1918,1918,2012,100,1990,"RUS"
"RUS",6857,"Communist Party",,2004,2007,11.3,2003,"RUS"
"RUS",6861,"Democratic Choice",,1994,1999,21.1,1993,"RUS"
"RUS",6865,"Fatherland All Russia",,2000,2003,14.7,1999,"RUS"
"RUS",6870,"Inter-Regional Movement Unity",,2000,2003,16,1999,"RUS"
"RUS",6872,"Liberal Democratic Party of Russia",,1994,2012,15.6,1993,"RUS"
"RUS",6876,"Our Home is Russia",,1996,2003,11.3,1995,"RUS"
"RUS",6883,"Union of Right Forces",,2000,2007,6.4,1999,"RUS"
"RUS",6884,"United Russia",2009,2000,2012,70,2007,"RUS"
"RUS",6887,"Yabloko",,1994,2007,10,1995,"RUS"
"RWA",6896,"Christian Democrat",,1995,2003,8.6,1994,"RWA"
"RWA",6899,"Liberal",,1995,2012,18.6,1994,"RWA"
"RWA",6903,"Patriotic Front",,1995,2012,79.2,2008,"RWA"
"RWA",6904,"Republican Democratic Movement",1993,1961,2003,100,1965,"RWA"
"RWA",6906,"Social Democrat",,1995,2012,18.6,1994,"RWA"
"RWA",6909,"Unar",,1961,1965,15.6,1960,"RWA"
"SAF",6920,"African National Congress",,1995,2012,69.8,2004,"ZAF"
"SAF",6922,"Afrikaner",,1943,1951,5.9,1942,"ZAF"
"SAF",6927,"Conservative",,1989,1994,13.3,1988,"ZAF"
"SAF",6929,"Democratic Alliance",,1995,2012,16.8,2009,"ZAF"
"SAF",6931,"Dominion",,1935,1947,5.3,1938,"ZAF"
"SAF",6938,"Hertzog Group",,1940,1940,24.8,1939,"ZAF"
"SAF",6944,"Inkatha Freedom Party",,1990,2012,10.8,1994,"ZAF"
"SAF",6945,"Labor",,1910,1947,15.7,1920,"ZAF"
"SAF",6951,"Malanites",,1935,1940,18.7,1938,"ZAF"
"SAF",6954,"National",1960,1916,1999,86,1987,"ZAF"
"SAF",6963,"New National",,2000,2009,7,1999,"ZAF"
"SAF",6964,"New Order Group",,1943,1943,11.1,1942,"ZAF"
"SAF",6966,"NRP",,1978,1994,6.1,1977,"ZAF"
"SAF",6974,"PFP",,1962,1994,15.8,1981,"ZAF"
"SAF",6980,"Reunited National or People's",,1941,1948,44.1,1940,"ZAF"
"SAF",6985,"South African",,1921,1981,30.6,1920,"ZAF"
"SAF",6988,"South African Party",,1910,1934,57.5,1921,"ZAF"
"SAF",6991,"Unionist",,1910,1921,31.4,1909,"ZAF"
"SAF",6992,"United",1920,1920,1977,80.7,1937,"ZAF"
"SAL",7005,"Christian Democrats",,1967,2012,54.1,1985,"SLV"
"SAL",7016,"National Conciliation Party",,1963,2012,100,1962,"SLV"
"SAL",7019,"National Democratic",,1928,1930,100,1927,"SLV"
"SAL",7020,"National Liberation Front",,1995,2012,41.7,2009,"SLV"
"SAL",7021,"National Opposition Union",,1975,1978,26.9,1974,"SLV"
"SAL",7022,"National Republican Alliance",,1983,2012,49.2,1988,"SLV"
"SAL",7028,"Renovating Action Party (PAR)",,1951,1952,26.9,1950,"SLV"
"SAL",7030,"Revolutionary Party of Democratic Unification (PRUD)",,1951,1962,100,1952,"SLV"
"SAL",7035,"United Democratic Center",,2001,2006,6,2003,"SLV"
"SEN",7045,"Alliance of Progressive Forces",2001,2001,2007,9.2,2001,"SEN"
"SEN",7076,"Senegalese Democratic",,1979,2012,87.3,2007,"SEN"
"SEN",7081,"Socialist Party of Senegal",1999,1960,2007,100,1959,"SEN"
"SER",7093,"Democratic Party of Serbia - New Serbia Coalition",,2006,2012,21.2,2005,"SRB"
"SER",7094,"For a European Serbia' Alliance",,2009,2012,40.8,2008,"SRB"
"SIE",7110,"All People's Congress",,1961,2012,100,1982,"SLE"
"SIE",7133,"Sierra Leone People's Party",,1961,2012,78,1960,"SLE"
"SIE",7134,"United National People's",,1997,1997,21.2,1996,"SLE"
"SIN",7139,"People's Action Party",1965,1965,2012,100,1968,"SGP"
"SIN",7140,"Socialist",,1965,1968,28.3,1964,"SGP"
"SIN",7143,"Workers",,1984,2012,6.9,2011,"SGP"
"SLB",7145,"Alliance for Change",,1998,2006,52,1997,"SLB"
"SLB",7146,"Christian Democratic Party",,2007,2012,6,2006,"SLB"
"SLB",7151,"Labor",,1990,2006,8.5,1993,"SLB"
"SLB",7155,"National Action Party",,1994,1997,10.6,1993,"SLB"
"SLB",7158,"National party (NP)",,2007,2012,8,2006,"SLB"
"SLB",7159,"National Unity and Reconciliation Progressive Party",1995,1994,2001,48,1997,"SLB"
"SLB",7160,"Nationalist Front for Progress",,1985,1993,10.8,1984,"SLB"
"SLB",7163,"Party of Our Land",,1978,1978,21.2,1977,"SLB"
"SLB",7164,"People's Alliance Party",1982,1982,2012,50,1989,"SLB"
"SLB",7167,"People's Progressive Party",2001,1978,2006,12,2001,"SLB"
"SLB",7171,"Solomon Islands Liberal Party",1998,1985,2010,9.5,1989,"SLB"
"SLB",7172,"Solomon Islands Party for Rural Advancement",,2007,2012,8,2006,"SLB"
"SLB",7173,"Union of Moderate Parties",,1978,1978,13.5,1977,"SLB"
"SLB",7174,"United Party",1979,1979,1997,35.1,1984,"SLB"
"SLO",7181,"Association for Sloval Workers",,1995,2002,8.7,1994,"SVK"
"SLO",7184,"Christian Democratic Movement",,1993,2012,18.7,2002,"SVK"
"SLO",7185,"Coexistence",,1995,2002,6,1994,"SVK"
"SLO",7186,"Common Choice",,1995,2002,12,1994,"SVK"
"SLO",7188,"Democratic Union",,1995,2002,10,1994,"SVK"
"SLO",7190,"Freedom and Solidarity",,2011,2012,14.7,2010,"SVK"
"SLO",7193,"Hungarian Coalition Party",,2003,2010,13.3,2002,"SVK"
"SLO",7194,"Left Bloc",,1993,1994,19.3,1992,"SVK"
"SLO",7197,"Movement for a Democratic Slovakia",,1993,2010,49.3,1992,"SVK"
"SLO",7199,"National",,1993,1994,10,1992,"SVK"
"SLO",7200,"New Civic Alliance",,2003,2006,10,2002,"SVK"
"SLO",7204,"Slovak Democratic and Christian Union",,2007,2010,20.7,2006,"SVK"
"SLO",7205,"Slovak Democratic and Christian Union - Democratic Party",2011,2011,2012,18.7,2010,"SVK"
"SLO",7208,"Slovak National",,1995,2012,13.3,2006,"SVK"
"SLO",7210,"Smer - Social Democracy",,2003,2012,41.3,2010,"SVK"
"SLV",7213,"Associated List",,1993,2004,15.9,1992,"SVN"
"SLV",7214,"Christian Democrats",,1991,2004,17,1992,"SVN"
"SLV",7218,"Democratic Party of Retired People",,1998,2012,7.8,2008,"SVN"
"SLV",7221,"DEMOS",,1991,1992,58.8,1990,"SVN"
"SLV",7227,"Liberal Democracy of Slovenia",,1991,2011,37.8,2000,"SVN"
"SLV",7230,"National",,1993,2008,13.6,1992,"SVN"
"SLV",7231,"New Slovenia - Christian People's Party",,2005,2012,10,2004,"SVN"
"SLV",7232,"Party",,2009,2011,10,2008,"SVN"
"SLV",7234,"People's",,1993,2008,21.6,1997,"SVN"
"SLV",7235,"Slovenian Democratic",2005,1993,2012,32.2,2004,"SVN"
"SLV",7241,"Social Democratic",2009,1993,2012,32.2,2008,"SVN"
"SLV",7244,"United List of Social Democrats",,1991,2008,17.5,1990,"SVN"
"SLV",7245,"Zoran Jankovic List - Positive slovenia",,2012,2012,31.1,2011,"SVN"
"SNM",7247,"Christian Democratic Party",,2007,2012,36.7,2008,"SMR"
"SNM",7248,"Communist Party",,1979,1993,30,1988,"SMR"
"SNM",7257,"Party of Socialists and Democrats",,2007,2012,33.3,2006,"SMR"
"SNM",7259,"Popular Alliance of San Marino Democrats",,1994,2012,11.7,2008,"SMR"
"SNM",7264,"San Marino Christian Democratic Party",,1979,2006,45,1988,"SMR"
"SNM",7265,"San Marino Democratic Progressive Party",,1994,2006,20,2001,"SMR"
"SNM",7266,"San Marino Socialist Party",,1994,2006,25,2001,"SMR"
"SNM",7267,"Social Democratic Party",,1979,1993,15,1983,"SMR"
"SNM",7269,"Unitary Socialist Party",,1979,1993,13.3,1983,"SMR"
"SNM",7270,"United Left",,2007,2012,8.3,2006,"SMR"
"SOM",7281,"National Congress",,1965,1969,17.9,1964,"SOM"
"SOM",7295,"Rahanweyn",,2005,2007,22.2,2004,"SOM"
"SOM",7296,"Revolutionary Socialist",1970,1970,1991,100,1979,"SOM"
"SOM",7297,"Somali National League",,1960,1964,16.3,1959,"SOM"
"SOM",7299,"Somali Youth League",1960,1960,1969,67.5,1959,"SOM"
"SPN",7310,"Agrarian",,1932,1936,26.4,1935,"ESP"
"SPN",7330,"Catalan Convergence Union",,1980,2004,5.2,1986,"ESP"
"SPN",7340,"Communist",,1978,1986,6.6,1979,"ESP"
"SPN",7350,"Democratic and Social Centre",,1983,1993,5.5,1986,"ESP"
"SPN",7351,"Democratic Centre",1977,1977,1986,48,1979,"ESP"
"SPN",7357,"Federal",,1870,1933,92.4,1873,"ESP"
"SPN",7393,"Popular",,1980,2012,53.1,2011,"ESP"
"SPN",7396,"Progressive",,1870,1871,64.2,1870,"ESP"
"SPN",7400,"Radical",,1933,1936,21.4,1933,"ESP"
"SPN",7402,"Radical Republican",,1872,1874,67.7,1872,"ESP"
"SPN",7403,"Radical Socialist",,1932,1933,12.6,1931,"ESP"
"SPN",7406,"Republican Alliance (Radical-9",,1932,1932,29.1,1931,"ESP"
"SPN",7411,"Sagastinos",,1872,1872,23.2,1871,"ESP"
"SPN",7422,"Union of Democratic Center",,1983,1992,6,1989,"ESP"
"SPN",7425,"Unionist",,1870,1870,18.7,1869,"ESP"
"SPN",7427,"United Left",,1990,2011,6,1996,"ESP"
"SRI",7436,"All Ceylon Tamil Congress",,1948,2001,7.4,1947,"LKA"
"SRI",7447,"Federal",,1953,1971,10.5,1956,"LKA"
"SRI",7448,"Federal/Tamil United Liberatio",,1960,1994,10.7,1977,"LKA"
"SRI",7449,"Freedom",1995,1953,2012,64,2010,"LKA"
"SRI",7456,"Lanka Sam Samaja",,1948,1977,14.9,1959,"LKA"
"SRI",7458,"Mahajana Eksath Peramuna",,1957,1959,53.7,1956,"LKA"
"SRI",7467,"People's Alliance",,1995,2005,47.6,2000,"LKA"
"SRI",7477,"Tamil National Alliance",,2005,2012,9.8,2004,"LKA"
"SRI",7478,"Tamil United Liberation Front",,1995,2004,7.1,2001,"LKA"
"SRI",7479,"United National",1966,1948,2012,83.3,1977,"LKA"
"STP",7482,"Coalition Ue/Kedadji",,2002,2006,14.5,2001,"STP"
"STP",7486,"Force for Change Democratic Movement/Democratic Convergence Party",,2007,2012,41.8,2006,"STP"
"STP",7490,"Movement for the Liberation of Sao Tome and Principe",1976,1976,2006,56.4,1998,"STP"
"STP",7495,"Party for Democratic Convergence-Reflection Group",,1992,2012,60,1991,"STP"
"STP",7497,"Sao Tome and Principe Liberation Movement",,2007,2010,36.4,2006,"STP"
"SUD",7501,"Democratic Unionist",1987,1969,2012,46.3,1968,"SDN"
"SUD",7511,"National Congress",,2000,2012,98.8,1999,"SDN"
"SUD",7512,"National Islamic Front",,1987,1989,19.6,1986,"SDN"
"SUD",7513,"National Unionist",,1965,1980,31.2,1964,"SDN"
"SUD",7518,"Sudan People's Liberation Movement",,2011,2012,22,2010,"SDN"
"SUD",7521,"Sudanese Socialist Union",,1975,1986,100,1974,"SDN"
"SUD",7522,"Umma",,1965,1989,43.4,1964,"SDN"
"SUR",7525,"A Combination",,2006,2012,13.7,2010,"SUR"
"SUR",7527,"Democratic Alternative '91",,1992,2005,17.6,1991,"SUR"
"SUR",7529,"Front for Democracy and Development",,1988,1991,78.4,1987,"SUR"
"SUR",7532,"Mega Combination",,2011,2012,45.1,2010,"SUR"
"SUR",7534,"Millenium Combination",,2001,2005,19.6,2000,"SUR"
"SUR",7536,"National Democratic Party",1988,1988,2012,31.4,1996,"SUR"
"SUR",7537,"National Party Alliance",,1977,1980,56.4,1976,"SUR"
"SUR",7538,"National Party of Suriname",1989,1989,2010,27.5,2000,"SUR"
"SUR",7539,"New Front Coalition",,2006,2010,45.1,2005,"SUR"
"SUR",7540,"New Front for Democracy and Development",,2011,2012,27.5,2010,"SUR"
"SUR",7544,"Pendawa Lima",,1988,2005,13.7,2000,"SUR"
"SUR",7545,"People's Alliance",,2011,2012,11.8,2010,"SUR"
"SUR",7549,"Progressive Reform Party",2001,1997,2010,17.6,1996,"SUR"
"SUR",7552,"The New Front for Democracy",,1992,1996,58.8,1991,"SUR"
"SUR",7553,"United Democratic Parties",,1977,1980,43.6,1976,"SUR"
"SWD",7566,"Agrarian",,1918,1957,16.7,1955,"SWE"
"SWD",7567,"Center",,1958,2012,25.7,1973,"SWE"
"SWD",7571,"Christian Democrats",,1992,2012,12,1998,"SWE"
"SWD",7572,"Communist",,1921,1991,6.5,1944,"SWE"
"SWD",7573,"Conservative",1929,1900,1959,51.7,1899,"SWE"
"SWD",7578,"Free Traders",,1887,1893,61.5,1887,"SWE"
"SWD",7580,"Greens",,1989,2012,7.2,2010,"SWE"
"SWD",7593,"Liberal",,1894,2012,47.4,1902,"SWE"
"SWD",7596,"Moderate",1992,1960,2012,30.7,2010,"SWE"
"SWD",7597,"Moderate Free Traders",,1894,1899,28.9,1893,"SWE"
"SWD",7603,"People's Party",1931,1928,1944,11.7,1936,"SWE"
"SWD",7604,"Prohibitionist Liberals",,1925,1936,12.1,1924,"SWE"
"SWD",7605,"Protectionists",,1887,1899,52.3,1886,"SWE"
"SWD",7609,"Social Democrats",,1897,1911,27.8,1908,"SWE"
"SWZ",7621,"Catholic Conservative",,1848,2012,24.5,1951,"CHE"
"SWZ",7636,"Democrats",,1897,1943,6.1,1896,"CHE"
"SWZ",7641,"Farmer, Workers and Middle Cl",,1920,1949,17.2,1922,"CHE"
"SWZ",7642,"Farmer's, Traders & Citizens",,1960,1971,11.7,1959,"CHE"
"SWZ",7653,"Greens",,1988,2012,10,2007,"CHE"
"SWZ",7662,"Liberal",,1960,2011,5,1991,"CHE"
"SWZ",7663,"Liberal Conservatives",,1848,1947,23,1872,"CHE"
"SWZ",7675,"Peasants, Artisans and Middle",,1950,1975,11.7,1951,"CHE"
"SWZ",7678,"People's",,1972,2012,31,2007,"CHE"
"SWZ",7683,"Radical",,1955,2007,27,1983,"CHE"
"SWZ",7685,"Radical Democratic",,1848,2012,78.4,1847,"CHE"
"SWZ",7691,"Social Democratic",,1897,2012,28.9,1943,"CHE"
"SYC",7706,"Democratic Party",,1994,2002,34.8,1993,"SYC"
"SYC",7708,"Seychelles National Party-Democratic Party",,2008,2011,32.4,2007,"SYC"
"SYC",7709,"Seychelles People's Progressive Front",,1978,2012,100,2011,"SYC"
"SYC",7711,"United Opposition",,1995,2007,32.4,2002,"SYC"
"SYR",7715,"Baath",1946,1944,2012,100,1960,"SYR"
"SYR",7721,"National Progressive Front",,2008,2012,68.8,2007,"SYR"
"TAJ",7728,"Communist",1992,1991,2010,100,1990,"TJK"
"TAJ",7731,"Islamic Renaissance Party",,2001,2012,7.9,2000,"TJK"
"TAJ",7738,"People's Democratic Party of Tajikistan",2000,2000,2012,87.3,2010,"TJK"
"TAW",7742,"Chinese New",,1996,2001,12.8,1995,"TWN"
"TAW",7743,"Democratic Progressive",,1987,2012,39.6,2004,"TWN"
"TAW",7747,"Kuo Min Tang",,1949,2012,87.3,1983,"TWN"
"TAW",7757,"People First",,2002,2012,20.4,2001,"TWN"
"TAW",7759,"Taiwan Solidarity Union",,2002,2007,5.8,2001,"TWN"
"TAZ",7762,"Chama cha Demokrasia na Maendeleo",,2008,2012,13.7,2010,"TZA"
"TAZ",7764,"Civic United Front",,1996,2012,10.3,2010,"TZA"
"TAZ",7767,"National Convention for Construction and Reform",,1996,2012,6.9,1995,"TZA"
"TAZ",7771,"Revolutionary",1978,1963,2012,100,1965,"TZA"
"THI",7781,"Chart Pattana",,1993,2001,16.7,1992,"THA"
"THI",7783,"Chart Thai",,1993,2011,23.7,1995,"THA"
"THI",7787,"Democrat",,1970,2012,40.9,1976,"THA"
"THI",7791,"Free Justice/National Democrac",,1980,1988,6.6,1979,"THA"
"THI",7809,"New Aspiration",,1993,2005,31.8,1996,"THA"
"THI",7815,"Palang Dharma",,1993,2001,13.1,1992,"THA"
"THI",7817,"People",,1989,1996,5.3,1988,"THA"
"THI",7821,"Pheu Thai",2012,2012,2012,53,2011,"THA"
"THI",7830,"Social Action",,1976,2005,28.4,1983,"THA"
"THI",7831,"Social Agrarian",,1976,1983,7.1,1975,"THA"
"THI",7832,"Social Justice",,1976,1983,16.7,1975,"THA"
"THI",7834,"Socialist",,1976,1983,14.9,1975,"THA"
"THI",7838,"Thai Citizen's",,1984,1991,11.1,1983,"THA"
"THI",7839,"Thai Nation",1989,1976,2005,24.4,1988,"THA"
"THI",7843,"Thais Love Thais",2002,2002,2011,75.4,2005,"THA"
"THI",7844,"United Democrat",,1987,1991,11,1986,"THA"
"THI",7846,"United Thai/Thai Unity",,1970,1991,34.2,1969,"THA"
"TKM",7849,"Communist",,1991,1995,100,1990,"TKM"
"TKM",7850,"Democratic Party",,1996,2012,100,1999,"TKM"
