country,number,name_source,elections_contested_year,elections_contested_number,id,first,last,name_english,name,name_short,comment
JPN,15,Chuseikai (Impartiality Association),1915,1,JPN-115,1915,1915,Impartiality Association,Chuseikai ,,
JPN,16,Okuma Haku Koenkai (Count Okuma's Supponers' Association),1915,1,JPN-116,1915,1915,Count Okuma's Supporters' Association,Okuma Haku Koenkai ,,
JPN,17,Seiyauhonto ,1924,1,JPN-117,1924,1924,Seiyauhonto ,,,
JPN,18,Reform Party (Kakushinto),1928-1932,3,JPN-118,1928,1932,Reform Party ,Kakushinto,,
JPN,19,Rikken Minseito (Constitutional Democratic Party) ,1928-1937,5,JPN-119,1928,1937,Constitutional Democratic Party,Rikken Minseito ,,
JPN,20,Jitsugo Doshikai (Business Fellow Thinkers' Association); 1930 the Kokumin Doshikai,1928-1930,2,JPN-120,1928,1930,Business Fellow Thinkers' Association,Jitsugo Doshikai ,,1930 the Kokumin Doshikai
JPN,21,Japan Farmers' Party (Nihon Nominto),1928,1,JPN-121,1928,1928,Japan Farmers' Party ,Nihon Nominto,,
JPN,22,Labour-Farmer Party (Rodo Nominto); in 1930 the New Labour Farmer Party (Shin Ronoto,1928-1930,2,JPN-122,1928,1930,Labour-Farmer Party ,Rodo Nominto,,in 1930 the New Labour Farmer Party (Shin Ronoto
JPN,23,Japan Labour Farmer Party (Nihon Ronoto),1928,1,JPN-123,1928,1928,Japan Labour Farmer Party ,Nihon Ronoto,,
JPN,24,Socialist People's Party (Shakai Minshuto),1928-1932,3,JPN-124,1928,1932,Socialist People's Party ,Shakai Minshuto,,
JPN,25,Japan Masses Party (Nihon Taishuto) ,1930,1,JPN-125,1930,1930,Japan Masses Party ,Nihon Taishuto,,
JPN,26,National Labour Farmer Masses Party (Zenkoku Taishuto) ,1932,1,JPN-126,1932,1932,National Labour Farmer Masses Party ,Zenkoku Taishuto,,
JPN,27,Socialist Masses Party (Shakai Taishuto) ,1936-1937,2,JPN-127,1936,1937,Socialist Masses Party ,Shakai Taishuto,,
JPN,28,Kokumin Domei (People's League) ,1936-1937,2,JPN-128,1936,1937,People's League,Kokumin Domei ,,
JPN,29,Showakai (Showa Association),1936-1937,2,JPN-129,1936,1937,Showa Association,Showakai ,,
JPN,30,Eastern Party (Toho Kai),1937,1,JPN-130,1937,1937,Eastern Party ,Toho Kai,,
JPN,31,Japan Communist Party (Nihon Kyosanto),1946ff,17,JPN-131,1946,1991,Japan Communist Party ,Nihon Kyosanto,,
JPN,32,Japan Liberal Party (Nihon Jiyuto); in 1949 the Democratic Liberal Party (Minshu Jiyuto); in 1953 the Liberal Party (Jiyuto).,1946-1953,6,JPN-132,1946,1953,Japan Liberal Party ,Jiyuto,,in 1949 the Democratic Liberal Party (Minshu Jiyuto); in 1953 the Liberal Party (Jiyuto).
JPN,33,Japan Progressive Party (Nihon Shimpoto); in 1947 and 1949 the Japan Democratic Party (Nihon Minshuto); in 1952 and 1953 the Progressive Reform Party (Kaishinto),1946-1953,6,JPN-133,1946,1953,Japan Progressive Party ,Kaishinto,,in 1947 and 1949 the Japan Democratic Party (Nihon Minshuto); in 1952 and 1953 the Progressive Reform Party (Kaishinto)
JPN,34,Japan Cooperative Party (Nihon Kyodoto); from 1947 the People's Cooperative Party (Kokumin Kyodoto),1946-1949,3,JPN-134,1946,1949,Japan Cooperative Party ,Kokumin Kyodoto,,from 1947 the People's Cooperative Party (Kokumin Kyodoto)
JPN,35,Japan Socialist Party (Nihon Shakaito) ,1946-1949; 1958ff,14,JPN-135,1946,1991,Japan Socialist Party ,Nihon Shakaito,,
JPN,36,Labour Farmer Party (Rodosha Nominto),1949-1955,4,JPN-136,1949,1955,Labour Farmer Party ,Rodosha Nominto,,
JPN,37,Social Reform Party (Shakai Kakushinto),1949,1,JPN-137,1949,1949,Social Reform Party ,Shakai Kakushinto,,
JPN,38,Cooperative Party (Kyodoto) ,1952,1,JPN-138,1952,1952,Cooperative Party ,Kyodoto,,
JPN,39,Left Wing Socialist Party (Saha Shakaito),1952-1955,3,JPN-139,1952,1955,Left Wing Socialist Party ,Saha Shakaito,,
JPN,40,Right Wing Socialist Party (Uha Shakaito),1952-1955,3,JPN-140,1952,1955,Right Wing Socialist Party ,Uha Shakaito,,
JPN,41,Hatoyama Liberal Party (Hatoyama Jiyuto) ,1953,1,JPN-141,1953,1953,Hatoyama Liberal Party ,Hatoyama Jiyuto,,
JPN,42,Japan Democratic Party (Nihon Minshuto) ,1955,1,JPN-142,1955,1955,Japan Democratic Party ,Nihon Minshuto,,
JPN,43,Liberal Democratic Party (Jiyu Minshuto) ,1958ff,11,JPN-143,1958,1991,Liberal Democratic Party ,Jiyu Minshuto,,
JPN,44,Democratic Socialist Party (Minshu Shakaito) ,1960ff,10,JPN-144,1960,1991,Democratic Socialist Party ,Minshu Shakaito,,
JPN,45,Komeito (Clean Govemment Party) ,1967ff,8,JPN-145,1967,1991,Clean Government Party,Komeito ,,
JPN,46,New Liberal Club (Shin Jiyu Club) ,1979-1986,5,JPN-146,1979,1986,New Liberal Club ,Shin Jiyu Club,,
JPN,47,Social Democratic Federation (Shakai Minshu Rengo),1979ff,4,JPN-147,1979,1991,Social Democratic Federation ,Shakai Minshu Rengo,,
LUX,1,"Party of the Right (Parti de la Droite); since 1945, Christian Social Party (Parti chretien social/ Chrestlech Sozial Vollekspanei – PCS/CSV)",1918ff,19,LUX-101,1918,1991,Party of the Right ,Parti chretien social/ Chrestlech Sozial Vollekspanei – PCS/CSV,PCS/CSV,"since 1945, Christian Social Party (Parti chretien social/ Chrestlech Sozial Vollekspanei – PCS/CSV)"
LUX,2,Social Democratic Party (Parti social democrate); since 1924 Socialist Workers' Party (Parti ouvrier socialiste Luxembourgeois/Letzeburger Sozialistisch Arbechterpartei – POSL/LSAP,1918ff,19,LUX-102,1918,1991,Social Democratic Party ,Parti ouvrier socialiste Luxembourgeois/Letzeburger Sozialistisch Arbechterpartei – POSL/LSAP,POSL/LSAP,since 1924 Socialist Workers' Party (Parti ouvrier socialiste Luxembourgeois/Letzeburger Sozialistisch Arbechterpartei – POSL/LSAP
LUX,3,Liberal League (Ligue liberal),1918-1922,3,LUX-103,1918,1922,Liberal League ,Ligue liberal,,
LUX,4,Independent National Party (Pani national independant),1918-1925,4,LUX-104,1918,1925,Independent National Party ,Parti national independant,,
LUX,5,People's Independent Party (Parti populaire independant),1918-1919,2,LUX-105,1918,1919,People's Independent Party ,Parti populaire independant,,
LUX,6,Independents of the East (Parti des independants de I'Est),1919;1925-1928; 1934;1945,5,LUX-106,1919,1925,Independents of the East ,Parti des independants de I'Est,,
LUX,7,"Communist Party (Parti communiste luxembourgeois/ 1922-1925 Kommunistesch Panel, vu Letzebuerg – PCL/KPL)",1931-1934;1945ff,15,LUX-107,1931,1991,Communist Party ,Parti communiste luxembourgeois,PCL/KPL,1922-1925 Kommunistesch Partei vu Letzebuerg – PCL/KPL
LUX,8,Liberal Left (Gauche liberale),1925,1,LUX-108,1925,1925,Liberal Left ,Gauche liberale,,
LUX,9,Radical Party (Parti radica),1925-1931,3,LUX-109,1925,1931,Radical Party ,Parti radical ,,
LUX,10,Radical Socialist Party (Parti radical socialiste),1925;1931,2,LUX-110,1925,1931,Radical Socialist Party ,Parti radical socialiste,,
LUX,11,Radical Liberal Party (Parti radical liberal),1934-1937,2,LUX-111,1934,1937,Radical Liberal Party ,Parti radical liberal,,
LUX,12,Democratic List (Liste democratique),1937,1,LUX-112,1937,1937,Democratic List ,Liste democratique,,
LUX,13,"Free List of Peasants, Middle Classes and Workers (Liste libre des paysans, classes moyennes et ouvriers)",1937,1,LUX-113,1937,1937,"Free List of Peasants, Middle Classes and Workers ","Liste libre des paysans, classes moyennes et ouvriers",,
LUX,14,Liberal Party (Parti liberal),1937-1945,2,LUX-114,1937,1945,Liberal Party ,Parti liberal,,
LUX,15,Party of Peasants and Middle Classes (Parti des paysans et classes moyennes),1937,1,LUX-115,1937,1937,Party of Peasants and Middle Classes ,Parti des paysans et classes moyennes,,
LUX,16,Democratic Party (Parti democratique/Demokratesch Partei - PD/DP); from 1945 to 1951 Groupement patriotique et democratique; in 1954 Groupement democratique,1945ff,11,LUX-116,1945,1991,Democratic Party ,Parti democratique/Demokratesch Partei - PD/DP,PD/DP,from 1945 to 1951 Groupement patriotique et democratiquc; in 1954 Groupement democratique
LUX,17,Middle Class Party (Parti des Classes moyennes),1954,1,LUX-117,1954,1954,Middle Class Party ,Parti des Classes moyennes,,
LUX,18,Popular Independent Movement (Mouvement independant populaire); in 1968 Parti de la solidarite nationale,1964-1968,2,LUX-118,1964,1968,Popular Independent Movement ,Mouvement independant populaire,,in 1968 Parti de la solidarite nationale
LUX,19,Social Democratic Party (Parti socialdemocrate/ Sozialdemokratische Partei – PSD/SDP),1974-1979,2,LUX-119,1974,1979,Social Democratic Party ,Parti socialdemocrate/ Sozialdemokratische Partei – PSD/SDP,PSD/SDP,
LUX,20,Enroles de force ,1979,1,LUX-120,1979,1979,,Enroles de force ,,
LUX,21,Independent Socialists (Socialistes independants- Liste Jean Gremling),1979-1984,2,LUX-121,1979,1984,Independent Socialists ,Socialistes independants- Liste Jean Gremling,,
LUX,22,Alternative List (Alternativ Lescht- Wiert lech) ,1979,1,LUX-122,1979,1979,Alternative List ,Alternativ Lescht- Wiert lech,,
LUX,23,Green Alternative (Di Greng Alternativ - GAP),1984ff,2,LUX-123,1984,1991,Green Alternative ,Di Greng Alternativ - GAP,GAP,
LUX,24,Action Committee 5/6 Pensions for All (Aktiouns-komite 5/6Pensioun fir jiddfereen),1989,1,LUX-124,1989,1989,Action Committee 5/6 Pensions for All ,Aktiouns-komite 5/6 Pensioun fir jiddfereen,,
LUX,25,Ecologists for the North (D'Ekologisten fir den Norden),1989,1,LUX-125,1989,1989,Ecologists for the North ,D'Ekologisten fir den Norden,,
LUX,26,Green Left Ecological Initiative (Greng Lescht Ekologesch Initiativ – GLEI),1989,1,LUX-126,1989,1989,Green Left Ecological Initiative ,Greng Lescht Ekologesch Initiativ – GLEI,GLEI,
LUX,27,Luxembourg for the Luxembourgers National Movement (Letzebuerg fir de Letzebuerger National Bewegong),1989,1,LUX-127,1989,1989,Luxembourg for the Luxembourgers National Movement ,Letzebuerg fir de Letzebuerger National Bewegong,,
MLT,1,Constitutional Party ,1921-39; 1950-53,8,MLT-101,1921,1950,Constitutional Party ,,,
MLT,2,Democratic Nationalist Party  (Partito Nazionalista Democratico),1921,1,MLT-102,1921,1921,Democratic Nationalist Party  ,Partito Nazionalista Democratico,,
MLT,3,Labour Party,1921ff,17,MLT-103,1921,1991,Labour Party,,,
MLT,4,Maltese Political Union/Unione Politica Maltese,1921,1,MLT-104,1921,1921,Maltese Political Union,Unione Politica Maltese,,
MLT,5,Nationalist Party/Partit Nazzjonalista ,1924-1939; 1947ff,15,MLT-105,1924,1991,Nationalist Party,Partit Nazzjonalista ,,
MLT,6,James Party,1945-1947,2,MLT-106,1945,1947,James Party,,,
MLT,7,Democratic Action Party,1947-1950,2,MLT-107,1947,1950,Democratic Action Party,,,
MLT,8,Gozo Party,1947,1,MLT-108,1947,1947,Gozo Party,,,
MLT,9,Malta Workers' Party ,1950-1953,3,MLT-109,1950,1953,Malta Workers' Party ,,,
MLT,10,Progressive Constitutional Party ,1953ff,5,MLT-110,1953,1991,Progressive Constitutional Party ,,,
MLT,11,Christian Workers' Party ,1962-1966,2,MLT-111,1962,1966,Christian Workers' Party ,,,
MLT,12,Democratic Nationalist Party II,1962-1966,2,MLT-112,1962,1966,Democratic Nationalist Party II,,,
MLT,13,Communist Party/Partit Komunista,1987,1,MLT-113,1987,1987,Communist Party,Partit Komunista,,
NLD,1,Anti-Revolutionary Party (Anti-Revolutionaire Partij – ARP),1888-1977,25,NLD-101,1888,1977,Anti-Revolutionary Party ,Anti-Revolutionaire Partij – ARP,ARP,
NLD,2,Catholic Party; from 1897 Catholic Electoral League (Rooms-Katholieke Bond van Kiesverenigingen); from 1926 Roman Catholic States Party (Rooms-Katholieke Staatspartij); since 1945 Catholic People's Party (Katholieke Volkspartij – KVP),1888-1977,25,NLD-102,1888,1977,Catholic Party,Katholieke Volkspartij – KVP,KVP,from 1897 Catholic Electoral League (Rooms-Katholieke Bond van Kiesverenigingen); from 1926 Roman Catholic States Party (Rooms-Katholieke Staatspartij); since 1945 Catholic People's Party (Katholieke Volkspartij – KVP)
NLD,3,Liberal Union (Liberale Unie) ,1888-1918,9,NLD-103,1888,1918,Liberal Union ,Liberale Unie,,
NLD,4,Radicals (Radicalen); from 1901 Liberal Democratit League (Vrijrinnig-Democratische Bond),1888-1937,15,NLD-104,1888,1937,Radicals ,Radicalen,,from 1901 Liberal Democratic League (Vrijzinnig-Democratische Bond)
NLD,5,Social Democratic League (Sociaal-Democratische Bond); from 1897 Free Socialist (Vrije Socialisten),1888-1891; 1897-1905,5,NLD-105,1888,1905,Social Democratic League ,Vrije Socialisten,,from 1897 Free Socialist (Vrije Socialisten)
NLD,6,Christian Historicals; various local lists until the establishment of the Christian Historical Union (Christelijk-Historische Unie - CHU) in 1908,1894-1977,23,NLD-106,1894,1977,Christian Historicals,Christelijk-Historische Unie - CHU,CHU,various local lists until the establishment of the Christian Historical Union (Christelijk-Historische Unie - CHU) in 1908
NLD,7,Social Democratic Workers' Party (Sociaal-Democratische Arbeiders Partij - SDAP) , 1894-1937,13,NLD-107,1894,1937,Social Democratic Workers' Party ,Sociaal-Democratische Arbeiders Partij - SDAP,SDAP,
NLD,8,Free Liberal League (Bond van Vrije Liberalen) ,1894-1918,8,NLD-108,1894,1918,Free Liberal League ,Bond van Vrije Liberalen,,
NLD,9,Christian Democaats; various independent parties until the establishment in 1926 of the Christian Democratic Union (Christen-Democratische Unie – CDU),1918-1937,6,NLD-109,1918,1937,Christian Democrats,Christen-Democratische Unie – CDU,CDU,various independent parties until the establishment in 1926 of the Christian Democratic Union (Christen-Democratische Unie – CDU)
NLD,10,Communist Party. In 1918 Social Democratic Party (Sociaal-Democratische Partij); then Communistische Partij Holland - CPH; since 1936 Communistische Partij Nederland – CPN,1918ff,19,NLD-110,1918,1991,Communist Party,Sociaal-Democratische Partij,CPN,In 1918 Social Democratic Party (Sociaal-Democratische Partij); then Communistische Partij Holland - CPH; since 1936 Communistische Partij Nederland – CPN
NLD,11,Economic League (Economische Bond) ,1918,1,NLD-111,1918,1918,Economic League ,Economische Bond,,
NLD,12,"Farmers' League (Plattelandersbond); from 1933 National Party of Farmers, Horticulturalists and Middle Class (Nationaal Beeren, Tuinders en Middenstandspartij)",1918-1937,6,NLD-112,1918,1937,Farmers' League ,"Nationaal Beeren, Tuinders en Middenstandspartij",,"from 1933 National Party of Farmers, Horticulturalists and Middle Class (Nationaal Beeren, Tuinders en Middenstandspartij)"
NLD,13,Middle Class Party (Middenstandspartij),1918,1,NLD-113,1918,1918,Middle Class Party ,Middenstandspartij,,
NLD,14,Political Reformed Party (Staatkundig Gereformeerde Partij – SGP),1918ff,19,NLD-114,1918,1991,Political Reformed Party ,Staatkundig Gereformeerde Partij – SGP,SGP,
NLD,15,Socialist Party (Socialistische Partij),1918-1925,19,NLD-115,1918,1925,Socialist Party ,Socialistische Partij,,
NLD,16,Liberal States Party: The Freedom League (Liberale Staatspartij: De Vrijheidsbond,1922-1937,5,NLD-116,1922,1937,Liberal States Party: The Freedom League ,Liberale Staatspartij: De Vrijheidsbond,,
NLD,17,New Reformed State Party (Hervormd-Gereformeerde Staatspartij,1922-1937,5,NLD-117,1922,1937,New Reformed State Party ,Hervormd-Gereformeerde Staatspartij,,
NLD,18,Roman Catholic People's Party (Rooms- Katholieke Volkspartij),1925-1937,4,NLD-118,1925,1937,Roman Catholic People's Party ,Rooms- Katholieke Volkspartij,,
NLD,19,Middle Party for City and Country (Middenpartij voor Stadt en Land),1929,1,NLD-119,1929,1929,Middle Party for City and Country ,Middenpartij voor Stadt en Land,,
NLD,20,Revolutionary Socialist Party (Revolutionair Socialistische Partij),1929-1933,2,NLD-120,1929,1933,Revolutionary Socialist Party ,Revolutionair Socialistische Partij,,
NLD,21,League for National Renewal (Verbond voor Nationaal Herstel),1933-1937,2,NLD-121,1933,1937,League for National Renewal ,Verbond voor Nationaal Herstel,,
NLD,22,National Socialist Movement (Nationaal- Socialistische Beweging),1937,1,NLD-122,1937,1937,National Socialist Movement ,Nationaal- Socialistische Beweging,,
NLD,23,Labour Party (Partij van der Arbeid-PvdA) ,1946ff,13,NLD-123,1946,1991,Labour Party ,Partij van der Arbeid-PvdA,PvdA,
NLD,24,Liberal Party (Volkspartij voor Vrijheid en Democratie – VVD,1946ff,13,NLD-124,1946,1991,Liberal Party ,Volkspartij voor Vrijheid en Democratie – VVD,VVD,
NLD,25,Catholic National Party (Katholieke Nationale Partij,1948-1952,2,NLD-125,1948,1952,Catholic National Party ,Katholieke Nationale Partij,,
NLD,26,Reformed Political Union (Gereformeerd Politiek Verbond,1952ff,11,NLD-126,1952,1991,Reformed Political Union ,Gereformeerd Politiek Verbond,,
NLD,27,Pacifist Socialist Party (Pacifistisch-Socialistische Partij,1959ff,9,NLD-127,1959,1991,Pacifist Socialist Party ,Pacifistisch-Socialistische Partij,,
NLD,28,Farmers' Party (Boerenpartij); since 1977 People's Party of the Right (Rechtse-Volkspartij),1959-1982,8,NLD-128,1959,1982,Farmers' Party ,Rechtse-Volkspartij,,since 1977 People's Party of the Right (Rechtse-Volkspartij)
NLD,29,Democrats '66 (Democraten '66-D'66),1967ff,7,NLD-129,1967,1991,Democrats '66 ,Democraten '66-D'66,D'66,
NLD,30,Democratic Socialists '70 (Democratische Socialisten 70-DS'70),1971-1982,5,NLD-130,1971,1982,Democratic Socialists '70 ,Democratische Socialisten 70-DS'70,DS'70,
NLD,31,Middle Class Party (Middenstands Partij),1971-1972,2,NLD-131,1971,1972,Middle Class Party ,Middenstands Partij,,
NLD,32,Radical Political Party (Politieke Partij Radicalen),1971ff,6,NLD-132,1971,1991,Radical Political Party ,Politieke Partij Radicalen,,
NLD,33,Roman Catholic party (Rooms-Katholicke Partij Nederland; in 1971 Nieuwe Roomse Partij),1971-1981,4,NLD-133,1971,1981,Roman Catholic party ,Rooms-Katholicke Partij Nederland,,in 1971 Nieuwe Roomse Partij)
NLD,34,Christian Democratic Appeal (Christen Democratisch Appel),1977ff,4,NLD-134,1977,1991,Christian Democratic Appeal ,Christen Democratisch Appel,,
NLD,35,Reformed Political Federation (Reformatorische Politieke Federatie),1977ff,4,NLD-135,1977,1991,Reformed Political Federation ,Reformatorische Politieke Federatie,,
NLD,36,Centre Party (Centrumpartij) ,1981ff,3,NLD-136,1981,1991,Centre Party ,Centrumpartij,,
NLD,37,Evangelical People's Party (Evangelische Volkspartij – EVP),1981ff,3,NLD-137,1981,1991,Evangelical People's Party ,Evangelische Volkspartij – EVP,,
NOR,1,Liberals (Venstre - literally Left),1882ff,30,NOR-101,1882,1991,Liberals ,Venstre ,,- literally Left
NOR,2,Conservatives (Hoyre - literally Right); from 1903 to 1913 known as the Unionist Party (Samlingspartiet) ,1882ff,30,NOR-102,1882,1991,Conservatives ,Samlingspartiet,,from 1903 to 1913 known as the Unionist Party (Samlingspartiet) 
NOR,3,"Moderates (Moderate Venstre - literally, Moderate Left)",1888-1903,6,NOR-103,1888,1903,Moderates ,Moderate Venstre ,,"- literally, Moderate Left"
NOR,4,Labour Party (Det Norske Arbeiderparti - DNA),1894ff,26,NOR-104,1894,1991,Labour Party ,Det Norske Arbeiderparti - DNA,DNA,
NOR,5,Worker Democrats (Arbeiderdemokratene); from 1921 Radical People's Party (Radikale Folkeparti),1906-1936,11,NOR-105,1906,1936,Worker Democrats ,Radikale Folkeparti,,from 1921 Radical People's Party (Radikale Folkeparti)
NOR,6,Liberal Left (Frisinnede Folkeparti) ,1909-1936,10,NOR-106,1909,1936,Liberal Left ,Frisinnede Folkeparti,,
NOR,7,Agrarian League (Landmandsforbundet); from 1921 the Farmers' Party (Bondepartiet); re-named Centre Party (Senterpartiet) in 1959,1915ff,19,NOR-107,1915,1991,Agrarian League ,Senterpartiet,,from 1921 the Farmers' Party (Bondepartiet); re-named Centre Party (Senterpartiet) in 1959
NOR,8,Social Democratic Workers' Party (Norges Socialdemokratiske Arbeiderparti),1921-1924,2,NOR-108,1921,1924,Social Democratic Workers' Party ,Norges Socialdemokratiske Arbeiderparti,,
NOR,9,Communist Party (Norges Kommunistiske Party - NKP) ,1924ff,15,NOR-109,1924,1991,Communist Party ,Norges Kommunistiske Party - NKP,NKP,
NOR,10,Christian People's Party (Kristelig Folkeparti),1933ff,13,NOR-110,1933,1991,Christian People's Party ,Kristelig Folkeparti,,
NOR,11,Commonwealth Party (Samfunnspartiet) ,1933-1949,4,NOR-111,1933,1949,Commonwealth Party ,Samfunnspartiet,,
NOR,12,National Socialists (Nasjonal Samling – literally National Unity),1933-1936,2,NOR-112,1933,1936,National Socialists ,Nasjonal Samling ,,– literally National Unity
NOR,13,Joint Non-Socialist Lists ,1949-1981,9,NOR-113,1949,1981,Joint Non-Socialist Lists ,,,
NOR,14,Socialist People's Party (Sosialistisk Folkeparti); since 1975 Socialist Left Party (Sosialistisk Venstreparti) ,1961ff,7,NOR-114,1961,1991,Socialist People's Party ,Sosialistisk Venstreparti,,since 1975 Socialist Left Party (Sosialistisk Venstreparti) 
NOR,15,Anders Lange's Party (Anders Langes Parti); since 1977 Progress Party (Fremskrittspartiet) ,1973ff,4,NOR-115,1973,1991,Anders Lange's Party ,Fremskrittspartiet,,since 1977 Progress Party (Fremskrittspartiet) 
NOR,16,New People's Party (Det Nye Folkepartiet); since 1980 Liberal People's Party (Det Liberale Folkeparti),1973ff,4,NOR-116,1973,1991,New People's Party ,Det Liberale Folkeparti,,since 1980 Liberal People's Party (Det Liberale Folkeparti)
NZL,1,Conservative Party,1890-1908,7,NZL-101,1890,1908,Conservative Party,,,
NZL,2,Liberal Party ,1890-1935,15,NZL-102,1890,1935,Liberal Party ,,,
NZL,3,Labour Party ,1902ff,28,NZL-103,1902,1991,Labour Party ,,,
NZL,4,Reform Party,1911-1935,8,NZL-104,1911,1935,Reform Party,,,
NZL,5,Country Party,1925-1935,4,NZL-105,1925,1935,Country Party,,,
NZL,6,Ratana Independent Movement ,1928-1935,3,NZL-106,1928,1935,Ratana Independent Movement ,,,
NZL,7,Communist Party,1931-1935; 1946-1969,11,NZL-107,1931,1935,Communist Party,,,
NZL,8,Democratic Party ,1935,1,NZL-108,1935,1935,Democratic Party ,,,
NZL,9,National Party ,1938ff,17,NZL-109,1938,1991,National Party ,,,
NZL,10,Democratic Soldier Labour Party ,1943,1,NZL-110,1943,1943,Democratic Soldier Labour Party ,,,
NZL,11,Social Credit /Democratic Party ,1954ff,12,NZL-111,1954,1991,Social Credit /Democratic Party ,,,
NZL,12,Socialist Unity Party ,1972-1984,5,NZL-112,1972,1984,Socialist Unity Party ,,,
NZL,13,Values Party,1972ff,6,NZL-113,1972,1991,Values Party,,,
NZL,14,Mana Motuhakc ,1981 ff,3,NZL-114,1981,1991,Mana Motuhake,,,
NZL,15,New Zealand Party ,1984ff,2,NZL-115,1984,1991,New Zealand Party ,,,
PRT,1,Centre Social Democrats (Partido do Centro Democratico Social - CDS),1975ff,7,PRT-101,1975,1991,Centre Social Democrats ,Partido do Centro Democratico Social - CDS,CDS,
PRT,2,Communist Party (Partido Comunista Português - PCP),1975ff,7,PRT-102,1975,1991,Communist Party ,Partido Comunista Português - PCP,PCP,
PRT,3,Popular Democratic Party (Partido Popular Democrático - PPD); since October 1976 the Social Democratic Party (Partido Social Democráta - PSD),1975ff,7,PRT-103,1975,1991,Popular Democratic Party ,Partido Social Democráta - PSD,PSD,since October 1976 the Social Democratic Party (Partido Social Democráta - PSD)
PRT,4,Socialist Party (Partido Socialista Portuguesa - PSP),1975ff,7,PRT-104,1975,1991,Socialist Party ,Partido Socialista Portuguesa - PSP,PSP,
PRT,5,Democratic Movement (Movimento Democrático Portugues - MDP) ,1975; 1979ff,6,PRT-105,1975,1991,Democratic Movement ,Movimento Democrático Portugues - MDP,MDP,
PRT,6,Movement of the Socialist Left (Movimento de Esquerda Socialista - MES) ,1975-1976,2,PRT-106,1975,1976,Movement of the Socialist Left ,Movimento de Esquerda Socialista - MES,MES,
PRT,7,Popular Democratic Union (Uniao Democratica Popular - UDP),1975ff,7,PRT-107,1975,1991,Popular Democratic Union ,Uniao Democratica Popular - UDP,UDP,
PRT,8,Popular Monarchist Party (Partido - Popular Monárquico - PPM) ,1975-1983; 1987,6,PRT-108,1975,1983,Popular Monarchist Party ,Partido - Popular Monárquico - PPM,PPM,
PRT,9,Popular Socialist Front (Frente Socialista Popular - FSP) ,1975-1976,2,PRT-109,1975,1976,Popular Socialist Front ,Frente Socialista Popular - FSP,FSP,
PRT,10,Christian Democratic Party (Partido da Democracia Crista - PDC),1976ff,6,PRT-110,1976,1991,Christian Democratic Party ,Partido da Democracia Crista - PDC,PDC,
PRT,11,Reformists (Reformadores) ,1979,1,PRT-111,1979,1979,Reformists ,Reformadores,,
PRT,12,Revolutionary Socialist Party (Partido Socialista Revolucionário - PSR),1979ff,5,PRT-112,1979,1991,Revolutionary Socialist Party ,Partido Socialista Revolucionário - PSR,PSR,
PRT,13,Union of the Socialist and Democratic Left (Uniao de Esquerda para a Democracia Socialista - UEDS) ,1979-1980,2,PRT-113,1979,1980,Union of the Socialist and Democratic Left ,Uniao de Esquerda para a Democracia Socialista - UEDS,UEDS,
PRT,14,Independent Social Democrats (Associacao Social Democrata Independente - ASDI) ,1980,1,PRT-114,1980,1980,Independent Social Democrats ,Associacao Social Democrata Independente - ASDI,ASDI,
PRT,15,Socialist Unity Party (Partido Operário de Unidade Socialista - POUS) ,1980ff,4,PRT-115,1980,1991,Socialist Unity Party ,Partido Operário de Unidade Socialista - POUS,POUS,
PRT,16,Greens (Partido Ecologista 'Os Verdes' - PEV),1983ff,3,PRT-116,1983,1991,Greens ,Partido Ecologista 'Os Verdes' - PEV,PEV,
PRT,17,Democratic Renewal Party (Partido Renovador Democrático - PRD) ,1985ff,2,PRT-117,1985,1991,Democratic Renewal Party ,Partido Renovador Democrático - PRD,PRD,
PRT,18,Democratic Intervention (Intervencao Democrática) ,1987,1,PRT-118,1987,1987,Democratic Intervention ,Intervencao Democrática,,
SWE,1,Protectionists (Protektionistiska Högerman& literally Protectionist Right),1887-1896,5,SWE-101,1887,1896,Protectionists ,Protektionistiska Högerman,, literally Protectionist Right
SWE,2,Free Traders (Frihandelssinade),1887-1890,3,SWE-102,1887,1890,Free Traders ,Frihandelssinade,,
SWE,3,Liberals (Liberaler) ,1893-1921,2,SWE-103,1893,1921,Liberals ,Liberaler,,
SWE,4,Moderate Free Traders (Frihandelssinade Högerman& literally Free Trade Right),1893-1896,2,SWE-104,1893,1896,Moderate Free Traders ,Frihandelssinade Högerman,,literally Free Trade Right
SWE,5,Social Democrats (Sveriges Socialdemokratistiska Arbetareparti),1890ff,33,SWE-105,1890,1991,Social Democrats ,Sveriges Socialdemokratistiska Arbetareparti,,
SWE,6,Conservatives (Hogerpartiet& literally the Right Party). In 1969 renamed the Moderate Unity Party (Moderate Samlingspartiet),1899ff,30,SWE-106,1899,1991,Conservatives ,Moderate Samlingspartiet,,In 1969 renamed the Moderate Unity Party (Moderate Samlingspartiet)
SWE,7,Agrarian Party (Bondeforbundet). In 1957 renamed the Centre Party (Centerpartiet),1917ff,23,SWE-107,1917,1991,Agrarian Party ,Centerpartiet,,In 1957 renamed the Centre Party (Centerpartiet)
SWE,8,Farmers' Union (Jordbrukarnas Riksförbund) ,1917-1921,2,SWE-108,1917,1921,Farmers' Union ,Jordbrukarnas Riksförbund,,
SWE,9,Left Socialists (Vänstersocialister) ,1917-1921,3,SWE-109,1917,1921,Left Socialists ,Vänstersocialister,,
