ess_cntry,essround,ess_variable,ess_party,ess_party_id,ess_id,first_ess_id,country
LV,10,prtclalv,Progresīvie,5,LV-10-5-c,LV-9-5-c,LVA
LV,10,prtclalv,No sirds Latvijai,8,LV-10-8-c,LV-9-8-c,LVA
LV,10,prtclalv,Sociāldemokrātiskā partija 'Saskaņa',9,LV-10-9-c,LV-9-9-c,LVA
LV,10,prtclalv,Attīstībai/Par!,10,LV-10-10-c,LV-9-10-c,LVA
LV,10,prtclalv,Latvijas Reģionu Apvienība,11,LV-10-11-c,LV-9-11-c,LVA
LV,10,prtclalv,Latviešu Nacionālisti,12,LV-10-12-c,LV-9-12-c,LVA
LV,10,prtclalv,Jaunā Vienotība,13,LV-10-13-c,LV-9-13-c,LVA
LV,10,prtclalv,Par alternatīvu,14,LV-10-14-c,LV-10-14-c,LVA
LV,10,prtclalv,Politiskā partija KPV LV,15,LV-10-15-c,LV-9-15-c,LVA
LV,10,prtclalv,Zaļo un Zemnieku savienība,16,LV-10-16-c,LV-3-2-c,LVA
LV,10,prtclalv,Other,17,LV-10-17-c,LV-3-8-c,LVA
ME,9,prtvtme,"Albanci odlucno - Forca, DUA, AAA",1,ME-9-1-v,ME-9-1-v,MNE
ME,9,prtvtme,SDP - Ranko Krivokapic,2,ME-9-2-v,ME-9-2-v,MNE
ME,9,prtvtme,"Albanska koalicija 'Sa jednim ciljem' - DP, GI, DS U CG i Perspektiva",3,ME-9-3-v,ME-9-3-v,MNE
ME,9,prtvtme,Pozitivna Crna Gora - Darko Pajović,5,ME-9-5-v,ME-9-5-v,MNE
ME,9,prtvtme,DPS - Milo Đukanović,6,ME-9-6-v,ME-9-6-v,MNE
ME,9,prtvtme,Aleksa Bečić - Demokrate,8,ME-9-8-v,ME-9-8-v,MNE
ME,9,prtvtme,"Velika koalicija Ključ - DEMOS, SNP, URA",9,ME-9-9-v,ME-9-9-v,MNE
ME,9,prtvtme,Srpska stranka - Prof. Dr Milovan Živković,10,ME-9-10-v,ME-9-10-v,MNE
ME,9,prtvtme,"Stranka penzionera, invalida i socijalne pravde Crne Gore - Dr Smajo Šabotić",11,ME-9-11-v,ME-9-11-v,MNE
ME,9,prtvtme,Lista demokratskog saveza Albanaca,12,ME-9-12-v,ME-9-12-v,MNE
ME,9,prtvtme,Demokratski front,13,ME-9-13-v,ME-9-13-v,MNE
ME,9,prtvtme,Bošnjačka stranka - Rafet Husović,14,ME-9-14-v,ME-9-14-v,MNE
ME,9,prtvtme,Bošnjačka demokratska zajednica u Crnoj Gori - Hazbija Kalač,15,ME-9-15-v,ME-9-15-v,MNE
ME,9,prtvtme,Socijaldemokrate Crne Gore - Ivan Brajović,16,ME-9-16-v,ME-9-16-v,MNE
ME,9,prtvtme,Stranka srpskih radikala,17,ME-9-17-v,ME-9-17-v,MNE
ME,9,prtvtme,Ostalo,18,ME-9-18-v,ME-9-18-v,MNE
ME,9,prtclme,Demokratska partija socijalista (DPS),1,ME-9-1-c,ME-9-1-c,MNE
ME,9,prtclme,Socijaldemokratska partija (SDP),2,ME-9-2-c,ME-9-2-c,MNE
ME,9,prtclme,Socijaldemokrate Crne Gore (SD),3,ME-9-3-c,ME-9-3-c,MNE
ME,9,prtclme,Socijalistička narodna partija (SNP),4,ME-9-4-c,ME-9-4-c,MNE
ME,9,prtclme,Demokratski front (DF),5,ME-9-5-c,ME-9-5-c,MNE
ME,9,prtclme,Pozitivna Crna Gora (PCG),6,ME-9-6-c,ME-9-6-c,MNE
ME,9,prtclme,Ujedinjena Crna Gora (UCG),9,ME-9-9-c,ME-9-9-c,MNE
ME,9,prtclme,Demokratska Crna Gora - DEMOKRATE,10,ME-9-10-c,ME-9-10-c,MNE
ME,9,prtclme,Ujedinjena reformska akcija (URA),11,ME-9-11-c,ME-9-11-c,MNE
ME,9,prtclme,Crnogorska,12,ME-9-12-c,ME-9-12-c,MNE
ME,9,prtclme,Bošnjačka stranka (BS),13,ME-9-13-c,ME-9-13-c,MNE
ME,9,prtclme,Demokratska unija Albanaca (DUA),15,ME-9-15-c,ME-9-15-c,MNE
ME,9,prtclme,Albanska alternativa (AA),16,ME-9-16-c,ME-9-16-c,MNE
ME,9,prtclme,FORCA,17,ME-9-17-c,ME-9-17-c,MNE
ME,9,prtclme,Prava Crna Gora,19,ME-9-19-c,ME-9-19-c,MNE
ME,9,prtclme,Ostalo,20,ME-9-20-c,ME-9-20-c,MNE
ME,10,prtvtame,Socijaldemokrate - SD,1,ME-10-1-v,ME-9-16-v,MNE
ME,10,prtvtame,Bošnjačka stranka - BS,2,ME-10-2-v,ME-9-14-v,MNE
ME,10,prtvtame,Socijaldemokratska partija - SDP,4,ME-10-4-v,ME-9-2-v,MNE
ME,10,prtvtame,Crno na bijelo - URA,6,ME-10-6-v,ME-10-6-v,MNE
ME,10,prtvtame,Albanska koalicija - Jednoglasno,7,ME-10-7-v,ME-10-7-v,MNE
ME,10,prtvtame,Demokratska partija socijalista - DPS,8,ME-10-8-v,ME-9-6-v,MNE
ME,10,prtvtame,Demokratski front - DF,9,ME-10-9-v,ME-9-13-v,MNE
ME,10,prtvtame,Albanska lista - Genci Nimanbegu,10,ME-10-10-v,ME-10-10-v,MNE
ME,10,prtvtame,Demokrate - Mir je nasa nacija,11,ME-10-11-v,ME-10-11-v,MNE
ME,10,prtclame,Demokratska partija socijalista (DPS),1,ME-10-1-c,ME-9-1-c,MNE
ME,10,prtclame,Socijaldemokratska partija (SDP),2,ME-10-2-c,ME-9-2-c,MNE
ME,10,prtclame,Socijaldemokrate Crne Gore (SD),3,ME-10-3-c,ME-9-3-c,MNE
ME,10,prtclame,Socijalistička narodna partija (SNP),4,ME-10-4-c,ME-9-4-c,MNE
ME,10,prtclame,Demokratski front (DF),5,ME-10-5-c,ME-9-5-c,MNE
ME,10,prtclame,Demokratski savez DEMOS,7,ME-10-7-c,ME-10-7-c,MNE
ME,10,prtclame,Demokratska Crna Gora - DEMOKRATE,9,ME-10-9-c,ME-9-10-c,MNE
ME,10,prtclame,Ujedinjena reformska akcija (URA),10,ME-10-10-c,ME-9-11-c,MNE
ME,10,prtclame,Bošnjačka stranka (BS),11,ME-10-11-c,ME-9-13-c,MNE
ME,10,prtclame,Demokratska unija Albanaca (DUA),13,ME-10-13-c,ME-9-15-c,MNE
ME,10,prtclame,Albanska alternativa (AA),14,ME-10-14-c,ME-9-16-c,MNE
ME,10,prtclame,FORCA,15,ME-10-15-c,ME-9-17-c,MNE
ME,10,prtclame,Prava Crna Gora,17,ME-10-17-c,ME-9-19-c,MNE
ME,10,prtclame,Other,18,ME-10-18-c,ME-9-20-c,MNE
MK,10,prtvtmk,Socijaldemokratski sojuz na Makedonija (SDSM) i Koalicija „Možeme“,1,MK-10-1-v,MK-10-1-v,MKD
MK,10,prtvtmk,Vnatrešna makedonska revolucionerna organizacija - Demokratska partija za maked,2,MK-10-2-v,MK-10-2-v,MKD
MK,10,prtvtmk,Demokratska unija za integracija (DUI),3,MK-10-3-v,MK-10-3-v,MKD
MK,10,prtvtmk,Alijansa za Albancite i Alternativa,4,MK-10-4-v,MK-10-4-v,MKD
MK,10,prtvtmk,Levica,5,MK-10-5-v,MK-10-5-v,MKD
MK,10,prtvtmk,Demokratska partija na Albancite (DPA),6,MK-10-6-v,MK-10-6-v,MKD
MK,10,prtvtmk,Gragjansko demokratska unija (GDU),8,MK-10-8-v,MK-10-8-v,MKD
MK,10,prtvtmk,Edinstvena Makedonija — makedonska desničarska politička partija,11,MK-10-11-v,MK-10-11-v,MKD
MK,10,prtvtmk,Socijaldemokratska Unija (SDU),12,MK-10-12-v,MK-10-12-v,MKD
MK,10,prtvtmk,Tvoja partija,13,MK-10-13-v,MK-10-13-v,MKD
MK,10,prtvtmk,Narodna partija na Romite (NPR),15,MK-10-15-v,MK-10-15-v,MKD
MK,10,prtvtmk,Other,16,MK-10-16-v,MK-10-16-v,MKD
MK,10,prtclmk,Vnatrešna makedonska revolucionerna organizacija - Demokratska partija za maked,1,MK-10-1-c,MK-10-1-c,MKD
MK,10,prtclmk,Socijaldemokratski sojuz na Makedonija (SDSM),2,MK-10-2-c,MK-10-2-c,MKD
MK,10,prtclmk,Demokratska unija za integracija (DUI),3,MK-10-3-c,MK-10-3-c,MKD
MK,10,prtclmk,Alijansa za Albancite (AA),4,MK-10-4-c,MK-10-4-c,MKD
MK,10,prtclmk,Alternativa,5,MK-10-5-c,MK-10-5-c,MKD
MK,10,prtclmk,Dviženje Besa,6,MK-10-6-c,MK-10-6-c,MKD
MK,10,prtclmk,Levica,8,MK-10-8-c,MK-10-8-c,MKD
MK,10,prtclmk,Socijalistička partija na Makedonija (SPM),10,MK-10-10-c,MK-10-10-c,MKD
MK,10,prtclmk,Vnatrešna makedonska revolucionerna organizacija - Narodna partija (VMRO-NP),12,MK-10-12-c,MK-10-12-c,MKD
MK,10,prtclmk,Demokratska partija na Albancite (DPA),14,MK-10-14-c,MK-10-14-c,MKD
MK,10,prtclmk,Srpska stranka vo Makedonija (SSM),20,MK-10-20-c,MK-10-20-c,MKD
MK,10,prtclmk,Edinstvena Makedonija — makedonska desničarska politička partija,22,MK-10-22-c,MK-10-22-c,MKD
MK,10,prtclmk,Tvoja partija,23,MK-10-23-c,MK-10-23-c,MKD
MK,10,prtclmk,Other,25,MK-10-25-c,MK-10-25-c,MKD
NL,1,prtvtnl,Christian Democratic Appeal,1,NL-1-1-v,NL-1-1-v,NLD
NL,1,prtvtnl,Labour Party,2,NL-1-2-v,NL-1-2-v,NLD
NL,1,prtvtnl,People's Party for Freedom and Democracy,3,NL-1-3-v,NL-1-3-v,NLD
NL,1,prtvtnl,List Pim Fortuyn,4,NL-1-4-v,NL-1-4-v,NLD
NL,1,prtvtnl,Democrats '66,5,NL-1-5-v,NL-1-5-v,NLD
NL,1,prtvtnl,Green Left,6,NL-1-6-v,NL-1-6-v,NLD
NL,1,prtvtnl,Socialist Party,7,NL-1-7-v,NL-1-7-v,NLD
NL,1,prtvtnl,Christian Union,8,NL-1-8-v,NL-1-8-v,NLD
NL,1,prtvtnl,Liveable Netherlands,9,NL-1-9-v,NL-1-9-v,NLD
NL,1,prtvtnl,Reformed Political Party,10,NL-1-10-v,NL-1-10-v,NLD
NL,1,prtvtnl,Other,11,NL-1-11-v,NL-1-11-v,NLD
NL,1,prtclnl,Christian Democratic Appeal,1,NL-1-1-c,NL-1-1-c,NLD
NL,1,prtclnl,Labour Party,2,NL-1-2-c,NL-1-2-c,NLD
NL,1,prtclnl,People's Party for Freedom and Democracy,3,NL-1-3-c,NL-1-3-c,NLD
NL,1,prtclnl,List Pim Fortuyn,4,NL-1-4-c,NL-1-4-c,NLD
NL,1,prtclnl,Democrats '66,5,NL-1-5-c,NL-1-5-c,NLD
NL,1,prtclnl,Green Left,6,NL-1-6-c,NL-1-6-c,NLD
NL,1,prtclnl,Socialist Party,7,NL-1-7-c,NL-1-7-c,NLD
NL,1,prtclnl,Christian Union,8,NL-1-8-c,NL-1-8-c,NLD
NL,1,prtclnl,Liveable Netherlands,9,NL-1-9-c,NL-1-9-c,NLD
NL,1,prtclnl,Reformed Political Party,10,NL-1-10-c,NL-1-10-c,NLD
NL,1,prtclnl,Other,11,NL-1-11-c,NL-1-11-c,NLD
NL,2,prtvtanl,Christian Democratic Appeal,1,NL-2-1-v,NL-1-1-v,NLD
NL,2,prtvtanl,Labour Party,2,NL-2-2-v,NL-1-2-v,NLD
NL,2,prtvtanl,People's Party for Freedom and Democracy,3,NL-2-3-v,NL-1-3-v,NLD
NL,2,prtvtanl,List Pim Fortuyn,4,NL-2-4-v,NL-1-4-v,NLD
NL,2,prtvtanl,Democrats '66,5,NL-2-5-v,NL-1-5-v,NLD
NL,2,prtvtanl,Green Left,6,NL-2-6-v,NL-1-6-v,NLD
NL,2,prtvtanl,Socialist Party,7,NL-2-7-v,NL-1-7-v,NLD
NL,2,prtvtanl,Christian Union,8,NL-2-8-v,NL-1-8-v,NLD
NL,2,prtvtanl,Liveable Netherlands,9,NL-2-9-v,NL-1-9-v,NLD
NL,2,prtvtanl,Reformed Political Party,10,NL-2-10-v,NL-1-10-v,NLD
NL,2,prtvtanl,Party for the Animals,11,NL-2-11-v,NL-2-11-v,NLD
NL,2,prtvtanl,Other,12,NL-2-12-v,NL-1-11-v,NLD
NL,2,prtvtanl,Blanc,13,NL-2-13-v,NL-2-13-v,NLD
NL,2,prtclanl,Christian Democratic Appeal,1,NL-2-1-c,NL-1-1-c,NLD
NL,2,prtclanl,Labour Party,2,NL-2-2-c,NL-1-2-c,NLD
NL,2,prtclanl,People's Party for Freedom and Democracy,3,NL-2-3-c,NL-1-3-c,NLD
NL,2,prtclanl,List Pim Fortuyn,4,NL-2-4-c,NL-1-4-c,NLD
NL,2,prtclanl,Democrats '66,5,NL-2-5-c,NL-1-5-c,NLD
NL,2,prtclanl,Green Left,6,NL-2-6-c,NL-1-6-c,NLD
NL,2,prtclanl,Socialist Party,7,NL-2-7-c,NL-1-7-c,NLD
NL,2,prtclanl,Christian Union,8,NL-2-8-c,NL-1-8-c,NLD
NL,2,prtclanl,Liveable Netherlands,9,NL-2-9-c,NL-1-9-c,NLD
NL,2,prtclanl,Reformed Political Party,10,NL-2-10-c,NL-1-10-c,NLD
NL,2,prtclanl,Party for the Animals,11,NL-2-11-c,NL-2-11-c,NLD
NL,2,prtclanl,Group Geert Wilders,12,NL-2-12-c,NL-2-12-c,NLD
NL,2,prtclanl,United Senior People Party,13,NL-2-13-c,NL-2-13-c,NLD
NL,2,prtclanl,Europe Transparant,14,NL-2-14-c,NL-2-14-c,NLD
NL,2,prtclanl,Other,15,NL-2-15-c,NL-1-11-c,NLD
NL,3,prtvtbnl,Christian Democratic Appeal,1,NL-3-1-v,NL-1-1-v,NLD
NL,3,prtvtbnl,Labour Party,2,NL-3-2-v,NL-1-2-v,NLD
NL,3,prtvtbnl,People's Party for Freedom and Democracy,3,NL-3-3-v,NL-1-3-v,NLD
NL,3,prtvtbnl,List Pim Fortuyn,4,NL-3-4-v,NL-1-4-v,NLD
NL,3,prtvtbnl,Democrats '66,5,NL-3-5-v,NL-1-5-v,NLD
NL,3,prtvtbnl,Green Left,6,NL-3-6-v,NL-1-6-v,NLD
NL,3,prtvtbnl,Socialist Party,7,NL-3-7-v,NL-1-7-v,NLD
NL,3,prtvtbnl,Christian Union,8,NL-3-8-v,NL-1-8-v,NLD
NL,3,prtvtbnl,Liveable Netherlands,9,NL-3-9-v,NL-1-9-v,NLD
NL,3,prtvtbnl,Reformed Political Party,10,NL-3-10-v,NL-1-10-v,NLD
NL,3,prtvtbnl,Other,11,NL-3-11-v,NL-1-11-v,NLD
NL,3,prtvtbnl,Blanc,12,NL-3-12-v,NL-2-13-v,NLD
NL,3,prtclnl,Christian Democratic Appeal,1,NL-3-1-c,NL-1-1-c,NLD
NL,3,prtclnl,Labour Party,2,NL-3-2-c,NL-1-2-c,NLD
NL,3,prtclnl,People's Party for Freedom and Democracy,3,NL-3-3-c,NL-1-3-c,NLD
NL,3,prtclnl,List Pim Fortuyn,4,NL-3-4-c,NL-1-4-c,NLD
NL,3,prtclnl,Democrats '66,5,NL-3-5-c,NL-1-5-c,NLD
NL,3,prtclnl,Green Left,6,NL-3-6-c,NL-1-6-c,NLD
NL,3,prtclnl,Socialist Party,7,NL-3-7-c,NL-1-7-c,NLD
NL,3,prtclnl,Christian Union,8,NL-3-8-c,NL-1-8-c,NLD
NL,3,prtclnl,Liveable Netherlands,9,NL-3-9-c,NL-1-9-c,NLD
NL,3,prtclnl,Reformed Political Party,10,NL-3-10-c,NL-1-10-c,NLD
NL,3,prtclnl,Other,11,NL-3-11-c,NL-1-11-c,NLD
NL,4,prtvtcnl,Christian Democratic Appeal,1,NL-4-1-v,NL-1-1-v,NLD
NL,4,prtvtcnl,Labour Party,2,NL-4-2-v,NL-1-2-v,NLD
NL,4,prtvtcnl,People's Party for Freedom and Democracy,3,NL-4-3-v,NL-1-3-v,NLD
NL,4,prtvtcnl,List Pim Fortuyn,4,NL-4-4-v,NL-1-4-v,NLD
NL,4,prtvtcnl,Democrats '66,5,NL-4-5-v,NL-1-5-v,NLD
NL,4,prtvtcnl,Green Left,6,NL-4-6-v,NL-1-6-v,NLD
NL,4,prtvtcnl,Socialist Party,7,NL-4-7-v,NL-1-7-v,NLD
NL,4,prtvtcnl,Christian Union,8,NL-4-8-v,NL-1-8-v,NLD
NL,4,prtvtcnl,Liveable Netherlands,9,NL-4-9-v,NL-1-9-v,NLD
NL,4,prtvtcnl,Reformed Political Party,10,NL-4-10-v,NL-1-10-v,NLD
NL,4,prtvtcnl,Party for Freedom,11,NL-4-11-v,NL-4-11-v,NLD
NL,4,prtvtcnl,Party for the Animals,12,NL-4-12-v,NL-2-11-v,NLD
NL,4,prtvtcnl,Other,13,NL-4-13-v,NL-1-11-v,NLD
NL,4,prtvtcnl,Blanc,14,NL-4-14-v,NL-2-13-v,NLD
NL,4,prtclbnl,Christian Democratic Appeal,1,NL-4-1-c,NL-1-1-c,NLD
NL,4,prtclbnl,Labour Party,2,NL-4-2-c,NL-1-2-c,NLD
NL,4,prtclbnl,People's Party for Freedom and Democracy,3,NL-4-3-c,NL-1-3-c,NLD
NL,4,prtclbnl,List Pim Fortuyn,4,NL-4-4-c,NL-1-4-c,NLD
NL,4,prtclbnl,Democrats '66,5,NL-4-5-c,NL-1-5-c,NLD
NL,4,prtclbnl,Green Left,6,NL-4-6-c,NL-1-6-c,NLD
NL,4,prtclbnl,Socialist Party,7,NL-4-7-c,NL-1-7-c,NLD
NL,4,prtclbnl,Christian Union,8,NL-4-8-c,NL-1-8-c,NLD
NL,4,prtclbnl,Liveable Netherlands,9,NL-4-9-c,NL-1-9-c,NLD
NL,4,prtclbnl,Reformed Political Party,10,NL-4-10-c,NL-1-10-c,NLD
NL,4,prtclbnl,Party for Freedom,11,NL-4-11-c,NL-4-11-c,NLD
NL,4,prtclbnl,Party for the Animals,12,NL-4-12-c,NL-2-11-c,NLD
NL,4,prtclbnl,TON (List Verdonk),13,NL-4-13-c,NL-4-13-c,NLD
NL,5,prtvtdnl,People's Party for Freedom and Democracy,1,NL-5-1-v,NL-1-3-v,NLD
NL,5,prtvtdnl,Labour Party,2,NL-5-2-v,NL-1-2-v,NLD
NL,5,prtvtdnl,Party for Freedom,3,NL-5-3-v,NL-4-11-v,NLD
NL,5,prtvtdnl,Christian Democratic Appeal,4,NL-5-4-v,NL-1-1-v,NLD
NL,5,prtvtdnl,Socialist Party,5,NL-5-5-v,NL-1-7-v,NLD
NL,5,prtvtdnl,Democrats '66,6,NL-5-6-v,NL-1-5-v,NLD
NL,5,prtvtdnl,Green Left,7,NL-5-7-v,NL-1-6-v,NLD
NL,5,prtvtdnl,Christian Union,8,NL-5-8-v,NL-1-8-v,NLD
NL,5,prtvtdnl,Reformed Political Party,9,NL-5-9-v,NL-1-10-v,NLD
NL,5,prtvtdnl,Party for the Animals,10,NL-5-10-v,NL-2-11-v,NLD
NL,5,prtvtdnl,TON (List Verdonk),11,NL-5-11-v,NL-5-11-v,NLD
NL,5,prtvtdnl,Other,12,NL-5-12-v,NL-1-11-v,NLD
NL,5,prtvtdnl,Blanc,13,NL-5-13-v,NL-2-13-v,NLD
NL,5,prtclcnl,People's Party for Freedom and Democracy,1,NL-5-1-c,NL-1-3-c,NLD
NL,5,prtclcnl,Labour Party,2,NL-5-2-c,NL-1-2-c,NLD
NL,5,prtclcnl,Party for Freedom,3,NL-5-3-c,NL-4-11-c,NLD
NL,5,prtclcnl,Christian Democratic Appeal,4,NL-5-4-c,NL-1-1-c,NLD
NL,5,prtclcnl,Socialist Party,5,NL-5-5-c,NL-1-7-c,NLD
NL,5,prtclcnl,Democrats '66,6,NL-5-6-c,NL-1-5-c,NLD
NL,5,prtclcnl,Green Left,7,NL-5-7-c,NL-1-6-c,NLD
NL,5,prtclcnl,Christian Union,8,NL-5-8-c,NL-1-8-c,NLD
NL,5,prtclcnl,Reformed Political Party,9,NL-5-9-c,NL-1-10-c,NLD
NL,5,prtclcnl,Party for the Animals,10,NL-5-10-c,NL-2-11-c,NLD
NL,5,prtclcnl,Other,12,NL-5-12-c,NL-1-11-c,NLD
NL,6,prtvtenl,People's Party for Freedom and Democracy,1,NL-6-1-v,NL-1-3-v,NLD
NL,6,prtvtenl,Labour Party,2,NL-6-2-v,NL-1-2-v,NLD
NL,6,prtvtenl,Party for Freedom,3,NL-6-3-v,NL-4-11-v,NLD
NL,6,prtvtenl,Christian Democratic Appeal,4,NL-6-4-v,NL-1-1-v,NLD
NL,6,prtvtenl,Socialist Party,5,NL-6-5-v,NL-1-7-v,NLD
NL,6,prtvtenl,Democrats '66,6,NL-6-6-v,NL-1-5-v,NLD
NL,6,prtvtenl,Green Left,7,NL-6-7-v,NL-1-6-v,NLD
NL,6,prtvtenl,Christian Union,8,NL-6-8-v,NL-1-8-v,NLD
NL,6,prtvtenl,Reformed Political Party,9,NL-6-9-v,NL-1-10-v,NLD
NL,6,prtvtenl,Party for the Animals,10,NL-6-10-v,NL-2-11-v,NLD
NL,6,prtvtenl,Pirate Party,11,NL-6-11-v,NL-6-11-v,NLD
NL,6,prtvtenl,50Plus,12,NL-6-12-v,NL-6-12-v,NLD
NL,6,prtvtenl,Other,13,NL-6-13-v,NL-1-11-v,NLD
NL,6,prtvtenl,Blanc,14,NL-6-14-v,NL-2-13-v,NLD
NL,6,prtcldnl,People's Party for Freedom and Democracy,1,NL-6-1-c,NL-1-3-c,NLD
NL,6,prtcldnl,Labour Party,2,NL-6-2-c,NL-1-2-c,NLD
NL,6,prtcldnl,Party for Freedom,3,NL-6-3-c,NL-4-11-c,NLD
NL,6,prtcldnl,Christian Democratic Appeal,4,NL-6-4-c,NL-1-1-c,NLD
NL,6,prtcldnl,Socialist Party,5,NL-6-5-c,NL-1-7-c,NLD
NL,6,prtcldnl,Democrats '66,6,NL-6-6-c,NL-1-5-c,NLD
NL,6,prtcldnl,Green Left,7,NL-6-7-c,NL-1-6-c,NLD
NL,6,prtcldnl,Christian Union,8,NL-6-8-c,NL-1-8-c,NLD
NL,6,prtcldnl,Reformed Political Party,9,NL-6-9-c,NL-1-10-c,NLD
NL,6,prtcldnl,Party for the Animals,10,NL-6-10-c,NL-2-11-c,NLD
NL,6,prtcldnl,50Plus,12,NL-6-12-c,NL-6-12-c,NLD
NL,6,prtcldnl,Other,13,NL-6-13-c,NL-1-11-c,NLD
NL,7,prtvtfnl,People's Party for Freedom and Democracy,1,NL-7-1-v,NL-1-3-v,NLD
NL,7,prtvtfnl,Labour Party,2,NL-7-2-v,NL-1-2-v,NLD
NL,7,prtvtfnl,Party for Freedom,3,NL-7-3-v,NL-4-11-v,NLD
NL,7,prtvtfnl,Socialist Party,4,NL-7-4-v,NL-1-7-v,NLD
NL,7,prtvtfnl,Christian Democratic Appeal,5,NL-7-5-v,NL-1-1-v,NLD
NL,7,prtvtfnl,Democrats '66,6,NL-7-6-v,NL-1-5-v,NLD
NL,7,prtvtfnl,Christian Union,7,NL-7-7-v,NL-1-8-v,NLD
NL,7,prtvtfnl,Green Left,8,NL-7-8-v,NL-1-6-v,NLD
NL,7,prtvtfnl,Reformed Political Party,9,NL-7-9-v,NL-1-10-v,NLD
NL,7,prtvtfnl,Party for the Animals,10,NL-7-10-v,NL-2-11-v,NLD
NL,7,prtvtfnl,50PLUS,11,NL-7-11-v,NL-6-12-v,NLD
NL,7,prtvtfnl,Other,16,NL-7-16-v,NL-1-11-v,NLD
NL,7,prtvtfnl,Blanc,17,NL-7-17-v,NL-2-13-v,NLD
NL,7,prtclenl,People's Party for Freedom and Democracy,1,NL-7-1-c,NL-1-3-c,NLD
NL,7,prtclenl,Labour Party,2,NL-7-2-c,NL-1-2-c,NLD
NL,7,prtclenl,Party for Freedom,3,NL-7-3-c,NL-4-11-c,NLD
NL,7,prtclenl,Socialist Party,4,NL-7-4-c,NL-1-7-c,NLD
NL,7,prtclenl,Christian Democratic Appeal,5,NL-7-5-c,NL-1-1-c,NLD
NL,7,prtclenl,Democrats '66,6,NL-7-6-c,NL-1-5-c,NLD
NL,7,prtclenl,Christian Union,7,NL-7-7-c,NL-1-8-c,NLD
NL,7,prtclenl,Green Left,8,NL-7-8-c,NL-1-6-c,NLD
NL,7,prtclenl,Reformed Political Party,9,NL-7-9-c,NL-1-10-c,NLD
NL,7,prtclenl,Party for the Animals,10,NL-7-10-c,NL-2-11-c,NLD
NL,7,prtclenl,50PLUS,11,NL-7-11-c,NL-6-12-c,NLD
NL,7,prtclenl,Other,16,NL-7-16-c,NL-1-11-c,NLD
NL,8,prtvtfnl,People's Party for Freedom and Democracy,1,NL-8-1-v,NL-1-3-v,NLD
NL,8,prtvtfnl,Labour Party,2,NL-8-2-v,NL-1-2-v,NLD
NL,8,prtvtfnl,Party for Freedom,3,NL-8-3-v,NL-4-11-v,NLD
NL,8,prtvtfnl,Socialist Party,4,NL-8-4-v,NL-1-7-v,NLD
NL,8,prtvtfnl,Christian Democratic Appeal,5,NL-8-5-v,NL-1-1-v,NLD
NL,8,prtvtfnl,Democrats '66,6,NL-8-6-v,NL-1-5-v,NLD
NL,8,prtvtfnl,Christian Union,7,NL-8-7-v,NL-1-8-v,NLD
NL,8,prtvtfnl,Green Left,8,NL-8-8-v,NL-1-6-v,NLD
NL,8,prtvtfnl,Reformed Political Party,9,NL-8-9-v,NL-1-10-v,NLD
NL,8,prtvtfnl,Party for the Animals,10,NL-8-10-v,NL-2-11-v,NLD
NL,8,prtvtfnl,50PLUS,11,NL-8-11-v,NL-6-12-v,NLD
NL,8,prtvtfnl,Other,16,NL-8-16-v,NL-1-11-v,NLD
NL,8,prtclenl,People's Party for Freedom and Democracy,1,NL-8-1-c,NL-1-3-c,NLD
NL,8,prtclenl,Labour Party,2,NL-8-2-c,NL-1-2-c,NLD
NL,8,prtclenl,Party for Freedom,3,NL-8-3-c,NL-4-11-c,NLD
NL,8,prtclenl,Socialist Party,4,NL-8-4-c,NL-1-7-c,NLD
NL,8,prtclenl,Christian Democratic Appeal,5,NL-8-5-c,NL-1-1-c,NLD
NL,8,prtclenl,Democrats '66,6,NL-8-6-c,NL-1-5-c,NLD
NL,8,prtclenl,Christian Union,7,NL-8-7-c,NL-1-8-c,NLD
NL,8,prtclenl,Green Left,8,NL-8-8-c,NL-1-6-c,NLD
NL,8,prtclenl,Reformed Political Party,9,NL-8-9-c,NL-1-10-c,NLD
NL,8,prtclenl,Party for the Animals,10,NL-8-10-c,NL-2-11-c,NLD
NL,8,prtclenl,50PLUS,11,NL-8-11-c,NL-6-12-c,NLD
NL,8,prtclenl,Other,16,NL-8-16-c,NL-1-11-c,NLD
NL,9,prtvtgnl,People's Party for Freedom and Democracy,1,NL-9-1-v,NL-1-3-v,NLD
NL,9,prtvtgnl,Labour Party,2,NL-9-2-v,NL-1-2-v,NLD
NL,9,prtvtgnl,Party for Freedom,3,NL-9-3-v,NL-4-11-v,NLD
NL,9,prtvtgnl,Socialist Party,4,NL-9-4-v,NL-1-7-v,NLD
NL,9,prtvtgnl,Christian Democratic Appeal,5,NL-9-5-v,NL-1-1-v,NLD
NL,9,prtvtgnl,Democrats '66,6,NL-9-6-v,NL-1-5-v,NLD
NL,9,prtvtgnl,Christian Union,7,NL-9-7-v,NL-1-8-v,NLD
NL,9,prtvtgnl,Green Left,8,NL-9-8-v,NL-1-6-v,NLD
NL,9,prtvtgnl,Reformed Political Party,9,NL-9-9-v,NL-1-10-v,NLD
NL,9,prtvtgnl,Party for the Animals,10,NL-9-10-v,NL-2-11-v,NLD
NL,9,prtvtgnl,50PLUS,11,NL-9-11-v,NL-6-12-v,NLD
NL,9,prtvtgnl,DENK,12,NL-9-12-v,NL-9-12-v,NLD
