countryname,party,abbrev,orig_name,partyname,min_year,max_year,pervote_max_year,pervote_max,country,dummy_nir
Hungary,86529,MDF-FiDeSz-MPP,MDF-FiDeSz-MPP-Szövetsége,MDF-FiDeSz-MPP-Alliance,1998,1998,1998,4,HUN,0
Hungary,86620,MIÉP,Magyar Igazság és Élet Párt,Hungarian Justice and Life Party,1998,1998,1998,5.6,HUN,0
Hungary,86710,Jobbik,Jobbik Magyarországért Mozgalom,Movement for a Better Hungary,2010,2014,2014,20.6,HUN,0
Hungary,86810,FKgP,Független Kisgazda Párt,Independent Smallholders’ Party,1990,2002,1998,13.4,HUN,0
Hungary,86811,ASz,Agrárszövetsége,Agrarian Alliance,1990,1990,1990,0,HUN,0
Latvia,87021,SC,Saskaņas Centrs,Concord Centre,2006,2011,2011,28.6,LVA,0
Latvia,87041,LPP/LC,‘Latvijas Pirmā partijas' un partijas ‘Latvijas Ceļš' vēlēšanu apvienība',‘Latvia's First Party' and ‘Latvian Way' Union,2006,2006,2006,8.6,LVA,0
Latvia,87061,PLL,Par Labu Latviju!,For a Good Latvia,2010,2010,2010,7.8,LVA,0
Latvia,87062,,Vienotība,Unity,2010,2014,2010,31.9,LVA,0
Latvia,87071,,Nacionālā apvienība ‘Visu Latvijai!' – ‘Apvienība Tēvzemei un brīvībai - Latvijas Nacionālās neatkaribas kustība',National Alliance ‘All For Latvia!' – ‘For Fatherland and Freedom - Latvian National Independence Movement',2010,2014,2014,16.7,LVA,0
Latvia,87110,ZZS,Zaļo un Zemnieku savienība,Greens' and Farmers’ Union,2002,2014,2010,20.1,LVA,0
Latvia,87220,SLAT,Saskaņa Latvijai - Atdzimšana Tautsaimniecībai,Harmony for Latvia - Rebirth of the Economy,1993,1993,1993,12,LVA,0
Latvia,87310,LSP,Latvijas Sociālistiska partija,Latvian Socialist Party,1995,1995,1995,5.6,LVA,0
Latvia,87311,LSDA,Latvijas Sociāldemokrātu apvienība,Latvian Social Democratic Alliance,1998,1998,1998,12.9,LVA,0
Latvia,87320,LVP,Latvijas Vienības partija,Latvian Unity Party,1995,1995,1995,7.2,LVA,0
Latvia,87340,SDPS,"Sociāldemokrātiskā Partija ""Saskaņa""","Social Democartic Party ""Harmony""",2014,2014,2014,23.2,LVA,0
Latvia,87410,LC,Savienība ‘Latvijas ceļš',Latvian Way Union,1993,2002,1993,32.4,LVA,0
Latvia,87411,DPS,Demokrātiskā partija ‘Saimnieks',Democratic Party ‘Saimnieks’,1995,1995,1995,15.2,LVA,0
Latvia,87420,LLP,Latvijas Liberālā partija,Latvian Liberal Party,1993,1993,1993,0,LVA,0
Latvia,87421,TSP,Tautas Saskaņas partija,National Harmony Party,1995,1998,1998,14.2,LVA,0
Latvia,87422,PCTVL,Par cilvēka tiesībām vienotā Latvijā,For Human Rights in a United Latvia,2002,2006,2002,19.1,LVA,0
Latvia,87423,JL,Jaunais laiks,New Era,2002,2006,2002,24,LVA,0
Latvia,87430,DCP,Demokrātiskā centra partija,Democratic Centre Party,1993,1993,1993,4.8,LVA,0
Latvia,87431,JP,Jauna partija,New Party,1998,1998,1998,7.3,LVA,0
Latvia,87520,KDS,Kristīgi demokrātiskā savienība,Christian Democratic Union,1993,1993,1993,5,LVA,0
Latvia,87521,LPP,Latvijas Pirmā partija,Latvia’s First Party,2002,2002,2002,9.6,LVA,0
Latvia,87610,TP,Tautas partija,People’s Party,1998,2006,1998,21.3,LVA,0
Latvia,87611,LNNK-LZP,Koalīcija Latvijas Nacionālā Konservatīvā Partija un Latvijas Zaļā Partija,Coalition Latvian National Conservative Party and Latvian Green Party,1995,1995,1995,6.3,LVA,0
Latvia,87620,ZRP,Zatlera Reformu Partija,Zatlers' Reform Party,2011,2011,2011,21,LVA,0
Latvia,87630,,No sirds Latvijai,For Latvia from the Heart,2014,2014,2014,6.9,LVA,0
Latvia,87710,LNNK,Latvijas Nacionālās neatkaribas kustība,Latvian National Independence Movement,1993,1993,1993,13.4,LVA,0
Latvia,87721,TB,Tēvzemei un brīvībai,For Fatherland and Freedom,1993,1995,1995,12,LVA,0
Latvia,87722,TKL-ZP,Tautas Kustība ‘Latvijai'-Zīgerista partija,Popular Movement for Latvia-Zigerista Party,1995,1995,1995,15,LVA,0
Latvia,87723,TB-LNNK,Apvienība Tēvzemei un brīvībai - Latvijas Nacionālās neatkaribas kustība,For Fatherland and Freedom - Latvian National Independence Movement,1998,2006,1998,14.7,LVA,0
Latvia,87810,LZS,Latvijas Zemnieku savienība,Latvian Farmers’ Union,1993,1993,1993,10.7,LVA,0
Latvia,87811,LZS-LKDS-LDP,"Koalīcija Latvijas Zemnieku savienība, Latvijas Kristîgi demokratu savienība un Latgales demokrātiskā partija","Coalition of Latvian Farmers' Union, Latvian Christian Democratic Union and Democratic Party of Latgale",1995,1995,1995,6.4,LVA,0
Latvia,87901,,Latvijas Reģionu apvienība,Latvian Association of Regions,2014,2014,2014,6.7,LVA,0
Latvia,87951,L,Līdztiesība,Equal Rights,1993,1993,1993,5.8,LVA,0
Lithuania,88031,UdL,Koalicija ‘Už darbą Lietuvai',Working for Lithuania,2004,2004,2004,20.6,LTU,0
Lithuania,88041,UTT,Rolando Pakso Koalicijos ‘Už Tvarką ir teisingumą',Coalition of Rolandas Paksas ‘For Order and Justice',2004,2004,2004,11.4,LTU,0
Lithuania,88042,,Koalicija Darbo partija + Jaunimas,Coalition Labour Party and Youth,2008,2008,2008,9,LTU,0
Lithuania,88220,LDDP,Lietuvos demokratinė darbo partija,Lithuanian Democratic Labour Party,1992,1996,1992,44,LTU,0
Lithuania,88320,LSDP,Lietuvos socialdemokratų partija,Lithuanian Social Democratic Party,1992,2012,2012,19.2,LTU,0
Lithuania,88321,BSDK,A. Brazausko socialdemokratinė koalicija,A. Brazauskas Social Democratic Coalition,2000,2000,2000,31.1,LTU,0
Lithuania,88410,NS,Naujoji sąjunga (socialliberalai),New Union (Social Liberals),2000,2000,2000,19.6,LTU,0
Lithuania,88420,LCJ,Lietuvos centro sąjunga,Lithuanian Centre Union,1992,2000,1996,8.7,LTU,0
Lithuania,88421,SK,Sajūdis koalicija,Sajudis Coalition,1992,1992,1992,21.2,LTU,0
Lithuania,88422,LLS,Lietuvos liberalų sąjunga,Lithuanian Liberal Union,2000,2000,2000,17.3,LTU,0
Lithuania,88430,LiCS,Liberalų ir centro sąjunga,Liberal and Centre Union,2004,2008,2004,9.2,LTU,0
Lithuania,88440,DP,Darbo Partija,Labour Party,2004,2012,2004,28.4,LTU,0
Lithuania,88450,LRLS,Lietuvos respublikos Liberalų sąjūdis,Liberal Movement,2008,2012,2012,9,LTU,0
Lithuania,88460,PTT,Partija tvarką ir teisingumąs,Order and Justice,2008,2012,2008,12.7,LTU,0
Lithuania,88521,LKDP,Lietuvos krikščionių demokratų partija,Lithuanian Christian Democratic Party,1992,2000,1996,10.4,LTU,0
Lithuania,88522,LDP,Lietuvos demokratų partija,Lithuanian Democratic Party,1992,1996,1992,0,LTU,0
Lithuania,88523,LPKTS,Lietuvos politinių kalinių ir tremtinių sąjunga,Lithuanian Union of Political Prisoners and Deportees,1992,1992,1992,0,LTU,0
Lithuania,88529,LKDPK,Lietuvos krikščionių demokratų partija koalicija,Lithuanian Christian Democratic Party Coalition,1992,1992,1992,12.6,LTU,0
Lithuania,88620,TS,Tėvynės sąjunga,Homeland Union,1996,2004,1996,31.3,LTU,0
Lithuania,88621,TS-LKD,Tėvynės sąjunga- Lietuvos krikščionys demokratai,Homeland Union - Lithuanian Christian Democrats,2008,2012,2008,19.7,LTU,0
Lithuania,88630,TPP,Tautos prisikėlimo partija,National Resurrection Party,2008,2008,2008,15.1,LTU,0
Lithuania,88710,LTS,Lietuvių tautininkų sąjunga,Lithuanian National Union,1992,1992,1992,2,LTU,0
Lithuania,88810,LVP,Lietuvos valstiečių partija,Lithuanian Peasants Party,2000,2000,2000,4.1,LTU,0
Lithuania,88820,VNDS,Lietuvos valstiečių ir žaliųjų sąjunga,Lithuanian Peasant and Green Union,2004,2012,2004,6.6,LTU,0
Lithuania,88951,LLS,Lietuvos lenkų rinkimų akcija/Akcja Wyborcza Polaków na Litwie,Election Action of Lithuania’s Poles,1992,2012,2012,6.1,LTU,0
Lithuania,88952,DK,Drąsos kelias,The Way of Courage,2012,2012,2012,8.3,LTU,0
Macedonia,89031,GROM,Graganska Opcija za Maekedonija,Coalition Civic Option for Macedonia,2014,2014,2014,2.9,MKD,0
Macedonia,89221,SKM-PDP,Socijaldemokratski Sojuz na Makedonija,Social-Democratic League of Macedonia,1990,2014,2002,29.8,MKD,0
Macedonia,89222,SRSM,Liberalna Partija,Liberal Party,1990,1994,1990,14.7,MKD,0
Macedonia,89223,MDPSM,Mlada Demokratsko-Progresivna Stranka na Makedonija,Young Democratic Progressive Party of Macedonia,1990,1990,1990,0,MKD,0
Macedonia,89224,LDP,Liberalno Demokratska Partija,Liberal Democratic Party,1998,2011,2002,8.3,MKD,0
Macedonia,89227,SM,Sojuz na Makedonija,Union of Macedonia,1994,1994,1994,29.5,MKD,0
Macedonia,89228,SPM/MDPSM/SRSM,Socijalistička Partija na Makedonija/Mlada Demokratsko-Progresivna Stranka na Makedonija/Sojuz na Reformskite Sili na Makedonija,Joint Candidates of Socialist Party of Macedonia/Young Democratic Progressive Party of Macedonia/Alliance of Reform Forces of Macedonia,1990,1990,1990,0.7,MKD,0
Macedonia,89229,SPM/MDPSM/SRSM/PCER,Socijalistička Partija na Makedonija/Mlada Demokratsko-Progresivna Stranka na Makedonija/Sojuz na Reformskite Sili na Makedonija/Partija za Celosna Emancipacija na Romite,Joint Candidates of Socialist Party of Macedonia/Young Democratic Progressive Party of Macedonia/Alliance of Reform Forces of Macedonia/Party for the Complete Emancipation of the Roma,1990,1990,1990,3.2,MKD,0
Macedonia,89230,NSDP,Nova Socijaldemokratska Partija,New Social Democratic Party,2006,2011,2006,6,MKD,0
Macedonia,89320,SPM,Socijalistička Partija na Makedonija,Socialist Party of Macedonia,1990,2011,1990,8,MKD,0
Macedonia,89321,DA,Demokratska Alternativa,Democratic Alternative,1998,1998,1998,10.7,MKD,0
Macedonia,89330,DOM,Demokratska Obnova na Makedonija,Democratic Renewal of Macedonia,2011,2011,2011,0.7,MKD,0
Macedonia,89420,SJM,Stranka na Jugoslovenite vo Makedonija,Party of Yugoslavs in Macedonia,1990,1990,1990,1.7,MKD,0
Macedonia,89430,LPM,Liberalna Partija na Makedonija,Liberal Party of Macedonia,2002,2006,2002,3.8,MKD,0
Macedonia,89511,VMRO-NP,Vnatrešna Makedonska Revolucionerna Organizacija - Narodna Partija,Internal Macedonian Revolutionary Organization–People's Party,2006,2006,2006,6.1,MKD,0
Macedonia,89710,VMRO-DPMNE,Vnatrešna Makedonska Revolucionerna Organizacija - Demokratska Partija za Makedonsko Nacionalno Edinstvo,Internal Macedonian Revolutionary Organization - Democratic Party for Macedonian National Unity,1990,2014,2014,44.5,MKD,0
Macedonia,89810,PEI,Partija za Evropska Idnina,Party for European Future,2011,2011,2011,2.3,MKD,0
Macedonia,89910,DPA/PDSh,Demokratska partija na Albancite/Partia Demokratike Shqiptare,Democratic Party of Albanians,2002,2014,2008,10.5,MKD,0
Macedonia,89920,DPT/TDP,Demokratska Partija na Turcite/Türk Demokratik Partisī,Democratic Party of Turks,2006,2006,2006,1.5,MKD,0
Macedonia,89930,NDP/RDK,Nacionalna Demokratska Prerodba/Rilindja Demokratike Kombëtare,National Democratic Revival,2011,2014,2011,2.7,MKD,0
Macedonia,89940,DUI/BDI,Demokratska unija za integracija/Bashkimi Demokratik për Integrim,Democratic Union for Integration,2002,2014,2014,14.2,MKD,0
Macedonia,89951,PDPM,Partija za Demokratski Prosperitet,Party for Democratic Prosperity,1990,2002,1998,19.3,MKD,0
Macedonia,89952,PDP,Narodna Demokratska Partija/Partisë Demokratike Popullore,People’s Democratic Party,1990,1998,1994,3,MKD,0
Macedonia,89953,PCER,Partija za Celosna Emancipacija na Romite,Party for the Complete Emancipation of the Roma,1990,1990,1990,0,MKD,0
Macedonia,89959,PDPM/PDP,Partija za Demokratski Prosperitet vo Makedonija/Partisë Demokratike Popullore,Joint Candidates of Party for Democratic Prosperity in Macedonia/People’s Democratic Party,1990,1990,1990,1.4,MKD,0
Moldova,90220,PSMUE,Blocul electoral Partidul Socialist şi Mişcarea ‘Unitate-Edinstvo’,Electoral Bloc of the Socialist Party and the Movement ‘Unity',1994,1994,1994,22,MDA,0
Moldova,90221,PCRM,Partidul Comuniştilor din Republica Moldova,Party of Communists of the Republic of Moldova,1998,2014,2001,50.1,MDA,0
Moldova,90231,PSRM,Partidul Socialiştilor din Republica Moldova,Party of Socialists of the Republic of Moldova,2014,2014,2014,20.5,MDA,0
Moldova,90320,BMD,Blocul electoral ‘Moldova Democrată',Electoral Bloc ‘Democratic Moldova',2005,2005,2005,28.5,MDA,0
Moldova,90321,AMN,Alianţă Moldova Noastră,Our Moldova Alliance,2009,2009,2009,7.4,MDA,0
Moldova,90330,PDM,Partidul Democrat din Moldova,Democratic Party of Moldova,2009,2014,2014,15.8,MDA,0
Moldova,90410,PFD,Partidul Forţelor Democratice,Party of Democratic Forces,1998,1998,1998,8.8,MDA,0
Moldova,90420,PMDP,Blocul Electoral ‘Pentru o Moldovă Democratică şi Prosperă',Electoral Bloc ‘For a Democratic and Prosperous Moldova',1998,1998,1998,18.2,MDA,0
Moldova,90430,PLDM,Partidul Liberal Democrat din Moldova,Liberal Democratic Party of Moldova,2009,2014,2010,29.4,MDA,0
Moldova,90520,AFPCD,Partidul Popular Creştin şi Democrat,Christian Democratic People’s Party,1994,2005,2005,9.1,MDA,0
Moldova,90610,CDM,Blocul Electoral ‘Convenţia Democrată din Moldova',Electoral Bloc ‘Democratic Convention of Moldova',1998,1998,1998,19.4,MDA,0
Moldova,90620,PL,Partidul Liberal,Liberal Party,2009,2014,2009,14.7,MDA,0
Moldova,90810,PDAM,Partidul Democrat Agrar din Moldova,Agrarian Democratic Party of Moldova,1994,1994,1994,43.2,MDA,0
Moldova,90951,BŢI,Blocul Ţăranilior şi Intelectualilor,Bloc of Peasants and Intellectuals,1994,1994,1994,9.2,MDA,0
Moldova,90952,BEAB,Blocul Electoral ‘Alianţa Braghiş',Electoral Block ‘Braghis Alliance',2001,2001,2001,13.4,MDA,0
Montenegro,91020,ECG,Koalicija za Evropsku Crnu Goru,Coalition for European Montenegro,2006,2012,2009,51.9,MNE,0
Montenegro,91030,,Koalicija Ključ,Key Coalition,2016,2016,2016,3.7,MNE,0
Montenegro,91060,DF,Demokratiski Front,Democratic Front,2012,2016,2012,22.8,MNE,0
Montenegro,91220,SKCG,Demokratska Partija Socijalista Crne Gore,Democratic Party of Socialists of Montenegro,1990,2016,1996,51.2,MNE,0
Montenegro,91222,PSCG,Partija Socijalista Crne Gore,Socialist Party of Montenegro,1990,1990,1990,,MNE,0
Montenegro,91223,SP,Socijalisticka Partija,Socialist Party,1990,1990,1990,,MNE,0
Montenegro,91224,SNP CG,Socijalistička Narodna Partija Crne Gore,Socialist People’s Party of Montenegro,1998,2012,1998,36.1,MNE,0
Montenegro,91229,SRSCG,Savez Reformskih Snaga za Crnu Goru,Alliance of Reform Forces for Montenegro,1990,1990,1990,,MNE,0
Montenegro,91320,SDPR,Socijaldemokratska Partija Reformista,Social Democratic Party of Reformists,1992,1992,1992,4.4,MNE,0
Montenegro,91321,SDP CG,Socijaldemokratska Partija Crne Gore,Social Democratic Party of Montenegro,1996,2016,2002,8.6,MNE,0
Montenegro,91322,URA,Ujedinjena reformska akcija,United Reform Action,2016,2016,2016,2.5,MNE,0
Montenegro,91323,DZB,Da Živimo Bolje,For a Better Live,1998,1998,1998,49.5,MNE,0
Montenegro,91324,SDCG,Socijaldemokrate Crne Gore,Social Democrats of Montenegro,2016,2016,2016,3.3,MNE,0
Montenegro,91330,PCG,Pozitivna Crna Gora,Positive Montenegro,2012,2012,2012,8.2,MNE,0
Montenegro,91420,LSCG,Liberalni Savez Crne Gore,Liberal Alliance of Montenegro,1990,2002,1996,25.6,MNE,0
Montenegro,91421,LPCG,Liberalna Partija Crne Gore,Liberal Party of Montenegro,2006,2006,2006,3.8,MNE,0
Montenegro,91430,PzP,Pokret za Promjene,Movement for Changes,2006,2009,2006,13.1,MNE,0
Montenegro,91440,DCG,Demokratska Crna Gora,Democratic Montenegro,2016,2016,2016,10,MNE,0
Montenegro,91610,DEMOS,Demokratski savez,Democratic Alliance,2016,2016,2016,4.9,MNE,0
Montenegro,91710,NS,Narodna Stranka,People’s Party,1990,2006,1992,12.7,MNE,0
Montenegro,91711,SRS,Srpska Radikalna Stranka,Serbian Radical Party,1992,1992,1992,7.6,MNE,0
Montenegro,91712,SNS,Srpska Narodna Stranka,Serbian People's Party,2001,2002,2002,7,MNE,0
Montenegro,91910,NOVA,Nova srpska demokratija,New Serbian Democracy,2009,2009,2009,9.2,MNE,0
Montenegro,91920,BS,Bošnjačka Stranka,Bosniak Party,2012,2016,2012,4.2,MNE,0
Montenegro,91930,SL,Srpska Lista,Serb list,2006,2006,2006,14.7,MNE,0
Montenegro,91951,SNR,Stranka Nacionalne Ravnopravnosti,Party of National Equality,1990,1990,1990,,MNE,0
Montenegro,91952,DSCG,Demokratski Savez u Crnoj Gori,Democratic League in Montenegro,1990,1990,1990,,MNE,0
Montenegro,91953,SDACG,Stranka Demokratske Akcije Crne Gore,Democratic Action Party of Montenegro,1996,1996,1996,3.5,MNE,0
Montenegro,91959,DK,Demokratska Koalicija,Democratic Coalition,1990,1990,1990,,MNE,0
Poland,92021,LiD,Lewica i Demokraci,Left and Democrats,2007,2007,2007,13.2,POL,0
Poland,92210,SLD,Sojusz Lewicy Demokratycznej,Democratic Left Alliance,1991,2011,1997,27.1,POL,0
Poland,92211,SD,Stronnictwo Demokratyczne,Democratic Party,1991,1991,1991,0,POL,0
Poland,92212,SLD-UP,Koalicja Sojuszu Lewicky Demokratycznej i Unii Pracy,Coalion of the Democratic Left Alliance and the Union of Labour,2001,2001,2001,41,POL,0
Poland,92320,NSZZ,Niezależny Samorządny Związek Zawodowy ‘Solidarność’,Independent Self-governing Trade Union ‘Solidarity’,1991,1991,1991,4.8,POL,0
Poland,92321,SP,Solidarność Pracy,Labour Solidarity,1991,1991,1991,1.9,POL,0
Poland,92322,UP,Unia Pracy,Union of Labour,1993,1997,1993,7.3,POL,0
Poland,92410,UD,Unia Demokratyczna,Democratic Union,1991,1993,1991,11.6,POL,0
Poland,92420,KLD,Kongres Liberalno-Demokratyczny,Liberal-Democratic Congress,1991,1991,1991,7.1,POL,0
Poland,92431,PPPP,Polska Partia Przyjacioł Piwa,Polish Beer-Lovers' Party,1991,1991,1991,3.1,POL,0
Poland,92432,UPR,Unia Polityki Realnej,Union of Real Politics,1991,1991,1991,2.1,POL,0
Poland,92433,PPG,Polski Program Gospodarczy (Duże Piwo),Polish Economic Program (Large Beer),1991,1991,1991,0,POL,0
Poland,92434,UW,Unia Wolnósci,Freedom Union,1997,1997,1997,13.4,POL,0
Poland,92435,PO,Platforma Obywatelska,Civic Platform,2001,2011,2007,41.5,POL,0
Poland,92436,PiS,Prawo i Sprawiedliwość,Law and Justice,2001,2011,2007,32.1,POL,0
Poland,92440,RP,Ruch Palikota,Palikot's Movement,2011,2011,2011,10,POL,0
Poland,92520,ChDSP,Chrześcijańsko-Demokratyczne Stronnictwo Pracy,Christian Democratic Labour Party,1991,1991,1991,2.2,POL,0
Poland,92521,POC,Porozumienie Obywatelskie Centrum,Centre Citizens’ Alliance,1991,1991,1991,8.2,POL,0
Poland,92522,PChD,Partia Chrześcijańskich Demokratów,Party of Christian Democrats,1991,1991,1991,1.1,POL,0
Poland,92523,RdR,Ruch dla Rzeczpospolitej,Movement for the Republic,1991,1991,1991,0,POL,0
Poland,92530,WAK,Wyborcza Akcja Katolickia,Catholic Electoral Action,1991,1991,1991,8.2,POL,0
Poland,92620,AWS,Akcja Wyborcza ‘Solidarność',Electoral Action ‘Solidarity',1997,1997,1997,33.8,POL,0
Poland,92621,ROP,Ruch Odbudowy Polski,Movement for the Reconstruction of Poland,1997,1997,1997,5.6,POL,0
Poland,92622,SRP,Samoobrona Rzeczypospolitej Polskiej,Self-Defence of the Polish Republic,2001,2005,2005,11.4,POL,0
Poland,92710,KPN,Konfederacja Polski Niepodległej,Confederation for an Independent Poland,1991,1993,1991,7.1,POL,0
Poland,92711,PZZ,Polski Związek Zachodni,Polish Western Union,1991,1991,1991,0.2,POL,0
Poland,92712,PX,Partia X,Party X,1991,1991,1991,0.4,POL,0
Poland,92713,LPR,Liga Polskich Rodzin,League of Polish Families,2001,2005,2005,8,POL,0
Poland,92810,PL,Porozumienie Ludowe,Peasant Accord,1991,1991,1991,5.2,POL,0
Poland,92811,PSL,Polskie Stronnictwo Ludowe,Polish Peasants' Party,1991,2011,1993,15.4,POL,0
Poland,92901,BBWR,Bezpartyjny Blok Wspierania Reform,Non-Party Bloc in Support of Reforms,1993,1993,1993,5.4,POL,0
Poland,92952,RAŚ,Ruch Autonomii Śląska,Movement for the Autonomy of Silesia,1991,1991,1991,0.3,POL,0
Poland,92953,MN,Mniejszość Niemiecka,German Minority,1991,2011,1991,1.1,POL,0
Romania,93001,PSD-PUR,Uniunea Naţională PSD+PUR,National Union PSR+PUR,2004,2004,2004,36.8,ROU,0
Romania,93002,PSD-PC,Alianţa Politică Partidul Social Democrat + Partidul Conservator,Social Democratic Party + Conservative Party Alliance,2008,2008,2008,33.1,ROU,0
Romania,93031,USL,Uniunea Social Liberală,Social Liberal Union,2012,2012,2012,58.6,ROU,0
Romania,93041,ADA,Alianţa Dreptate şi Adevăr,Justice and Truth Alliance,2004,2004,2004,31.5,ROU,0
Romania,93061,ARD,Alianţa România Dreaptă,Right Romania Alliance,2012,2012,2012,16.5,ROU,0
Romania,93111,MER,Mişcarea Ecologistă din România,Ecological Movement of Romania,1990,1990,1990,2.6,ROU,0
Romania,93112,PER,Partidul Ecologist Român,Romanian Ecological Party,1990,1990,1990,1.7,ROU,0
Romania,93221,FSN,Partidul Democrat - Frontul Salvării Naţionale,Democratic Party - National Salvation Front,1990,2000,1990,66.3,ROU,0
Romania,93222,PSDR,Partidul Socialist Democratic Român,Romanian Socialist Democratic Party,1990,1990,1990,1,ROU,0
Romania,93223,FDSN,Polul Democrat-Social din România,Social Democratic Pole of Romania,1992,2016,2016,45.5,ROU,0
Romania,93320,PSDR,Partidul Social Democrat Român,Romanian Social Democratic Party,1990,1990,1990,0.5,ROU,0
Romania,93322,USD,Uniunea Social Democrat,Social Democratic Union,1996,1996,1996,12.9,ROU,0
Romania,93411,CDR,Convenţia Democrată România,Democratic Convention of Romania,1992,1996,1996,30.2,ROU,0
Romania,93420,ALDE,Alianța Liberalilor și Democraților,Alliance of Liberals and Democrats,2016,2016,2016,5.6,ROU,0
Romania,93430,PNL,Partidul Naţional Liberal,National Liberal Party,1990,2016,2016,20,ROU,0
Romania,93440,USR,Uniunea Salvati România,Save Romania Union,2016,2016,2016,8.9,ROU,0
Romania,93521,PNŢCD,Partidul Naţional Ţărănesc Creştin şi Democrat,Christian Democratic National Peasants’ Party,1990,1990,1990,2.6,ROU,0
Romania,93523,PND,Partidul Naţional Democrat,National Democratic Party,1990,1990,1990,0,ROU,0
Romania,93524,FDRT,Frontul Democrat Român din Timişoara,Romanian Democratic Front from Timisoara,1990,1990,1990,0,ROU,0
Romania,93529,GDC,Grupul Democrat de Centru,Democratic Group of the Centre,1990,1990,1990,0.5,ROU,0
Romania,93530,PDL,Partidul Democrat Liberal,Democratic Liberal Party,2008,2008,2008,32.4,ROU,0
Romania,93540,PMP,Partidul Mișcarea Populară,People's Movement Party,2016,2016,2016,5.3,ROU,0
Romania,93711,PUNR,Partidul Unitãţii Naţiunii Române,Romanian National Unity Party,1990,1996,1992,7.7,ROU,0
Romania,93712,PRM,Partidul România Mare,Greater Romania Party,1992,2004,2000,19.5,ROU,0
Romania,93713,PSM,Partidul Socialist al Muncii,Socialist Labour Party,1992,1992,1992,3,ROU,0
Romania,93714,PR,Partidul Republican,Republican Party,1990,1990,1990,0,ROU,0
Romania,93719,AUR,Alianţa pentru Unitatea Românilor,Romanian Unity Alliance,1990,1990,1990,2.1,ROU,0
Romania,93810,PDAR,Partidul Democrat Agrar din România,Democratic Agrarian Party of Romania,1990,1992,1990,1.8,ROU,0
Romania,93951,UDMR/RMDSz,Uniunea Democratã Maghiarã din România/ Romániai Magyar Demokrata Szövetség,Hungarian Democratic Alliance of Romania,1990,2016,1992,7.5,ROU,0
Romania,93981,PP-DD,Partidul Poporului - Dan Dianconescu,People's Party - Dan Dianconescu,2012,2012,2012,14,ROU,0
Russia,94221,KPRF,Kommunisticheskaya Partiya Rossijskoi Federatsii,Communist Party ot the Russian Federation,1993,2011,1999,24.8,RUS,0
Russia,94222,APR,Agrarnaya Partiya Rossii,Agrarian Party of Russia,1993,2003,1993,8,RUS,0
Russia,94223,ZR,Zhenshchiny Rossii,Women of Russia,1993,1995,1993,8.1,RUS,0
Russia,94224,DM,Dostoinstvoi i Miloserdie,Dignity and Charity,1993,1993,1993,0.7,RUS,0
Russia,94225,VN,Vlast Narodu!,Power to the People!,1995,1995,1995,1.6,RUS,0
Russia,94310,Rodina,Rodina - Narodno-Patrioticheskij Soyuz,Motherland - People's Patriotic Union,2003,2003,2003,9.2,RUS,0
Russia,94320,RDDR,Rossijskoe Dvizheniye Demokraticheskikh Reform,Russian Movement for Democratic Reform,1993,1993,1993,4.1,RUS,0
Russia,94321,IBIR,Blok Ivana Rybkina,Ivan Rybkin’s Bloc,1995,1995,1995,1.1,RUS,0
Russia,94421,DVR,Demokraticheskij Vybor Rossii,Russia’s Democratic Choice,1993,1995,1993,15.5,RUS,0
Russia,94422,Yabloko,Rossijskaya Obyedinyonnaya Demokraticheskaya Partiya ‘Yabloko',Russian United Democratic Party ‘Yabloko',1993,2003,1993,7.9,RUS,0
Russia,94423,PRES,Partiya Rossijskogo Edinstva I Soglasiya,Party of Russian Unity and Accord,1993,1993,1993,6.7,RUS,0
Russia,94424,NDR,Nash Dom - Rossiya,Our Home - Russia,1995,1999,1995,10.3,RUS,0
Russia,94425,VR,"Vpered, Rossiya!","Forward, Russia!",1995,1995,1995,2,RUS,0
Russia,94426,PGL,Pamfilova - Gurov - V. Lysenko  Blok (Respublikanskaya Partija Rossii),Pamfilova - Gurov - V. Lysenko Bloc (Republican Party of Russia),1995,1995,1995,1.6,RUS,0
Russia,94427,DVR-OD,Demokraticheskij Vybor Rossii – Ob’edinennye Demokraty,Russia’s Democratic Choice – United Democrats,1995,1995,1995,3.9,RUS,0
Russia,94620,Yedinstvo,Mezhregional’noye Dvizhenie ‘Edinstvo',Inter-Regional Movement ‘Unity',1999,1999,1999,23.8,RUS,0
Russia,94621,SPS,Soyuz Pravykh Sil,Union of Right Forces,1999,2003,1999,8.7,RUS,0
Russia,94622,OVR,Otechestvo - Vsya Rossiya,Fatherland - All Russia,1999,1999,1999,13.6,RUS,0
Russia,94710,BZ,Blok Zhirinovskogo,Zhirinovsky Bloc,1999,1999,1999,6.1,RUS,0
Russia,94711,LDPR,Liberal’no Demokraticheskaya Partiya Rossii,Liberal Democratic Party of Russia,1993,2011,1993,22.9,RUS,0
Russia,94712,DPR,Demokraticheskaya Partiya Rossii,Democratic Party of Russia,1993,1993,1993,5.5,RUS,0
Russia,94713,KRO,Kongress Russkikh Obshchin,Congress of Russian Communities,1995,1995,1995,4.4,RUS,0
Russia,94901,SR,Spravedlivaya Rossiya,Just Russia,2007,2011,2011,13.5,RUS,0
Russia,94951,ER,Edinaya Rossiya,United Russia,2003,2011,2007,65,RUS,0
