statename,party,first,last,country,name_english,name,chisols_first,party_id
Solomon Islands,PPP,2000,2001,SLB,People's Alliance Party,,2000 Manasseh D. Sogavare (PPP),SLB-PPP
Solomon Islands,SAS,1984,1985,SLB,Solomon Ano Sagufenua,,,SLB-SAS
Solomon Islands,SIAC,2007,2008,SLB,Solomon Islands Alliance for Change,,,SLB-SIAC
Solomon Islands,SILP,2007,2008,SLB,Solomon Islands Liberal Party,,2007 Derek Sikua (SILP),SLB-SILP
Solomon Islands,SILP-SIAC,1997,2000,SLB,Solomon Islands Liberal Party and Solomon Islands Alliance for Change,,1997 Bartholomew Ulufa'alu (SILP-SIAC),SLB-SILP-SIAC
Solomon Islands,SISCP,2006,2007,SLB,Solomon Islands Social Credit Party,,2006 Manasseh D. Sogavare (SISCP),SLB-SISCP
Solomon Islands,SIUPA,1978,1989,SLB,Solomon Islands Unity Party,,1978 Peter Kenilorea (SIUPA),SLB-SIUPA
Somalia,SRSP,1977,1991,SOM,Mil to Somali Revolutionary Socialist Party,,,SOM-SRSP
Somalia,SYL,1960,1969,SOM,Somali Youth League,,1960 Osman Daar (SYL),SOM-SYL
South Africa,ANC,1994,2008,ZAF,African National Congress,,1994 Mandela (ANC),ZAF-ANC
South Africa,AP,1948,1953,ZAF,Afrikaner Party,,,ZAF-AP
South Africa,Labour,1924,1929,ZAF,,,,ZAF-Labour
South Africa,NP,1924,1994,ZAF,,,1924 Hertzog (NP),ZAF-NP
South Africa,SAP,1920,1934,ZAF,South Africa Party,,,ZAF-SAP
South Africa,UP,1935,1948,ZAF,,,1939 Smuts (UP),ZAF-UP
South Korea,DJP,1988,1989,KOR,,,,KOR-DJP
South Korea,DP,1960,1961,KOR,Democratic Party,,1960 Chang Myun (DP),KOR-DP
South Korea,HD,2008,2008,KOR,,,2008 Lee Myung Bak (HD),KOR-HD
South Korea,LP,1949,1960,KOR,,,1960 Ho Chong (LP),KOR-LP
South Korea,MDD,1990,1994,KOR,,,,KOR-MDD
South Korea,SHD,1995,1998,KOR,New Korea Party,Sin Han-gukdang,,KOR-SHD
South Korea,SJKH,1998,2000,KOR,National Congress for New Politics,,,KOR-SJKH
South Korea,SMD,2001,2003,KOR,,,,KOR-SMD
South Korea,UD,2004,2008,KOR,Uri Party,,,KOR-UD
Spain,ACR,1931,1931,ESP,,,,ESP-ACR
Spain,Ag,1934,1935,ESP,,,,ESP-Ag
Spain,AR,1933,1933,ESP,,,,ESP-AR
Spain,CEDA,1934,1935,ESP,,,,ESP-CEDA
Spain,CNT,1937,1939,ESP,,,,ESP-CNT
Spain,CNT-FAT,1937,1937,ESP,,,,ESP-CNT-FAT
Spain,Dem,1919,1922,ESP,,,,ESP-Dem
Spain,ER,1932,1939,ESP,Catalan Esquerra Republicana,,,ESP-ER
Spain,FET,1939,1976,ESP,,,1975 Arias Navarro (FET),ESP-FET
Spain,FR,1933,1933,ESP,Federal Republican Party,,,ESP-FR
Spain,IR,1936,1939,ESP,,,1936 Azana y Diaz (IR),ESP-IR
Spain,IRS,1933,1933,ESP,,,,ESP-IRS
Spain,ISR,1933,1933,ESP,,,,ESP-ISR
Spain,Lib,1919,1922,ESP,,,,ESP-Lib
Spain,ORGA,1931,1933,ESP,,,,ESP-ORGA
Spain,PC,1919,1939,ESP,,,1919 Maura y Montaner (PC),ESP-PC
Spain,PL,1919,1923,ESP,Liberal Party,,1922 Garcia Prieto (PL),ESP-PL
Spain,PLD,1934,1936,ESP,,,,ESP-PLD
Spain,PNV,1936,1938,ESP,,,,ESP-PNV
Spain,PP,1996,2004,ESP,Partido Popular,,1996 Aznar (PP),ESP-PP
Spain,PRC,1931,1931,ESP,,,1931 Alcala-Zamora (PRC),ESP-PRC
Spain,PRP,1933,1934,ESP,,,,ESP-PRP
Spain,PRR,1931,1936,ESP,,,1933 Lerroux y Garcia (PRR),ESP-PRR
Spain,PRS,1931,1933,ESP,,,,ESP-PRS
Spain,PSOE,1931,2008,ESP,Partido Socialista Obrero Español,,1936 Largo Caballero (PSOE),ESP-PSOE
Spain,RA,1931,1933,ESP,Republican Action Party,,1931 Azana y Diaz (RA),ESP-RA
Spain,Rad.Dis,1936,1936,ESP,,,,ESP-Rad.Dis
Spain,RSR,1933,1933,ESP,,,,ESP-RSR
Spain,UCD,1976,1982,ESP,,,1976 Suarez Gonzalez (UCD),ESP-UCD
Spain,UR,1936,1938,ESP,Union Republicana,,1936 Martinez Barrio (UR),ESP-UR
Sri Lanka,CP,1970,1977,LKA,,,,LKA-CP
Sri Lanka,FP,1965,1968,LKA,,,,LKA-FP
Sri Lanka,LSSP,1965,1975,LKA,Lanka Sama Samaja Party,,,LKA-LSSP
Sri Lanka,MEP,1965,1970,LKA,,,,LKA-MEP
Sri Lanka,MEP-SLFP,1956,1959,LKA,,,,LKA-MEP-SLFP
Sri Lanka,SLFP,1959,1977,LKA,Sri Lanka Freedom Socialist Party,,1959 Dahanayake (SLFP),LKA-SLFP
Sri Lanka,SLFP-PA,1994,2005,LKA,,,1994 Kumaratunga (SLFP-PA),LKA-SLFP-PA
Sri Lanka,SLFP-UPFA,2005,2008,LKA,,,2005 Rajapakse (SLFP-UPFA),LKA-SLFP-UPFA
Sri Lanka,SLFSP,1965,1970,LKA,,,,LKA-SLFSP
Sri Lanka,TC,1953,1956,LKA,Tamil Congress,,,LKA-TC
Sri Lanka,UNP,1948,1994,LKA,United National Party,,1948 Don Senanayake (UNP),LKA-UNP
Sudan,DUP,1968,1989,SDN,Democratic Unionist Party,,,SDN-DUP
Sudan,four Southern parties,1986,1988,SDN,,,,SDN-four Southern parties
Sudan,NIF,1989,1989,SDN,National Islamic Front,,,SDN-NIF
Sudan,NUP,1956,1967,SDN,National Unionist Party,,1956 Al-Azhari (NUP),SDN-NUP
Sudan,PDP,1956,1967,SDN,People’s Democratic Party,,,SDN-PDP
Sudan,SNC,1997,2008,SDN,,,,SDN-SNC
Sudan,Southern parties,1989,1989,SDN,,,,SDN-Southern parties
Sudan,SSU,1969,1985,SDN,,,,SDN-SSU
Sudan,trade unions,1989,1989,SDN,,,,SDN-trade unions
Sudan,Umma,1956,1989,SDN,,,1956 Khalil (Umma),SDN-Umma
Sudan,UNF,1964,1965,SDN,United National Front,,1964 al-Khalifa (UNF),SDN-UNF
Sweden,BF,1936,1945,SWE,Agrarian Party or Agrarian Alliance,,1936 Pehrsson-Bramst (BF),SWE-BF
Sweden,BF-CP,1952,1957,SWE,,,,SWE-BF-CP
Sweden,C,2006,2008,SWE,,,,SWE-C
Sweden,CP,1976,1994,SWE,Center Party,,1976 Falldin (CP),SWE-CP
Sweden,FF,1926,1932,SWE,,,1926 Ekman (FF),SWE-FF
Sweden,FP,1940,2008,SWE,People’s Party Liberals,,1978 Ullsten (FP),SWE-FP
Sweden,KD,2006,2008,SWE,"FP, the Christian Democrats",,,SWE-KD
Sweden,KDS,1991,1994,SWE,,,,SWE-KDS
Sweden,LS,1919,1920,SWE,,Liberala Samlingspartiet,,SWE-LS
Sweden,M,2006,2008,SWE,Moderate Party,,2006 Reinfeldt (M),SWE-M
Sweden,MUP,1976,1994,SWE,Moderate Coalition Party,,1991 Bildt (MUP),SWE-MUP
Sweden,NP,1923,1945,SWE,National Party,,1923 Trygger (NP),SWE-NP
Sweden,SAP,1919,1936,SWE,,,1920 Branting (SAP),SWE-SAP
Sweden,SDA,1936,2006,SWE,Swedish Social Democratic Party (SPA),,1936 Hansson (SDA),SWE-SDA
Switzerland,CVP,1919,2008,CHE,Christlich-Demokratische Volkspartei,,1920 Motta (CVP),CHE-CVP
Switzerland,FDP,1919,2008,CHE,FreisinnigDemokratische Partei,,1921 Schulthess (FDP),CHE-FDP
Switzerland,LP,1919,1920,CHE,Liberal Party,,1919 Ador (LP),CHE-LP
Switzerland,SP,1944,2008,CHE,,,1949 Nobs (SP),CHE-SP
Switzerland,SVP,1930,2007,CHE,Schweizerische Volkspartei,,1935 Minger (SVP),CHE-SVP
Syria,Baath,1963,1972,SYR,,,,SYR-Baath
Syria,HS,1961,1963,SYR,People's Party,Hizb ash-Sha'b,1961 Al-Kudsi (HS),SYR-HS
Syria,KW,1946,1955,SYR,al-Kutla al-Wataniya,,1954 Atassi H. (KW),SYR-KW
Syria,NPF,1973,2008,SYR,Baath to National Progressive Front,,2000 Al-Assad B. (NPF),SYR-NPF
Syria,SNP,1948,1958,SYR,,,1955 Kuwatli (SNP),SYR-SNP
Syria,SSNP,1949,1949,SYR,,,,SYR-SSNP
Taiwan,KMT,1949,2008,TWN,,,1950 Chiang Kai-shek (KMT),TWN-KMT
Taiwan,MCT,2000,2008,TWN,,,2000 Chen Shui-bian (MCT),TWN-MCT
Tajikistan,HDKT,1999,2008,TJK,Hizbi Demokrati-Khalkii Tojikston,,,TJK-HDKT
Tajikistan,KPT,1991,1992,TJK,,,1992 Iskandrov (KPT),TJK-KPT
Tajikistan,Kulobi,1992,1998,TJK,,,,TJK-Kulobi
Tanzania,CCM,1978,2008,TZA,Chama Cha Mapinduzi,,1985 Mwinyi (CCM),TZA-CCM
Tanzania,TANU,1961,1977,TZA,Tanganyika African National Union,,,TZA-TANU
Thailand,RuamjaithaiChartpattana,2008,2008,THA,,,,THA-RuamjaithaiChartpattana
Thailand,Bhumjaithai,2008,2008,THA,,,,THA-Bhumjaithai
Thailand,CF,1946,1947,THA,Constitutional Front Party,,1946 Thawan Thamrongnawasawat (CF),THA-CF
Thailand,Chart Pattana,1997,1997,THA,,,,THA-Chart Pattana
Thailand,Chart Thai,2008,2008,THA,,,,THA-Chart Thai
Thailand,CP,1995,2005,THA,Chart Pattana,,,THA-CP
Thailand,CPP,1999,2003,THA,Chart Pattana Party,,,THA-CPP
Thailand,CT,1988,2004,THA,Chat Thai,,1995 Silpa-Archa (CT),THA-CT
Thailand,CTP,2008,2008,THA,,,,THA-CTP
Thailand,KR,1944,1946,THA,,,1944 Pridi Banomyong (KR),THA-KR
Thailand,MCP,1995,1997,THA,,,,THA-MCP
Thailand,NAP,1992,2002,THA,New Aspiration Party,,1996 Chavalit Yongchaiyudh (NAP),THA-NAP
Thailand,NDP,2008,2008,THA,,,,THA-NDP
Thailand,NT,1995,1996,THA,Nam Thai,,,THA-NT
Thailand,PD,1992,2001,THA,Palang Dharma Solidarity parties,,,THA-PD
Thailand,PDP,1995,1996,THA,,,,THA-PDP
Thailand,PKS,1975,1976,THA,,,1975 Kukrot Pramoj (PKS),THA-PKS
Thailand,PP,1975,2008,THA,Democratic Party,,1975 Seni Pramoj (PP),THA-PP
Thailand,PPP,2008,2008,THA,Pro-Thaksin People's Power Party,,2008 Samak Sundaravej (PPP),THA-PPP
Thailand,PT,1997,2001,THA,Prachakorn Thai Party,,,THA-PT
Thailand,PTP,1995,1997,THA,,,,THA-PTP
Thailand,PuePandin,2008,2008,THA,,,,THA-PuePandin
Thailand,RP,1958,1963,THA,,,,THA-RP
Thailand,SAP,1992,1999,THA,Social Action Party,,,THA-SAP
Thailand,SC,2008,2008,THA,,,,THA-SC
Thailand,Seritham,1994,2001,THA,,,,THA-Seritham
Thailand,SM,1947,1957,THA,,,,THA-SM
Thailand,Sol,1992,2001,THA,,,,THA-Sol
Thailand,Thai,1997,2001,THA,,,,THA-Thai
Thailand,TP,2008,2008,THA,,,,THA-TP
Thailand,TPP,1932,1944,THA,,,1932 Phraya Mano (TPP),THA-TPP
Thailand,TRT,2001,2006,THA,Thai Rak Thai,,2001 Thaksin Shinawatra (TRT),THA-TRT
Thailand,TUNDP,2008,2008,THA,,,,THA-TUNDP
Togo,CUT,1960,1963,TGO,Comité de l'Unité Togolaise,,1960 Olympio (CUT),TGO-CUT
Togo,MPT,1963,1967,TGO,Mouvement des Personnes Togolaises,,1963 Grunitzky (MPT),TGO-MPT
Togo,RPT,1970,2008,TGO,,,2005 Gnassingbe (RPT),TGO-RPT
Trinidad and Tobago,NAR,1986,2001,TTO,,,1986 Robinson (NAR),TTO-NAR
Trinidad and Tobago,PNM,1962,2008,TTO,,,1962 Williams (PNM),TTO-PNM
Trinidad and Tobago,UNC,1995,2001,TTO,,,1995 Panday (UNC),TTO-UNC
Tunisia,PND,1957,1964,TUN,Parti Néo Destourien,,,TUN-PND
Tunisia,PSD,1965,1988,TUN,Parti Socialiste Destourien,,,TUN-PSD
Tunisia,RCD,1989,2008,TUN,,,,TUN-RCD
Turkey,AKP,2002,2008,TUR,,,2002 Gul (AKP),TUR-AKP
Turkey,AnaP,1983,2002,TUR,,,1983 Ozal (AnaP),TUR-AnaP
Turkey,CHP,1923,1996,TUR,,,1938 Inonu (CHP),TUR-CHP
Turkey,DP,1950,1979,TUR,,,1950 Menderes (DP),TUR-DP
Turkey,DSP,1997,2002,TUR,,,,TUR-DSP
Turkey,DYP,1991,1999,TUR,,,1991 Demirel (DYP),TUR-DYP
Turkey,IND,1963,1963,TUR,,,,TUR-IND
Turkey,JP,1961,1980,TUR,Demirel,,1965 Demirel (JP),TUR-JP
Turkey,MHP,2000,2002,TUR,,,,TUR-MHP
Turkey,NAP,1975,1978,TUR,Nationalist Action Party,,,TUR-NAP
Turkey,NP,1965,1965,TUR,,,,TUR-NP
Turkey,NPT,1963,1963,TUR,New Turkey Party,,,TUR-NPT
Turkey,NRP,1971,1973,TUR,"Republican Reliance Party, formerly National Reliance Party",,1972 Melen (NRP),TUR-NRP
Turkey,NSP,1974,1978,TUR,,,,TUR-NSP
Turkey,NTP,1965,1965,TUR,New Turkey Party,,,TUR-NTP
Turkey,RP,1996,1997,TUR,,,1996 Erbakan (RP),TUR-RP
Turkey,RPNP,1963,1965,TUR,,,,TUR-RPNP
Turkey,RRP,1973,1979,TUR,,,,TUR-RRP
Turkey,SHP,1991,1995,TUR,,,1993 Inonu (SHP),TUR-SHP
Turkmenistan,TCP,1991,1992,TKM,Turkmen Communist Party,,,TKM-TCP
Turkmenistan,TDP,1993,2008,TKM,Democratic Party of Turkmenistan,,2006 Berdymukhammedov (TDP),TKM-TDP
Uganda,NRM,1986,2008,UGA,,,1986 Museveni (NRM),UGA-NRM
Uganda,UPC,1962,1985,UGA,Uganda People's Congress,,1962 Obote (UPC),UGA-UPC
Ukraine,BYNU,2005,2008,UKR,,,2005 Yushchenko (BYNU),UKR-BYNU
United Kingdom,Con,1919,1997,GBR,,,1922 Bonar Law (Con),GBR-Con
United Kingdom,Lab,1924,2008,GBR,,,1924 MacDonald (Lab),GBR-Lab
United Kingdom,Lib,1919,1945,GBR,,,,GBR-Lib
United Kingdom,Nlab,1935,1940,GBR,,,,GBR-Nlab
United Kingdom,NLab,1932,1935,GBR,,,,GBR-NLab
United States of America,Dem,1919,2001,USA,,,1933 Roosevelt F. (Dem),USA-Dem
United States of America,Rep,1921,2008,USA,,,1921 Harding (Rep),USA-Rep
Uruguay,FA,2005,2008,URY,Broad Front,,2005 Vazquez Rosas (FA),URY-FA
Uruguay,PC,1919,2005,URY,Colorado Party,,1919 Brum (PC),URY-PC
Uruguay,PN,1959,1995,URY,National Party,,1959 Echegoyen (PN),URY-PN
Uzbekistan,F,1998,2008,UZB,Fidokorlor,,,UZB-F
Uzbekistan,PDP,1991,1995,UZB,,,,UZB-PDP
Venezuela,AD,1945,1993,VEN,Accion Democratica,,1945 Betancourt (AD),VEN-AD
Venezuela,CD,1994,1999,VEN,,,1994 Caldera Rodriguez (CD),VEN-CD
Venezuela,COPEI,1969,1984,VEN,,,1969 Caldera Rodriguez (COPEI),VEN-COPEI
Venezuela,MVR,1999,2006,VEN,,,,VEN-MVR
Venezuela,PDV,1941,1945,VEN,Venezuelan Democratic Party,,,VEN-PDV
Venezuela,PLR,1919,1935,VEN,Liberal Restoration Party,,,VEN-PLR
Venezuela,PSUV,2007,2008,VEN,,,,VEN-PSUV
Vietnam,DCSV,1977,2008,VNM,,,1986 Truong Chinh (DCSV),VNM-DCSV
Vietnam,DLDV,1954,1976,VNM,,,,VNM-DLDV
Yemen,MSA,1990,2008,YEM,al-Mu’tammar al-Sha’bi al-‘Am,,,YEM-MSA
Yemen Arab Republic,al-Ahrar,1948,1948,YEM,,,1948 Ibn Ahmed Alwazir (al-Ahrar),YEM-al-Ahrar
Yemen People's Republic,HIY,1978,1990,YMD,,,1978 Ali Nassir Hassani (HIY),YMD-HIY
Yemen People's Republic,NLF,1967,1975,YMD,,,1967 Al-Shaabi (NLF),YMD-NLF
Yemen People's Republic,UPONF,1976,1978,YMD,,,,YMD-UPONF
Yugoslavia,DOS,2000,2003,SRB,Democratic Opposition of Serbia,,,SRB-DOS
Yugoslavia,DPS,2003,2006,SRB,,,2003 Marovic (DPS),SRB-DPS
Yugoslavia,DS,2006,2008,SRB,,,2006 Tadic (DS),SRB-DS
Yugoslavia,DSS,2000,2003,SRB,Democratic Party of Serbia,,2000 Kostunica (DSS),SRB-DSS
Yugoslavia,SKJ,1945,1989,SRB,League of Yugoslav Communists,,1945 Tito (SKJ),SRB-SKJ
Yugoslavia,SKS,1989,1989,SRB,Communists of Serbia,,,SRB-SKS
Yugoslavia,SPS,1990,2000,SRB,Socialist Party of Serbia,,,SRB-SPS
Zambia,MMD,1991,2008,ZMB,Movement for Multi-party Democracy,,1991 Chiluba (MMD),ZMB-MMD
Zambia,UNIP,1973,1991,ZMB,United National Independence Party,,,ZMB-UNIP
Zambia,ZANC,1964,1972,ZMB,,,,ZMB-ZANC
Zimbabwe,RF,1965,1979,ZWE,Rhodesian Front,,1965 Smith (RF),ZWE-RF
Zimbabwe,UANC,1979,1980,ZWE,United African National Congress,,1979 Muzorewa (UANC),ZWE-UANC
Zimbabwe,ZANU-PF,1980,2008,ZWE,Zimbabwe African National Union-Patriotic Front,,1980 Mugabe (ZANU-PF),ZWE-ZANU-PF
