"country_short","country","party","name_short","name_english","party_otherlanguage","party_id","year_first","year_last","n","minister_first","partyfacts_id"
"PAK","Pakistan","pmlz","PMLZ","Pakistan Muslim League Zia-ul-Haq",,"PAK-pmlz","2004","2007",4,"2004 Ijaz Ul-Haq (Min. For Religious Affairs)",
"PAK","Pakistan","ppp","PPP","Pakistan Peoples Party","Pakistan Peoples Party","PAK-ppp","1972","2023",23,"1972 Zulfiqar Ali Bhutto (President)",2383
"PAK","Pakistan","ppps","PPPS",,,"PAK-ppps","2003","2007",5,"2003 Rao Sikandar Iqbal (Minister of Defense)",
"PAK","Pakistan","pti","PTI","Pakistan Movement for Justice",,"PAK-pti","2019","2023",5,"2019 Arif Alvi (Pres.)",
"PAN","Panama","adp","ADP","People's Alliance","Alianza del Popular","PAN-adp","1966","1967",2,"1966 David Samudio Avila (Minister of Finance & Treasury)",380
"PAN","Panama","cd","CD","Democratic Change",,"PAN-cd","2000","2018",12,"2000 Ricardo Martinelli Berrocal (Min. For Canal Affairs)",59
"PAN","Panama","independent","INDEPENDENT","independent","independent","PAN-independent","1966","2023",41,"1966 Fernando Eleta Almaran (Minister of Foreign Relations)",2871
"PAN","Panama","molirena","MOLIRENA","Nationalist Republican Liberal Movement","Movimiento Liberal Republicano Nacionalista","PAN-molirena","1990","2019",11,"1990 Guillermo Ford Boyd (Second Vice President)",1555
"PAN","Panama","pl","PL","Liberal Party","Partido Liberal","PAN-pl","1968","1968",1,"1968 Joaquin Fernando Franco (Minister of Government & Justice)",5315
"PAN","Panama","pla","PLA","Authentic Liberal Party",,"PAN-pla","1990","1994",5,"1990 Julio Harris (Minister of Presidency)",5718
"PAN","Panama","pln","PLN","National Liberal Party","Partido Liberal Nacional","PAN-pln","1966","1968",3,"1966 Marco A. Robles Mendez (President)",380
"PAN","Panama","ppa","PPA",,,"PAN-ppa","1990","2018",19,"1990 Guillermo Endara (President)",202
"PAN","Panama","ppn","PPN","National Progressive Party","Partido Progresista Nacional","PAN-ppn","1966","1968",3,"1966 Carlos Sucre Calvo (Minister of Education)",7155
"PAN","Panama","pppdc","PPPDC",,,"PAN-pppdc","2015","2016",2,"2015 Milton Cohen-Henriquez (Minister of Government)",987
"PAN","Panama","pr","PR","Republican Party","Partido Republicano","PAN-pr","1966","1989",7,"1966 Jose Dominador Bazan (Minister of Government & Justice)",6567
"PAN","Panama","prd","PRD","Democratic Revolutionary Party",,"PAN-prd","1984","2023",21,"1984 Manuel Antonio Noriega (Military Leader Of Panama)",1351
"PAN","Panama","tpn","TPN","Third Nationalist Party","Tercer Partido Nacionalista","PAN-tpn","1966","1967",2,"1966 Abraham Pretto (Minister of Labor, Social Welfare & Public Health)",6564
"PAN","Panama","up","UP","Patriotic Union",,"PAN-up","2010","2010",1,"2010 Jose Raul Mulino Quintero (Minister of Public Security)",7156
"PER","Peru","ap","AP","Popular Action","Acción Popular","PER-ap","1966","2001",10,"1966 Fernando Belaunde Terry (President)",514
"PER","Peru","aprapap","APRAPAP","American Popular Revolutionary Alliance / Peruvian Aprista Party","Alianza Popular Revolucionaria Americana / Partido Aprista Peruano","PER-aprapap","1986","2011",11,"1986 Alan Garcia Perez (President)",529
"PER","Peru","fim","FIM","Moralising Independent Front","Frente Independiente Moralizador","PER-fim","2002","2003",2,"2002 Fernando Olivera (Minister of Justice)",4215
"PER","Peru","independent","INDEPENDENT","independent","independent","PER-independent","1966","2023",58,"1966 Sixto Gutierrez Chamorro (Minister of Development)",2879
"PER","Peru","is","IS","Socialist Left","Izquierda Socialista","PER-is","1991","2002",2,"1991 Fernando Sanchez Albavera (Minister of Energy & Mines)",8066
"PER","Peru","iu","IU","United Left",,"PER-iu","2001","2001",1,"2001 Carlos Amat Yleon Chavez (Minister of Agriculture)",4860
"PER","Peru","nm","NM","Change 90","Cambio 90/Nueva Mayoría","PER-nm","1991","2000",10,"1991 Alberto Kenyo Fujimori Fujimori (President)",4219
"PER","Peru","pa","PA","Aprista Party","Partido Aprista","PER-pa","1966","1989",4,"1966 Javier Alva Orlandini (Minister of Government & Police)",
"PER","Peru","php","PHP","Peruvian Humanist Party","Partido Humanista Peruano","PER-php","2009","2021",4,"2009 Yehude Simon Munaro (Prime Min.)",7158
"PER","Peru","pnp","PNP","Peruvian Nationalist Party","Partido Nacionalista Peruano","PER-pnp","2012","2016",5,"2012 Ollanta Moises Humala Tasso (President)",345
"PER","Peru","pp","PP","Peru Posible","Perú Posible","PER-pp","2002","2014",6,"2002 Alejandro Toledo (President)",4861
"PER","Peru","ppc","PPC","Christian Democrat Party","Partido Demócrata Cristiano","PER-ppc","1966","2017",10,"1966 Roberto Ramirez Del V. (Minister of Justice)",4752
"PER","Peru","ppk","PPK","Peruvians for Change","Peruanos por el Kambio","PER-ppk","2006","2019",4,"2006 Fernando Zavala Lombardi (Minister of Economy & Finance)",6647
"PER","Peru","sn","SN","National Solidatiry","Soldaridad Nacional","PER-sn","2001","2001",1,"2001 Carlos Herrera Descalzi (Minister of Energy & Mines)",290
"PER","Peru","upp","UPP","Union for Peru",,"PER-upp","2001","2001",1,"2001 Javier Perez De Cuellar (Prime Minister)",575
"PHL","Philippines","an","AN","Anakpawis","Anakpawis","PHL-an","2017","2017",1,"2017 Rafael Mariano (Sec. Of Agrarian Reform)",7028
"PHL","Philippines","independent","INDEPENDENT","independent","independent","PHL-independent","1966","2023",58,"1966 Rafael Montinola Salas (Executive Secretary)",2884
"PHL","Philippines","kampi","KAMPI","Kabalikat ng Malayang Pilipino - Partner of the Free Filipino","Kabalikat ng Malayang Pilipino","PHL-kampi","2001","2008",8,"2001 Gloria Macapagal-Arroyo (President)",2465
"PHL","Philippines","kbl","KBL","New Society Movement","Kilusang Bagong Lipunan","PHL-kbl","1978","1993",10,"1978 Ferdinand Marcos (President)",4248
"PHL","Philippines","kmb","KMB","Nationalist People's Coalition","Koalisyong Makabayan ng Bayan","PHL-kmb","1992","2018",11,"1992 Joseph Estrada (Vice President)",2466
"PHL","Philippines","lakascmd","LAKASCMD","Lakas – Christian Muslim Democrats","Lakas ng Tao – CMD","PHL-lakascmd","1992","2023",11,"1992 Fidel Ramos (President)",2388
"PHL","Philippines","ldp","LDP","Fight of Democratic Filipinos","Laban Ng Demokratikong Pilipino","PHL-ldp","1989","2010",16,"1989 Fiorello Estuar (Sec. Of Public Works & Highways)",4252
"PHL","Philippines","pdplaban","PDPLABAN","Philippine Democratic Party-Power of the Nation",,"PHL-pdplaban","1986","2021",17,"1986 Corazon C. Aquino (President)",4602
"PHL","Philippines","pdr","PDR","Party for Democratic Reform","Partido para sa Demokratikong Reporma","PHL-pdr","2005","2005",1,"2005 Rene Villa (Sec. Of Agrarian Reform)",4249
"PHL","Philippines","plp","PLP","Liberal Party","Partido Liberal ng Pilipinas","PHL-plp","1966","2021",17,"1966 Narciso Ramos (Sec. Of Foreign Affairs)",2330
"PHL","Philippines","pmp","PMP","Force of the Filipino Masses","Pwersa Ng Masang Pilipino","PHL-pmp","1998","2004",4,"1998 Joseph Estrada (President)",3654
"PHL","Philippines","pnp","PNP","Nacionalist Party","Partido Nacionalista","PHL-pnp","1966","2021",15,"1966 Ferdinand Marcos (President)",2389
"PHL","Philippines","una","UNA","United Nationalist Alliance",,"PHL-una","2014","2021",5,"2014 Jejomar Cabaiatam Binay (Vice President)",5171
"PNG","Papua New Guinea","ap","AP","Allegiance Party","Allegiance Party","PNG-ap","2019","2022",4,"2019 Bryan Jared Kramer (Min. For Police)",
"PNG","Papua New Guinea","cdp","CDP","Christian Democratic Party","Christian Democratic Party","PNG-cdp","1998","2018",5,"1998 Muki Taranupi (Min. For Education, Culture & Science)",7628
"PNG","Papua New Guinea","independent","INDEPENDENT","independent","independent","PNG-independent","1980","2021",39,"1980 Stephen Tago (Min. For Culture & Tourism)",5010
"PNG","Papua New Guinea","lna","LNA","League for National Advancement","League for National Advancement","PNG-lna","1988","1994",7,"1988 Karl Stack (Min. For Forests)",8874
"PNG","Papua New Guinea","map","MAP","Melanesian Alliance Party","Melanesian Alliance Party","PNG-map","1980","2021",23,"1980 John Momis (Min. For Decentralization)",5714
"PNG","Papua New Guinea","mlp","MLP","Melanesian Liberal Party","Melanesian Liberal Party","PNG-mlp","2008","2017",8,"2008 Allan Marat (Min. For Justice)",7630
"PNG","Papua New Guinea","nap","NAP","National Alliance Party","National Alliance Party","PNG-nap","1998","2023",22,"1998 Masket Iangalio (Min. For Petroleum & Gas)",5259
"PNG","Papua New Guinea","np","NP","National Party","National Party","PNG-np","1978","2023",16,"1978 Wiwa Korowi (Min. For Health)",5260
"PNG","Papua New Guinea","odp","ODP","Our Development Party","Our Development Party","PNG-odp","2012","2020",9,"2012 Puka Temu (Min. For Agriculture & Livestock)",7631
"PNG","Papua New Guinea","pap","PAP","People's Action Party","People's Action Party","PNG-pap","1988","2011",21,"1988 Akoka Doi (Dep. Prime Minister)",5715
"PNG","Papua New Guinea","pdm","PDM","People's Democratic Movement","People's Democratic Movement","PNG-pdm","1986","2017",24,"1986 Paias Wingti (Prime Minister)",5257
"PNG","Papua New Guinea","plp","PLP","People's Labour Party","People's Labour Party","PNG-plp","2003","2005",2,"2003 Yuntuvi Bao (Min. For Housing)",7634
"PNG","Papua New Guinea","pngp","PNGP","Papua New Guinea Party","Papua New Guinea Party","PNG-pngp","1979","2012",9,"1979 John Momis (Min. For Decentralization)",7633
"PNG","Papua New Guinea","pnp","PNP","People's National Congress","People's National Congress","PNG-pnp","1998","2023",22,"1998 William Skate (Prime Minister)",5716
"PNG","Papua New Guinea","pp","PP","People's Party","People's Party","PNG-pp","2011","2023",11,"2011 John Pundari (Min. For Mining)",6307
"PNG","Papua New Guinea","ppp","PPP","People's Progress Party","People's Progress Party","PNG-ppp","1976","2022",37,"1976 Julius Chan (Min. For Finance)",5256
"PNG","Papua New Guinea","pppnup","PPPNUP","Pangu Party / Papua and Niugini Union Pati",,"PNG-pppnup","1976","2023",35,"1976 Michael Thomas Somare (Prime Minister)",5195
"PNG","Papua New Guinea","sdp","SDP","Social Democratic Party","Social Democratic Party","PNG-sdp","2013","2023",9,"2018 Father Simon Dumarinu (Min. For Bougainville Affairs)",7636
"PNG","Papua New Guinea","the","THE","Triumph Heritage Empowerment Party","Triumph Heritage Empowerment Party","PNG-the","2012","2019",7,"2012 David Arore (Min. For Higher Education, Research, Science & Technology)",6082
"PNG","Papua New Guinea","up","UP","United Party",,"PNG-up","1980","2018",17,"1980 Opai Kunangel (Min. For Commerce & Industry)",5196
"PNG","Papua New Guinea","urp","URP","United Resources Party",,"PNG-urp","2003","2023",20,"2003 Sam Akoitai (Min. For Mining)",6306
"POL","Poland","aws","AWS","Solidarity Electoral Action of the Right","Akcja Wyborcza Solidarnosc Prawicy","POL-aws","1990","2001",5,"1990 Aleksander Hall (Min. Without Portfolio)",863
"POL","Poland","bbwr","BBWR","Non-Party Block for Supporting the Reforms","Bezpartyjny Blok Wspierania Reform","POL-bbwr","1994","1995",2,"1994 Lech Walesa (President)",1681
"POL","Poland","independent","INDEPENDENT","independent","independent","POL-independent","1990","2023",34,"1990 Krzysztof Skubiszewski (Minister of Foreign Affairs)",2888
"POL","Poland","kld","KLD","Liberal Democratic Congress",,"POL-kld","1991","1993",3,"1991 Jan Krzysztof Bielecki (Prime Minister)",153
"POL","Poland","lpr","LPR","League of Polish Families","Liga Polskich Rodzin","POL-lpr","2006","2007",2,"2006 Roman Giertych (Dep. Prime Minister)",1768
"POL","Poland","p","P","Agreement","Porozumienie","POL-p","2018","2021",4,"2018 Jaroslaw Gowin (Dep. Prime Min.)",
"POL","Poland","pc","PC","Centre Agreement","Porozumienie Centrum","POL-pc","1991","1991",1,"1991 Adam Glapinski (Minister of Land Use Management & Construction)",1649
"POL","Poland","pis","PIS","Law and Justice","Prawo i Sprawiedliwosc","POL-pis","2000","2023",11,"2000 Lech Kaczynski (Minister of Justice)",1565
"POL","Poland","pl","PL","Peasants Agreement","Porozumenie Ludowe","POL-pl","1992","1993",2,"1992 Jerzy Kaminski (Min. Without Portfolio (Political Matters))",1266
"POL","Poland","po","PO","Civic Platform","Platforma Obywatelska","POL-po","2000","2015",10,"2000 Marek Biernacki (Minister of Internal Affairs & Administration)",1117
"POL","Poland","ppg","PPG","Polish Economic Program [Large Beer]","Polski Program Gospodarczy [Duze Piwo]","POL-ppg","1992","1993",2,"1992 Zbigniew Eusmont (Min. Without Portfolio (Enterprise))",1535
"POL","Poland","psl","PSL","Polish People's Party","Polskie Stronnictwo Ludowe","POL-psl","1990","2015",14,"1990 Aleksander Bentkowski (Minister of Justice)",602
"POL","Poland","pzpr","PZPR","Polish United Workers' Party","Polska Zjednoczone Partia Robotnicza","POL-pzpr","1966","1997",26,"1966 Wladyslaw Gomulka (First Secretary Of The Polish United Workers' Party)",1286
"POL","Poland","s","S","Solidarity","Solidarnosc","POL-s","1990","1993",4,"1990 Tadeusz Mazowiecki (Prime Minister)",767
"POL","Poland","sd","SD","Democratic Party","Stronnictwo Demokratyczne","POL-sd","1966","1993",12,"1966 Zygmunt Moskwa (Minister of Communications)",919
"POL","Poland","sdpl","SDPL","Social Democracy of Poland","Socjaldemokracja Polska","POL-sdpl","2005","2005",1,"2005 Marek Balicki (Minister of Health)",1328
"POL","Poland","skl","SKL","Conservative People's Party",,"POL-skl","1998","2007",3,"1998 Jacek Janiszewski (Minister of Agriculture & Food Economy)",8766
"POL","Poland","sld","SLD","Democratic Left Alliance","Sojusz Lewicy Demokratycznej","POL-sld","1994","2005",8,"1994 Wlodzimierz Cimoszewicz (Dep. Prime Minister)",57
"POL","Poland","sldup","SLDUP","Democratic Left Alliance – Labour Union",,"POL-sldup","2004","2005",2,"2004 Izabela Jaruga-Nowacka (Dep. Prime Min. For Social Communications)",6183
"POL","Poland","sp","SP","United Poland","Solidarna Polska","POL-sp","2016","2023",8,"2016 Zbigniew Ziobro (Minister of Justice)",328
"POL","Poland","srp","SRP","Self-Defense of the Republic Poland","Samoobrona Rzeczypospolitej Polskiej","POL-srp","2006","2007",2,"2006 Andrzej Lepper (Dep. Prime Minister)",727
"POL","Poland","ud","UD","Democratic Union",,"POL-ud","1990","2001",6,"1990 Jacek Kuron (Minister of Labor, Wages & Social Policy)",1046
"POL","Poland","up","UP","Labour Union",,"POL-up","2002","2003",2,"2002 Marek Pol (Dep. Prime Minister)",1104
"POL","Poland","uwpd","UWPD","Freedom Union -- Democratic Party",,"POL-uwpd","1998","2000",3,"1998 Leszek Balcerowicz (Dep. Prime Minister)",1566
"POL","Poland","zchn","ZCHN","Christian National Union",,"POL-zchn","1991","2002",8,"1991 Wieslaw Chrzanowski (Minister of Justice)",70
"POL","Poland","zsl","ZSL","United People's Party","Zjednoczone Stronnictwo Ludowe","POL-zsl","1966","1990",25,"1966 Stefan Ignar (Dep. Premier)",929
"PRK","North Korea","dfrf","DFRF","Democratic Front for the Reunification of the Fatherland / North Korean Fatherland United Democratic",,"PRK-dfrf","1966","2023",58,"1966 Choe Yong-Kon (Chairman Of Presidium, Supreme Peoples Assembly)",6555
"PRT","Portugal","cds pp","CDS PP","Democratic and Social Center / People's Party",,"PRT-cds pp","1978","2015",12,"1980 Diogo Freitas Do Amaral (Dep. Prime Min. For Internal Administration)",1308
"PRT","Portugal","independent","INDEPENDENT","independent","independent","PRT-independent","1974","2023",49,"1974 Antonio Sebastian Ribiero De Spinola (President)",2891
"PRT","Portugal","pcp","PCP","Portuguese Communist Party",,"PRT-pcp","1974","1975",2,"1974 Alvaro Cunhal (Min. Without Portfolio)",310
"PRT","Portugal","ppdpsd","PPDPSD","Popular Democratic Party / Social Democratic Party",,"PRT-ppdpsd","1974","2015",33,"1974 Joaquim Magalhaes Mota (Minister of Internal Admin.)",1359
"PRT","Portugal","ppm","PPM","Popular Monarchist Party",,"PRT-ppm","1981","1982",2,"1981 Joao Serra De Moura (Minister of The Quality Of Life)",1480
"PRT","Portugal","ps","PS","Socialist Party","Partido Socialista","PRT-ps","1974","2023",41,"1974 Mario Alberto Nobre Lopez Soares (Minister of Foreign Affairs)",655
"PRT","Portugal","un","UN","National Union",,"PRT-un","1966","1973",8,"1966 Americo Deus Rodrigues Thomaz (President)",4753
"PRY","Paraguay","anrpc","ANRPC",,,"PRY-anrpc","1966","2023",53,"1966 Alfredo Stroessner (President)",384
"PRY","Paraguay","apc","APC","Alliance for Patriotic Change",,"PRY-apc","2009","2013",5,"2009 Miguel Lopez Perito (Minister of The Presidency)",
"PRY","Paraguay","independent","INDEPENDENT","independent","independent","PRY-independent","1990","2023",27,"1990 Maria Cinthia Prieto (Minister of Public Health & Social Welfare)",2875
"PRY","Paraguay","pdc","PDC","Christian Democratic Party",,"PRY-pdc","2003","2011",4,"2003 Angel Jose Burro (Minister of Justice & Labor)",6054
"PRY","Paraguay","pdp","PDP","Progressive Democratic Party",,"PRY-pdp","2009","2021",3,"2009 Rafael Filizzola (Minister of Interior)",7639
"PRY","Paraguay","pen","PEN","National Encounter Party","Partido Encuentro Nacional","PRY-pen","1999","2002",2,"1999 Guillermo Caballero Vargas (Minister of Industry & Commerce)",571
"PRY","Paraguay","plra","PLRA","Authentic Radical Liberal Party",,"PRY-plra","1994","2013",9,"1994 Candido Nunez Leon (Minister of Public Health & Social Welfare)",1245
"PRY","Paraguay","pmas","PMAS","Party for the Socialist Movement","Partido del Movimiento al Socialismo","PRY-pmas","2009","2013",5,"2009 Camilo Soares Machado (Minister of Emergency Preparedness)",
"PRY","Paraguay","ppq","PPQ","Beloved Fatherland Party","Partido Patria Querida","PRY-ppq","2009","2013",5,"2009 Hector Lacognata Zaragoza (Minister of Foreign Relations)",220
"PRY","Paraguay","pps","PPS","Party for a Country of Solidarity",,"PRY-pps","2012","2013",2,"2012 Carlos Filizzola (Minister of Interior)",314
"PRY","Paraguay","ppt","PPT","Popular Tekojoja Movement","Partido Popular Tekojoja","PRY-ppt","2009","2013",5,"2009 Esperanza Martinez (Minister of Public Health & Social Welfare)",
"PRY","Paraguay","prf","PRF","Revolutionary Febrerista Party","Partido Revolucionario Febrerista","PRY-prf","2000","2002",3,"2000 Euclides Acevedo (Minister of Industry & Commerce)",5165
"QAT","Qatar","independent","INDEPENDENT","independent","independent","QAT-independent","1971","2023",53,"1971 Ahmad Ali Thani (Amir)",8598
"ROU","Romania","alde","ALDE","Alliance of Liberals and Democrats",,"ROU-alde","2015","2019",4,"2015 Daniel Constantin (Minister of Agriculture & Rural Development)",5662
"ROU","Romania","fsn","FSN","National Salvation Front","Frontul Salvarii Nationale","ROU-fsn","1990","1992",3,"1990 Petre Roman (Prime Minister)",958
"ROU","Romania","independent","INDEPENDENT","independent","independent","ROU-independent","1990","2023",34,"1990 Ion Iliescu (President)",2894
"ROU","Romania","nsf","NSF","National Salvation Front",,"ROU-nsf","1991","1991",1,"1991 Traian Basescu (Minister of Transportation)",958
"ROU","Romania","pc","PC","Conservative Party","Partidul Conservator","ROU-pc","2005","2014",5,"2005 George Copos (Dep. Prime Min. For Business & Small & Medium Enterprises)",6769
"ROU","Romania","pcr","PCR","Romanian Communist Party","Partidul Comunist Român","ROU-pcr","1966","1989",24,"1966 Nicolae Ceausescu (Gen. Sec. Of The Communist Party)",5773
"ROU","Romania","pd","PD","Democratic Party","Partidul Democrat","ROU-pd","1997","2006",6,"1997 Adrian Severin (Minister of State For Foreign Affairs)",1715
"ROU","Romania","pdar","PDAR","Democratic Agrarian Party of Romania","Partidul Democrat Agrar din România","ROU-pdar","1992","1992",1,"1992 Petru Marculescu (Minister of Agriculture & Food Industry)",1085
"ROU","Romania","pdl","PDL","Democratic Liberal Party",,"ROU-pdl","1997","2011",6,"1997 Traian Basescu (Minister of Transportation)",660
"ROU","Romania","per","PER","Romanian Ecologist Party","Partidul Ecologist Român","ROU-per","1992","1992",1,"1992 Marcian Bleahu (Minister of Environment)",1373
"ROU","Romania","pnl","PNL","National Liberal Party","Partidul National Liberal","ROU-pnl","1992","2023",15,"1992 George Danielescu (Minister of Economy & Finance)",481
"ROU","Romania","pntcd","PNTCD","Christian-Democratic National Peasants' Party","Partidul National Taranesc Crestin Democrat","ROU-pntcd","1997","2000",4,"1997 Victor Ciorbea (Prime Minister)",1750
"ROU","Romania","psd","PSD","Social Democratic Party","Partidul Social Democrat","ROU-psd","1993","2023",18,"1993 Nicolae Vacaroiu (Prime Minister)",120
"ROU","Romania","psdr","PSDR","Romanian Social Democratic Party","Partidul Social Democrat Român","ROU-psdr","1997","1999",3,"1997 Alexandru Athanasiu (Minister of Labor & Social Protection)",1034
"ROU","Romania","punr","PUNR","Romanian National Unity Party",,"ROU-punr","1994","1996",3,"1994 Iosif Gavnl Chiuzbaian (Minister of Justice)",1451
"ROU","Romania","udmrrmds","UDMRRMDS","Democratic Union of Hungarians in Romania / Democratic Alliance of Hungarians in Romania",,"ROU-udmrrmds","1997","2022",15,"1997 Akos Birtalan (Minister of Tourism)",1105
"ROU","Romania","unpr","UNPR","National Union for the Progress of Romania",,"ROU-unpr","2010","2015",5,"2010 Gabriel Oprea (Minister of Defense)",1541
"RUS","Russia","apr","APR","Agrarian Party of Russia","Agrarnaya Partiya Rossii","RUS-apr","1993","1996",4,"1993 Aleksandr Kharlampiyevich Zaveryukha (Dep. Chmn. Of The Council Of Ministers)",2235
"RUS","Russia","dpr","DPR","Democratic Party of Russia","Demokraticheskaya Partiya Rossii","RUS-dpr","1994","1995",2,"1994 Nikolay IlIch Travkin (Min. Without Portfolio)",2238
"RUS","Russia","dvr","DVR",,"Demokraticheskij Vybor Rossii","RUS-dvr","1993","1997",4,"1993 Anatoliy Borisovich Chubays (Dep. Chmn. Of The Council Of Ministers)",2253
"RUS","Russia","er","ER","United Russia","Edinaya Rossiya","RUS-er","2002","2023",22,"2002 Boris Vyacheslavovich Gryzlov (Minister of Internal Affairs (Mvd))",2256
"RUS","Russia","independent","INDEPENDENT","independent","independent","RUS-independent","1992","2023",32,"1992 Boris Yeltsin (President)",2897
"RUS","Russia","kedr","KEDR","Russian Ecological Party ""The Greens""","Rossiiskaya ekologicheskaya partiya ""Zelyonyye""","RUS-kedr","1994","1999",4,"1994 Viktor Ivanovich Danilov-DanilYan (Minister of Protection Of The Environment & Natural Resources)",5822
"RUS","Russia","ldpr","LDPR","Liberal Democratic Party of Russia",,"RUS-ldpr","1999","1999",1,"1999 Sergey Vyacheslavovich Kalashnikov (Minister of Labor & Social Development)",2245
"RUS","Russia","ndr","NDR","Our Home - Russia",,"RUS-ndr","1993","2002",9,"1993 Sergey Kuzhugetovich Shoygu (Chmn. Comm. For Matters Of Civil Defense, Emergency Situations & Dealing With The Consequences Of Natural Disasters)",2247
"RUS","Russia","obp","OBP",,,"RUS-obp","1998","2000",2,"1998 Yevgeniy Maksimovich Primakov (Minister of Foreign Affairs)",2240
"RUS","Russia","onf","ONF","All-Russia People's Front","Obshcherossiyskiy narodnyy front","RUS-onf","2014","2017",4,"2014 Aleksandr Sergeyevich Galushka (Minister of Far East Development)",4003
"RUS","Russia","ovr","OVR",,,"RUS-ovr","1996","1998",3,"1996 Nikolay Kovalev (Dir., Federal Security Service (Fsb) (Acting))",2240
"RUS","Russia","pres","PRES","Party of Russian Unity and Accord","Partiya Rossijskogo Edinstva I Soglasiya","RUS-pres","1993","2000",5,"1993 Sergey Mikhaylovich Shakhray (Dep. Chmn. Of The Council Of Ministers)",2249
"RUS","Russia","sps","SPS","Union of Right Forces","Soyuz Pravykh Sil","RUS-sps","1998","1998",1,"1998 Sergey Vladilenovich Kiriyenko (Chairman Of The Government)",2255
"RUS","Russia","y","Y","Unity","Yedinstvo","RUS-y","1999","2001",3,"1999 Sergey Kuzhugetovich Shoygu (Minister of Civil Defense, Emergencies & Natural Disasters)",2242
"VNR","South Vietnam","nsdf","NSDF","National Social Democratic Front",,"RVN-nsdf","1968","1974",7,,8514
"RWA","Rwanda","fpr","FPR","Rwandan Patriotic Front","Front patriotique rwandais","RWA-fpr","1995","2023",29,"1995 Pasteur Bizimungu (Interim President)",3283
"RWA","Rwanda","independent","INDEPENDENT","independent","independent","RWA-independent","1973","2023",27,"1973 Juvenal Habyarimana (Chief Of State)",3292
"RWA","Rwanda","mdr","MDR","Republican Democratic Movement",,"RWA-mdr","1992","2004",13,"1992 Dismas Nsengiyaremye (Prime Minister)",8442
"RWA","Rwanda","mrndd","MRNDD","National Republican Movement for Democracy and Development",,"RWA-mrndd","1975","1994",20,"1975 Juvenal Habyarimana (Chief Of State)",6055
"RWA","Rwanda","p","P","Party of the Hutu Emancipation Movement (Parmehutu)","Parti du Mouvement de l'Emancipation Hutu (Parmehutu)","RWA-p","1966","1972",7,"1966 Gregoire Kayibanda (President)",5330
"RWA","Rwanda","pdc","PDC","Centrist Democratic Party","Parti Democrate Centrist","RWA-pdc","1992","1994",3,"1992 Gaspard Ruhumuliza (Minister of Tourism & Environment)",5701
"RWA","Rwanda","pdi","PDI","Ideal Democratic Party",,"RWA-pdi","2000","2023",16,"2000 Andre Bumaya (Minister of Foreign Affairs & Regional Cooperation)",7643
"RWA","Rwanda","pl","PL","Liberal Party",,"RWA-pl","1992","2018",21,"1992 Agnes Ntamabyaliro (Minister of Commerce, Industry & Handicrafts)",3657
"RWA","Rwanda","prd","PRD","Democratic Party for Renewal",,"RWA-prd","1995","1999",5,"1995 Charles Ntakirutinka (Minister of Public Works & Energy)",3294
"RWA","Rwanda","psd","PSD","Social Democratic Party",,"RWA-psd","1992","2023",32,"1992 Frederic Nzamurambaho (Minister of Agriculture & Livestock)",3658
"SAU","Saudi Arabia","independent","INDEPENDENT","independent","independent","SAU-independent","1966","2023",58,"1966 Faysal Ibn Abd Al-Aziz Al-Saud (King)",6326
"SDN","Sudan","dup","DUP","Democratic Unionist Party",,"SDN-dup","1968","2017",21,"1968 Ali Abd Al Rahman (Dep Prime Min. & Minister of Foreign Affairs)",4754
"SDN","Sudan","independent","INDEPENDENT","independent","independent","SDN-independent","1985","2023",31,"1985 Abdel Rahman Mohammed El Hassan Suwar El Dahab (Chmn. Transitional Military Council)",4703
"SDN","Sudan","ncp","NCP","National Congress Party",,"SDN-ncp","2001","2019",19,"2001 Umar Hasan Ahmad Al Bashir (President)",5496
"SDN","Sudan","nda","NDA","National Democratic Alliance",,"SDN-nda","2006","2009",4,"2006 Hamid Mohammed Ibrahim (Minister of General Education)",
"SDN","Sudan","nf","NF","National Islamic Front",,"SDN-nf","1988","1988",1,"1988 Abdul Wahab Osman (Minister of Industry)",5493
"SDN","Sudan","slp","SLP","Liberal Party // Southern Party // Southern Liberal Party",,"SDN-slp","1967","1967",1,"1967 Buth Diu (Minister of Irrigation & Power)",4755
"SDN","Sudan","splm","SPLM","Sudan People's Liberation Movement",,"SDN-splm","2001","2011",8,"2001 Lam Akol (Minister of Transportation)",5495
"SDN","Sudan","ssu","SSU","Sudanese Socialist Union",,"SDN-ssu","1969","1984",16,"1969 Jafar Mohammed Numayri (Chairman Of The Revolutionary Council & Minister of Defense)",5494
"SDN","Sudan","udsf","UDSF","United Democratic Salvation Front",,"SDN-udsf","2001","2011",11,"2001 Joseph Malwal (Minister of Civil Aviation)",4702
"SDN","Sudan","umma","UMMA","Umma National Party // Sudanese Independence // Nation Party",,"SDN-umma","1966","2021",15,"1966 Sadiq al-Mahdi (Prime Minister)",4756
"SEN","Senegal","afp","AFP","Alliance of the Forces of Progress",,"SEN-afp","2000","2023",16,"2000 Moustapha Niasse (Prime Minister)",2379
"SEN","Senegal","ajpads","AJPADS",,,"SEN-ajpads","2000","2006",7,"2000 Mamadou Diop (Minister of Culture & Communication)",2382
"SEN","Senegal","apr","APR",,,"SEN-apr","2012","2023",12,"2012 Macky Sall (President)",5766
"SEN","Senegal","fsdbj","FSDBJ",,,"SEN-fsdbj","2008","2016",6,"2008 Fatou Gassama (Minister of Tourism)",5958
