country,partyfacts_id,wikidata_id,name,name_short,name_native
PHL,2391,Q2828960,Akbayan Citizens' Action Party,,
PHL,7029,Q4701483,Ako Bicol Political Party,,
PHL,7086,Q5255536,Aksyon Demokratiko,,
PHL,7044,Q4732438,Alliance of Concerned Teachers,,
PHL,7042,Q4750957,Anak Mindanao,,
PHL,7028,Q4750985,Anakpawis,,
PHL,7026,Q4750262,An Waray,,
PHL,2390,Q2648064,Bayan Muna,,
PHL,7038,Q5122625,Citizens' Battle Against Corruption,,
PHL,7040,Q5167904,Cooperative NATCCO Network Party,,
PHL,4654,Q17068344,Democratic Party,,
PHL,7027,Q5512790,GABRIELA,,
PHL,2465,Q6343824,Kabalikat ng Malayang Pilipino,,
PHL,7025,Q23777588,Kabataan Partylist,,
PHL,7324,Q3545706,KALIBAPI,,
PHL,4248,Q2597155,Kilusang Bagong Lipunan,,Kilusang Bagong Lipunan
PHL,2466,Q1798571,Nationalist People's Coalition,ННК,
PHL,4252,Q12966903,Laban ng Demokratikong Pilipino,LDP,Laban ng Demokratikong Pilipino
PHL,4601,Q6466746,Laban ng Makabayang Masang Pilipino,,
PHL,5651,Q6474565,Lakas ng Bayan,LABAN,
PHL,2388,Q6474567,Lakas–CMD,,Lakas–Demokratang Kristiyano at Muslim
PHL,5653,Q6979769,Nationalist Citizens' Party,,
PHL,4251,Q7889009,United Opposition,,Nagkakaisang Oposisyon
PHL,5169,Q6979208,National Unity Party,NUP,Partido ng Pambansang Pagkakaisa
PHL,4602,Q7140531,Partido Demokratiko Pilipino–Lakas ng Bayan,PDP/Laban,
PHL,2330,Q1476937,Liberal Party of the Philippines,LP,Partido Liberal
PHL,2389,Q302210,Nacionalista Party,,Partido Nacionalista
PHL,4249,Q7140557,Partido para sa Demokratikong Reporma,,
PHL,4250,Q7246931,Probinsya Muna Development Initiative,PROMDI,
PHL,4603,Q7248514,Progresista Party,,
PHL,3654,Q2788486,Pwersa ng Masang Pilipino,,
PHL,5171,Q7888308,United Nationalist Alliance,,
PHL,4655,Q7888309,United Nationalist Democratic Organization,UNIDO,
POL,863,Q416916,Solidarity Electoral Action,,Akcja Wyborcza Solidarność
POL,1681,Q854452,Nonpartisan Bloc for Support of Reforms,,
POL,4800,Q505989,Nonpartisan Bloc for Cooperation with the Government,,Bezpartyjny Blok Współpracy z Rządem
POL,4352,Q2981251,Bloc of National Minorities,,
POL,8096,Q605468,Communist Party of Poland,,Komunistyczna Partia Polski
POL,4473,Q2021587,Front of National Unity,,
POL,4629,Q19600733,Coalition for the Renewal of the Republic - Freedom and Hope,,Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja
POL,1615,Q1361968,Confederation of Independent Poland,,Konfederacja Polski Niepodległej
POL,153,Q183351,Liberal Democratic Congress,,Kongres Liberalno Demokratyczny
POL,4713,Q1584987,Congress of the New Right,,Kongres Nowej Prawicy
POL,391,Q3826041,Krajowa Partia Emerytów i Rencistów,,
POL,4631,Q20740347,Kukiz'15,,
POL,1588,Q1632729,Left and Democrats,,Lewica i Demokraci
POL,4871,Q21006495,Lewica Razem,,Lewica Razem (Razem)
POL,739,Q6541470,Libertas Poland,,
POL,1768,Q687574,League of Polish Families,,Liga Polskich Rodzin
POL,4358,Q11789672,National Workers' Party,,Narodowa Partia Robotnicza
POL,7488,Q11789732,National Workers' Union,,
POL,4630,Q20738981,Nowoczesna,,
POL,4472,Q2617519,Camp of National Unity,OZN,Obóz Zjednoczenia Narodowego
POL,1566,Q1413371,Democratic Party – demokraci.pl,,Partia Demokratyczna – demokraci.pl
POL,6154,Q1164782,Patriotic Movement for National Rebirth,,Patriotyczny Ruch Odrodzenia Narodowego
POL,913,Q451401,Freedom and Lawfulness,WiP,Wolność i Praworządność
POL,1117,Q156868,Civic Platform,PO,Platforma Obywatelska
POL,41,Q1784503,Poland Comes First,,Polska jest Najważniejsza
POL,3699,Q2102505,Labor Party,,Polska Partia Pracy – Sierpień 80
POL,8228,Q687409,Polish Workers' Party,ППР,Polska Partia Robotnicza
POL,4354,Q210431,Polish Socialist Party,PPS,Polska Partia Socjalistyczna
POL,8227,Q4371233,Polish Social Democratic Party of Galicia,,Polska Partia Socjalno-Demokratyczna Galicji
POL,2992,Q15303489,Polska Razem,,Polska Razem
POL,1286,Q537303,Polish United Workers' Party,PZPR,Polska Zjednoczona Partia Robotnicza
POL,8098,Q2102649,Polish Christian Democratic Party,,Polskie Stronnictwo Chrześcijańskiej Demokracji
POL,6757,Q5442008,Polish People's Party (1945–1949),,Polskie Stronnictwo Ludowe
POL,602,Q218477,Polish People's Party,,Polskie Stronnictwo Ludowe
POL,4360,Q1471199,"Polish People's Party ""Piast""",,"Polskie Stronnictwo Ludowe ""Piast"""
POL,4359,Q1154554,"Polish People's Party ""Wyzwolenie""",,"Polskie Stronnictwo Ludowe ""Wyzwolenie"""
POL,7489,Q18389218,Polish United Party,,
POL,1535,Q958236,Polish Beer-Lovers' Party,PPPP,Polska Partia Przyjaciół Piwa
POL,1266,Q11822738,Peasants' Agreement,,
POL,1649,Q1475388,Centre Agreement,,Porozumienie Centrum
POL,876,Q94771,Right Wing of the Republic,,Prawica Rzeczypospolitej
POL,1565,Q156874,Law and Justice,PiS,Prawo i Sprawiedliwość
POL,1430,Q637464,Silesian Autonomy Movement,,Ruch Autonomii Śląska
POL,3224,Q16597751,National Movement,,
POL,1712,Q1271959,Movement for Reconstruction of Poland,,Ruch Odbudowy Polski
POL,731,Q15052137,Your Movement,,Twój Ruch
POL,727,Q1128266,Self-Defence of the Republic of Poland,,Samoobrona Rzeczpospolitej Polskiej
POL,1328,Q980083,Social Democracy of Poland,,Socjaldemokracja Polska
POL,8224,Q1628291,Social Democracy of the Republic of Poland,,Socjaldemokracja Rzeczypospolitej Polskiej
POL,57,Q117359153,Democratic Left Alliance,SLD,Sojusz Lewicy Demokratycznej — SLD
POL,328,Q1337891,United Poland,,Solidarna Polska
POL,767,Q1003,Solidarity,,Niezależny Samorządny Związek Zawodowy „Solidarność”
POL,4357,Q3825660,Stronnictwo Chłopskie,,Stronnictwo Chłopskie
POL,919,Q2351138,Democratic Party,,Stronnictwo Demokratyczne
POL,8766,Q3366252,Conservative People's Party,,Stronnictwo Konserwatywno-Ludowe
POL,4353,Q944312,National Party,,Stronnictwo Narodowe
POL,8226,Q4346035,Labor Party,,Stronnictwo Pracy
POL,283,Q1270771,Real Politics Union,,Unia Polityki Realnej
POL,1104,Q1506868,Labour Union,,Unia Pracy
POL,8268,Q2307945,Freedom Union,,Unia Wolności
POL,7356,Q61452057,Spring,,Wiosna
POL,70,Q5109960,Christian National Union,,Zjednoczenie Chrześcijańsko-Narodowe
POL,929,Q2537981,United People's Party,,Zjednoczone Stronnictwo Ludowe
POL,4355,Q94430,Popular National Union,,Związek Ludowo-Narodowy
PRT,7357,Q59325416,Alliance,A,Aliança
PRT,1742,Q377349,Democratic Alliance,,Aliança Democrática
PRT,1705,Q1892305,United People Alliance,,Aliança Povo Unido
PRT,6314,Q25422097,Monarchist Cause,,
PRT,1308,Q1054298,CDS - Partido Popular,CDS/PP,CDS – Partido Popular
PRT,8182,Q63645885,Chega,,
PRT,284,Q572998,Democratic Unity Coalition,,Coligação Democrática Unitária
PRT,857,Q2054628,Portuguese Workers' Communist Party,,
PRT,657,Q3052424,Republican and Socialist Front,,Frente Republicana e Socialista
PRT,1670,Q7165776,People's Socialist Front,,Frente Socialista Popular
PRT,8640,Q46122950,Liberal Initiative,,Iniciativa Liberal
PRT,387,Q3800663,Democratic Intervention,,Intervenção Democrática
PRT,3225,Q16947563,LIVRE,L,LIVRE
PRT,507,Q6926764,Movement of Socialist Left,,
PRT,1688,Q613464,Portuguese Democratic Movement,,Movimento Democrático Português
PRT,1727,Q5899673,Hope for Portugal Movement,MEP,Movimento Esperança Portugal
PRT,3226,Q1546030,Earth Party,MPT,Movimento o Partido da Terra – Partido da Terra
PRT,7358,Q20895387,"We, the Citizens!",,
PRT,310,Q769829,Portuguese Communist Party,PCP,Partido Comunista Português
PRT,1095,Q605026,New Democracy Party,,
PRT,181,Q10345705,National Solidarity Party,,Partido da Solidariedade Nacional
PRT,6312,Q2054820,Republican Union,,
PRT,5864,Q1783440,Democratic Party,,
PRT,8101,Q18243216,Catholic Centre Party,,
PRT,886,Q978086,"Ecologist Party ""The Greens""",,"Partido Ecologista ""Os Verdes"""
PRT,8269,Q1536126,Humanist Party,,
PRT,6313,Q1513692,National Republican Party,,Partido Nacional Republicano
PRT,1106,Q1332539,Workers Party of Socialist Unity,POUS,
PRT,97,Q2054840,People–Animals–Nature,,Pessoas–Animais–Natureza
PRT,1359,Q595575,Social Democratic Party,PPD/PSD,Partido Social Democrata
PRT,1480,Q1851550,People's Monarchist Party,,Partido Popular Monárquico
PRT,6309,Q1412211,Progressive Party,PP,
PRT,6308,Q2137407,Regenerator Party,PR,
PRT,6311,Q75660,Liberal Regenerator Party,PRL,
PRT,1600,Q980864,Democratic Renewal Party,,Partido Renovador Democrático
PRT,6316,Q2054732,Reconstitution Party,,
PRT,8103,Q3366682,Democratic Leftwing Republican Party,,
PRT,5865,Q1720273,Evolutionist Party,,
PRT,6315,Q2054660,Republican Liberal Party,,
PRT,6317,Q847883,Nationalist Republican Party,,Partido Republicano Nacionalista
PRT,7325,Q2054740,Portuguese Republican Party,,Partido Republicano Português
PRT,655,Q847263,Socialist Party,PS,Partido Socialista
PRT,375,Q2054807,Revolutionary Socialist Party,PSR,
PRT,5939,Q18166125,Portugal Alliance,,Portugal à Frente
PRT,1301,Q3112915,Leftwing Union for the Socialist Democracy,,
PRT,896,Q2119074,People's Democratic Union,,União Democrática Popular
PRT,4753,Q954010,National Union,,União Nacional
PRI,3668,Q19683,Puerto Rican Independence Party,,Partido Independentista Puertorriqueño
PRI,3670,Q1076562,New Progressive Party,,Partido Nuevo Progresista
PRI,3669,Q199319,Popular Democratic Party,PPD,Partido Popular Democrático
PRI,3667,Q7258663,Puerto Ricans for Puerto Rico Party,,
PRI,6979,Q7314713,Republican Union,,
ROU,5662,Q26934816,Alliance of Liberals and Democrats Party,ALDE,Alianța Liberalilor și Democraților
ROU,8983,Q97193048,Alliance for the Union of Romanians,AUR,Alianța pentru Unirea Românilor
ROU,5940,Q7333568,Right Romania Alliance,,Alianţa România Dreaptă
ROU,192,Q2420523,Romanian Democratic Convention,CDR,
ROU,2473,Q3076858,Civic Force,,Forța Civică
ROU,2454,Q698997,Democratic Forum of Germans in Romania,FDGR,Forumul Democrat al Germanilor din România
ROU,276,Q2891183,Democratic National Salvation Front,FDSN,
ROU,7162,Q1470070,Ploughmen's Front,,Frontul Plugarilor
ROU,6767,Q303668,National Renaissance Front,FRN,Frontul Renașterii Naționale
ROU,6765,Q153448,Iron Guard,,Legiunea Arhanghelul Mihail
ROU,6764,Q6273663,National-Christian Defense League,LANC,Liga Apărării Național Creștine
ROU,6768,Q1162156,Hungarian People's Union,MNSZ,Magyar Népi Szövetség
ROU,173,Q948658,Party of the Roma,PRPE,Partida Romilor „Pro Europa”
ROU,916,Q1904908,Romanian ethnic minorities parties,GPMN,Grupul parlamentar al minorităţilor naţionale
ROU,7035,Q1424442,Romanian Socialist Party,,Partidul Socialist Român
ROU,5773,Q256121,Romanian Communist Party,PCR,Partidul Comunist Român
ROU,6769,Q2307833,Conservative Party,,Partidul Conservator
ROU,7159,Q18572497,Conservative-Democratic Party,,Partidul Conservator-Democrat
ROU,1443,Q783621,Conservative Party,PC,Partidul Conservator
ROU,1715,Q13359938,Democratic Party,PD,Partidul Democrat
ROU,660,Q852402,Democratic Liberal Party,PDL,Partidul Democrat-Liberal
ROU,1373,Q2733751,Ecologist Party of Romania,PER,Partidul Ecologist Român
ROU,7160,Q831042,German Party,,
ROU,1579,Q3366297,National Initiative Party,PIN,Partidul Inițiativa Națională
ROU,874,Q2054870,Liberal Democratic Party,PLD,Partidul Liberal Democrat
ROU,3223,Q17488158,Liberal Reformist Party (Romania),PLR,Partidul Liberal Reformator
ROU,3210,Q15732550,People's Movement Party,PMP,Partidul Mișcarea Populară
ROU,6766,Q6270876,National Christian Party,PNC,Partidul Național Creștin
ROU,8402,Q2064811,Democratic Nationalist Party,PN/D,Partidul Naționalist-Democrat
ROU,481,Q686228,National Liberal Party,PNL,Partidul Național Liberal
ROU,6762,Q6974094,National Liberal Party-Brătianu,,Partidul Național Liberal–Brătianu
ROU,7163,Q22673370,National Liberal Party–Tătărescu,,Partidul Național Liberal
ROU,6761,Q1226156,Hungarian Party,,Partidul Naţional Maghiar
ROU,7164,Q18737177,National Popular Party,,Partidul Național Popular
ROU,6770,Q2220114,Romanian National Party,PNR,Partidul Național Român
ROU,5450,Q1855102,National Peasants' Party,,Partidul Național Țărănesc
ROU,1750,Q259887,Christian-Democratic National Peasants' Party,PNȚCD,Partidul Național Țărănesc Creștin Democrat
ROU,296,Q2054875,New Generation Party,PNG/CD,Partidul Noua Generație - Creștin Democrat
ROU,5449,Q7165679,People's Party,,Partidul Poporului
ROU,2474,Q866275,People's Party – Dan Diaconescu,PP/DD,Partidul Poporului - Dan Diaconescu
ROU,1305,Q828039,Greater Romania Party,PRM,Partidul România Mare
ROU,5854,Q22261089,United Romania Party,PRU,Partidul România Unită
ROU,120,Q752435,Social Democratic Party,PSD,Partidul Social Democrat
ROU,1034,Q2917689,Romanian Social Democratic Party,PSDR,
ROU,1217,Q3827065,Socialist Party of Labour,PSM,
ROU,6773,Q7551705,Socialist Party of Romania,,Partidul Socialist din România
ROU,6772,Q7158424,Peasants' Party,PȚ,Partidul Țărănesc
ROU,6771,Q4896392,Bessarabian Peasants' Party,,Partidul Țărănesc din Basarabia
ROU,6763,Q18639621,Peasants' Party–Lupu,,Partidul Țărănesc–Lupu
ROU,1451,Q835213,Romanian National Unity Party,PUNR,
ROU,7033,Q929207,Green Party,PV,Partidul Verde
ROU,7359,Q47454194,PRO Romania,PRO,PRO România
ROU,1105,Q266582,Democratic Union of Hungarians in Romania,UDMR,Romániai Magyar Demokrata Szövetség
ROU,1541,Q962976,National Union for the Progress of Romania,UNPR,Uniunea Națională pentru Progresul României
ROU,5969,Q27108508,Save Romania Union,USR,Uniunea Salvați România
ROU,5941,Q797760,Social Liberal Union,USL,Uniunea Social Liberală
RUS,2235,Q396170,Agrarian Party of Russia,APR/English,Аграрная партия России
RUS,2244,Q210692,A Just Russia,SRZP,Справедливая Россия — За правду
RUS,6759,Q4229942,Communists of Russia,CPCR/English,Коммунисты России
RUS,2238,Q1186305,Democratic Party of Russia,,Демократическая партия России
RUS,2253,Q4157654,Democratic Choice of Russia,DVR/English,Демократический выбор России
RUS,2236,Q192187,Communist Party of the Russian Federation,CPRF/English,
RUS,4784,Q79854,Communist Party of the Soviet Union,CPSU/KPSS,
RUS,2237,Q3920212,Congress of Russian Communities,CRC/English,РОДИНА — Конгресс русских общин
RUS,7302,Q155820,Constitutional Democratic Party,,Конституционно-демократическая партия
RUS,2245,Q212115,LDPR,LDPR/English,
RUS,2247,Q4488786,Our Home – Russia,NDR/English,Наш дом – Россия
RUS,2240,Q1958474,Fatherland – All Russia,OVR,Отечество – Вся Россия
RUS,2249,Q4346024,Party of Russian Unity and Accord,PRES/English,Партия российского единства и согласия
RUS,6739,Q1513573,Party of Growth,,Партия Роста
RUS,7409,Q1958435,Party of Russia's Rebirth,,Партия возрождения России
RUS,7309,Q3920216,Party of Peaceful Renovation,,
RUS,8362,Q584643,Patriots of Russia,,Патриоты России
RUS,7304,Q2454674,Progressive Party,,Прогрессивная партия
RUS,2248,Q1559990,People's Freedom Party,РПРФ,Партия народной свободы
RUS,2246,Q1190255,Rodina,,
RUS,5822,Q2634417,"Russian Ecological Party ""The Greens""",REP/The/Greens/English,Российская экологическая партия «Зелёные»
RUS,2252,Q15332,Yabloko,,
RUS,5823,Q1435537,Russian Pensioners' Party,RPPSJ/English,Российская партия пенсионеров за социальную справедливость
RUS,5547,Q1021156,Civilian Power,,Гражданская сила
RUS,7305,Q217009,Socialist Revolutionary Party,,
RUS,2255,Q686098,Union of Right Forces,SPS/English,Союз правых сил
RUS,7303,Q1570527,Trudoviks,,
RUS,7310,Q2423941,Ukrainian Socialist-Revolutionary Party,,
RUS,7306,Q1470891,Union of October 17,,Союз 17 Октября
RUS,2256,Q151469,United Russia,Forenede/Rusland,Единая Россия
RUS,2242,Q1957669,Unity,,Единство
RWA,3283,Q690240,Rwandan Patriotic Front,,Front Patriotique Rwandais
RWA,8442,Q3326675,Democratic Republican Movement,,Mouvement démocratique républicain
RWA,6055,Q957943,National Republican Movement for Democracy and Development,,Mouvement républicain national pour la démocratie et le développement
RWA,5701,Q5109515,Christian Democratic Party,,Parti Démocrate Centriste
RWA,7643,Q6082436,Islamic Democratic Party,,Parti Démocratique Idéal
RWA,5330,Q912006,Parmehutu,Parmehutu,Parti du Mouvement de l'Emancipation Hutu
RWA,3657,Q3043218,Liberal Party,,Parti Libéral
RWA,7644,Q766491,Party for Progress and Concord,,Parti pour le Progrès et la Concorde
RWA,3658,Q3366714,Social Democratic Party,,Parti Social Démocrate
RWA,7995,Q7550737,Social Party Imberakuri,,Ishyaka ry’Imberakuri Riharanira Imibereho Myiza
RWA,7645,Q3366774,Rwandese Socialist Party,,Parti Socialiste Rwandais
RWA,7996,Q3366824,Democratic Green Party of Rwanda,,
RWA,7642,Q5255847,Democratic Union of the Rwandan People,,Union Démocratique du Peuple Rwandais
RWA,5328,Q7885867,Union Nationale Rwandaise,UNAR,Union nationale rwandaise
KNA,4054,Q4115484,Concerned Citizens' Movement,,
KNA,4060,Q4115493,Nevis Reformation Party,,
KNA,4058,Q3102757,People's Action Movement,PAM,
KNA,5964,Q22080592,People's Labour Party,,
KNA,4056,Q250738,Saint Kitts and Nevis Labour Party,,
KNA,4057,Q7401602,Saint Kitts Democratic Party,,
KNA,4055,Q7889041,United People's Party,,
LCA,3778,Q7165725,People's Progressive Party,,
LCA,3784,Q1292804,Saint Lucia Labour Party,,
LCA,3776,Q1292795,United Workers Party,,
VCT,4259,Q1255291,New Democratic Party,,
VCT,4261,Q7165702,People's Political Party,,
VCT,4262,Q7402278,Saint Vincent Labour Party,,
VCT,4268,Q1277617,Unity Labour Party,,
WSM,4176,Q1256720,Human Rights Protection Party,,Vaega Faaupufai e Puipuia Aia Tatau a Tagata
WSM,4174,Q1564615,Samoan Democratic United Party,,
WSM,5198,Q16148179,Samoan National Development Party,,
WSM,4175,Q7688972,Tautua Samoa Party,TSP,Vaega Faaupufai le Tautua Samoa
SMR,3843,Q3612389,Sammarinese National Alliance,,Alleanza Nazionale Sammarinese
SMR,3846,Q441650,Popular Alliance,,Alleanza Popolare
SMR,7172,Q4789012,Arengo and Freedom,,Arengo e Libertà
SMR,3830,Q3326620,Centre Democrats,,Democratici di Centro
SMR,7171,Q5411492,Euro-Populars for San Marino,,Europopolari per San Marino
SMR,6728,Q22031505,Ideas in Motion,,
SMR,5960,Q17636764,Civic 10,Civico10,Movimento Civico10
SMR,3832,Q3877750,We Sammarinese,,Noi Sammarinesi
SMR,3833,Q44066,New Socialist Party,,Nuovo Partito Socialista
SMR,5491,Q1935264,Sammarinese Communist Party,,Partito Comunista Sammarinese
SMR,3835,Q3366352,Party of Democrats,,Partito dei Democratici
SMR,3837,Q44102,Party of Socialists and Democrats,PSD,Partito dei Socialisti e dei Democratici
SMR,5490,Q44282,Sammarinese Christian Democratic Party,,Partito Democratico Cristiano Sammarinese
SMR,6731,Q3896764,Sammarinese Fascist Party,,Partito Fascista Sammarinese
SMR,6729,Q7409650,Sammarinese People's Party,,Partito Popolare Sammarinese
SMR,7167,Q3896801,Sammarinese Democratic Progressive Party,,Partito Progressista Democratico Sammarinese
SMR,7170,Q3896810,Socialist Party,PS,Partito Socialista
SMR,6733,Q3896811,Sammarinese Independent Democratic Socialist Party,,Partito Socialista Democratico Indipendente Sammarinese
SMR,3840,Q2707282,Sammarinese Socialist Party,,Partito Socialista Sammarinese
SMR,5489,Q7889159,United Socialist Party,,
SMR,3844,Q3859936,Sammarinese People,,Popolari Sammarinesi
SMR,5963,Q25399163,RETE Movement,RETE,Movimento Civico RETE
SMR,5694,Q578424,United Left,SU,Sinistra Unita
SMR,3842,Q20966638,Socialists for Reform,,
SMR,6730,Q7409649,Sammarinese Democratic Union,,Unione Democratica Sammarinese
SMR,5962,Q716379,Union for the Republic,,Unione per la Repubblica
SMR,3845,Q4004930,Sammarinese Union of Moderates,,Unione Sammarinese dei Moderati
STP,5340,Q2788422,Independent Democratic Action,ADI,Acção Democrática Independente
STP,6604,Q7098627,Opposition Democratic Coalition,,
STP,5331,Q1276673,Movement for the Liberation of São Tomé and Príncipe/Social Democratic Party,MLSTP/PSD,Movimento de Libertação de São Tomé e Príncipe – Partido Social Democrata
STP,6143,Q1566188,Force for Change Democratic Movement – Liberal Party,,
STP,5332,Q3463962,Democratic Convergence Party – Reflection Group,,
STP,8710,Q7886575,Union of Democrats for Citizenship and Development,,
SAU,6331,Q3366265,Arab Socialist Action Party – Arabian Peninsula,,حزب العمل الاشتراكي العربي ـ الجزيرة العربية
SAU,6299,Q18379591,National Revolutionary Party of Afghanistan,,حزب انقلاب ملی
SEN,2379,Q2217942,Alliance of the Forces of Progress,,Alliance des forces de progrès
SEN,5766,Q2838226,Alliance for the Republic,,Alliance pour la république
SEN,2382,Q489541,And-Jëf/African Party for Democracy and Socialism,,
SEN,7315,Q2364065,Senegalese Democratic Bloc,,
SEN,7313,Q2906761,Senegalese Popular Bloc,,
SEN,5958,Q3088571,Front for Socialism and Democracy/Benno Jubël,,
SEN,7087,Q3240540,Democratic League/Movement for the Labour Party,,
SEN,6461,Q7450474,Senegalese Solidarity Party,,
SEN,2381,Q2752676,Party of Independence and Labour,,
SEN,2329,Q1351653,Senegalese Democratic Party,,Parti Démocratique Sénégalais
SEN,8933,Q3366450,Senegalese Democratic Party – Renewal,,
SEN,5637,Q3366342,Party for Truth and Development,,
SEN,7314,Q3366783,Senegalese Party of Socialist Action,,
SEN,2380,Q2054438,Socialist Party of Senegal,,Parti socialiste du Sénégal
SEN,7316,Q1332068,French Section of the Workers' International,СФИО,Section française de l'Internationale ouvrière
SEN,6462,Q3550446,Union for Democratic Renewal,URD,
SRB,7173,Q4693754,Agrarian Party,,Земљорадничка странка
SRB,3173,Q24084648,Justice and Reconciliation Party,,Stranka pravde i pomirenja
SRB,7966,Q1278390,Christian Democratic Party of Serbia,,Демохришћанска Странка Србије
SRB,4135,Q2840416,Democratic Alternative,,
SRB,2188,Q1186211,Democratic Opposition of Serbia,,Демократска oпозиција Cрбије
SRB,8571,Q648211,Democratic Party of Socialists of Montenegro,ДПСЧ,Демократска партија социјалиста
SRB,5393,Q1277089,Democratic Party,,Демократска странка
SRB,2189,Q281986,Democratic Party,,Демократска странка
SRB,2190,Q640380,Democratic Party of Serbia,,Демократска странка Србије
SRB,7968,Q5255571,Democratic Centre,,
SRB,6150,Q3866585,Democratic Movement of Serbia,DEPOS,Демократски покрет Србије
SRB,5379,Q20434676,Enough is Enough,,
SRB,2193,Q913179,G17 Plus,,Г17 плус
SRB,2202,Q1275870,Civic Alliance of Serbia,,Грађански савез Србије
SRB,5392,Q638194,Croatian Peasant Party,HSS,Hrvatska seljačka stranka
SRB,6625,Q1559559,United Serbia,,Јединствена Србија
SRB,6626,Q3961877,Yugoslav Left,,Југословенска Левица
SRB,5696,Q259457,Yugoslav Muslim Organization,,"Jugoslavenska Muslimanska Organizacija, JMO"
SRB,6794,Q6590291,Yugoslav National Party,,Jugoslavenska nacionalna stranka
SRB,6795,Q116009,Yugoslav Radical Union,,Југословенска радикална заједница
SRB,2182,Q7939888,Vojvodina Coalition,,Коалиција Војводина
SRB,6788,Q12752963,Conservative Party,,Конзервативна странка
SRB,8363,Q113303457,Serbian Left,,Levica Srbije
SRB,6789,Q12033325,Liberal Party (Serbia),,Либерална странка
SRB,2196,Q1077031,Liberal Democratic Party,,Либерално демократска партија
SRB,4769,Q261528,League of Social Democrats of Vojvodina,,Лига социјалдемократа Војводине
SRB,5394,Q1282536,People's Radical Party,,Народна радикална странка
SRB,6627,Q1265313,People's Peasant Party,,Народна сељачка странка
SRB,2197,Q1252265,Liberals of Serbia,,Либерали Србије
SRB,7874,Q17098387,New Party,,
SRB,8131,Q1203656,German Party,,
SRB,2179,Q1276996,Party of United Pensioners of Serbia,PUPS,Партија уједињених пензионера Србије
SRB,2195,Q1561673,Let's Get Serbia Moving,,Александар Вучић — за нашу децу
SRB,8364,Q47463814,Movement of Free Citizens,,Покрет слободних грађана
SRB,5483,Q389698,Strength of Serbia Movement,,Покрет снага Србије – БК
SRB,6558,Q11155601,Movement of Socialists,,Покрет социјалиста
SRB,2174,Q3454797,Reformists of Vojvodina,,Реформисти Војводине
SRB,6741,Q1252274,Independent Democratic Party,,Самостална демократска странка
SRB,7174,Q6016354,Independent Agrarian Party,,
SRB,5391,Q641691,League of Communists of Yugoslavia,СКЮ,Савез комуниста Југославије
SRB,8403,Q2424039,League of Communists of Serbia,,Savez komunista Srbije
SRB,8526,Q1285187,Union of Reform Forces,,Savez reformskih snaga Jugoslavije
SRB,6740,Q1276547,Slovene People's Party,,Slovenska ljudska stranka
SRB,7965,Q3487389,Social Democracy,,
SRB,5357,Q1283367,Social Democratic Party,,
SRB,4771,Q1273056,Social Democratic Party of Serbia,,Социјалдемократска партија Србије
SRB,4770,Q15732720,Social Democratic Party,,Социјалдемократска странка
SRB,5400,Q1263608,Social Democratic Union,,Социјалдемократска унија
SRB,2178,Q752521,Socialist Party of Serbia,SPS,Социјалистичка партија Србије
SRB,6628,Q7452863,Serbian Liberal Party,,Српска либерална странка
SRB,3177,Q253586,Serbian Progressive Party,SNS,Српска напредна странка
SRB,6787,Q15267567,Serbian Progressive Party (historical),,Српска напредна странка
SRB,8880,Q18976059,Serbian People's Party,,Српска народна партија
SRB,2175,Q334410,Serbian Radical Party,SRS,Српска радикална странка
SRB,6793,Q1252106,Serbian Social Democratic Party,,Српска социјалдемократска партија
SRB,5665,Q4155724,Dveri,,Српски покрет Двери
SRB,2176,Q645681,Serbian Renewal Movement,,Српски покрет обнове
SRB,3176,Q1264885,Party of Democratic Action of Sandžak,SDA/S,Stranka demokratske akcije Sandžaka
SRB,5399,Q1278959,Party of Serbian Unity,,Странка српског јединства
SRB,7648,Q20434676,Enough is Enough,,
SRB,2181,Q3931958,United Regions of Serbia,,Уједињени региони Србије
SRB,2203,Q1076922,Alliance of Vojvodina Hungarians,,Савез војвођанских Мађара
SRB,2192,Q162866,For a European Serbia,,
SRB,7175,Q15733561,Together for Serbia,,Заједно за Србију
SRB,7873,Q2477383,Together for Šumadija,,Заједно за Шумадијy
SRB,8365,Q24027940,Green Party (Serbia),,Зелена странка
SRB,7876,Q1294528,Greens of Serbia,,Зелени Србије
SYC,3847,Q206395,United Seychelles Party,,
SYC,5956,Q48797479,Linyon Demokratik Seselwa,,Linyon Demokratik Seselwa
SYC,5485,Q1266507,Seychelles Democratic Party,,
SYC,4117,Q1253973,Seychelles National Party,,
SLE,4045,Q385749,All People's Congress,,
SLE,6514,Q6971931,National Council of Sierra Leone,,
SLE,4048,Q6151267,People's Movement for Democratic Change,,
SLE,4047,Q2033938,Sierra Leone People's Party,SLPP,
SGP,4253,Q60518,Barisan Sosialis,,
SGP,4213,Q1609748,"Justice Party, Singapore",,
SGP,7165,Q20983884,Malay Union,,
SGP,7166,Q958983,Malaysian Indian Congress,மஇகா/MIC,
SGP,6893,Q5219964,Labour Front,,
SGP,6894,Q20983873,Labour Party,,
SGP,3279,Q1967746,National Solidarity Party,,
SGP,6895,Q5255690,Democratic Party,,
SGP,6896,Q6540805,Liberal Socialist Party,,
SGP,6892,Q7248784,Progressive Party,,
SGP,3277,Q371395,People's Action Party,PAP,
