ctr_n,ctr,pty_n,pty,yr_first,yr_last,pv1_share_max,pv1_share_max_yr,n_election,ctr_pty
Israel,376,united workers party,195,1949,1988,14.7,1949,7,376000195
Israel,376,world sephardic association of torah keepers,203,1984,2015,13,1999,10,376000203
Israel,376,yesh atid,224,2013,2015,14.3,2013,2,376000224
Italy,380,alleanza nazionale,1,1994,2006,12.3,2006,4,380000001
Italy,380,blocco nazionale per la libertà,3,1946,1946,2.8,1946,1,380000003
Italy,380,combattenti,5,1919,1921,5.4,1919,2,380000005
Italy,380,democrazia cristiana,8,1946,1992,48.5,1948,12,380000008
Italy,380,democrazia europea,130,2001,2001,2.4,2001,1,380000130
Italy,380,forza italia,9,1994,1996,11.4,1994,2,380000009
Italy,380,forza italia,114,2001,2006,29.4,2001,2,380000114
Italy,380,fratelli d'italia,62,2013,2013,2,2013,1,380000062
Italy,380,fronte dell'uomo qualunque,10,1946,1946,5.3,1946,1,380000010
Italy,380,il girasole,132,2001,2001,2.2,2001,1,380000132
Italy,380,il popolo della libertà,65,2008,2013,37.4,2008,2,380000065
Italy,380,italia dei valori,97,2001,2008,4.4,2008,3,380000097
Italy,380,la margherita,133,2001,2001,14.5,2001,1,380000133
Italy,380,la rosa nel pugno,117,2006,2006,2.6,2006,1,380000117
Italy,380,lega lombarda,14,1987,2008,8.3,2008,2,380000014
Italy,380,lega nord,15,1992,2013,10.4,1996,6,380000015
Italy,380,liberali,16,1919,1921,33.4,1919,2,380000016
Italy,380,lista dini-rinnovamento italiano,18,1996,1996,2.2,1996,1,380000018
Italy,380,lista pannella,19,1994,1994,2.4,1994,1,380000019
Italy,380,moVimento 5 stelle,76,2013,2013,25.6,2013,1,380000076
Italy,380,movimento sociale italiano,21,1948,1968,5.8,1953,5,380000021
Italy,380,movimento sociale italiano-destra nazionale,22,1972,1992,8.7,1972,6,380000022
Italy,380,pannella-bonino,141,2001,2001,2.2,2001,1,380000141
Italy,380,partito comunista italiano,25,1921,2006,34.4,1976,13,380000025
Italy,380,partito della rifondazione comunista,27,1992,2006,5.8,2006,5,380000027
Italy,380,partito democratico,104,2008,2008,33.2,2008,1,380000104
Italy,380,partito democratico,79,2013,2013,25.4,2013,1,380000079
Italy,380,partito democratico della sinistra,29,1992,2001,16.6,2001,4,380000029
Italy,380,partito liberale italiano,32,1953,2008,7,1963,12,380000032
Italy,380,partito monarchico popolare,34,1958,1958,2.6,1958,1,380000034
Italy,380,partito nazionale fascista,35,1921,1921,14.8,1921,1,380000035
Italy,380,partito nazionale monarchico,36,1948,1958,6.8,1953,3,380000036
Italy,380,partito popolare italiano,37,1919,1921,20.7,1921,2,380000037
Italy,380,partito popolare italiano,38,1994,1994,5.5,1994,1,380000038
Italy,380,partito radicale,39,1919,1919,2.5,1919,1,380000039
Italy,380,partito radicale,40,1979,1979,3.4,1979,1,380000040
Italy,380,partito repubblicano italiano,41,1919,2013,5.1,1983,15,380000041
Italy,380,partito socialdemocratico italiano,43,1953,1992,6.1,1963,9,380000043
Italy,380,partito socialista dei lavoratori italiani,44,1948,1948,7.1,1948,1,380000044
Italy,380,partito socialista italiano,46,1946,2008,20.7,1946,12,380000046
Italy,380,partito socialista italiano di unità proletaria,47,1968,1968,4.4,1968,1,380000047
Italy,380,partito socialista ufficiale,49,1919,1921,32.3,1919,2,380000049
Italy,380,partito socialista unificato,50,1968,1968,14.5,1968,1,380000050
Italy,380,patto segni,51,1994,1994,2.3,1994,1,380000051
Italy,380,rivoluzione civile,87,2013,2013,2.3,2013,1,380000087
Italy,380,scelta civica con monti per l'italia,88,2013,2013,8.3,2013,1,380000088
Italy,380,sinistra ecologica libertà,89,2013,2013,3.2,2013,1,380000089
Italy,380,unione di centro,92,2006,2013,6.8,2006,3,380000092
Italy,380,verdi,54,1987,2006,2.8,1992,5,380000054
Ivory Coast,384,Parti DÃ©mocratique de CÃ´te d'Ivoire- Rassemblement DÃ©mocratique Africain,15,2011,2011,29.3,2011,1,384000015
Ivory Coast,384,Rassemblement des RÃ©publicains,26,2011,2011,42.5,2011,1,384000026
Ivory Coast,384,Union pour la DÃ©mocratie et la Paix en CÃ´te d'Ivoire,31,2011,2011,2.8,2011,1,384000031
Jamaica,388,christian conscience movement,4,1983,1983,2.7,1983,1,388000004
Jamaica,388,farmers' party,7,1955,1955,3.9,1955,1,388000007
Jamaica,388,jamaica democratic party,10,1944,1944,4.1,1944,1,388000010
Jamaica,388,jamaica labour party,1,1944,2016,89.7,1983,17,388000001
Jamaica,388,national democratic movement,15,1997,2016,4.8,1997,5,388000015
Jamaica,388,people's national party,2,1944,2016,60.1,1993,16,388000002
Japan,392,Democratic Party of Japan,73,1996,2014,36.7,2003,4,392000073
Japan,392,Innovation Party,50,2014,2014,15.7,2014,1,392000050
Japan,392,Japan Socialist Party,18,1947,2e3,27.7,1947,3,392000018
Japan,392,Japanese Communist Party,16,1947,2014,18.9,2000,22,392000016
Japan,392,jiyû tô bûnto ha,5,1953,1953,5.3,1953,1,392000005
Japan,392,kaishin tô,6,1952,1953,16.6,1953,2,392000006
Japan,392,kokumin kyôdô tô,7,1947,1949,4.2,1947,2,392000007
Japan,392,kômei tô,8,1967,1993,6,1976,10,392000008
Japan,392,Komeito,51,2e3,2014,13.7,2014,3,392000051
Japan,392,Liberal Democratic Party,3,1958,2014,75.9,1960,17,392000003
Japan,392,Liberal League,52,1996,2003,8.6,2000,3,392000052
Japan,392,Liberal Party,4,1952,2e3,72.6,1952,4,392000004
Japan,392,minshu jiyû tô,10,1949,1949,64.9,1949,1,392000010
Japan,392,minshu shakai tô,11,1960,1993,3.8,1969,12,392000011
Japan,392,minshu tô,12,1947,1949,31.5,1947,2,392000012
Japan,392,New Frontier Party,55,1996,1996,25.1,1996,1,392000055
Japan,392,New Socialist Party,57,1996,2e3,2.7,1996,2,392000057
Japan,392,nihon jiyû tô,15,1947,1947,31.8,1947,1,392000015
Japan,392,nihon minshu tô,17,1955,1955,44.9,1955,1,392000017
Japan,392,nihon shakai tô,19,1958,1993,25.6,1958,13,392000019
Japan,392,nihon shintô,20,1993,1993,5,1993,1,392000020
Japan,392,Party for Japanese Kokoro,60,2014,2014,2.7,2014,1,392000060
Japan,392,saha shakai tô,24,1952,1955,9.2,1955,3,392000024
Japan,392,shin jiyû tô,26,1976,1986,2.3,1976,5,392000026
Japan,392,shinsei tô,27,1993,1993,6.6,1993,1,392000027
Japan,392,Social Democratic Party,75,1996,2014,4.6,2000,4,392000075
Japan,392,uha shakai tô,29,1952,1955,9.4,1955,3,392000029
Kazakhstan,398,Agrarian Peopleâ€™s Democratic Patriotic Party,9,2016,2016,2,2016,1,398000009
Kazakhstan,398,All-National Social-Democratic Party,1,2007,2016,4.5,2007,3,398000001
Kazakhstan,398,Communist People’s Party of Kazakhstan,2,2007,2016,7.2,2012,3,398000002
Kazakhstan,398,Democratic Party of Kazakhstan Bright Path,4,2007,2016,7.5,2012,3,398000004
Kazakhstan,398,People’s Democratic Party,7,2007,2016,88.4,2007,3,398000007
Kenya,404,african people's party,1,1963,1963,8.6,1963,1,404000001
Kenya,404,Alliance Party of Kenya,33,2013,2013,2.4,2013,1,404000033
Kenya,404,baluhya political union,2,1961,1963,5.2,1961,2,404000002
Kenya,404,Democratic Party of Kenya,5,1992,2013,22.1,1992,3,404000005
Kenya,404,forum for the restoration of democracy-asili,7,1992,2013,24.4,1992,3,404000007
Kenya,404,forum for the restoration of democracy-kenya,8,1992,2013,20.8,1992,3,404000008
Kenya,404,Grand National Union,38,2013,2013,2.1,2013,1,404000038
Kenya,404,kenya african democratic union,10,1961,1963,25,1963,2,404000010
Kenya,404,kenya african national union,11,1961,2013,52.4,1963,5,404000011
Kenya,404,national democratic party,21,1997,1997,11.3,1997,1,404000021
Kenya,404,new kenya party,22,1961,1961,5.1,1961,1,404000022
Kenya,404,Orange Democratic Movement,57,2013,2013,21.4,2013,1,404000057
Kenya,404,safina,24,1997,2013,4.1,1997,2,404000024
Kenya,404,Social Democratic Party of Kenya,28,1992,2013,8.3,1997,3,404000028
Kenya,404,The National Alliance,70,2013,2013,24.8,2013,1,404000070
Kenya,404,United Democratic forum Party,72,2013,2013,3.7,2013,1,404000072
Kenya,404,United Republican Party,74,2013,2013,12.4,2013,1,404000074
Kenya,404,Wiper Democratic Movement - Kenya,77,2013,2013,5.6,2013,1,404000077
Korea,410,bosu-dang,5,1963,1963,2.9,1963,1,410000005
Korea,410,changjo hanguk-dang,207,2008,2012,2.1,2008,2,410000207
Korea,410,chinbak yeondae,209,2008,2008,8.4,2008,1,410000209
Korea,410,daedong cheongnyeon-dan,15,1948,1948,6,1948,1,410000015
Korea,410,daehan cheongnyeon-dan,19,1948,1950,3.1,1950,2,410000019
Korea,410,daehan dongnip chokseong gungmin-hoe,23,1948,1948,34.9,1948,1,410000023
Korea,410,daehan gungmin-dang,27,1950,1954,10.5,1950,2,410000027
Korea,410,gungmin-dang,52,1971,1971,4,1971,1,410000052
Korea,410,gungmin-hoe,53,1950,1958,9.6,1950,3,410000053
Korea,410,gungminui-dang,54,1963,1963,9.5,1963,1,410000054
Korea,410,hanguk gungmin-dang,62,1981,1988,13.2,1981,3,410000062
Korea,410,hanguk minju-dang,63,1948,1948,13.1,1948,1,410000063
Korea,410,hannara-dang,68,2e3,2012,40.5,2008,4,410000068
Korea,410,jayu minju yeonhap,78,1996,2004,16.2,1996,3,410000078
Korea,410,jayu minju-dang,79,1963,1963,8.5,1963,1,410000079
Korea,410,jayu seonjin-dang,203,2008,2012,6.3,2008,2,410000203
Korea,410,jayu-dang,80,1954,1960,45.5,1958,3,410000080
Korea,410,jayu-dang,81,1963,1967,3.6,1967,2,410000081
Korea,410,jinbo shin-dang,206,2008,2012,2.1,2008,2,410000206
Korea,410,min ju tong hap-dang,195,2012,2012,37.2,2012,1,410000195
Korea,410,mingwon-dang,100,1981,1985,6.7,1981,2,410000100
Korea,410,minjeong-dang,101,1963,1963,22.1,1963,1,410000101
Korea,410,minju gonghwa-dang,106,1963,1978,53.5,1967,5,410000106
Korea,410,minju gungmin-dang,108,1950,1954,13.2,1950,2,410000108
Korea,410,minju gungmin-dang,107,2e3,2004,3.7,2000,2,410000107
Korea,410,minju hanguk-dang,109,1981,1988,21.6,1981,3,410000109
Korea,410,minju jayu-dang,111,1992,1992,38.7,1992,1,410000111
Korea,410,minju jeongui-dang,112,1981,1988,35.6,1981,3,410000112
Korea,410,minju nodong-dang,113,2e3,2008,8.7,2004,3,410000113
Korea,410,minju sahoe-dang,115,1981,1981,3.2,1981,1,410000115
Korea,410,minju tongil-dang,116,1973,1978,8.6,1973,2,410000116
Korea,410,minju-dang,118,1958,1960,49.2,1960,2,410000118
Korea,410,minju-dang,119,1963,1967,15.7,1963,2,410000119
Korea,410,minju-dang,120,1992,1992,29,1992,1,410000120
Korea,410,pyunghwa minju-dang,132,1988,1988,19.4,1988,1,410000132
Korea,410,saecheonnyeon minju-dang,133,2e3,2004,35.9,2000,2,410000133
Korea,410,saejeongchi gungminhoeui,134,1996,1996,25.3,1996,1,410000134
Korea,410,saenuri-dang,199,2012,2012,43,2012,1,410000199
Korea,410,sahoe daejung-dang,135,1960,1960,6.3,1960,1,410000135
Korea,410,sin hankuk-dang,146,1996,1996,34.5,1996,1,410000146
Korea,410,sin minju gonghwa-dang,147,1988,1988,15.5,1988,1,410000147
Korea,410,sinhan minju-dang,149,1985,1988,28.8,1985,2,410000149
Korea,410,sinjung-dang,152,1981,1981,4.2,1981,1,410000152
Korea,410,sinjungchi gaehyeok-dang,151,1992,1992,2,1992,1,410000151
Korea,410,sinmin-dang,153,1967,1978,45.1,1971,4,410000153
Korea,410,tonghap jinbo-dang,213,2012,2012,8.1,2012,1,410000213
Korea,410,tonghap minju-dang,158,1996,1996,11.2,1996,1,410000158
Korea,410,tonghap minju-dang,212,2008,2008,27.1,2008,1,410000212
Korea,410,tongil gungmin-dang,159,1992,1992,17.2,1992,1,410000159
Korea,410,tongil minju-dang,161,1988,1988,23.5,1988,1,410000161
Korea,410,yeollin uri party,202,2004,2004,40.1,2004,1,410000202
Kosovo,1002,Alliance for Future of Kosovo,1,2007,2010,11.1,2010,2,1002000001
Kosovo,1002,Democratic League of Dardania,7,2010,2010,2.1,2010,1,1002000007
Kosovo,1002,Democratic League of Kosovo,8,2007,2010,24.7,2010,2,1002000008
Kosovo,1002,Democratic Party of Kosovo,9,2007,2010,34.5,2007,2,1002000009
Kosovo,1002,Independent Liberal Party,10,2007,2010,2.1,2010,2,1002000010
Kosovo,1002,New Kosovo Alliance,19,2007,2007,12.3,2007,1,1002000019
Kosovo,1002,New Spirit Party,20,2010,2010,2.2,2010,1,1002000020
Kosovo,1002,Reformist Party ORA,23,2007,2007,4.2,2007,1,1002000023
Kosovo,1002,Self-Determination,24,2010,2010,12.7,2010,1,1002000024
Latvia,428,apvienba tcvzernei un brivibai,1,1998,1998,14.7,1998,1,428000001
Latvia,428,jauna partija,6,1998,2002,24,2002,2,428000006
Latvia,428,jaunais laiks,7,2006,2006,16.5,2006,1,428000007
Latvia,428,latvijas pirmâ partija,18,2002,2002,13.6,2002,1,428000018
Latvia,428,latvijas socialdemokratiska stradnieku partija,19,1998,2006,3.5,2006,2,428000019
Latvia,428,latvijas socialdemokratu apvienba,20,1998,1998,12.9,1998,1,428000020
Latvia,428,latvijas zemnieku savieniba,22,1998,1998,2.5,1998,1,428000022
Latvia,428,politiska patriotiska apvieniba 'dzimtene',30,2006,2006,2.1,2006,1,428000030
Latvia,428,politisko organizaciju apvieniba,31,2002,2002,19.1,2002,1,428000031
Latvia,428,saskanas centrs,33,2006,2006,14.5,2006,1,428000033
Latvia,428,savieniba latvijas ceio,34,1998,2002,18.1,1998,2,428000034
Latvia,428,tautas kustiba lavtvijai - zigerista partija,40,1998,1998,23,1998,1,428000040
Latvia,428,tautas partija,41,2002,2006,25.7,2006,2,428000041
Latvia,428,tautas saskaoas partija,42,1998,2002,14.2,1998,2,428000042
Latvia,428,zalo un zemnieku savieniba,45,2002,2006,16.8,2006,2,428000045
Lesotho,426,All Basotho Convention/Kobo Tata ea Basotho,2,2007,2015,37.7,2015,3,426000002
Lesotho,426,Basotho Congress Party,6,1965,2012,73.4,1993,7,426000006
Lesotho,426,Basotho National Party,8,1965,2015,42.3,1970,8,426000008
Lesotho,426,Basutoland African Congress,9,2002,2015,3,2002,2,426000009
Lesotho,426,Democratic Congress,11,2012,2015,39.4,2012,2,426000011
Lesotho,426,Lesotho Communist Party,16,1970,2002,2.9,2002,2,426000016
Lesotho,426,Lesotho Congress for Democracy,17,1998,2015,60.9,1998,5,426000017
Lesotho,426,Lesotho People’s Congress,21,2002,2015,3.1,2002,3,426000021
Lesotho,426,Lesotho Workers Party,22,2002,2015,12.4,2007,4,426000022
Lesotho,426,Marema-Tlou,24,1965,1965,2,1965,1,426000024
Lesotho,426,Marematlou Freedom Party,25,1965,2015,16.7,1965,8,426000025
Lesotho,426,National Independent Party,27,1993,2015,25.7,2007,6,426000027
Lesotho,426,Popular Front for Democracy/Khoeetsa ea Sechaba,30,1993,2015,2,2012,6,426000030
Liberia,430,congress for democratic change,1,2005,2011,16.9,2005,2,430000001
Liberia,430,free democratic party,2,2005,2005,2.1,2005,1,430000002
Liberia,430,liberal party,5,2005,2005,13.4,2005,1,430000005
Liberia,430,Liberia Transformation Party,24,2011,2011,4.9,2011,1,430000024
Liberia,430,Liberty Party,22,2011,2011,9.9,2011,1,430000022
Liberia,430,Movement for Progressive Change,25,2011,2011,2.5,2011,1,430000025
Liberia,430,national democratic party of liberia,8,2005,2011,3.1,2005,2,430000008
Liberia,430,national patriotic party,10,2005,2011,8.4,2005,2,430000010
Liberia,430,national reformation party,11,2005,2011,2.4,2005,2,430000011
Liberia,430,National Union for Democratic Progress,27,2011,2011,4.2,2011,1,430000027
Liberia,430,new deal movement,13,2005,2005,3.8,2005,1,430000013
Liberia,430,unity party,17,2005,2011,19.1,2011,2,430000017
Liechtenstein,438,Christian Social Party,1,1962,1974,10.1,1962,4,438000001
Liechtenstein,438,Free List,2,1986,2013,13,2005,9,438000002
Liechtenstein,438,Nonpartisan List,3,1989,1989,3.2,1989,1,438000003
Liechtenstein,438,Patriotic Union,4,1945,2013,53.5,1982,21,438000004
Liechtenstein,438,Progressive Citizens’ Party,5,1945,2013,54.7,1945,21,438000005
Liechtenstein,438,The Independents,6,2013,2013,15.3,2013,1,438000006
Liechtenstein,438,Workers and Peasants Party,7,1953,1953,6.9,1953,1,438000007
Lithuania,440,darbo partija,23,2004,2012,24.3,2004,2,440000023
Lithuania,440,drasos kelias,44,2012,2012,8,2012,1,440000044
Lithuania,440,fronto partija,32,2008,2008,3.2,2008,1,440000032
Lithuania,440,krikšcioniu demokratu sajunga,1,2e3,2e3,3.1,2000,1,440000001
Lithuania,440,liberalu ir centro sajunga,25,2004,2012,10.5,2004,3,440000025
Lithuania,440,liberalu sajudis lietuvos respublikos,35,2008,2012,8,2012,2,440000035
Lithuania,440,lietuvos centro sajunga,3,2e3,2e3,4.4,2000,1,440000003
Lithuania,440,lietuvos krikšcioniu demokratu partija,5,2e3,2e3,3.8,2000,1,440000005
Lithuania,440,lietuvos lenku rinkimu akcija,8,2e3,2012,5.9,2012,4,440000008
Lithuania,440,lietuvos liberalu sajunga,10,2e3,2e3,16,2000,1,440000010
Lithuania,440,lietuvos socialdemokratu partija,36,2008,2012,17.9,2012,2,440000036
Lithuania,440,lietuvos valstieciu ir žaliuju sajunga,49,2012,2012,4.4,2012,1,440000049
Lithuania,440,lietuvos valstieciu liaudininku sajunga,37,2008,2008,4.5,2008,1,440000037
Lithuania,440,lietuvos valstieciu partija,16,2e3,2e3,5.2,2000,1,440000016
Lithuania,440,naujoji sajunga,18,2e3,2008,17.1,2000,2,440000018
Lithuania,440,nuosaikiuju konservatoriu sajunga,19,2e3,2e3,2.4,2000,1,440000019
Lithuania,440,partija tvarka ir teisingumas,39,2008,2012,12.3,2008,2,440000039
Lithuania,440,tautos prisikelimo partija,41,2008,2008,12.2,2008,1,440000041
Lithuania,440,tevynes atgimimas ir perspektyva,56,2012,2012,2.2,2012,1,440000056
Lithuania,440,tevynes sajunga,22,2e3,2004,14.2,2004,2,440000022
Lithuania,440,tevynes sajunga - lietuvos krikšcionys demokratai,42,2008,2012,19.5,2008,2,440000042
Luxembourg,442,Alternativ Demokratesch Reformpartei,31,2009,2013,8.4,2009,2,442000031
Luxembourg,442,comité d'action 5/6 pensions pour tous,1,1989,1989,7.3,1989,1,442000001
Luxembourg,442,comitè d'action pour la démocratie et le droit aux pensions,2,1994,2004,10.9,1999,3,442000002
Luxembourg,442,CSV - Chrëschtlech Sozial Vollekspartei,15,1945,2013,42.4,1954,16,442000015
Luxembourg,442,déi gréng,34,1999,2013,11.7,2004,4,442000034
Luxembourg,442,déi Lénk,35,1999,2013,5.5,2013,4,442000035
Luxembourg,442,di grëng alternativ,4,1984,1989,5.2,1984,2,442000004
Luxembourg,442,enrôlés de force,5,1979,1979,4.5,1979,1,442000005
Luxembourg,442,gauche libérale,6,1925,1925,5.9,1925,1,442000006
Luxembourg,442,grëng lëscht ekologesch initiativ,7,1989,1989,4.2,1989,1,442000007
Luxembourg,442,groupement démocratique,8,1954,1954,10.8,1954,1,442000008
Luxembourg,442,groupement patriotique et démocratique,9,1945,1951,20.5,1951,3,442000009
Luxembourg,442,indépendants de la droite,10,1925,1925,2.1,1925,1,442000010
Luxembourg,442,indépendants de la gauche,11,1919,1945,4.6,1934,4,442000011
Luxembourg,442,KPL - Kommunistesch Partei vu Lëtzebuerg,16,1934,2013,16.9,1948,14,442000016
Luxembourg,442,liste démocratique,12,1937,1937,11,1937,1,442000012
Luxembourg,442,"liste libre des paysans, classes moyennes et ouvriers",13,1937,1937,3.5,1937,1,442000013
Luxembourg,442,mouvement indépendant populaire,14,1964,1964,6,1964,1,442000014
Luxembourg,442,parti de la droite,17,1919,1937,49.7,1919,5,442000017
Luxembourg,442,parti démocratique,18,1959,2013,22.2,1974,12,442000018
Luxembourg,442,parti des paysans et des classes moyennes,19,1937,1937,2.1,1937,1,442000019
Luxembourg,442,parti libéral,20,1937,1937,3,1937,1,442000020
Luxembourg,442,parti national indépendant,21,1919,1928,13.6,1925,3,442000021
Luxembourg,442,parti ouvrier,22,1919,1919,17.6,1919,1,442000022
Luxembourg,442,parti ouvrier socialiste luxembourgeois,23,1925,2013,41.5,1948,20,442000023
Luxembourg,442,parti populaire indépendant,24,1919,1919,4.9,1919,1,442000024
Luxembourg,442,parti radical,25,1925,1937,12.9,1934,4,442000025
Luxembourg,442,parti radical socialiste,26,1925,1925,10,1925,1,442000026
Luxembourg,442,parti radical-libéral,27,1919,1919,16,1919,1,442000027
Luxembourg,442,parti social-démocrate,28,1974,1979,9.2,1974,2,442000028
Luxembourg,442,Piratepartei,40,2013,2013,3.2,2013,1,442000040
Luxembourg,442,socialistes indépendants - liste jean gremling,30,1979,1979,2.2,1979,1,442000030
Macedonia,807,Democratic Party of the Albanians,11,2002,2014,8.3,2008,5,807000011
Macedonia,807,Democratic Union for Integration,15,2002,2014,14.2,2014,4,807000015
Macedonia,807,National Democratic Party,31,2002,2006,2.2,2002,2,807000031
Macedonia,807,National Democratic Revival,32,2011,2014,2.7,2011,2,807000032
Macedonia,807,New Social Democratic Party,37,2006,2006,6.1,2006,1,807000037
Macedonia,807,Party for Democratic Prosperity,38,2002,2014,2.2,2002,4,807000038
Macedonia,807,Social Democratic Union of Macedonia,55,2006,2011,32.8,2011,2,807000055
Macedonia,807,Socialist Party of Macedonia,56,2002,2002,2.2,2002,1,807000056
Macedonia,807,VMRO-Democratic Party for Macedonian National Unity,62,2006,2011,48.8,2008,3,807000062
Macedonia,807,VMRO-People’s Party,64,2006,2014,6.1,2006,3,807000064
Malawi,454,alliance for democracy,1,1999,2014,10.5,1999,3,454000001
Malawi,454,Democratic Progressive Party,24,2014,2014,22,2014,1,454000024
Malawi,454,malawi congress party,3,1999,2014,33.6,1999,3,454000003
Malawi,454,national democratic alliance,9,2004,2004,8.3,2004,1,454000009
Malawi,454,people's progressive movement,15,2004,2004,3.2,2004,1,454000015
Malawi,454,People’s Party,31,2014,2014,18.1,2014,1,454000031
Malawi,454,republican party,17,2004,2004,7.5,2004,1,454000017
Malawi,454,united democratic front,21,1999,2014,46.7,1999,3,454000021
Malaysia,458,Alternative Front (People's Alliance-Democratic Action Party),11,1999,2013,15.7,2013,4,458000011
Malaysia,458,Alternative Front (People's Alliance-Pan-Islamic Malaysian Party,5,1999,2013,15.3,2004,4,458000005
Malaysia,458,Alternative Front (People's Alliance-People's Justice Party),6,1999,2013,20.4,2013,4,458000006
Malaysia,458,Barisan Nasional,2,2013,2013,47.4,2013,1,458000002
Maldives,462,Adhaalathu Party,1,2009,2014,2.6,2014,2,462000001
Maldives,462,Dhivehi Qaumee Party,2,2009,2009,3.5,2009,1,462000002
Maldives,462,Dhivehi Rayyithunge Party,3,2009,2014,24.4,2009,2,462000003
Maldives,462,Jumhooree Party,6,2009,2014,16.2,2014,2,462000006
Maldives,462,Maldives Development Alliance,8,2014,2014,7,2014,1,462000008
Maldives,462,Maldivian Democratic Party,9,2009,2014,34.8,2014,2,462000009
Maldives,462,People's Alliance,11,2009,2009,5,2009,1,462000011
Maldives,462,Progressive Party of Maldives,12,2014,2014,28.3,2014,1,462000012
Malta,470,CON,11,1921,1953,60.5,1939,8,470000011
Malta,470,CWP,8,1962,1966,8.5,1962,2,470000008
Malta,470,DAP,14,1947,1950,12.9,1947,2,470000014
Malta,470,DNP,17,1921,1924,14.6,1924,2,470000017
Malta,470,DNP,9,1962,1966,9.1,1962,2,470000009
Malta,470,GOZO,15,1947,1947,7.1,1947,1,470000015
Malta,470,JONES,13,1947,1951,3.3,1947,3,470000013
Malta,470,MLP,2,1921,2013,81,1945,23,470000002
Malta,470,MWP,12,1950,1953,22.4,1950,3,470000012
Malta,470,PCP,7,1953,1971,4.5,1962,5,470000007
Malta,470,PN,3,1927,2013,64.6,1932,20,470000003
Malta,470,UPM,18,1921,1924,44.9,1921,2,470000018
Mauritius,480,gaetan duval party,7,1995,1995,6.3,1995,1,480000007
Mauritius,480,hizbullah,10,1991,2e3,3.3,2000,3,480000010
Mauritius,480,mauritian militant movement,29,1976,1983,46,1983,2,480000029
Mauritius,480,mauritian social democrat party,39,1967,1987,43.2,1967,5,480000039
Mauritius,480,mauritian solidarity front,43,2005,2014,2,2014,3,480000043
Mauritius,480,militiant socialist movement - labor party,60,1983,1983,42.1,1983,1,480000060
Mauritius,480,national democratic movement raj dayal,63,2e3,2010,3,2000,3,480000063
Mexico,484,Convergencia por la Democracia,1,2003,2009,2.6,2009,2,484000001
Mexico,484,Movimento Ciudadano,34,2012,2012,2.1,2012,1,484000034
Mexico,484,Partido AcciÃ³n Nacional,3,1991,2012,34.3,2006,8,484000003
Mexico,484,Partido Alternativa SocialdemÃ³crata y Campesina,5,2006,2006,2.1,2006,1,484000005
Mexico,484,Partido AutÃ©ntico de la RevoluciÃ³n Mexicana,6,1991,2e3,2.1,1991,3,484000006
Mexico,484,Partido de la RevoluciÃ³n DemÃ³cratica,9,1991,2012,25.7,1997,7,484000009
Mexico,484,Partido del Frente Cardenista de ReconstrucciÃ³n Nacional,11,1991,1994,4.3,1991,2,484000011
Mexico,484,Partido del Trabajo,12,1991,2012,3.8,2009,7,484000012
Mexico,484,partido nueva alanzia,25,2009,2012,2.2,2012,2,484000025
Mexico,484,Partido Popular Socialista,18,1991,2012,4.7,2006,6,484000018
Mexico,484,Partido Revolucionario Institucional,21,1991,2012,61.4,1991,8,484000021
Mexico,484,Partido Verde Ecologista de MÃ©xico,22,1994,2012,7,2009,6,484000022
Moldova,498,Centrist Union of Moldova,2,2005,2009,2.7,2009,2,498000002
Moldova,498,Christian Democratic People's Party,3,2001,2010,9.4,2001,5,498000003
Moldova,498,Communist Party of the Republic of Moldova,4,2001,2010,49.5,2009,5,498000004
Moldova,498,Democratic Party of Moldova,6,2001,2010,12.7,2010,4,498000006
Moldova,498,Equality Social-Political Movement,8,2005,2010,2.8,2005,2,498000008
Moldova,498,Liberal Democratic Party of Moldova,15,2009,2010,29.4,2010,3,498000015
Moldova,498,Liberal Party,16,2009,2010,13.1,2009,2,498000016
Moldova,498,National Liberal Party,18,2001,2010,14.7,2009,3,498000018
Moldova,498,Party of Democratic Forces,21,2001,2010,9.8,2009,4,498000021
Moldova,498,Party of Rebirth and Reconciliation of Moldova,22,2001,2001,6.6,2001,1,498000022
Moldova,498,Social Democratic Party of Moldova,29,2001,2010,3.7,2009,4,498000029
Moldova,498,Social Political Movement of the Roma in the Republic of Moldova,30,2001,2005,3,2005,2,498000030
Mongolia,496,Civil Will-Green Party,2,2012,2012,5.3,2012,1,496000002
Mongolia,496,Democratic Party,3,2008,2012,37.7,2008,2,496000003
Mongolia,496,Mongolian People's Party,7,2012,2012,32.4,2012,1,496000007
Mongolia,496,Mongolian People's Revolutionary Party,14,1992,2008,97.1,1992,5,496000014
Montenegro,499,Bosniak Party,5,2012,2016,4.2,2012,2,499000005
Montenegro,499,Democratic Front,7,2012,2016,23.2,2012,2,499000007
Montenegro,499,Democratic Montenegro,8,2016,2016,10,2016,1,499000008
Montenegro,499,Democratic Party of Socialists of Montenegro,10,2016,2016,41.4,2016,1,499000010
Montenegro,499,Movement for Changes,14,2006,2009,13.1,2006,2,499000014
Montenegro,499,New Serbian Democracy,16,2009,2009,9.8,2009,1,499000016
Montenegro,499,Positive Montenegro,18,2012,2016,8.4,2012,2,499000018
Montenegro,499,Social Democratic Party of Montenegro,21,2016,2016,5.2,2016,1,499000021
Montenegro,499,Social Democrats of Montenegro,22,2016,2016,3.3,2016,1,499000022
